"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeStudy",,"ostler","stableman",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeStudy",,"elchee","ambassador",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeStudy",,"torvous","stern",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeStudy",,"periapt","charm",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","sententious","moralising",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","immure","imprison",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","valienton","bully",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","hyaline","glassy",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","floccose","woolly",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","infandous","horrible",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","trammel","impede",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","tantivy","quick",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","opprobrium","disgrace",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","immolate","sacrifice",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","inosculate","join",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","subsecive","spare",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","picaroon","cheat",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","abjure","reject",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","stolid","unemotional",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","esculent","edible",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","mendicant","beggar",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","effulgent","shining",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","renitent","resistant",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","coriaceous","tough",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","selcouth","strange",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","conspue","despise",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","tyro","beginner",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","sejant","seated",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","inchoate","undeveloped",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","carcanet","necklace",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","roke","mist",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","unguinous","oily",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","gadoid","fish",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","esurient","hungry",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","hauberk","garment",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","perpend","consider",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","subluxation","dislocation",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","threnody","lament",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","plangent","noisy",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","encomium","tribute",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Test-Cue","subduce","withdraw",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","hispid","bristly",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","objurgate","rebuke",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Study","Non-Test Cue","algid","chilly",,,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeMeaning",,"roscid","dewy",,"","0","0"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeMeaning",,"jollux","fat",,"multiple","0","4857"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeMeaning",,"kinchin","child",,"small","0","4463"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","PracticeMeaning",,"coggage","paper",,"house","0","6223"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","inimical","hostile",,"hot","0","4975"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","tressilate","quiver",,"analyse","0","4514"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","intractable","unmanageable",,"closed","0","6631"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","compendious","concise",,"stupid","0","4944"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","bistoury","knife",,"large","0","5073"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","contumacious","rebellious",,"strong","0","6873"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","lassitude","tiredness",,"height","0","6949"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","frampold","quarrelsome",,"large","0","6665"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","kedge","anchor",,"curb","0","5039"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","minatory","threatening",,"small","0","5470"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","umiak","boat",,"cute","0","6365"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","peridot","gem",,"time","0","5324"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","recondite","hidden",,"friendly","0","7690"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","maunder","ramble",,"saunter","0","4865"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","insulse","boring",,"sense","0","3812"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","roil","billow",,"roll","0","5738"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","inculcate","instil",,"threaten","0","6821"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","olamic","lasting",,"vase","0","6510"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","varec","seaweed",,"noisy","0","4504"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","orotund","pompous",,"round","0","4703"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","stanchion","support",,"fellow","0","4464"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","morigerous","obedient",,"unstable","0","6922"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","surquedry","arrogance",,"fidget","0","6088"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","zamindar","landlord",,"rich","0","7935"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","succursal","branch",,"scuffle","0","5158"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","gallionic","careless",,"barrel","0","4037"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","peculate","embezzle",,"speculate","0","5197"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","hanap","cup",,"hang","0","5447"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","recreant","surrendering",,"misfit","0","4587"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","facinorous","infamous",,"mean","0","6855"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","unzymotic","fabulous",,"untalented","0","6227"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","frisket","mask",,"fish","0","4254"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","imprecation","curse",,"impression","0","6217"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","mechlin","lace",,"strong","0","4366"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","burgeon","flourish",,"thief","0","4045"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","interstice","space",,"navigate","0","7476"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","acherontic","dismal",,"traveller","0","4447"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","famulus","assistant",,"hungry","0","5069"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Non-Test Cue","levisomnous","observant",,"levitate","0","6578"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Meaning","Test-Cue","rapparee","bandit",,"fun","0","6821"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","TestPrac","Study","elchee","ambassador","charm",,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","TestPrac","Meaning","roscid","dewy","fat",,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","TestPrac","Meaning","kinchin","child","paper",,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","TestPrac","Study","ostler","stableman","stern",,,
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","tantivy","quick","woolly","quick","1","1909"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","interstice","space","fabulous","space","1","1905"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","carcanet","necklace","strange","necklace","1","2241"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","orotund","pompous","lasting","pompous","1","1988"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","minatory","threatening","anchor","anchor","0","2535"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","gadoid","fish","seated","seated","0","3144"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","zamindar","landlord","careless","careless","0","3889"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","famulus","assistant","lace","assistant","1","2209"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","opprobrium","disgrace","sacrifice","sacrifice","0","2585"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","facinorous","infamous","embezzle","infamous","1","3147"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","renitent","resistant","beggar","beggar","0","3220"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","maunder","ramble","hidden","ramble","1","3164"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","rapparee","bandit","observant","bandit","1","2630"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","bistoury","knife","rebellious","knife","1","2684"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","abjure","reject","join","join","0","1859"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","morigerous","obedient","support","obedient","1","2143"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","frisket","mask","cup","mask","1","1996"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","encomium","tribute","rebuke","tribute","1","2579"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","burgeon","flourish","surrendering","flourish","1","1637"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","inimical","hostile","quiver","hostile","1","2746"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","inchoate","undeveloped","tough","tough","0","3880"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","esculent","edible","cheat","edible","1","3598"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","intractable","unmanageable","concise","unmanageable","1","2441"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","roil","billow","boring","billow","1","1587"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","surquedry","arrogance","branch","branch","0","3033"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","trammel","impede","glassy","glassy","0","1930"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","stolid","unemotional","spare","unemotional","1","2102"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","hauberk","garment","oily","garment","1","3833"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","varec","seaweed","instil","seaweed","1","2265"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","tyro","beginner","shining","beginner","1","2278"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","valienton","bully","moralising","bully","1","1971"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","roke","mist","despise","mist","1","1826"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","subduce","withdraw","chilly","chilly","0","2588"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","acherontic","dismal","curse","curse","0","2280"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","threnody","lament","consider","lament","1","1860"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","plangent","noisy","bristly","noisy","1","3471"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","subluxation","dislocation","hungry","dislocation","1","1765"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","lassitude","tiredness","quarrelsome","quarrelsome","0","2750"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Meaning","peridot","gem","boat","gem","1","2154"
"1","TPL4 - familiar vs unfamiliar foils","female","19","Points","1","Familiar foils","Test","Study","infandous","horrible","imprison","horrible","1","3667"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeStudy",,"periapt","charm",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeStudy",,"torvous","stern",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeStudy",,"roscid","dewy",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeStudy",,"quinnet","wedge",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","gadoid","fish",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","rebarbative","repellent",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","complect","intertwine",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","inchoate","undeveloped",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","leggiadrous","elegant",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","rapparee","bandit",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","succursal","branch",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","kaross","jacket",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","unguinous","oily",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","objurgate","rebuke",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","zamindar","landlord",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","immolate","sacrifice",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","orotund","pompous",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","mechlin","lace",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","spoffish","fussy",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","desman","mole",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","kedge","anchor",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","subluxation","dislocation",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","limpid","clear",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","recondite","hidden",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","contumacious","rebellious",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","surquedry","arrogance",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","floccose","woolly",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","balatron","joker",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","subsecive","spare",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","encomium","tribute",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","umiak","boat",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","blandish","flatter",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","lassitude","tiredness",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","trammel","impede",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","minatory","threatening",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","subduce","withdraw",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","hispid","bristly",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","gallionic","careless",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","carcanet","necklace",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","valienton","bully",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","valinch","tube",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","renitent","resistant",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Test-Cue","olamic","lasting",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Study","Non-Test Cue","burgeon","flourish",,,,
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeMeaning",,"neogamist","newlywed",,"","0","0"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeMeaning",,"fane","temple",,"fan","0","4819"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeMeaning",,"jollux","fat",,"joker","0","5657"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","PracticeMeaning",,"ostler","stableman",,"castle","0","6811"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","munjeet","herb",,"human","0","6351"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","perpend","consider",,"perpetunance","0","8856"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","abjure","reject",,"secure","0","5698"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","descry","discover",,"outrage","0","5585"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","famulus","assistant",,"family","0","3077"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","glabrous","smooth",,"abrupt","0","6137"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","falchion","sword",,"birds","0","6554"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","spoliate","plunder",,"spoilt","0","5317"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","stentorian","loud",,"old","0","9319"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","quant","pole",,"count","0","4579"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","frampold","quarrelsome",,"frame","0","6457"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","superate","overcome",,"seperate","0","5232"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","hauberk","garment",,"banker","0","3688"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","subdolous","crafty",,"subdue","0","4314"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","aegagrus","goat",,"aggrevied","0","4862"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","frond","leaf",,"depend","0","8450"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","compendious","concise",,"contemplate","0","9125"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","tressilate","quiver",,"fossil","0","5570"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","varec","seaweed",,"rec","0","7762"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","recreant","surrendering",,"create","0","4765"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","effulgent","shining",,"divl","0","8026"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","stolid","unemotional",,"solid","0","3950"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","achene","fruit",,"injury","0","7132"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","sodality","fellowship",,"solit","0","9895"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","frisket","mask",,"trouble","0","5700"
"10","TPL4 - familiar vs unfamiliar foils","female","22","Points","1","Unfamiliar foils","Meaning","Test-Cue","karimption","crowd",,"direction","0","6349"
