"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"ostler","stableman",,"egg","0","5039"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"fane","temple",,"fair","0","5125"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"roscid","dewy",,"flower","0","4185"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","immure","imprison",,"child","0","4004"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","droze","drip",,"sleepy","0","4199"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","unzymotic","fabulous",,"instrument","0","7157"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","rapparee","bandit",,"rare","0","4058"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","roke","mist",,"poor","0","3739"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","inculcate","instil",,"warm","0","3789"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","sejant","seated",,"sea","0","3615"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","trammel","impede",,"train","0","5057"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","kedge","anchor",,"ledge","0","4344"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","subduce","withdraw",,"substance","0","5292"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","peridot","gem",,"parot","0","4019"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","frisket","mask",,"basket","0","5499"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","leggiadrous","elegant",,"scary","0","3816"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","unguinous","oily",,"intellegent","0","6664"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","desman","mole",,"bland","0","4163"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","coriaceous","tough",,"courage","0","4012"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","minatory","threatening",,"ministry","0","4786"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","subluxation","dislocation",,"relaxation","0","7980"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","superate","overcome",,"solid","0","5100"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","immolate","sacrifice",,"irrationle","0","6476"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","tantivy","quick",,"music","0","5604"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","complect","intertwine",,"complex","0","3976"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","facinorous","infamous",,"fabulous","0","6347"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","gadoid","fish",,"gasp","0","4872"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","hyaline","glassy",,"hygeine","0","5110"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","subvention","grant",,"submarine","0","6491"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","gossamer","flimsy",,"watch","0","6456"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","mechlin","lace",,"mechanical","0","4206"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","slake","quench",,"rake","0","6433"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","bistoury","knife",,"biscuit","0","5333"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","valienton","bully",,"ventalation","0","4596"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","surquedry","arrogance",,"quiry","0","9931"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","algid","chilly",,"straight","0","5182"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","peculate","embezzle",,"posh","0","5976"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","quant","pole",,"sound","0","6481"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","morigerous","obedient",,"corner","0","5005"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","maunder","ramble",,"murder","0","3560"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","plangent","noisy",,"nice","0","5419"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","inimical","hostile",,"weird","0","5502"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","infandous","horrible",,"walk","0","6311"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Study","phoenicopter","flamingo","child",,,
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Study","torvous","stern","paper",,,
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Meaning","jollux","fat","stableman",,,
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Meaning","fane","temple","dewy",,,
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","valinch","tube","strange","tube","1","2885"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","peridot","gem","elegant","elegant","0","4716"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","unguinous","oily","threatening","oily","1","3120"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","tressilate","quiver","unemotional","quiver","1","3782"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","immure","imprison","drip","imprison","1","2855"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","sejant","seated","impede","seated","1","3977"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","zamindar","landlord","woolly","landlord","1","3473"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","opprobrium","disgrace","tribute","tribute","0","2621"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","hyaline","glassy","bully","bully","0","2255"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","threnody","lament","joker","joker","0","3578"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","olamic","lasting","support","support","0","2785"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","interstice","space","crowd","crowd","0","3189"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","facinorous","infamous","quench","infamous","1","3681"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","sodality","fellowship","despise","fellowship","1","2311"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","limpid","clear","pompous","clear","1","3149"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","levisomnous","observant","boat","observant","1","2672"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","surquedry","arrogance","obedient","obedient","0","3983"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","superate","overcome","fish","overcome","1","3701"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","kedge","anchor","withdraw","anchor","1","4926"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","blandish","flatter","fussy","flatter","1","2643"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","roke","mist","fabulous","mist","1","2682"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","mendicant","beggar","herb","beggar","1","3518"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","senescent","elderly","moralising","moralising","0","1909"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","immolate","sacrifice","lace","lace","0","3141"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","frisket","mask","tough","mask","1","2677"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","frampold","quarrelsome","reject","quarrelsome","1","2229"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","bistoury","knife","pole","knife","1","2063"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","subvention","grant","chilly","grant","1","4213"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","inculcate","instil","bandit","bandit","0","4667"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","everse","overthrow","spotty","spotty","0","4049"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","sprauncy","smart","loud","smart","1","1636"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","perpend","consider","fruit","consider","1","3261"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","subluxation","dislocation","intertwine","dislocation","1","6247"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","insulse","boring","smooth","smooth","0","3347"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","desman","mole","quick","mole","1","2630"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","gossamer","flimsy","embezzle","flimsy","1","2869"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","hispid","bristly","leaf","leaf","0","3646"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","maunder","ramble","noisy","ramble","1","3510"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","intractable","unmanageable","discover","unmanageable","1","3761"
"89","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","inimical","hostile","horrible","horrible","0","4482"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeStudy",,"periapt","charm",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeStudy",,"quinnet","wedge",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeStudy",,"coggage","paper",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeStudy",,"jollux","fat",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","perpend","consider",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","rebarbative","repellent",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","mendicant","beggar",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","picaroon","cheat",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","hanap","cup",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","renitent","resistant",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","olamic","lasting",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","peridot","gem",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","maunder","ramble",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","succursal","branch",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","orotund","pompous",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","hauberk","garment",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","unguinous","oily",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","valinch","tube",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","frisket","mask",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","sententious","moralising",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","sodality","fellowship",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","subdolous","crafty",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","facinorous","infamous",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","mundify","wash",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","conspue","despise",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","intractable","unmanageable",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","desman","mole",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","plangent","noisy",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","barbet","bird",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","esurient","hungry",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","hispid","bristly",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","threnody","lament",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","quidnunc","gossip",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","sprauncy","smart",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","superate","overcome",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","gallionic","careless",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","immolate","sacrifice",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","esculent","edible",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","stolid","unemotional",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","immure","imprison",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","unzymotic","fabulous",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","inculcate","instil",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Non-Test Cue","slake","quench",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Study","Test-Cue","bistoury","knife",,,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeMeaning",,"kinchin","child",,"l","0","9723"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeMeaning",,"roscid","dewy",,"can","0","5219"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeMeaning",,"fane","temple",,"fame","0","5455"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","PracticeMeaning",,"torvous","stern",,"people","0","6926"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","karimption","crowd",,"time","0","4497"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","munjeet","herb",,"cat","0","4037"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","glabrous","smooth",,"good","0","5494"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","minatory","threatening",,"major","0","6436"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","kedge","anchor",,"knife","0","3818"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","selcouth","strange",,"cough","0","6451"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","objurgate","rebuke",,"obvious","0","6050"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","descry","discover",,"decrease","0","9355"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","burgeon","flourish",,"batton","0","8311"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","algid","chilly",,"sense","0","4472"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","inosculate","join",,"isolate","0","8952"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","subluxation","dislocation",,"fun","0","4390"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","stanchion","support",,"grand","0","4646"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","umiak","boat",,"mink","0","5102"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","recreant","surrendering",,"reacure","0","8544"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","trammel","impede",,"spade","0","4923"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","spoliate","plunder",,"isolate","0","4854"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","floccose","woolly",,"grass","0","7281"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","roke","mist",,"fake","0","4242"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","blandish","flatter",,"joy","0","7913"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","tantivy","quick",,"blunder","0","5417"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","morigerous","obedient",,"quick","0","2904"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","balatron","joker",,"kind","0","4423"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","compendious","concise",,"inconsistant","0","7948"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","infandous","horrible",,"great","0","5701"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","gossamer","flimsy",,"naughty","0","4358"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","peculate","embezzle",,"circulate","0","5538"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","frond","leaf",,"cold","0","5783"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","lassitude","tiredness",,"maage","0","8904"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","everse","overthrow",,"sleep","0","4073"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","tressilate","quiver",,"transate","0","8613"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","gadoid","fish",,"open","0","3097"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","famulus","assistant",,"snake","0","3360"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","contumacious","rebellious",,"helpful","0","6582"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","mehari","camel",,"sadness","0","7366"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Test-Cue","quant","pole",,"quiet","0","4532"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","imprecation","curse",,"dog","0","7495"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","limpid","clear",,"rubbish","0","6523"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","mechlin","lace",,"child","0","8326"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Meaning","Non-Test Cue","rapparee","bandit",,"dog","0","7487"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","TestPrac","Study","periapt","charm","wedge",,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","TestPrac","Meaning","kinchin","child","dewy",,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","TestPrac","Meaning","torvous","stern","temple",,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","TestPrac","Study","coggage","paper","fat",,,
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","picaroon","cheat","repellent","repellent","0","2557"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","balatron","joker","concise","joker","1","3739"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","sprauncy","smart","lament","lament","0","3000"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","bistoury","knife","quench","quench","0","3488"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","recreant","surrendering","chilly","surrendering","1","3791"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","glabrous","smooth","crowd","smooth","1","3148"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","contumacious","rebellious","lace","rebellious","1","3382"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","everse","overthrow","camel","overthrow","1","2975"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","quant","pole","bandit","bandit","0","4828"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","quidnunc","gossip","bristly","bristly","0","3004"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","frond","leaf","embezzle","embezzle","0","3714"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","stolid","unemotional","careless","unemotional","1","3582"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","gossamer","flimsy","horrible","horrible","0","3341"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","valinch","tube","branch","branch","0","3733"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","sententious","moralising","pompous","pompous","0","5024"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","morigerous","obedient","quick","obedient","1","3488"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","umiak","boat","flourish","boat","1","5078"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","mendicant","beggar","consider","consider","0","4330"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","hanap","cup","lasting","cup","1","4712"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","desman","mole","noisy","noisy","0","2642"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","famulus","assistant","clear","assistant","1","4710"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","floccose","woolly","impede","woolly","1","2812"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","intractable","unmanageable","despise","despise","0","4759"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","mundify","wash","fellowship","wash","1","3073"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","roke","mist","flatter","mist","1","4035"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","renitent","resistant","gem","resistant","1","4450"
