source,target,element,fragment,initial_status,recheck_status,final_url,error
https://www.andywills.info/metapage/wills-et-al-2020/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/metapage/wills-mclaren-1998/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/naxos/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/no-IR/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/no-osr/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/no-text/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/not-on-spotify/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/open/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/open/linux-uop/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/page2/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/page3/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/page4/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/peer/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-attlearn/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-catdec/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-compcat/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-dualproc/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-freecatPL/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-hai/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pub-objclass/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/publications/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/auto101/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/auto102/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/auto111/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/auto112/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/auto113/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu101/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu102/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu103/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu105/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu106/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu107/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu108/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu109/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu110/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu111/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu112/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu113/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu117/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu119/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu120/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu121/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/pubs/pu122/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/python_guide/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/quotes/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/software/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/tags/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/talks/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/teach/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/vivas/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/vpn-setup/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/vscode/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/weirdDNN/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/willslab-ply/,https://www.andywills.info/assets/js/beautifuljekyll.js,script,,200,,https://www.andywills.info/assets/js/beautifuljekyll.js,
https://www.andywills.info/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-04-29-new-site/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-05-18-cogsci-hard/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-05-23-asimov/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-05-24-newport/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-05-30-perez/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-06-02-patreon/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-06-19-myrakaru/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-06-23-psp/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-06-25-notif-off/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-07-05-man-machine/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-07-06-cal/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2021-11-29-frmi-ibre/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2022-02-03-why_fail/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2022-04-01-coffee/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2022-09-27-gpt3/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2022-11-30-asos/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2023-03-31-physical/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2025-08-14-ibre/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/2026-09-10-numbeo/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/404.html,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/aboutme/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/box-of-doom/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/bric-azure/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/git/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/linux-admin/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/linux-files/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/linux-network/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/linux-setup/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cheat/unix-zsh/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/coauthors/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/compute-request/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/cv/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/deep-sim-history/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/deepsim-config/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/deepsim/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/docker/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/index.html,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/isaac/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/lab-res/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/lab/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/library/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/edmunds-et-al-2015/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/edmunds-et-al-2019/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/maes-et-al-2015/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/milton-et-al-2020/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/seabrooke-et-al-2019-ML/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/seabrooke-et-al-2019/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/seabrooke-et-al-2021/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/spicer-et-al-2020/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/wills-2005/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/wills-et-al-2004/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/wills-et-al-2007/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/wills-et-al-2009/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
https://www.andywills.info/metapage/wills-et-al-2011/,http://www.freevisitorcounters.com,a,,200,,http://www.freevisitorcounters.com/,
