"cond"	"subj"	"yoke"	"phase"	"block"	"trial"	"s1"	"s2"	"s3"	"s4"	"s5"	"resp"	"rt"	"correct"
"single"	11	0	1	4	18	0	2	0	0	0	"B"	0.5509375	"Y"
"single"	11	0	1	4	19	0	2	0	0	0	"B"	0.5489063	"Y"
"single"	11	0	1	4	20	0	1	0	0	0	"A"	0.3907813	"Y"
"single"	11	0	1	4	21	0	2	0	0	0	"B"	0.548125	"Y"
"single"	11	0	1	4	22	0	1	0	0	0	"A"	0.44	"Y"
"single"	11	0	1	4	23	0	1	0	0	0	"A"	0.4895312	"Y"
"single"	11	0	1	4	24	0	1	0	0	0	"A"	0.72	"Y"
"single"	11	0	1	4	25	0	2	0	0	0	"B"	0.44	"Y"
"single"	11	0	1	4	26	0	2	0	0	0	"B"	0.39125	"Y"
"single"	11	0	1	4	27	0	1	0	0	0	"A"	0.439375	"Y"
"single"	11	0	1	4	28	0	2	0	0	0	"B"	0.440625	"Y"
"single"	11	0	1	4	29	0	2	0	0	0	"B"	0.32875	"Y"
"single"	11	0	1	4	30	0	1	0	0	0	"A"	0.489375	"Y"
"single"	11	0	1	4	31	0	1	0	0	0	"A"	0.490625	"Y"
"single"	11	0	1	4	32	0	1	0	0	0	"A"	0.6585938	"Y"
"single"	11	0	1	5	1	0	2	0	0	0	"B"	1.208906	"Y"
"single"	11	0	1	5	2	0	1	0	0	0	"A"	0.548125	"Y"
"single"	11	0	1	5	3	0	2	0	0	0	"B"	0.49	"Y"
"single"	11	0	1	5	4	0	2	0	0	0	"B"	0.3904687	"Y"
"single"	11	0	1	5	5	0	2	0	0	0	"B"	0.38	"Y"
"single"	11	0	1	5	6	0	1	0	0	0	"A"	0.4398437	"Y"
"single"	11	0	1	5	7	0	1	0	0	0	"A"	0.6610938	"Y"
"single"	11	0	1	5	8	0	1	0	0	0	"A"	0.491875	"Y"
"single"	11	0	1	5	9	0	1	0	0	0	"A"	0.5484375	"Y"
"single"	11	0	1	5	10	0	1	0	0	0	"A"	0.5003125	"Y"
"single"	11	0	1	5	11	0	2	0	0	0	"B"	0.3798437	"Y"
"single"	11	0	1	5	12	0	1	0	0	0	"A"	0.4996875	"Y"
"single"	11	0	1	5	13	0	2	0	0	0	"B"	0.3909375	"Y"
"single"	11	0	1	5	14	0	2	0	0	0	"B"	0.4990625	"Y"
"single"	11	0	1	5	15	0	2	0	0	0	"B"	0.4417188	"Y"
"single"	11	0	1	5	16	0	2	0	0	0	"B"	0.4415625	"Y"
"single"	11	0	1	5	17	0	1	0	0	0	"A"	0.3810937	"Y"
"single"	11	0	1	5	18	0	2	0	0	0	"B"	0.3915625	"Y"
"single"	11	0	1	5	19	0	2	0	0	0	"B"	0.4896875	"Y"
"single"	11	0	1	5	20	0	1	0	0	0	"A"	0.4384375	"Y"
"single"	11	0	1	5	21	0	2	0	0	0	"B"	0.3296875	"Y"
"single"	11	0	1	5	22	0	1	0	0	0	"A"	0.4995312	"Y"
"single"	11	0	1	5	23	0	1	0	0	0	"A"	0.4896875	"Y"
"single"	11	0	1	5	24	0	1	0	0	0	"A"	0.5501562	"Y"
"single"	11	0	1	5	25	0	2	0	0	0	"B"	0.3795313	"Y"
"single"	11	0	1	5	26	0	2	0	0	0	"B"	0.3801562	"Y"
"single"	11	0	1	5	27	0	1	0	0	0	"A"	0.5482813	"Y"
"single"	11	0	1	5	28	0	2	0	0	0	"B"	0.3301562	"Y"
"single"	11	0	1	5	29	0	2	0	0	0	"B"	0.5507813	"Y"
"single"	11	0	1	5	30	0	1	0	0	0	"A"	0.60875	"Y"
"single"	11	0	1	5	31	0	1	0	0	0	"A"	0.720625	"Y"
"single"	11	0	1	5	32	0	1	0	0	0	"A"	0.6092188	"Y"
"single"	11	0	1	6	1	0	0	0	2	0	"B"	3.350312	"Y"
"single"	11	0	1	6	2	0	0	0	1	0	"B"	0.7682812	"N"
"single"	11	0	1	6	3	0	0	0	2	0	"B"	3.131406	"Y"
"single"	11	0	1	6	4	0	0	0	2	0	"B"	1.58875	"Y"
"single"	11	0	1	6	5	0	0	0	2	0	"B"	0.7215625	"Y"
"single"	11	0	1	6	6	0	0	0	1	0	"A"	0.7115625	"Y"
"single"	11	0	1	6	7	0	0	0	1	0	"A"	0.989375	"Y"
"single"	11	0	1	6	8	0	0	0	1	0	"A"	0.648125	"Y"
"single"	11	0	1	6	9	0	0	0	1	0	"A"	0.600625	"Y"
"single"	11	0	1	6	10	0	0	0	1	0	"A"	0.6117188	"Y"
"single"	11	0	1	6	11	0	0	0	2	0	"B"	0.6610938	"Y"
"single"	11	0	1	6	12	0	0	0	1	0	"A"	0.7696875	"Y"
"single"	11	0	1	6	13	0	0	0	2	0	"B"	0.4389063	"Y"
"single"	11	0	1	6	14	0	0	0	2	0	"B"	1.210156	"Y"
"single"	11	0	1	6	15	0	0	0	2	0	"B"	0.70875	"Y"
"single"	11	0	1	6	16	0	0	0	2	0	"B"	0.81875	"Y"
"single"	11	0	1	6	17	0	0	0	1	0	"A"	0.7210938	"Y"
"single"	11	0	1	6	18	0	0	0	2	0	"B"	0.4910938	"Y"
"single"	11	0	1	6	19	0	0	0	2	0	"B"	0.6082813	"Y"
"single"	11	0	1	6	20	0	0	0	1	0	"A"	0.6615625	"Y"
"single"	11	0	1	6	21	0	0	0	2	0	"B"	0.8301563	"Y"
"single"	11	0	1	6	22	0	0	0	1	0	"A"	0.6607813	"Y"
"single"	11	0	1	6	23	0	0	0	1	0	"A"	1.158594	"Y"
"single"	11	0	1	6	24	0	0	0	1	0	"A"	0.7085937	"Y"
"single"	11	0	1	6	25	0	0	0	2	0	"B"	1.430313	"Y"
"single"	11	0	1	6	26	0	0	0	2	0	"B"	1.209375	"Y"
"single"	11	0	1	6	27	0	0	0	1	0	"A"	0.6110938	"Y"
"single"	11	0	1	6	28	0	0	0	2	0	"B"	0.9304687	"Y"
"single"	11	0	1	6	29	0	0	0	2	0	"B"	0.7195312	"Y"
"single"	11	0	1	6	30	0	0	0	1	0	"A"	1.150313	"Y"
"single"	11	0	1	6	31	0	0	0	1	0	"A"	0.880625	"Y"
"single"	11	0	1	6	32	0	0	0	1	0	"A"	0.8304688	"Y"
"single"	11	0	1	7	1	0	0	0	2	0	"B"	1.42875	"Y"
"single"	11	0	1	7	2	0	0	0	1	0	"A"	0.5992187	"Y"
"single"	11	0	1	7	3	0	0	0	2	0	"B"	0.6617187	"Y"
"single"	11	0	1	7	4	0	0	0	2	0	"B"	0.9403125	"Y"
"single"	11	0	1	7	5	0	0	0	2	0	"B"	0.6015625	"Y"
"single"	11	0	1	7	6	0	0	0	1	0	"A"	0.49875	"Y"
"single"	11	0	1	7	7	0	0	0	1	0	"A"	0.6114063	"Y"
"single"	11	0	1	7	8	0	0	0	1	0	"A"	0.5507813	"Y"
"single"	11	0	1	7	9	0	0	0	1	0	"A"	0.59875	"Y"
"single"	11	0	1	7	10	0	0	0	1	0	"A"	0.868125	"Y"
"single"	11	0	1	7	11	0	0	0	2	0	"B"	0.711875	"Y"
"single"	11	0	1	7	12	0	0	0	1	0	"A"	1.049688	"Y"
"single"	11	0	1	7	13	0	0	0	2	0	"B"	0.7701563	"Y"
"single"	11	0	1	7	14	0	0	0	2	0	"B"	0.9301562	"Y"
"single"	11	0	1	7	15	0	0	0	2	0	"B"	0.7614062	"Y"
"single"	11	0	1	7	16	0	0	0	2	0	"B"	0.4998437	"Y"
"single"	11	0	1	7	17	0	0	0	1	0	"A"	0.5492188	"Y"
"single"	11	0	1	7	18	0	0	0	2	0	"B"	1.100312	"Y"
"single"	11	0	1	7	19	0	0	0	2	0	"B"	0.7096875	"Y"
"single"	11	0	1	7	20	0	0	0	1	0	"A"	0.6114063	"Y"
"single"	11	0	1	7	21	0	0	0	2	0	"B"	0.55	"Y"
"single"	11	0	1	7	22	0	0	0	1	0	"A"	0.721875	"Y"
"single"	11	0	1	7	23	0	0	0	1	0	"A"	0.721875	"Y"
"single"	11	0	1	7	24	0	0	0	1	0	"A"	0.821875	"Y"
"single"	11	0	1	7	25	0	0	0	2	0	"B"	1.160313	"Y"
"single"	11	0	1	7	26	0	0	0	2	0	"B"	0.878125	"Y"
"single"	11	0	1	7	27	0	0	0	1	0	"A"	0.8701562	"Y"
"single"	11	0	1	7	28	0	0	0	2	0	"B"	0.66	"Y"
"single"	11	0	1	7	29	0	0	0	2	0	"B"	0.5985938	"Y"
"single"	11	0	1	7	30	0	0	0	1	0	"A"	0.8296875	"Y"
"single"	11	0	1	7	31	0	0	0	1	0	"A"	0.8203125	"Y"
"single"	11	0	1	7	32	0	0	0	1	0	"A"	0.7109375	"Y"
"single"	11	0	1	8	1	2	0	0	0	0	"B"	1.821406	"Y"
"single"	11	0	1	8	2	1	0	0	0	0	"A"	1.049062	"Y"
"single"	11	0	1	8	3	2	0	0	0	0	"B"	2.518437	"Y"
"single"	11	0	1	8	4	2	0	0	0	0	"B"	0.7090625	"Y"
"single"	11	0	1	8	5	2	0	0	0	0	"B"	0.4890625	"Y"
"single"	11	0	1	8	6	1	0	0	0	0	"A"	0.7695313	"Y"
"single"	11	0	1	8	7	1	0	0	0	0	"A"	0.98875	"Y"
"single"	11	0	1	8	8	1	0	0	0	0	"A"	1.379219	"Y"
"single"	11	0	1	8	9	1	0	0	0	0	"A"	0.9890625	"Y"
"single"	11	0	1	8	10	1	0	0	0	0	"A"	1.090312	"Y"
"single"	11	0	1	8	11	2	0	0	0	0	"B"	0.7114062	"Y"
"single"	11	0	1	8	12	1	0	0	0	0	"A"	0.6092188	"Y"
"single"	11	0	1	8	13	2	0	0	0	0	"B"	0.4385937	"Y"
"single"	11	0	1	8	14	2	0	0	0	0	"B"	0.490625	"Y"
"single"	11	0	1	8	15	2	0	0	0	0	"B"	0.5985938	"Y"
"single"	11	0	1	8	16	2	0	0	0	0	"B"	0.4910938	"Y"
"single"	11	0	1	8	17	1	0	0	0	0	"A"	0.6615625	"Y"
"single"	11	0	1	8	18	2	0	0	0	0	"B"	0.4415625	"Y"
"single"	11	0	1	8	19	2	0	0	0	0	"B"	0.5503125	"Y"
"single"	11	0	1	8	20	1	0	0	0	0	"A"	0.7682812	"Y"
"single"	11	0	1	8	21	2	0	0	0	0	"B"	0.3814062	"Y"
"single"	11	0	1	8	22	1	0	0	0	0	"A"	0.5495312	"Y"
"single"	11	0	1	8	23	1	0	0	0	0	"A"	0.6014063	"Y"
"single"	11	0	1	8	24	1	0	0	0	0	"A"	0.7107813	"Y"
"single"	11	0	1	8	25	2	0	0	0	0	"B"	0.7185938	"Y"
"single"	11	0	1	8	26	2	0	0	0	0	"B"	0.9885938	"Y"
"single"	11	0	1	8	27	1	0	0	0	0	"A"	0.8190625	"Y"
"single"	11	0	1	8	28	2	0	0	0	0	"B"	0.5482813	"Y"
"single"	11	0	1	8	29	2	0	0	0	0	"B"	0.5501562	"Y"
"single"	11	0	1	8	30	1	0	0	0	0	"A"	0.548125	"Y"
"single"	11	0	1	8	31	1	0	0	0	0	"A"	0.99	"Y"
"single"	11	0	1	8	32	1	0	0	0	0	"A"	0.881875	"Y"
"single"	11	0	1	9	1	0	0	0	0	2	"B"	2.421406	"Y"
"single"	11	0	1	9	2	0	0	0	0	1	"B"	2.588281	"N"
"single"	11	0	1	9	3	0	0	0	0	2	"B"	1.261094	"Y"
"single"	11	0	1	9	4	0	0	0	0	2	"B"	0.9895313	"Y"
"single"	11	0	1	9	5	0	0	0	0	2	"B"	0.99	"Y"
"single"	11	0	1	9	6	0	0	0	0	1	"A"	0.7196875	"Y"
"single"	11	0	1	9	7	0	0	0	0	1	"A"	0.8710938	"Y"
"single"	11	0	1	9	8	0	0	0	0	1	"A"	0.6601563	"Y"
"single"	11	0	1	9	9	0	0	0	0	1	"A"	0.6601563	"Y"
"single"	11	0	1	9	10	0	0	0	0	1	"A"	0.76875	"Y"
"single"	11	0	1	9	11	0	0	0	0	2	"B"	0.65875	"Y"
"single"	11	0	1	9	12	0	0	0	0	1	"A"	0.66125	"Y"
"single"	11	0	1	9	13	0	0	0	0	2	"B"	0.5498437	"Y"
"single"	11	0	1	9	14	0	0	0	0	2	"B"	0.4892187	"Y"
"single"	11	0	1	9	15	0	0	0	0	2	"B"	0.6096875	"Y"
"single"	11	0	1	9	16	0	0	0	0	2	"B"	2.088281	"Y"
"single"	11	0	1	9	17	0	0	0	0	1	"A"	0.8185937	"Y"
"single"	11	0	1	9	18	0	0	0	0	2	"B"	0.6109375	"Y"
"single"	11	0	1	9	19	0	0	0	0	2	"B"	0.6003125	"Y"
"single"	11	0	1	9	20	0	0	0	0	1	"A"	0.6089063	"Y"
"single"	11	0	1	9	21	0	0	0	0	2	"B"	0.6614063	"Y"
"single"	11	0	1	9	22	0	0	0	0	1	"A"	0.77	"Y"
"single"	11	0	1	9	23	0	0	0	0	1	"A"	0.710625	"Y"
"single"	11	0	1	9	24	0	0	0	0	1	"A"	0.770625	"Y"
"single"	11	0	1	9	25	0	0	0	0	2	"B"	0.6598437	"Y"
"single"	11	0	1	9	26	0	0	0	0	2	"B"	0.6584375	"Y"
"single"	11	0	1	9	27	0	0	0	0	1	"A"	0.8684375	"Y"
"single"	11	0	1	9	28	0	0	0	0	2	"B"	0.7207813	"Y"
"single"	11	0	1	9	29	0	0	0	0	2	"B"	0.8207812	"Y"
"single"	11	0	1	9	30	0	0	0	0	1	"A"	0.7192187	"Y"
"single"	11	0	1	9	31	0	0	0	0	1	"A"	0.8192188	"Y"
"single"	11	0	1	9	32	0	0	0	0	1	"A"	0.5498437	"Y"
"single"	11	0	1	10	1	0	0	0	0	1	"A"	1.04	"Y"
"single"	11	0	1	10	2	0	0	0	0	2	"B"	0.6596875	"Y"
"single"	11	0	1	10	3	0	0	0	0	2	"B"	0.4896875	"Y"
"single"	11	0	1	10	4	0	0	0	0	1	"A"	0.6015625	"Y"
"single"	11	0	1	10	5	0	0	0	0	2	"B"	0.6009375	"Y"
"single"	11	0	1	10	6	0	0	0	0	1	"A"	0.5495312	"Y"
"single"	11	0	1	10	7	0	0	0	0	1	"A"	0.550625	"Y"
"single"	11	0	1	10	8	0	0	0	0	1	"A"	0.77	"Y"
"single"	11	0	1	10	9	0	0	0	0	2	"B"	0.6592187	"Y"
"single"	11	0	1	10	10	0	0	0	0	2	"B"	0.7717187	"Y"
"single"	11	0	1	10	11	0	0	0	0	2	"B"	0.7092187	"Y"
"single"	11	0	1	10	12	0	0	0	0	1	"A"	0.5509375	"Y"
"single"	11	0	1	10	13	0	0	0	0	2	"B"	0.5996875	"Y"
"single"	11	0	1	10	14	0	0	0	0	1	"A"	0.5507813	"Y"
"single"	11	0	1	10	15	0	0	0	0	1	"A"	0.5509375	"Y"
"single"	11	0	1	10	16	0	0	0	0	1	"A"	0.658125	"Y"
"single"	11	0	1	10	17	0	0	0	0	1	"A"	0.768125	"Y"
"single"	11	0	1	10	18	0	0	0	0	2	"B"	0.49125	"Y"
"single"	11	0	1	10	19	0	0	0	0	1	"A"	0.77	"Y"
"single"	11	0	1	10	20	0	0	0	0	2	"B"	0.5992187	"Y"
"single"	11	0	1	10	21	0	0	0	0	2	"B"	0.7203125	"Y"
"single"	11	0	1	10	22	0	0	0	0	2	"B"	0.7103125	"Y"
"single"	11	0	1	10	23	0	0	0	0	2	"B"	0.4903125	"Y"
"single"	11	0	1	10	24	0	0	0	0	1	"A"	0.5482813	"Y"
"single"	11	0	1	10	25	0	0	0	0	1	"A"	1.099375	"Y"
"single"	11	0	1	10	26	0	0	0	0	2	"B"	0.59875	"Y"
"single"	11	0	1	10	27	0	0	0	0	2	"B"	0.600625	"Y"
"single"	11	0	1	10	28	0	0	0	0	1	"A"	0.4392188	"Y"
"single"	11	0	1	10	29	0	0	0	0	1	"A"	0.7196875	"Y"
"single"	11	0	1	10	30	0	0	0	0	2	"B"	0.4996875	"Y"
"single"	11	0	1	10	31	0	0	0	0	2	"B"	0.4384375	"Y"
"single"	11	0	1	10	32	0	0	0	0	1	"A"	0.5996875	"Y"
"single"	11	0	2	1	1	2	2	1	2	1	"A"	12.52047	"N"
"single"	11	0	2	1	2	2	1	1	1	2	"A"	2.861094	"Y"
"single"	11	0	2	1	3	2	2	2	1	1	"B"	1.590469	"Y"
"single"	11	0	2	1	4	2	1	1	2	2	"A"	0.939375	"N"
"single"	11	0	2	1	5	1	2	2	2	2	"A"	2.030625	"N"
"single"	11	0	2	1	6	1	1	1	1	2	"A"	3.028125	"Y"
"single"	11	0	2	1	7	1	2	1	1	2	"B"	2.959531	"N"
"single"	11	0	2	1	8	1	2	1	2	1	"A"	0.87875	"Y"
"single"	11	0	2	1	9	2	2	1	1	1	"A"	1.21	"Y"
"single"	11	0	2	1	10	1	2	1	1	1	"A"	0.8309375	"Y"
"single"	11	0	2	1	11	2	1	2	1	2	"B"	0.6615625	"Y"
"single"	11	0	2	1	12	1	1	2	1	2	"B"	3.079375	"N"
"single"	11	0	2	1	13	1	2	1	2	2	"A"	0.94	"N"
"single"	11	0	2	1	14	2	2	1	2	2	"B"	1.380469	"Y"
"single"	11	0	2	1	15	2	2	1	1	2	"B"	0.8203125	"Y"
"single"	11	0	2	1	16	1	2	2	1	2	"A"	0.8209375	"N"
"single"	11	0	2	1	17	1	1	2	2	1	"B"	1.920781	"N"
"single"	11	0	2	1	18	1	1	2	2	2	"A"	2.091563	"N"
"single"	11	0	2	1	19	2	2	2	2	2	"B"	0.761875	"Y"
"single"	11	0	2	1	20	1	1	2	1	1	"B"	1.540313	"N"
"single"	11	0	2	1	21	1	2	2	2	1	"B"	0.7114062	"Y"
"single"	11	0	2	1	22	2	1	2	1	1	"A"	0.660625	"Y"
"single"	11	0	2	1	23	1	2	2	1	1	"B"	0.8784375	"N"
"single"	11	0	2	1	24	1	1	1	1	1	"B"	1.920469	"N"
"single"	11	0	2	1	25	2	1	2	2	2	"A"	1.70125	"N"
"single"	11	0	2	1	26	2	2	2	2	1	"B"	0.7682812	"Y"
"single"	11	0	2	1	27	2	1	1	2	1	"A"	1.761406	"Y"
"single"	11	0	2	1	28	2	2	2	1	2	"B"	0.8698437	"Y"
"single"	11	0	2	1	29	2	1	2	2	1	"A"	0.5496875	"N"
"single"	11	0	2	1	30	1	1	1	2	2	"B"	1.540781	"N"
"single"	11	0	2	1	31	2	1	1	1	1	"B"	2.581875	"N"
"single"	11	0	2	1	32	1	1	1	2	1	"A"	0.7192187	"Y"
"single"	11	0	2	2	1	1	1	2	2	1	"A"	3.189063	"Y"
"single"	11	0	2	2	2	2	1	2	2	1	"B"	1.151719	"Y"
"single"	11	0	2	2	3	1	1	2	2	2	"A"	0.828125	"N"
"single"	11	0	2	2	4	1	1	1	1	1	"A"	0.771875	"Y"
"single"	11	0	2	2	5	1	2	2	1	2	"A"	1.208594	"N"
"single"	11	0	2	2	6	1	2	1	2	1	"B"	0.7203125	"N"
"single"	11	0	2	2	7	1	2	1	1	1	"A"	0.4995312	"Y"
"single"	11	0	2	2	8	2	1	1	2	1	"A"	0.9914063	"Y"
"single"	11	0	2	2	9	2	1	2	2	2	"A"	0.721875	"N"
"single"	11	0	2	2	10	1	2	2	2	2	"A"	1.149375	"N"
"single"	11	0	2	2	11	2	2	2	2	1	"B"	1.201094	"Y"
"single"	11	0	2	2	12	1	1	2	1	2	"A"	0.7089062	"Y"
"single"	11	0	2	2	13	2	2	2	2	2	"B"	1.050625	"Y"
"single"	11	0	2	2	14	1	1	1	2	1	"A"	1.259219	"Y"
"single"	11	0	2	2	15	2	1	2	1	1	"B"	0.6582813	"N"
"single"	11	0	2	2	16	1	2	2	1	1	"B"	1.148281	"N"
"single"	11	0	2	2	17	2	2	1	1	1	"A"	0.6	"Y"
"single"	11	0	2	2	18	2	2	1	1	2	"A"	1.321094	"N"
"single"	11	0	2	2	19	2	1	1	1	2	"A"	0.9395313	"Y"
"single"	11	0	2	2	20	1	2	1	2	2	"B"	0.72	"Y"
"single"	11	0	2	2	21	2	2	1	2	1	"B"	0.93	"Y"
"single"	11	0	2	2	22	2	1	2	1	2	"B"	0.6604688	"Y"
"single"	11	0	2	2	23	2	2	2	1	1	"B"	0.6004688	"Y"
"single"	11	0	2	2	24	1	1	1	1	2	"B"	0.6615625	"N"
"single"	11	0	2	2	25	1	1	2	1	1	"A"	0.7084375	"Y"
"single"	11	0	2	2	26	1	2	2	2	1	"B"	0.5501562	"Y"
"single"	11	0	2	2	27	2	2	2	1	2	"B"	0.608125	"Y"
"single"	11	0	2	2	28	1	2	1	1	2	"B"	0.770625	"N"
"single"	11	0	2	2	29	1	1	1	2	2	"A"	0.708125	"Y"
"single"	11	0	2	2	30	2	1	1	2	2	"B"	1.209844	"Y"
"single"	11	0	2	2	31	2	2	1	2	2	"B"	0.7090625	"Y"
"single"	11	0	2	2	32	2	1	1	1	1	"B"	0.7082813	"N"
"single"	11	0	2	3	1	1	1	2	2	1	"A"	1.321719	"Y"
"single"	11	0	2	3	2	2	1	2	2	1	"B"	1.261562	"Y"
"single"	11	0	2	3	3	1	1	2	2	2	"A"	0.7085937	"N"
"single"	11	0	2	3	4	1	1	1	1	1	"B"	4.338594	"N"
"single"	11	0	2	3	5	1	2	2	1	2	"B"	0.8214062	"Y"
"single"	11	0	2	3	6	1	2	1	2	1	"A"	0.93125	"Y"
"single"	11	0	2	3	7	1	2	1	1	1	"A"	1.481719	"Y"
"single"	11	0	2	3	8	2	1	1	2	1	"A"	0.8814062	"Y"
"single"	11	0	2	3	9	2	1	2	2	2	"B"	0.88125	"Y"
"single"	11	0	2	3	10	1	2	2	2	2	"B"	0.8310937	"Y"
"single"	11	0	2	3	11	2	2	2	2	1	"A"	0.8809375	"N"
"single"	11	0	2	3	12	1	1	2	1	2	"B"	0.7707813	"N"
"single"	11	0	2	3	13	2	2	2	2	2	"B"	0.8682812	"Y"
"single"	11	0	2	3	14	1	1	1	2	1	"A"	1.05125	"Y"
"single"	11	0	2	3	15	2	1	2	1	1	"A"	0.8784375	"Y"
"single"	11	0	2	3	16	1	2	2	1	1	"A"	0.6582813	"Y"
"single"	11	0	2	3	17	2	2	1	1	1	"A"	0.8190625	"Y"
"single"	11	0	2	3	18	2	2	1	1	2	"B"	0.8314062	"Y"
"single"	11	0	2	3	19	2	1	1	1	2	"B"	0.61125	"N"
"single"	11	0	2	3	20	1	2	1	2	2	"B"	0.490625	"Y"
"single"	11	0	2	3	21	2	2	1	2	1	"A"	0.7685937	"N"
"single"	11	0	2	3	22	2	1	2	1	2	"B"	0.9792187	"Y"
"single"	11	0	2	3	23	2	2	2	1	1	"A"	0.8196875	"N"
"single"	11	0	2	3	24	1	1	1	1	2	"B"	0.718125	"N"
"single"	11	0	2	3	25	1	1	2	1	1	"A"	1.91875	"Y"
"single"	11	0	2	3	26	1	2	2	2	1	"A"	0.7701563	"N"
"single"	11	0	2	3	27	2	2	2	1	2	"B"	1.371562	"Y"
"single"	11	0	2	3	28	1	2	1	1	2	"B"	0.6592187	"N"
"single"	11	0	2	3	29	1	1	1	2	2	"B"	0.6585938	"N"
"single"	11	0	2	3	30	2	1	1	2	2	"B"	0.7110937	"Y"
"single"	11	0	2	3	31	2	2	1	2	2	"B"	1.048906	"Y"
"single"	11	0	2	3	32	2	1	1	1	1	"A"	1.148281	"Y"
"single"	11	0	2	4	1	1	1	2	2	1	"A"	1.429375	"Y"
"single"	11	0	2	4	2	2	1	2	2	1	"A"	0.8284375	"N"
"single"	11	0	2	4	3	1	1	2	2	2	"B"	0.6582813	"Y"
"single"	11	0	2	4	4	1	1	1	1	1	"A"	0.7682812	"Y"
"single"	11	0	2	4	5	1	2	2	1	2	"B"	1.321406	"Y"
"single"	11	0	2	4	6	1	2	1	2	1	"A"	0.7698438	"Y"
"single"	11	0	2	4	7	1	2	1	1	1	"A"	0.6004688	"Y"
"single"	11	0	2	4	8	2	1	1	2	1	"A"	0.6590625	"Y"
"single"	11	0	2	4	9	2	1	2	2	2	"B"	0.7715625	"Y"
"single"	11	0	2	4	10	1	2	2	2	2	"B"	0.7207813	"Y"
"single"	11	0	2	4	11	2	2	2	2	1	"A"	0.7114062	"N"
"single"	11	0	2	4	12	1	1	2	1	2	"B"	0.6514062	"N"
"single"	11	0	2	4	13	2	2	2	2	2	"B"	0.82	"Y"
"single"	11	0	2	4	14	1	1	1	2	1	"A"	0.7698438	"Y"
"single"	11	0	2	4	15	2	1	2	1	1	"A"	1.098281	"Y"
"single"	11	0	2	4	16	1	2	2	1	1	"A"	0.7707813	"Y"
"single"	11	0	2	4	17	2	2	1	1	1	"A"	0.9314063	"Y"
"single"	11	0	2	4	18	2	2	1	1	2	"B"	0.711875	"Y"
"single"	11	0	2	4	19	2	1	1	1	2	"B"	0.5510938	"N"
"single"	11	0	2	4	20	1	2	1	2	2	"B"	0.4890625	"Y"
"single"	11	0	2	4	21	2	2	1	2	1	"A"	0.8217188	"N"
"single"	11	0	2	4	22	2	1	2	1	2	"B"	0.7201563	"Y"
"single"	11	0	2	4	23	2	2	2	1	1	"A"	0.769375	"N"
"single"	11	0	2	4	24	1	1	1	1	2	"B"	0.6085938	"N"
"single"	11	0	2	4	25	1	1	2	1	1	"A"	0.869375	"Y"
"single"	11	0	2	4	26	1	2	2	2	1	"A"	0.7184375	"N"
"single"	11	0	2	4	27	2	2	2	1	2	"B"	0.7084375	"Y"
"single"	11	0	2	4	28	1	2	1	1	2	"B"	0.7201563	"N"
"single"	11	0	2	4	29	1	1	1	2	2	"A"	0.6009375	"Y"
"single"	11	0	2	4	30	2	1	1	2	2	"B"	0.6589062	"Y"
"single"	11	0	2	4	31	2	2	1	2	2	"B"	0.610625	"Y"
"single"	11	0	2	4	32	2	1	1	1	1	"B"	0.4992188	"N"
"single"	11	0	2	5	1	1	1	2	2	1	"A"	0.9882813	"Y"
"single"	11	0	2	5	2	2	1	2	2	1	"A"	0.71875	"N"
"single"	11	0	2	5	3	1	1	2	2	2	"B"	0.65875	"Y"
"single"	11	0	2	5	4	1	1	1	1	1	"A"	0.60125	"Y"
"single"	11	0	2	5	5	1	2	2	1	2	"B"	0.8298438	"Y"
"single"	11	0	2	5	6	1	2	1	2	1	"A"	0.6610938	"Y"
"single"	11	0	2	5	7	1	2	1	1	1	"A"	0.8789063	"Y"
"single"	11	0	2	5	8	2	1	1	2	1	"A"	0.5501562	"Y"
"single"	11	0	2	5	9	2	1	2	2	2	"B"	0.768125	"Y"
"single"	11	0	2	5	10	1	2	2	2	2	"B"	0.83125	"Y"
"single"	11	0	2	5	11	2	2	2	2	1	"A"	0.8310937	"N"
"single"	11	0	2	5	12	1	1	2	1	2	"B"	0.8817188	"N"
"single"	11	0	2	5	13	2	2	2	2	2	"B"	1.041563	"Y"
"single"	11	0	2	5	14	1	1	1	2	1	"A"	1.749531	"Y"
"single"	11	0	2	5	15	2	1	2	1	1	"A"	0.8796875	"Y"
"single"	11	0	2	5	16	1	2	2	1	1	"A"	1.099531	"Y"
"single"	11	0	2	5	17	2	2	1	1	1	"A"	0.940625	"Y"
"single"	11	0	2	5	18	2	2	1	1	2	"B"	1.041875	"Y"
"single"	11	0	2	5	19	2	1	1	1	2	"B"	0.9290625	"N"
"single"	11	0	2	5	20	1	2	1	2	2	"A"	0.9303125	"N"
"single"	11	0	2	5	21	2	2	1	2	1	"A"	0.989375	"N"
"single"	11	0	2	5	22	2	1	2	1	2	"B"	0.7698438	"Y"
"single"	11	0	2	5	23	2	2	2	1	1	"A"	0.8796875	"N"
"single"	11	0	2	5	24	1	1	1	1	2	"B"	0.6595312	"N"
"single"	11	0	2	5	25	1	1	2	1	1	"A"	0.7695313	"Y"
"single"	11	0	2	5	26	1	2	2	2	1	"A"	0.7701563	"N"
"single"	11	0	2	5	27	2	2	2	1	2	"B"	0.819375	"Y"
"single"	11	0	2	5	28	1	2	1	1	2	"B"	0.7217187	"N"
