"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
2,"II","CJ",10,20,0.6875,0,0,1,0,2.9527923793404e-10,2.41285887628973e-05,0.999975871115849,0
3,"II","CJ",10,20,0.7175,0,0,1,0,1.89972727672814e-11,2.19895180986844e-09,0.999999997782051,0
4,"II","CJ",10,20,0.6675,0,0,1,0,1.70704415004398e-06,2.98992827351579e-07,0.999997993933585,0
5,"II","CJ",10,20,0.72,0,0,1,0,4.44445087439476e-08,1.40117780021993e-12,0.99999995555409,0
6,"II","CJ",10,20,0.7075,0,0,1,0,2.81845608123987e-11,5.20874248270977e-07,0.999999479097546,0
7,"II","CJ",10,20,0.66,0,0,1,0,8.87955023985242e-08,0.0812574529281438,0.918742458146617,0
8,"II","CJ",10,20,0.7125,0,0,1,0,5.10816569528949e-10,5.20769422602293e-10,0.999999998968412,0
9,"II","CJ",10,20,0.705,0,0,1,0,1.78279060810957e-09,8.06360445115072e-08,0.999999917581025,0
10,"II","CJ",10,20,0.7225,0,0,1,0,1.208414290083e-11,1.4495072430846e-10,0.999999999842965,0
11,"II","CJ",10,20,0.69,0,0,1,0,2.06990739677713e-08,1.07709401428237e-08,0.999999968529864,0
12,"II","CJ",10,20,0.6775,0,0,1,0,1.85801808926216e-05,1.50292371991767e-07,0.999981269436952,0
13,"II","CJ",10,20,0.6975,0,0,1,0,1.74003804976070e-09,1.30275538144974e-07,0.99999986798346,0
14,"II","CJ",10,20,0.6875,0,0,1,0,4.25141718605216e-11,2.12960612871529e-07,0.999999786996873,0
15,"II","CJ",10,20,0.68,0,0,1,0,1.16613708756901e-08,1.23407906655083e-06,0.999998754259016,0
16,"II","CJ",10,20,0.685,0,0,1,0,8.13770090537233e-10,4.58992513588958e-08,0.999999953286978,0
17,"II","CJ",10,20,0.71,0,0,1,0,9.95774558028005e-15,7.42013022488652e-06,0.999992579869765,0
18,"II","CJ",10,20,0.675,0,0,1,0,1.02535781712617e-09,3.86939241753593e-05,0.999961305049754,0
19,"II","CJ",10,20,0.675,0,0,1,0,6.64385745638888e-10,6.60830467903192e-06,0.999993391030928,0
20,"II","CJ",10,20,0.7125,0,0,1,0,9.82845720977606e-09,5.91176142372961e-09,0.999999984259748,0
1,"II","CJ",10,30,0.6775,0,0,1,0,2.81797887230689e-06,2.0185837352142e-08,0.999997161826966,0
2,"II","CJ",10,30,0.6275,0,0,1,0,0.026025831940549,4.3240697457672e-05,0.97393092479235,0
3,"II","CJ",10,30,0.6225,0,0,1,0,6.32202653925386e-05,0.00842696604213001,0.991509809191575,0
4,"II","CJ",10,30,0.655,0,0,1,0,1.94462901931388e-05,0.000144152226044717,0.999836401469834,0
5,"II","CJ",10,30,0.62,0,0,1,0,0.00233568301473983,0.0224138386859415,0.975250477713283,0
6,"II","CJ",10,30,0.6225,0,0,1,0,0.022361510031791,0.000658299715773487,0.976980186942202,0
7,"II","CJ",10,30,0.655,0,0,1,0,0.000297206599204502,9.01798025271995e-06,0.999693775415997,0
8,"II","CJ",10,30,0.6475,0,0,1,0,3.56657959472105e-05,9.25866244708161e-05,0.999871747405623,0
9,"II","CJ",10,30,0.655,0,0,1,0,4.35647479757073e-07,0.000356892928840582,0.999642671420532,0
10,"II","CJ",10,30,0.6475,0,0,1,0,0.000437365757282355,0.00034562418179198,0.999217010038105,0
11,"II","CJ",10,30,0.58,0,0,1,0,0.326595954436891,0.190418428557925,0.48290515971197,0
12,"II","CJ",10,30,0.645,0,0,1,0,0.0013384361708586,3.75124218183489e-05,0.998623923452353,0
13,"II","CJ",10,30,0.67,0,0,1,0,2.12643587426662e-06,0.00073971767604636,0.999258155131541,0
14,"II","CJ",10,30,0.635,0,0,1,0,4.44821388456693e-05,0.00207127471497333,0.997884243143393,0
15,"II","CJ",10,30,0.6425,0,0,1,0,7.44650968116402e-06,0.000169538330657734,0.999823015149147,0
16,"II","CJ",10,30,0.6425,0,0,1,0,9.59533248023585e-06,0.000301631509197066,0.99968877300088,0
17,"II","CJ",10,30,0.6175,0,0,1,0,0.0641987088120086,5.76880047631123e-05,0.935743602916887,0
18,"II","CJ",10,30,0.63,0,0,1,0,0.0018226938942594,0.00878908932219375,0.989388165207473,0
19,"II","CJ",10,30,0.6425,0,0,1,0,0.00232138623793676,1.92628890870973e-06,0.997676685158751,0
20,"II","CJ",10,30,0.63,0,0,1,0,2.04511047907313e-05,0.00450963828911136,0.995469910606084,0
1,"II","CJ",10,40,0.6275,0,0,1,0,0.00159286644080651,9.66489078780603e-05,0.998310484651268,0
2,"II","CJ",10,40,0.6175,0,0,1,0,0.0315744037859799,0.00599013403927443,0.962435462155447,0
3,"II","CJ",10,40,0.615,0,0,1,0,0.161133038975496,6.85643338857808e-05,0.83879836844617,0
4,"II","CJ",10,40,0.59,0,1,0,0,0.003896055821533,0.956659060081191,0.0394447616379614,0
5,"II","CJ",10,40,0.605,0,0,1,0,0.315980923666763,0.00410035784941683,0.679918718468187,0
6,"II","CJ",10,40,0.59,0,0,1,0,0.0993992010892071,0.295017758853646,0.605581492708676,0
7,"II","CJ",10,40,0.64,0,0,1,0,0.0317138351355942,1.2349790194483e-05,0.968273814865775,0
8,"II","CJ",10,40,0.59,0,1,0,0,0.00228523507543791,0.990395086074553,0.00731887079685762,0
9,"II","CJ",10,40,0.5875,0,0,1,0,0.30398654750177,0.00973409479171184,0.686279357642894,0
10,"II","CJ",10,40,0.5725,0,1,0,0,0.000113047033641173,0.999786718964928,0.000100233865093937,0
11,"II","CJ",10,40,0.5875,0,0,1,0,0.0150712472783421,0.387268059578733,0.597660686920575,0
12,"II","CJ",10,40,0.6075,0,0,1,0,0.0239780649466299,0.30752161179326,0.668498142672772,0
13,"II","CJ",10,40,0.595,0,1,0,0,0.0207305740000754,0.773639473738387,0.201378515993761,0
14,"II","CJ",10,40,0.64,0,0,1,0,3.12718473810885e-05,0.00227106845022772,0.997697659681301,0
15,"II","CJ",10,40,0.6275,0,1,0,0,1.59215894016106e-06,0.926939112509294,0.0730592953317663,0
16,"II","CJ",10,40,0.625,0,0,1,0,0.0196873496678443,0.00043014810657885,0.97988250106347,0
17,"II","CJ",10,40,0.5875,0,1,0,0,1.71467568305017e-08,0.999999982842243,8.8372594901027e-14,0
18,"II","CJ",10,40,0.615,0,0,1,0,0.00637374277467639,0.0697437744908574,0.92388247131933,0
19,"II","CJ",10,40,0.59,0,0,1,0,0.444293666048215,0.0193408228452362,0.536364913133572,0
20,"II","CJ",10,40,0.66,0,0,1,0,0.000356427049711096,4.00076483791293e-06,0.999639572185444,0
1,"II","CJ",10,50,0.5825,0,1,0,0,0.0180998973839607,0.847614661330811,0.134005838668926,0
2,"II","CJ",10,50,0.6075,0,0,1,0,0.00424151068832851,0.0292292471002425,0.966529242211224,0
3,"II","CJ",10,50,0.625,0,0,1,0,0.0102506012091597,0.00054099079160596,0.989208407997154,0
4,"II","CJ",10,50,0.59,1,0,0,0,0.802992309371231,0.000153587394565085,0.196854103118848,0
5,"II","CJ",10,50,0.5475,0,1,0,0,0.0071048219318366,0.989394035106979,0.00350079287437548,0
6,"II","CJ",10,50,0.575,1,0,0,0,0.519207192832986,0.0608102294107042,0.419982343547667,0
7,"II","CJ",10,50,0.575,0,1,0,0,0.0711463372962804,0.668086221133137,0.260767296419425,0
8,"II","CJ",10,50,0.6,0,0,1,0,0.12481781695694,0.0290452684134235,0.846136912725682,0
9,"II","CJ",10,50,0.575,0,0,1,0,0.061878412782284,0.447950155832403,0.490171431385311,0
10,"II","CJ",10,50,0.6,0,0,1,0,0.0106251731749842,0.0944838344102165,0.894890992414794,0
11,"II","CJ",10,50,0.5925,0,0,1,0,0.0729577029167745,0.19649024608689,0.730551618769336,0
12,"II","CJ",10,50,0.5725,1,0,0,0,0.356933154854313,0.332649845119372,0.310416999953159,0
13,"II","CJ",10,50,0.56,1,0,0,0,0.448906598945337,0.229852019789792,0.321241381263086,0
14,"II","CJ",10,50,0.5625,0,1,0,0,0.0257553013859315,0.644977363101086,0.329267335510978,0
15,"II","CJ",10,50,0.5875,0,0,1,0,0.149968569439147,0.104801758032737,0.745229668781898,0
16,"II","CJ",10,50,0.5825,0,1,0,0,0.000168635695044384,0.999317762242664,0.000513602061745763,0
17,"II","CJ",10,50,0.59,0,0,1,0,0.36288284089422,0.00252201801273382,0.634595141078893,0
18,"II","CJ",10,50,0.5775,1,0,0,0,0.808926346727976,0.00014816832181023,0.190925484948999,0
19,"II","CJ",10,50,0.6325,0,0,1,0,9.81305374994995e-06,0.0242329612251735,0.975757225721076,0
20,"II","CJ",10,50,0.6,0,0,1,0,0.00928909284988622,0.139008743910699,0.851702163189538,0
1,"II","CJ",15,0,0.7475,0,0,1,0,3.55989572200485e-13,1.59353687184341e-15,0.999999999999643,0
2,"II","CJ",15,0,0.7425,0,0,1,0,1.20962264082666e-16,1.24379270841453e-11,0.999999999987562,0
3,"II","CJ",15,0,0.78,0,0,1,0,2.18837566234816e-19,4.91899570650457e-18,1,0
4,"II","CJ",15,0,0.745,0,0,1,0,2.1820338789569e-14,1.92715433065246e-14,0.999999999999959,0
5,"II","CJ",15,0,0.75,0,0,1,0,3.56567228019011e-14,9.70497635664219e-14,0.999999999999867,0
6,"II","CJ",15,0,0.7625,0,0,1,0,2.05946840578084e-15,6.0669426714274e-17,0.999999999999998,0
7,"II","CJ",15,0,0.765,0,0,1,0,5.45766199401606e-18,5.44218050956075e-14,0.999999999999946,0
8,"II","CJ",15,0,0.7575,0,0,1,0,1.73687662426054e-19,9.137366103823e-16,0.999999999999999,0
9,"II","CJ",15,0,0.7375,0,0,1,0,3.77191599978417e-15,7.51798725983553e-12,0.999999999992478,0
10,"II","CJ",15,0,0.775,0,0,1,0,1.25253053263228e-20,8.51629006916764e-16,0.999999999999999,0
11,"II","CJ",15,0,0.7625,0,0,1,0,1.43908446616877e-17,4.57211881576665e-14,0.999999999999954,0
12,"II","CJ",15,0,0.75,0,0,1,0,1.00108795935277e-17,3.06656938538608e-14,0.999999999999969,0
13,"II","CJ",15,0,0.7475,0,0,1,0,9.50408457574935e-17,1.07565199854617e-12,0.999999999998924,0
14,"II","CJ",15,0,0.725,0,0,1,0,2.63146505396434e-14,2.79839615585837e-09,0.999999997201578,0
15,"II","CJ",15,0,0.7825,0,0,1,0,2.52882417350322e-20,7.8554752130381e-17,1,0
16,"II","CJ",15,0,0.7575,0,0,1,0,5.46552783069228e-18,9.19645533977129e-14,0.999999999999908,0
17,"II","CJ",15,0,0.785,0,0,1,0,3.21473955574662e-19,6.96499357494884e-21,1,0
18,"II","CJ",15,0,0.7575,0,0,1,0,2.6742882151018e-15,2.94734848568464e-15,0.999999999999994,0
19,"II","CJ",15,0,0.7475,0,0,1,0,2.36518382274981e-13,2.3495840746509e-15,0.999999999999761,0
20,"II","CJ",15,0,0.77,0,0,1,0,1.50794952809051e-16,1.04131720908141e-18,1,0
1,"II","CJ",15,10,0.725,0,0,1,0,4.36677702245046e-13,4.04955057594985e-11,0.999999999959068,0
2,"II","CJ",15,10,0.7125,0,0,1,0,1.64323012747267e-10,1.04882977488985e-09,0.999999998786832,0
3,"II","CJ",15,10,0.7525,0,0,1,0,8.30903250322951e-15,5.77539647171883e-13,0.999999999999414,0
4,"II","CJ",15,10,0.71,0,0,1,0,7.35576052658388e-11,1.0302746799421e-10,0.999999999823415,0
5,"II","CJ",15,10,0.7375,0,0,1,0,2.08040019416528e-12,1.01096641498139e-12,0.999999999996909,0
6,"II","CJ",15,10,0.7725,0,0,1,0,5.78013846808635e-17,1.43715271711069e-18,1,0
7,"II","CJ",15,10,0.73,0,0,1,0,9.19406009115651e-15,1.0762092139257e-08,0.999999989237899,0
8,"II","CJ",15,10,0.7525,0,0,1,0,4.7836975102634e-16,2.97937698360787e-12,0.99999999999702,0
9,"II","CJ",15,10,0.775,0,0,1,0,5.59971772067474e-19,8.72169718087238e-16,0.999999999999999,0
10,"II","CJ",15,10,0.75,0,0,1,0,5.17340534111322e-16,5.4306455258861e-11,0.999999999945693,0
11,"II","CJ",15,10,0.7225,0,0,1,0,1.94167258091868e-12,3.42164603712321e-09,0.999999996576412,0
12,"II","CJ",15,10,0.7275,0,0,1,0,7.00933260922971e-13,5.54173568450621e-11,0.999999999943882,0
13,"II","CJ",15,10,0.71,0,0,1,0,8.18684589664075e-11,3.03643968029684e-10,0.999999999614485,0
14,"II","CJ",15,10,0.745,0,0,1,0,2.42989087107476e-13,6.37848127814142e-13,0.999999999999119,0
15,"II","CJ",15,10,0.74,0,0,1,0,2.64243618789602e-16,1.00322849698142e-10,0.999999999899677,0
16,"II","CJ",15,10,0.755,0,0,1,0,9.14054554478217e-13,6.11352760358879e-15,0.99999999999908,0
17,"II","CJ",15,10,0.7125,0,0,1,0,3.85356619635458e-13,7.6292718487652e-09,0.999999992370343,0
18,"II","CJ",15,10,0.6825,0,0,1,0,3.42751663370117e-09,1.32822120126478e-05,0.999986714190087,0
19,"II","CJ",15,10,0.7225,0,0,1,0,2.37658283185135e-10,9.54210212944397e-12,0.9999999997528,0
20,"II","CJ",15,10,0.7775,0,0,1,0,1.12912037409137e-19,4.03257666140144e-19,1,0
1,"II","CJ",15,20,0.665,0,0,1,0,0.00158531142312973,4.66381522272715e-08,0.998414641937696,0
2,"II","CJ",15,20,0.6525,0,0,1,0,3.05701507465666e-05,7.52170311708141e-05,0.999894212016874,0
3,"II","CJ",15,20,0.6775,0,0,1,0,3.30943172431869e-07,5.88799813786095e-07,0.99999908025633,0
4,"II","CJ",15,20,0.6775,0,0,1,0,3.13940512336085e-10,5.03161676400804e-07,0.999999496524383,0
5,"II","CJ",15,20,0.71,0,0,1,0,1.20420358803073e-08,1.7872131916888e-14,0.999999987957946,0
6,"II","CJ",15,20,0.625,0,1,0,0,8.14442495971495e-06,0.999973935147461,1.78449282508202e-05,0
7,"II","CJ",15,20,0.68,0,0,1,0,2.14345011372924e-08,3.62152293594263e-06,0.999996357042524,0
8,"II","CJ",15,20,0.6825,0,0,1,0,2.55685932131258e-05,3.30868357150069e-10,0.999974431075882,0
9,"II","CJ",15,20,0.675,0,0,1,0,4.84299095224078e-05,5.10394408483331e-08,0.99995151885184,0
10,"II","CJ",15,20,0.6925,0,0,1,0,5.46943186629264e-09,4.96829211830289e-07,0.999999497683332,0
11,"II","CJ",15,20,0.6825,0,0,1,0,2.19791116631091e-06,6.86382088730859e-08,0.999997733450607,0
12,"II","CJ",15,20,0.7275,0,0,1,0,5.32336658000413e-13,6.21849080271272e-11,0.999999999937283,0
13,"II","CJ",15,20,0.6925,0,0,1,0,2.51566919848533e-07,5.24957043789038e-09,0.999999743183484,0
14,"II","CJ",15,20,0.69,0,0,1,0,1.11594272228092e-09,1.36860603169351e-06,0.999998630278026,0
15,"II","CJ",15,20,0.685,0,0,1,0,1.32061251465962e-07,9.57446365526948e-08,0.999999772194111,0
16,"II","CJ",15,20,0.67,0,0,1,0,4.06761093414547e-06,5.6486332597347e-07,0.999995367525011,0
17,"II","CJ",15,20,0.6625,0,0,1,0,4.52379424325664e-06,5.95401491161152e-06,0.99998952214434,0
18,"II","CJ",15,20,0.675,0,0,1,0,6.04555544334532e-07,5.49413844550521e-07,0.999998846024168,0
19,"II","CJ",15,20,0.67,0,0,1,0,6.16839815271899e-07,2.1644280901036e-05,0.999977738816584,0
20,"II","CJ",15,20,0.6875,0,0,1,0,1.1948388590518e-07,1.74659949849256e-05,0.999982414519231,0
1,"II","CJ",15,30,0.6425,0,0,1,0,5.98304719507937e-06,0.0324408397563273,0.96755317706048,0
2,"II","CJ",15,30,0.66,0,0,1,0,1.61119991528272e-07,0.00162462390278523,0.998375214976779,0
3,"II","CJ",15,30,0.6175,0,0,1,0,6.81878534852598e-05,0.0129505903051394,0.986981221841372,0
4,"II","CJ",15,30,0.6525,0,0,1,0,5.81862565690043e-05,0.000517113998862604,0.999424693757939,0
5,"II","CJ",15,30,0.61,0,0,1,0,0.0171645464846725,0.00629568328311385,0.976539678639447,0
6,"II","CJ",15,30,0.635,0,1,0,0,1.93571332593394e-05,0.983919404212156,0.0160609596847327,0
7,"II","CJ",15,30,0.6675,0,0,1,0,1.70598404799677e-05,1.42185909762976e-07,0.999982797973144,0
8,"II","CJ",15,30,0.69,0,0,1,0,1.00084906288662e-07,1.51894917992632e-08,0.999999884725601,0
9,"II","CJ",15,30,0.625,0,0,1,0,0.000889198630583103,0.00187995039699901,0.997230731706422,0
10,"II","CJ",15,30,0.645,0,0,1,0,8.07034983324749e-05,9.58288100883382e-05,0.999823467659064,0
11,"II","CJ",15,30,0.615,0,0,1,0,0.453820183943676,2.74991109554043e-05,0.546152315424563,0
12,"II","CJ",15,30,0.63,0,0,1,0,0.00779028875579708,0.000245341188366219,0.991964366982425,0
13,"II","CJ",15,30,0.6075,0,1,0,0,0.000483189719970027,0.538948372615006,0.460568437646257,0
14,"II","CJ",15,30,0.6225,0,0,1,0,0.000379013672486764,0.0020018860432267,0.99761910018317,0
15,"II","CJ",15,30,0.67,0,0,1,0,8.99191147917135e-07,4.51653469695505e-07,0.999998649154944,0
16,"II","CJ",15,30,0.6125,0,0,1,0,0.0658516584964512,0.00231663048431062,0.931831708374036,0
17,"II","CJ",15,30,0.635,0,0,1,0,0.0158547346522785,2.31922749288834e-06,0.984142946120142,0
18,"II","CJ",15,30,0.655,0,0,1,0,0.000110789044872257,6.85817224089503e-07,0.999888525137286,0
19,"II","CJ",15,30,0.5875,0,1,0,0,0.00446297145035516,0.833430328525838,0.1621066937082,0
20,"II","CJ",15,30,0.615,0,1,0,0,0.000487685619942473,0.767039448855804,0.232434611887751,0
1,"II","CJ",15,40,0.5925,0,0,1,0,0.188352083937629,0.0135962133787586,0.798051702490592,0
2,"II","CJ",15,40,0.635,0,0,1,0,0.00817687706429234,0.00476808517476077,0.987055037760939,0
3,"II","CJ",15,40,0.61,0,0,1,0,0.0102230411038122,0.0197544669933544,0.970022485915277,0
4,"II","CJ",15,40,0.63,0,0,1,0,0.00820568536741379,0.000676599877583044,0.991117714665101,0
5,"II","CJ",15,40,0.5825,0,0,1,0,0.37158001652837,0.0361180681455213,0.592301915309457,0
6,"II","CJ",15,40,0.6075,0,0,1,0,0.0629128532518742,0.117598938924609,0.819488205987571,0
7,"II","CJ",15,40,0.6075,0,0,1,0,0.0594247393447989,0.00924174412396909,0.93133351648033,0
8,"II","CJ",15,40,0.5925,1,0,0,0,0.522662058884703,0.00395452352601352,0.473383417589231,0
9,"II","CJ",15,40,0.6175,0,0,1,0,0.0105306127855714,0.0087267731601248,0.980742613486359,0
10,"II","CJ",15,40,0.64,0,0,1,0,0.000273435561118173,0.00211148170324055,0.997615082334994,0
11,"II","CJ",15,40,0.59,0,0,1,0,0.0315583698258301,0.0691689983865023,0.899272631701537,0
12,"II","CJ",15,40,0.5925,1,0,0,0,0.590744798631312,0.000641123204744018,0.408614070190502,0
13,"II","CJ",15,40,0.59,0,0,1,0,0.0143903147356407,0.127150746725542,0.858458938521364,0
14,"II","CJ",15,40,0.5575,1,0,0,0,0.884034236750432,0.0130722642028323,0.102893471725319,0
15,"II","CJ",15,40,0.6125,0,0,1,0,0.00120466462630632,0.180893169543534,0.817902154892194,0
16,"II","CJ",15,40,0.6575,0,0,1,0,2.82123740294138e-07,0.00151320114279475,0.998486516732989,0
17,"II","CJ",15,40,0.6225,0,0,1,0,4.64290879199493e-06,0.0409833970950204,0.959011959996188,0
18,"II","CJ",15,40,0.615,0,0,1,0,0.00579565872106692,0.0063554424957961,0.987848898651104,0
19,"II","CJ",15,40,0.6075,0,0,1,0,0.00126351508690219,0.0460194084187986,0.952709550999831,0
20,"II","CJ",15,40,0.565,1,0,0,0,0.88353286632954,0.00158954148075208,0.114877045236562,0
1,"II","CJ",15,50,0.625,0,0,1,0,0.0602912258067184,0.000547179679155851,0.939161594485477,0
2,"II","CJ",15,50,0.57,0,1,0,0,0.050025472267089,0.621265792377517,0.328708735217829,0
3,"II","CJ",15,50,0.6125,1,0,0,0,0.794345062709244,2.7365714393829e-07,0.205654640155901,0
4,"II","CJ",15,50,0.59,0,0,1,0,0.280906160257996,0.0890535486090751,0.630040290227568,0
5,"II","CJ",15,50,0.5375,0,1,0,0,0.00456478166483066,0.995400489997732,3.47283338931081e-05,0
6,"II","CJ",15,50,0.59,0,0,1,0,0.101571734125302,0.195471341094178,0.702956924778405,0
7,"II","CJ",15,50,0.585,0,0,1,0,0.471048956627204,0.0191069190633906,0.509844124309318,0
8,"II","CJ",15,50,0.5775,1,0,0,0,0.533900646566605,0.036160246868546,0.429939023386074,0
9,"II","CJ",15,50,0.605,0,0,1,0,0.0523015116369509,0.0530376845545258,0.894660803807119,0
10,"II","CJ",15,50,0.5675,0,1,0,0,0.14438163285838,0.475343196042856,0.380274330378391,0
11,"II","CJ",15,50,0.525,1,0,0,0,0.940096191923177,0.0062122326017287,0.0536915753891999,0
12,"II","CJ",15,50,0.6225,0,0,1,0,0.000816157199436057,0.00289528775123622,0.996288555049319,0
13,"II","CJ",15,50,0.6075,0,0,1,0,0.0513944938610904,0.0857924538194898,0.862813051987487,0
14,"II","CJ",15,50,0.5925,0,0,1,0,0.0845515343405931,0.0979395283723975,0.817508937287006,0
15,"II","CJ",15,50,0.5825,0,0,1,0,0.336192716263637,0.262314525948139,0.401295816524974,0
16,"II","CJ",15,50,0.58,0,0,1,0,0.31473003684103,0.21215707243052,0.473112890685903,0
17,"II","CJ",15,50,0.61,0,0,1,0,0.069473991369611,0.0164574843466257,0.914068521934345,0
18,"II","CJ",15,50,0.5625,1,0,0,0,0.940187874143076,5.28409037088319e-05,0.0597592849361012,0
19,"II","CJ",15,50,0.5875,0,0,1,0,0.127637489458063,0.285625677241678,0.586736833262671,0
20,"II","CJ",15,50,0.57,1,0,0,0,0.680625115313458,0.121985921017111,0.197388955074377,0
1,"II","CJ",20,0,0.7125,0,0,1,0,1.03233939853251e-10,3.34152829190163e-09,0.999999996555238,0
2,"II","CJ",20,0,0.7025,0,0,1,0,1.84161036965941e-08,2.78393582842776e-11,0.999999981556057,0
3,"II","CJ",20,0,0.685,0,0,1,0,1.68217338496307e-09,3.11653779892056e-06,0.99999688177874,0
4,"II","CJ",20,0,0.71,0,0,1,0,1.02076307354666e-09,5.60139923043601e-09,0.999999993377837,0
5,"II","CJ",20,0,0.705,0,0,1,0,1.8966132008596e-11,3.72929849867232e-07,0.999999627051181,0
6,"II","CJ",20,0,0.725,0,0,1,0,4.25577844621456e-13,6.90150362162682e-11,0.999999999930559,0
7,"II","CJ",20,0,0.7275,0,0,1,0,4.71145207521597e-14,1.61765604104026e-09,0.999999998382297,0
8,"II","CJ",20,0,0.7275,0,0,1,0,2.20368862379495e-11,5.71192628056191e-13,0.999999999977392,0
9,"II","CJ",20,0,0.7275,0,0,1,0,1.03676105587087e-14,2.06751766420588e-09,0.999999997932472,0
10,"II","CJ",20,0,0.735,0,0,1,0,4.22791165569992e-16,2.51949891920755e-07,0.999999748050108,0
11,"II","CJ",20,0,0.7225,0,0,1,0,3.83238538446046e-09,7.30777570950417e-18,0.999999996167615,0
12,"II","CJ",20,0,0.655,0,0,1,0,1.00111435239799e-05,0.000892929579468124,0.999097044550446,0
13,"II","CJ",20,0,0.7325,0,0,1,0,4.69814431463954e-14,9.39838946484616e-11,0.999999999905969,0
14,"II","CJ",20,0,0.7025,0,0,1,0,3.20729942287979e-10,9.03006708374497e-08,0.999999909378431,0
15,"II","CJ",20,0,0.6525,0,0,1,0,2.6177072418573e-06,0.000295992299908142,0.999701389940947,0
16,"II","CJ",20,0,0.645,0,0,1,0,0.000200730089048747,0.000484636347570957,0.999310465215877,0
17,"II","CJ",20,0,0.6825,0,0,1,0,9.53596375304463e-07,5.41493712047086e-06,0.999993629967712,0
18,"II","CJ",20,0,0.68,0,0,1,0,2.13060256376727e-10,0.00380333726537047,0.99619666251185,0
19,"II","CJ",20,0,0.6975,0,0,1,0,2.23953383389318e-11,5.11254176307577e-06,0.999994887435779,0
20,"II","CJ",20,0,0.7125,0,0,1,0,6.12178331261215e-11,5.63387067031439e-08,0.999999943600069,0
1,"II","CJ",20,10,0.6825,0,0,1,0,4.95026347495343e-09,2.48913952123796e-06,0.999997505910215,0
2,"II","CJ",20,10,0.725,0,0,1,0,3.6330187853885e-10,9.28149319284946e-13,0.99999999963577,0
3,"II","CJ",20,10,0.705,0,0,1,0,3.92104934382188e-10,1.97787522237412e-08,0.999999979828968,0
4,"II","CJ",20,10,0.7125,0,0,1,0,5.58283453558255e-12,2.50669598484875e-07,0.999999749324817,0
5,"II","CJ",20,10,0.6975,0,0,1,0,2.22547972801156e-08,1.09251819289376e-06,0.999998885226022,0
6,"II","CJ",20,10,0.7025,0,0,1,0,1.39356153437958e-10,1.69712272910873e-06,0.999998302737904,0
7,"II","CJ",20,10,0.695,0,0,1,0,2.13821867416511e-05,2.8073147984309e-14,0.99997861781323,0
8,"II","CJ",20,10,0.705,0,0,1,0,2.64150979969395e-06,5.83147454939834e-13,0.999997358489617,0
9,"II","CJ",20,10,0.7275,0,0,1,0,7.11519640430591e-14,7.65361269823185e-10,0.999999999234568,0
10,"II","CJ",20,10,0.7225,0,0,1,0,3.37549443722562e-13,3.37408603707407e-09,0.999999996625576,0
11,"II","CJ",20,10,0.6925,0,0,1,0,2.39497899398343e-07,1.07791521089132e-09,0.999999759424172,0
12,"II","CJ",20,10,0.7025,0,0,1,0,6.23779433032976e-12,7.72858831993459e-08,0.999999922707879,0
13,"II","CJ",20,10,0.65,0,0,1,0,0.000124659258951338,0.000106083469899462,0.999769257144959,0
14,"II","CJ",20,10,0.685,0,0,1,0,4.49272823200163e-09,1.77109035102018e-06,0.99999822441637,0
15,"II","CJ",20,10,0.6725,0,0,1,0,4.17895652008732e-08,9.32147965704674e-06,0.999990636730189,0
16,"II","CJ",20,10,0.735,0,0,1,0,1.13533772021537e-12,1.3664757849051e-12,0.999999999997498,0
17,"II","CJ",20,10,0.725,0,0,1,0,6.68491065124418e-13,1.67530588631242e-09,0.999999998324026,0
18,"II","CJ",20,10,0.7275,0,0,1,0,1.46888587594146e-13,4.04584624780283e-08,0.999999959541391,0
19,"II","CJ",20,10,0.665,0,0,1,0,1.05191936177583e-06,6.33570403238385e-07,0.999998314255059,0
20,"II","CJ",20,10,0.66,0,0,1,0,0.000526232657973073,7.43536645163909e-07,0.999472999414977,0
1,"II","CJ",20,20,0.6675,0,0,1,0,0.000427419828955383,3.02226478602976e-08,0.999572549945466,0
2,"II","CJ",20,20,0.63,0,0,1,0,0.0256126920919343,0.00194583018320584,0.972421281708657,0
3,"II","CJ",20,20,0.6375,0,0,1,0,0.000173501137102995,0.000692973645577191,0.999133525043012,0
4,"II","CJ",20,20,0.665,0,0,1,0,3.21754584302364e-05,1.19087728263481e-06,0.999966633017723,0
5,"II","CJ",20,20,0.6275,0,0,1,0,0.000112159366453757,0.100016629509436,0.899871211122686,0
