"DAU","Participant","Condition","Block","SubBlock","Trial","StimulusNo","Frequency","Orientation","Category","Difficulty","Response","Correct","RT"
"PLY22",22001,"EasyMed",1,1,1,30,285,151.82,1,"Easy",68,0,0.67224
"PLY22",22001,"EasyMed",1,1,2,1,25,158.15,0,"Easy",75,0,1.0004
"PLY22",22001,"EasyMed",1,1,3,29,252.16,120.1,1,"Easy",75,1,0.90559
"PLY22",22001,"EasyMed",1,1,4,2,56.474,189.87,0,"Easy",68,1,0.65676
"PLY22",22001,"EasyMed",1,1,5,27,189.21,56.691,1,"Easy",75,1,0.53033
"PLY22",22001,"EasyMed",1,1,6,29,252.16,120.1,1,"Easy",75,1,0.70559
"PLY22",22001,"EasyMed",1,1,7,28,220.68,88.411,1,"Easy",75,1,0.52581
"PLY22",22001,"EasyMed",1,1,8,26,157.74,25,1,"Easy",75,1,0.86077
"PLY22",22001,"EasyMed",1,1,9,26,157.74,25,1,"Easy",68,0,0.68027
"PLY22",22001,"EasyMed",1,1,10,5,150.89,285,0,"Easy",75,0,0.43518
"PLY22",22001,"EasyMed",1,1,11,28,220.68,88.411,1,"Easy",75,1,0.62516
"PLY22",22001,"EasyMed",1,1,12,27,189.21,56.691,1,"Easy",75,1,0.57001
"PLY22",22001,"EasyMed",1,1,13,3,87.947,221.56,0,"Easy",68,1,0.77487
"PLY22",22001,"EasyMed",1,1,14,4,119.42,253.28,0,"Easy",68,1,0.89576
"PLY22",22001,"EasyMed",1,1,15,5,150.89,285,0,"Easy",75,0,0.64535
"PLY22",22001,"EasyMed",1,1,16,4,119.42,253.28,0,"Easy",75,0,1.0213
"PLY22",22001,"EasyMed",1,1,17,1,25,158.15,0,"Easy",68,1,0.62018
"PLY22",22001,"EasyMed",1,1,18,27,189.21,56.691,1,"Easy",75,1,0.63081
"PLY22",22001,"EasyMed",1,1,19,26,157.74,25,1,"Easy",75,1,0.53564
"PLY22",22001,"EasyMed",1,1,20,5,150.89,285,0,"Easy",75,0,0.44492
"PLY22",22001,"EasyMed",1,1,21,3,87.947,221.56,0,"Easy",68,1,0.76528
"PLY22",22001,"EasyMed",1,1,22,4,119.42,253.28,0,"Easy",68,1,0.64039
"PLY22",22001,"EasyMed",1,1,23,4,119.42,253.28,0,"Easy",68,1,0.53068
"PLY22",22001,"EasyMed",1,1,24,3,87.947,221.56,0,"Easy",68,1,0.39016
"PLY22",22001,"EasyMed",1,1,25,26,157.74,25,1,"Easy",68,0,0.83611
"PLY22",22001,"EasyMed",1,1,26,28,220.68,88.411,1,"Easy",75,1,0.65053
"PLY22",22001,"EasyMed",1,1,27,27,189.21,56.691,1,"Easy",75,1,0.59049
"PLY22",22001,"EasyMed",1,1,28,30,285,151.82,1,"Easy",75,1,0.67568
"PLY22",22001,"EasyMed",1,1,29,3,87.947,221.56,0,"Easy",68,1,1.45
"PLY22",22001,"EasyMed",1,1,30,27,189.21,56.691,1,"Easy",75,1,1.2653
"PLY22",22001,"EasyMed",1,2,31,29,252.16,120.1,1,"Easy",75,1,0.72086
"PLY22",22001,"EasyMed",1,2,32,28,220.68,88.411,1,"Easy",75,1,0.58071
"PLY22",22001,"EasyMed",1,2,33,26,157.74,25,1,"Easy",68,0,1.1206
"PLY22",22001,"EasyMed",1,2,34,27,189.21,56.691,1,"Easy",75,1,1.7706
"PLY22",22001,"EasyMed",1,2,35,29,252.16,120.1,1,"Easy",75,1,0.50119
"PLY22",22001,"EasyMed",1,2,36,2,56.474,189.87,0,"Easy",68,1,0.45553
"PLY22",22001,"EasyMed",1,2,37,30,285,151.82,1,"Easy",75,1,0.95012
"PLY22",22001,"EasyMed",1,2,38,28,220.68,88.411,1,"Easy",75,1,1.0254
"PLY22",22001,"EasyMed",1,2,39,30,285,151.82,1,"Easy",75,1,0.54553
"PLY22",22001,"EasyMed",1,2,40,3,87.947,221.56,0,"Easy",68,1,0.69079
"PLY22",22001,"EasyMed",1,2,41,1,25,158.15,0,"Easy",68,1,0.48569
"PLY22",22001,"EasyMed",1,2,42,3,87.947,221.56,0,"Easy",68,1,0.64082
"PLY22",22001,"EasyMed",1,2,43,4,119.42,253.28,0,"Easy",68,1,0.54513
"PLY22",22001,"EasyMed",1,2,44,26,157.74,25,1,"Easy",68,0,0.73061
"PLY22",22001,"EasyMed",1,2,45,4,119.42,253.28,0,"Easy",68,1,0.9604
"PLY22",22001,"EasyMed",1,2,46,30,285,151.82,1,"Easy",75,1,0.43544
"PLY22",22001,"EasyMed",1,2,47,2,56.474,189.87,0,"Easy",68,1,0.43522
"PLY22",22001,"EasyMed",1,2,48,26,157.74,25,1,"Easy",68,0,0.72061
"PLY22",22001,"EasyMed",1,2,49,28,220.68,88.411,1,"Easy",75,1,1.1549
"PLY22",22001,"EasyMed",1,2,50,30,285,151.82,1,"Easy",75,1,0.54039
"PLY22",22001,"EasyMed",1,2,51,5,150.89,285,0,"Easy",68,1,0.72062
"PLY22",22001,"EasyMed",1,2,52,29,252.16,120.1,1,"Easy",75,1,1.0059
"PLY22",22001,"EasyMed",1,2,53,1,25,158.15,0,"Easy",68,1,0.50518
"PLY22",22001,"EasyMed",1,2,54,26,157.74,25,1,"Easy",75,1,1.5453
"PLY22",22001,"EasyMed",1,2,55,28,220.68,88.411,1,"Easy",75,1,0.94566
"PLY22",22001,"EasyMed",1,2,56,1,25,158.15,0,"Easy",68,1,0.54997
"PLY22",22001,"EasyMed",1,2,57,28,220.68,88.411,1,"Easy",75,1,0.8908
"PLY22",22001,"EasyMed",1,2,58,1,25,158.15,0,"Easy",68,1,0.57575
"PLY22",22001,"EasyMed",1,2,59,27,189.21,56.691,1,"Easy",75,1,1.2514
"PLY22",22001,"EasyMed",1,2,60,29,252.16,120.1,1,"Easy",75,1,0.60656
"PLY22",22001,"EasyMed",1,3,61,29,252.16,120.1,1,"Easy",75,1,0.50176
"PLY22",22001,"EasyMed",1,3,62,3,87.947,221.56,0,"Easy",68,1,1.095
"PLY22",22001,"EasyMed",1,3,63,30,285,151.82,1,"Easy",75,1,0.52987
"PLY22",22001,"EasyMed",1,3,64,2,56.474,189.87,0,"Easy",68,1,0.48003
"PLY22",22001,"EasyMed",1,3,65,3,87.947,221.56,0,"Easy",68,1,0.70063
"PLY22",22001,"EasyMed",1,3,66,2,56.474,189.87,0,"Easy",68,1,0.4149
"PLY22",22001,"EasyMed",1,3,67,4,119.42,253.28,0,"Easy",68,1,0.57544
"PLY22",22001,"EasyMed",1,3,68,4,119.42,253.28,0,"Easy",68,1,0.46547
"PLY22",22001,"EasyMed",1,3,69,1,25,158.15,0,"Easy",68,1,0.49015
"PLY22",22001,"EasyMed",1,3,70,4,119.42,253.28,0,"Easy",68,1,0.56575
"PLY22",22001,"EasyMed",1,3,71,5,150.89,285,0,"Easy",68,1,0.71563
"PLY22",22001,"EasyMed",1,3,72,2,56.474,189.87,0,"Easy",68,1,0.43999
"PLY22",22001,"EasyMed",1,3,73,28,220.68,88.411,1,"Easy",75,1,0.71019
"PLY22",22001,"EasyMed",1,3,74,27,189.21,56.691,1,"Easy",75,1,0.47064
"PLY22",22001,"EasyMed",1,3,75,3,87.947,221.56,0,"Easy",68,1,1.0302
"PLY22",22001,"EasyMed",1,3,76,28,220.68,88.411,1,"Easy",75,1,0.55565
"PLY22",22001,"EasyMed",1,3,77,1,25,158.15,0,"Easy",68,1,0.52011
"PLY22",22001,"EasyMed",1,3,78,27,189.21,56.691,1,"Easy",75,1,1.1006
"PLY22",22001,"EasyMed",1,3,79,28,220.68,88.411,1,"Easy",75,1,0.56087
"PLY22",22001,"EasyMed",1,3,80,2,56.474,189.87,0,"Easy",68,1,0.80039
"PLY22",22001,"EasyMed",1,3,81,30,285,151.82,1,"Easy",75,1,2.0704
"PLY22",22001,"EasyMed",1,3,82,2,56.474,189.87,0,"Easy",68,1,0.87064
"PLY22",22001,"EasyMed",1,3,83,26,157.74,25,1,"Easy",68,0,2.1803
"PLY22",22001,"EasyMed",1,3,84,27,189.21,56.691,1,"Easy",75,1,1.12
"PLY22",22001,"EasyMed",1,3,85,29,252.16,120.1,1,"Easy",75,1,0.48562
"PLY22",22001,"EasyMed",1,3,86,3,87.947,221.56,0,"Easy",68,1,0.92073
"PLY22",22001,"EasyMed",1,3,87,1,25,158.15,0,"Easy",68,1,0.62532
"PLY22",22001,"EasyMed",1,3,88,27,189.21,56.691,1,"Easy",75,1,1.12
"PLY22",22001,"EasyMed",1,3,89,5,150.89,285,0,"Easy",68,1,0.95574
"PLY22",22001,"EasyMed",1,3,90,28,220.68,88.411,1,"Easy",75,1,0.54574
"PLY22",22001,"EasyMed",1,4,91,30,285,151.82,1,"Easy",75,1,0.67046
"PLY22",22001,"EasyMed",1,4,92,4,119.42,253.28,0,"Easy",68,1,0.73076
"PLY22",22001,"EasyMed",1,4,93,26,157.74,25,1,"Easy",68,0,0.64034
"PLY22",22001,"EasyMed",1,4,94,3,87.947,221.56,0,"Easy",68,1,0.72999
"PLY22",22001,"EasyMed",1,4,95,3,87.947,221.56,0,"Easy",68,1,1.1751
"PLY22",22001,"EasyMed",1,4,96,4,119.42,253.28,0,"Easy",68,1,0.75552
"PLY22",22001,"EasyMed",1,4,97,26,157.74,25,1,"Easy",75,1,0.48592
"PLY22",22001,"EasyMed",1,4,98,30,285,151.82,1,"Easy",75,1,0.48509
"PLY22",22001,"EasyMed",1,4,99,26,157.74,25,1,"Easy",75,1,0.46007
"PLY22",22001,"EasyMed",1,4,100,5,150.89,285,0,"Easy",68,1,0.83511
"PLY22",22001,"EasyMed",1,4,101,29,252.16,120.1,1,"Easy",75,1,0.38032
"PLY22",22001,"EasyMed",1,4,102,1,25,158.15,0,"Easy",68,1,0.44516
"PLY22",22001,"EasyMed",1,4,103,3,87.947,221.56,0,"Easy",68,1,0.48031
"PLY22",22001,"EasyMed",1,4,104,1,25,158.15,0,"Easy",68,1,0.49571
"PLY22",22001,"EasyMed",1,4,105,26,157.74,25,1,"Easy",75,1,1.0755
"PLY22",22001,"EasyMed",1,4,106,27,189.21,56.691,1,"Easy",75,1,0.52521
"PLY22",22001,"EasyMed",1,4,107,1,25,158.15,0,"Easy",68,1,0.54499
"PLY22",22001,"EasyMed",1,4,108,2,56.474,189.87,0,"Easy",68,1,0.4209
"PLY22",22001,"EasyMed",1,4,109,26,157.74,25,1,"Easy",75,1,0.72072
"PLY22",22001,"EasyMed",1,4,110,5,150.89,285,0,"Easy",68,1,0.75063
"PLY22",22001,"EasyMed",1,4,111,1,25,158.15,0,"Easy",68,1,0.59525
"PLY22",22001,"EasyMed",1,4,112,1,25,158.15,0,"Easy",68,1,0.44553
"PLY22",22001,"EasyMed",1,4,113,27,189.21,56.691,1,"Easy",75,1,0.74001
"PLY22",22001,"EasyMed",1,4,114,30,285,151.82,1,"Easy",75,1,0.56001
"PLY22",22001,"EasyMed",1,4,115,27,189.21,56.691,1,"Easy",75,1,0.58063
"PLY22",22001,"EasyMed",1,4,116,30,285,151.82,1,"Easy",75,1,0.54039
"PLY22",22001,"EasyMed",1,4,117,5,150.89,285,0,"Easy",68,1,0.77103
"PLY22",22001,"EasyMed",1,4,118,5,150.89,285,0,"Easy",68,1,0.70087
"PLY22",22001,"EasyMed",1,4,119,28,220.68,88.411,1,"Easy",75,1,0.70539
"PLY22",22001,"EasyMed",1,4,120,2,56.474,189.87,0,"Easy",68,1,0.59068
"PLY22",22001,"EasyMed",1,5,121,4,119.42,253.28,0,"Easy",68,1,1.7006
"PLY22",22001,"EasyMed",1,5,122,29,252.16,120.1,1,"Easy",75,1,1.5509
"PLY22",22001,"EasyMed",1,5,123,30,285,151.82,1,"Easy",75,1,1.1905
"PLY22",22001,"EasyMed",1,5,124,2,56.474,189.87,0,"Easy",68,1,0.63037
"PLY22",22001,"EasyMed",1,5,125,3,87.947,221.56,0,"Easy",68,1,0.77016
"PLY22",22001,"EasyMed",1,5,126,30,285,151.82,1,"Easy",75,1,0.53996
"PLY22",22001,"EasyMed",1,5,127,29,252.16,120.1,1,"Easy",75,1,0.44019
"PLY22",22001,"EasyMed",1,5,128,2,56.474,189.87,0,"Easy",68,1,0.57072
"PLY22",22001,"EasyMed",1,5,129,28,220.68,88.411,1,"Easy",75,1,0.90555
"PLY22",22001,"EasyMed",1,5,130,2,56.474,189.87,0,"Easy",68,1,0.50577
"PLY22",22001,"EasyMed",1,5,131,26,157.74,25,1,"Easy",75,1,2.1001
"PLY22",22001,"EasyMed",1,5,132,29,252.16,120.1,1,"Easy",75,1,0.5303
"PLY22",22001,"EasyMed",1,5,133,4,119.42,253.28,0,"Easy",68,1,0.49004
"PLY22",22001,"EasyMed",1,5,134,29,252.16,120.1,1,"Easy",75,1,0.6408
"PLY22",22001,"EasyMed",1,5,135,2,56.474,189.87,0,"Easy",68,1,0.57537
"PLY22",22001,"EasyMed",1,5,136,29,252.16,120.1,1,"Easy",75,1,0.56085
"PLY22",22001,"EasyMed",1,5,137,5,150.89,285,0,"Easy",68,1,1.0554
"PLY22",22001,"EasyMed",1,5,138,3,87.947,221.56,0,"Easy",68,1,0.83513
"PLY22",22001,"EasyMed",1,5,139,29,252.16,120.1,1,"Easy",75,1,0.47513
"PLY22",22001,"EasyMed",1,5,140,5,150.89,285,0,"Easy",68,1,1.2852
"PLY22",22001,"EasyMed",1,5,141,2,56.474,189.87,0,"Easy",68,1,0.53017
"PLY22",22001,"EasyMed",1,5,142,5,150.89,285,0,"Easy",68,1,0.755
"PLY22",22001,"EasyMed",1,5,143,5,150.89,285,0,"Easy",68,1,0.62019
"PLY22",22001,"EasyMed",1,5,144,5,150.89,285,0,"Easy",68,1,0.51054
"PLY22",22001,"EasyMed",1,5,145,4,119.42,253.28,0,"Easy",68,1,0.57544
"PLY22",22001,"EasyMed",1,5,146,28,220.68,88.411,1,"Easy",75,1,0.79564
"PLY22",22001,"EasyMed",1,5,147,27,189.21,56.691,1,"Easy",75,1,0.58036
"PLY22",22001,"EasyMed",1,5,148,30,285,151.82,1,"Easy",75,1,0.53065
"PLY22",22001,"EasyMed",1,5,149,4,119.42,253.28,0,"Easy",68,1,1.7053
"PLY22",22001,"EasyMed",1,5,150,1,25,158.15,0,"Easy",68,1,0.66052
"PLY22",22001,"EasyMed",2,1,151,10,172.79,262.78,0,"Medium",68,1,1.505
"PLY22",22001,"EasyMed",2,1,152,23,198.79,110.6,1,"Medium",75,1,0.86055
"PLY22",22001,"EasyMed",2,1,153,6,46.895,135.96,0,"Medium",68,1,0.79021
"PLY22",22001,"EasyMed",2,1,154,8,109.84,199.37,0,"Medium",75,0,2.4964
"PLY22",22001,"EasyMed",2,1,155,7,78.368,167.68,0,"Medium",68,1,1.4303
"PLY22",22001,"EasyMed",2,1,156,23,198.79,110.6,1,"Medium",75,1,0.65086
"PLY22",22001,"EasyMed",2,1,157,6,46.895,135.96,0,"Medium",68,1,0.53025
"PLY22",22001,"EasyMed",2,1,158,25,261.74,174.01,1,"Medium",75,1,0.5102
"PLY22",22001,"EasyMed",2,1,159,25,261.74,174.01,1,"Medium",75,1,0.43539
"PLY22",22001,"EasyMed",2,1,160,23,198.79,110.6,1,"Medium",75,1,0.90026
"PLY22",22001,"EasyMed",2,1,161,8,109.84,199.37,0,"Medium",68,1,1.5706
"PLY22",22001,"EasyMed",2,1,162,7,78.368,167.68,0,"Medium",68,1,0.47082
"PLY22",22001,"EasyMed",2,1,163,9,141.32,231.09,0,"Medium",68,1,0.94033
"PLY22",22001,"EasyMed",2,1,164,10,172.79,262.78,0,"Medium",68,1,0.775
"PLY22",22001,"EasyMed",2,1,165,8,109.84,199.37,0,"Medium",68,1,0.4356
"PLY22",22001,"EasyMed",2,1,166,9,141.32,231.09,0,"Medium",68,1,0.41084
"PLY22",22001,"EasyMed",2,1,167,7,78.368,167.68,0,"Medium",68,1,0.64507
"PLY22",22001,"EasyMed",2,1,168,9,141.32,231.09,0,"Medium",68,1,0.69048
"PLY22",22001,"EasyMed",2,1,169,7,78.368,167.68,0,"Medium",68,1,0.42545
"PLY22",22001,"EasyMed",2,1,170,7,78.368,167.68,0,"Medium",68,1,0.56072
"PLY22",22001,"EasyMed",2,1,171,23,198.79,110.6,1,"Medium",75,1,0.53495
"PLY22",22001,"EasyMed",2,1,172,22,167.32,78.878,1,"Medium",75,1,0.3455
"PLY22",22001,"EasyMed",2,1,173,24,230.26,142.32,1,"Medium",75,1,0.43992
"PLY22",22001,"EasyMed",2,1,174,23,198.79,110.6,1,"Medium",75,1,0.37504
"PLY22",22001,"EasyMed",2,1,175,25,261.74,174.01,1,"Medium",75,1,0.41072
"PLY22",22001,"EasyMed",2,1,176,7,78.368,167.68,0,"Medium",68,1,0.54603
"PLY22",22001,"EasyMed",2,1,177,22,167.32,78.878,1,"Medium",75,1,0.44515
"PLY22",22001,"EasyMed",2,1,178,21,135.84,47.187,1,"Medium",75,1,1.0807
"PLY22",22001,"EasyMed",2,1,179,6,46.895,135.96,0,"Medium",68,1,0.58562
"PLY22",22001,"EasyMed",2,1,180,10,172.79,262.78,0,"Medium",68,1,0.87062
"PLY22",22001,"EasyMed",2,2,181,22,167.32,78.878,1,"Medium",68,0,0.42022
"PLY22",22001,"EasyMed",2,2,182,10,172.79,262.78,0,"Medium",68,1,0.84496
"PLY22",22001,"EasyMed",2,2,183,10,172.79,262.78,0,"Medium",68,1,0.67056
"PLY22",22001,"EasyMed",2,2,184,24,230.26,142.32,1,"Medium",75,1,0.58037
"PLY22",22001,"EasyMed",2,2,185,25,261.74,174.01,1,"Medium",75,1,0.47502
"PLY22",22001,"EasyMed",2,2,186,25,261.74,174.01,1,"Medium",75,1,0.47061
"PLY22",22001,"EasyMed",2,2,187,8,109.84,199.37,0,"Medium",75,0,1.7952
"PLY22",22001,"EasyMed",2,2,188,21,135.84,47.187,1,"Medium",75,1,2.0749
"PLY22",22001,"EasyMed",2,2,189,23,198.79,110.6,1,"Medium",75,1,0.71046
"PLY22",22001,"EasyMed",2,2,190,24,230.26,142.32,1,"Medium",75,1,0.34489
"PLY22",22001,"EasyMed",2,2,191,21,135.84,47.187,1,"Medium",75,1,0.74054
"PLY22",22001,"EasyMed",2,2,192,7,78.368,167.68,0,"Medium",68,1,2.0506
"PLY22",22001,"EasyMed",2,2,193,10,172.79,262.78,0,"Medium",68,1,0.84025
"PLY22",22001,"EasyMed",2,2,194,10,172.79,262.78,0,"Medium",68,1,0.90507
"PLY22",22001,"EasyMed",2,2,195,7,78.368,167.68,0,"Medium",68,1,1.2953
"PLY22",22001,"EasyMed",2,2,196,22,167.32,78.878,1,"Medium",75,1,0.81086
"PLY22",22001,"EasyMed",2,2,197,21,135.84,47.187,1,"Medium",75,1,0.90019
"PLY22",22001,"EasyMed",2,2,198,25,261.74,174.01,1,"Medium",75,1,0.66013
"PLY22",22001,"EasyMed",2,2,199,10,172.79,262.78,0,"Medium",68,1,2.4507
"PLY22",22001,"EasyMed",2,2,200,9,141.32,231.09,0,"Medium",68,1,0.75998
"PLY22",22001,"EasyMed",2,2,201,6,46.895,135.96,0,"Medium",68,1,0.55553
"PLY22",22001,"EasyMed",2,2,202,24,230.26,142.32,1,"Medium",68,0,0.53001
"PLY22",22001,"EasyMed",2,2,203,6,46.895,135.96,0,"Medium",68,1,0.5901
"PLY22",22001,"EasyMed",2,2,204,9,141.32,231.09,0,"Medium",68,1,0.92055
"PLY22",22001,"EasyMed",2,2,205,9,141.32,231.09,0,"Medium",68,1,0.55516
"PLY22",22001,"EasyMed",2,2,206,22,167.32,78.878,1,"Medium",75,1,0.73536
"PLY22",22001,"EasyMed",2,2,207,25,261.74,174.01,1,"Medium",75,1,0.50014
"PLY22",22001,"EasyMed",2,2,208,25,261.74,174.01,1,"Medium",75,1,0.62583
"PLY22",22001,"EasyMed",2,2,209,6,46.895,135.96,0,"Medium",68,1,0.4651
"PLY22",22001,"EasyMed",2,2,210,24,230.26,142.32,1,"Medium",75,1,0.57534
"PLY22",22001,"EasyMed",2,3,211,21,135.84,47.187,1,"Medium",75,1,1.5151
"PLY22",22001,"EasyMed",2,3,212,25,261.74,174.01,1,"Medium",75,1,0.63152
"PLY22",22001,"EasyMed",2,3,213,8,109.84,199.37,0,"Medium",75,0,2.7202
"PLY22",22001,"EasyMed",2,3,214,23,198.79,110.6,1,"Medium",75,1,0.62065
"PLY22",22001,"EasyMed",2,3,215,25,261.74,174.01,1,"Medium",75,1,0.49027
"PLY22",22001,"EasyMed",2,3,216,10,172.79,262.78,0,"Medium",68,1,0.80551
"PLY22",22001,"EasyMed",2,3,217,22,167.32,78.878,1,"Medium",75,1,0.92156
"PLY22",22001,"EasyMed",2,3,218,24,230.26,142.32,1,"Medium",75,1,0.52995
"PLY22",22001,"EasyMed",2,3,219,8,109.84,199.37,0,"Medium",68,1,1.0756
"PLY22",22001,"EasyMed",2,3,220,6,46.895,135.96,0,"Medium",68,1,0.53517
"PLY22",22001,"EasyMed",2,3,221,8,109.84,199.37,0,"Medium",68,1,0.71501
"PLY22",22001,"EasyMed",2,3,222,9,141.32,231.09,0,"Medium",68,1,0.61537
"PLY22",22001,"EasyMed",2,3,223,9,141.32,231.09,0,"Medium",68,1,0.49551
"PLY22",22001,"EasyMed",2,3,224,25,261.74,174.01,1,"Medium",75,1,0.55045
"PLY22",22001,"EasyMed",2,3,225,22,167.32,78.878,1,"Medium",68,0,1.01
"PLY22",22001,"EasyMed",2,3,226,7,78.368,167.68,0,"Medium",68,1,2.4753
"PLY22",22001,"EasyMed",2,3,227,9,141.32,231.09,0,"Medium",68,1,0.74527
"PLY22",22001,"EasyMed",2,3,228,9,141.32,231.09,0,"Medium",68,1,0.49538
"PLY22",22001,"EasyMed",2,3,229,6,46.895,135.96,0,"Medium",68,1,0.53007
"PLY22",22001,"EasyMed",2,3,230,10,172.79,262.78,0,"Medium",68,1,0.71067
"PLY22",22001,"EasyMed",2,3,231,21,135.84,47.187,1,"Medium",75,1,1.5955
"PLY22",22001,"EasyMed",2,3,232,23,198.79,110.6,1,"Medium",75,1,0.79039
"PLY22",22001,"EasyMed",2,3,233,23,198.79,110.6,1,"Medium",75,1,0.53572
"PLY22",22001,"EasyMed",2,3,234,23,198.79,110.6,1,"Medium",75,1,0.46053
"PLY22",22001,"EasyMed",2,3,235,21,135.84,47.187,1,"Medium",75,1,0.63013
"PLY22",22001,"EasyMed",2,3,236,21,135.84,47.187,1,"Medium",75,1,0.38086
"PLY22",22001,"EasyMed",2,3,237,6,46.895,135.96,0,"Medium",68,1,0.4904
"PLY22",22001,"EasyMed",2,3,238,25,261.74,174.01,1,"Medium",75,1,1.3053
"PLY22",22001,"EasyMed",2,3,239,9,141.32,231.09,0,"Medium",68,1,1.5554
"PLY22",22001,"EasyMed",2,3,240,24,230.26,142.32,1,"Medium",75,1,3.0067
"PLY22",22001,"EasyMed",2,4,241,21,135.84,47.187,1,"Medium",75,1,5.8219
"PLY22",22001,"EasyMed",2,4,242,24,230.26,142.32,1,"Medium",75,1,0.5502
"PLY22",22001,"EasyMed",2,4,243,25,261.74,174.01,1,"Medium",75,1,0.47699
"PLY22",22001,"EasyMed",2,4,244,10,172.79,262.78,0,"Medium",75,0,0.39034
"PLY22",22001,"EasyMed",2,4,245,7,78.368,167.68,0,"Medium",68,1,0.54491
"PLY22",22001,"EasyMed",2,4,246,24,230.26,142.32,1,"Medium",75,1,0.50015
"PLY22",22001,"EasyMed",2,4,247,23,198.79,110.6,1,"Medium",75,1,0.54502
"PLY22",22001,"EasyMed",2,4,248,22,167.32,78.878,1,"Medium",75,1,1.2409
"PLY22",22001,"EasyMed",2,4,249,7,78.368,167.68,0,"Medium",68,1,0.89085
"PLY22",22001,"EasyMed",2,4,250,21,135.84,47.187,1,"Medium",75,1,1.0502
"PLY22",22001,"EasyMed",2,4,251,10,172.79,262.78,0,"Medium",68,1,0.75075
"PLY22",22001,"EasyMed",2,4,252,24,230.26,142.32,1,"Medium",75,1,0.54525
"PLY22",22001,"EasyMed",2,4,253,23,198.79,110.6,1,"Medium",75,1,0.53515
"PLY22",22001,"EasyMed",2,4,254,8,109.84,199.37,0,"Medium",68,1,0.64076
"PLY22",22001,"EasyMed",2,4,255,25,261.74,174.01,1,"Medium",75,1,0.57075
"PLY22",22001,"EasyMed",2,4,256,21,135.84,47.187,1,"Medium",68,0,1.5559
"PLY22",22001,"EasyMed",2,4,257,22,167.32,78.878,1,"Medium",75,1,0.85015
"PLY22",22001,"EasyMed",2,4,258,9,141.32,231.09,0,"Medium",68,1,0.59003
"PLY22",22001,"EasyMed",2,4,259,24,230.26,142.32,1,"Medium",75,1,0.62024
"PLY22",22001,"EasyMed",2,4,260,9,141.32,231.09,0,"Medium",68,1,0.61056
"PLY22",22001,"EasyMed",2,4,261,8,109.84,199.37,0,"Medium",68,1,0.77582
"PLY22",22001,"EasyMed",2,4,262,7,78.368,167.68,0,"Medium",68,1,0.65051
"PLY22",22001,"EasyMed",2,4,263,22,167.32,78.878,1,"Medium",68,0,0.77028
"PLY22",22001,"EasyMed",2,4,264,23,198.79,110.6,1,"Medium",75,1,0.87496
"PLY22",22001,"EasyMed",2,4,265,6,46.895,135.96,0,"Medium",68,1,0.43582
"PLY22",22001,"EasyMed",2,4,266,22,167.32,78.878,1,"Medium",75,1,0.55531
"PLY22",22001,"EasyMed",2,4,267,6,46.895,135.96,0,"Medium",68,1,0.45548
"PLY22",22001,"EasyMed",2,4,268,22,167.32,78.878,1,"Medium",75,1,0.79003
"PLY22",22001,"EasyMed",2,4,269,7,78.368,167.68,0,"Medium",68,1,0.99031
"PLY22",22001,"EasyMed",2,4,270,10,172.79,262.78,0,"Medium",75,0,0.37051
"PLY22",22001,"EasyMed",2,5,271,24,230.26,142.32,1,"Medium",75,1,0.66005
"PLY22",22001,"EasyMed",2,5,272,9,141.32,231.09,0,"Medium",68,1,0.85037
"PLY22",22001,"EasyMed",2,5,273,22,167.32,78.878,1,"Medium",75,1,0.6408
"PLY22",22001,"EasyMed",2,5,274,23,198.79,110.6,1,"Medium",75,1,0.40082
"PLY22",22001,"EasyMed",2,5,275,7,78.368,167.68,0,"Medium",68,1,0.67555
"PLY22",22001,"EasyMed",2,5,276,7,78.368,167.68,0,"Medium",68,1,0.57581
"PLY22",22001,"EasyMed",2,5,277,21,135.84,47.187,1,"Medium",75,1,0.66544
"PLY22",22001,"EasyMed",2,5,278,10,172.79,262.78,0,"Medium",68,1,0.61035
"PLY22",22001,"EasyMed",2,5,279,8,109.84,199.37,0,"Medium",68,1,1.3355
"PLY22",22001,"EasyMed",2,5,280,8,109.84,199.37,0,"Medium",68,1,0.46069
"PLY22",22001,"EasyMed",2,5,281,22,167.32,78.878,1,"Medium",75,1,0.63534
"PLY22",22001,"EasyMed",2,5,282,25,261.74,174.01,1,"Medium",75,1,0.55495
"PLY22",22001,"EasyMed",2,5,283,8,109.84,199.37,0,"Medium",68,1,0.88051
"PLY22",22001,"EasyMed",2,5,284,21,135.84,47.187,1,"Medium",68,0,0.56566
"PLY22",22001,"EasyMed",2,5,285,22,167.32,78.878,1,"Medium",68,0,1.556
"PLY22",22001,"EasyMed",2,5,286,21,135.84,47.187,1,"Medium",75,1,1.3503
"PLY22",22001,"EasyMed",2,5,287,24,230.26,142.32,1,"Medium",75,1,0.53006
"PLY22",22001,"EasyMed",2,5,288,6,46.895,135.96,0,"Medium",68,1,0.51572
"PLY22",22001,"EasyMed",2,5,289,24,230.26,142.32,1,"Medium",75,1,0.65069
"PLY22",22001,"EasyMed",2,5,290,24,230.26,142.32,1,"Medium",75,1,0.58486
"PLY22",22001,"EasyMed",2,5,291,6,46.895,135.96,0,"Medium",68,1,0.57991
"PLY22",22001,"EasyMed",2,5,292,8,109.84,199.37,0,"Medium",68,1,1.1104
"PLY22",22001,"EasyMed",2,5,293,23,198.79,110.6,1,"Medium",75,1,0.57021
