DAU,Participant,Condition,Block,Trial,StimulusNo,Xvalue,Yvalue,Difficulty,Category,CorrectButton,Response,Correct,RT
PLY75,105,EasyHard,2,133,9,0.095,81.34,Medium,A,c,c,1,506
PLY75,105,EasyHard,2,134,24,0.16,50.61,Medium,B,m,m,1,469
PLY75,105,EasyHard,2,135,21,0.091,17.68,Medium,B,m,c,0,738
PLY75,105,EasyHard,2,136,25,0.183,61.58,Medium,B,m,m,1,372
PLY75,105,EasyHard,2,137,22,0.114,28.65,Medium,B,m,m,1,372
PLY75,105,EasyHard,2,138,24,0.16,50.61,Medium,B,m,m,1,372
PLY75,105,EasyHard,2,139,25,0.183,61.58,Medium,B,m,m,1,340
PLY75,105,EasyHard,2,140,23,0.137,39.63,Medium,B,m,m,1,373
PLY75,105,EasyHard,2,141,25,0.183,61.58,Medium,B,m,m,1,358
PLY75,105,EasyHard,2,142,8,0.072,70.36,Medium,A,c,c,1,534
PLY75,105,EasyHard,2,143,6,0.026,48.41,Medium,A,c,c,1,512
PLY75,105,EasyHard,2,144,25,0.183,61.58,Medium,B,m,m,1,395
PLY75,105,EasyHard,2,145,9,0.095,81.34,Medium,A,c,c,1,490
PLY75,105,EasyHard,2,146,25,0.183,61.58,Medium,B,m,m,1,342
PLY75,105,EasyHard,2,147,10,0.118,92.31,Medium,A,c,c,1,567
PLY75,105,EasyHard,2,148,22,0.114,28.65,Medium,B,m,m,1,416
PLY75,105,EasyHard,2,149,22,0.114,28.65,Medium,B,m,c,0,703
PLY75,105,EasyHard,2,150,21,0.091,17.68,Medium,B,m,c,0,1042
PLY75,105,EasyHard,3,1,20,0.167,69.26,Hard,B,m,m,1,786
PLY75,105,EasyHard,3,2,18,0.121,47.31,Hard,B,m,c,0,594
PLY75,105,EasyHard,3,3,13,0.088,62.68,Hard,A,c,m,0,345
PLY75,105,EasyHard,3,4,17,0.098,36.34,Hard,B,m,c,0,683
PLY75,105,EasyHard,3,5,17,0.098,36.34,Hard,B,m,m,1,1007
PLY75,105,EasyHard,3,6,17,0.098,36.34,Hard,B,m,m,1,662
PLY75,105,EasyHard,3,7,19,0.144,58.29,Hard,B,m,c,0,619
PLY75,105,EasyHard,3,8,11,0.042,40.73,Hard,A,c,c,1,337
PLY75,105,EasyHard,3,9,13,0.088,62.68,Hard,A,c,m,0,627
PLY75,105,EasyHard,3,10,11,0.042,40.73,Hard,A,c,c,1,473
PLY75,105,EasyHard,3,11,15,0.135,84.63,Hard,A,c,m,0,581
PLY75,105,EasyHard,3,12,12,0.065,51.7,Hard,A,c,c,1,973
PLY75,105,EasyHard,3,13,13,0.088,62.68,Hard,A,c,c,1,710
PLY75,105,EasyHard,3,14,17,0.098,36.34,Hard,B,m,c,0,633
PLY75,105,EasyHard,3,15,14,0.111,73.65,Hard,A,c,m,0,654
PLY75,105,EasyHard,3,16,18,0.121,47.31,Hard,B,m,m,1,579
PLY75,105,EasyHard,3,17,13,0.088,62.68,Hard,A,c,m,0,715
PLY75,105,EasyHard,3,18,14,0.111,73.65,Hard,A,c,m,0,766
PLY75,105,EasyHard,3,19,17,0.098,36.34,Hard,B,m,m,1,639
PLY75,105,EasyHard,3,20,11,0.042,40.73,Hard,A,c,c,1,564
PLY75,105,EasyHard,3,21,13,0.088,62.68,Hard,A,c,m,0,445
PLY75,105,EasyHard,3,22,19,0.144,58.29,Hard,B,m,m,1,459
PLY75,105,EasyHard,3,23,18,0.121,47.31,Hard,B,m,c,0,488
PLY75,105,EasyHard,3,24,12,0.065,51.7,Hard,A,c,c,1,691
PLY75,105,EasyHard,3,25,20,0.167,69.26,Hard,B,m,m,1,535
PLY75,105,EasyHard,3,26,19,0.144,58.29,Hard,B,m,m,1,561
PLY75,105,EasyHard,3,27,14,0.111,73.65,Hard,A,c,c,1,714
PLY75,105,EasyHard,3,28,17,0.098,36.34,Hard,B,m,c,0,733
PLY75,105,EasyHard,3,29,15,0.135,84.63,Hard,A,c,m,0,479
PLY75,105,EasyHard,3,30,13,0.088,62.68,Hard,A,c,m,0,475
PLY75,105,EasyHard,3,31,15,0.135,84.63,Hard,A,c,m,0,631
PLY75,105,EasyHard,3,32,17,0.098,36.34,Hard,B,m,m,1,541
PLY75,105,EasyHard,3,33,20,0.167,69.26,Hard,B,m,m,1,519
PLY75,105,EasyHard,3,34,18,0.121,47.31,Hard,B,m,c,0,737
PLY75,105,EasyHard,3,35,16,0.074,25.36,Hard,B,m,c,0,546
PLY75,105,EasyHard,3,36,16,0.074,25.36,Hard,B,m,c,0,492
PLY75,105,EasyHard,3,37,14,0.111,73.65,Hard,A,c,m,0,567
PLY75,105,EasyHard,3,38,15,0.135,84.63,Hard,A,c,m,0,608
PLY75,105,EasyHard,3,39,20,0.167,69.26,Hard,B,m,m,1,599
PLY75,105,EasyHard,3,40,16,0.074,25.36,Hard,B,m,c,0,639
PLY75,105,EasyHard,3,41,18,0.121,47.31,Hard,B,m,m,1,676
PLY75,105,EasyHard,3,42,12,0.065,51.7,Hard,A,c,c,1,761
PLY75,105,EasyHard,3,43,15,0.135,84.63,Hard,A,c,c,1,825
PLY75,105,EasyHard,3,44,15,0.135,84.63,Hard,A,c,c,1,744
PLY75,105,EasyHard,3,45,18,0.121,47.31,Hard,B,m,m,1,569
PLY75,105,EasyHard,3,46,19,0.144,58.29,Hard,B,m,c,0,690
PLY75,105,EasyHard,3,47,11,0.042,40.73,Hard,A,c,c,1,517
PLY75,105,EasyHard,3,48,12,0.065,51.7,Hard,A,c,c,1,720
PLY75,105,EasyHard,3,49,19,0.144,58.29,Hard,B,m,m,1,514
PLY75,105,EasyHard,3,50,14,0.111,73.65,Hard,A,c,m,0,397
PLY75,105,EasyHard,3,51,19,0.144,58.29,Hard,B,m,c,0,653
PLY75,105,EasyHard,3,52,16,0.074,25.36,Hard,B,m,c,0,610
PLY75,105,EasyHard,3,53,20,0.167,69.26,Hard,B,m,m,1,536
PLY75,105,EasyHard,3,54,14,0.111,73.65,Hard,A,c,m,0,401
PLY75,105,EasyHard,3,55,11,0.042,40.73,Hard,A,c,c,1,368
PLY75,105,EasyHard,3,56,18,0.121,47.31,Hard,B,m,m,1,481
PLY75,105,EasyHard,3,57,18,0.121,47.31,Hard,B,m,m,1,557
PLY75,105,EasyHard,3,58,12,0.065,51.7,Hard,A,c,c,1,518
PLY75,105,EasyHard,3,59,14,0.111,73.65,Hard,A,c,m,0,577
PLY75,105,EasyHard,3,60,11,0.042,40.73,Hard,A,c,c,1,393
PLY75,105,EasyHard,3,61,12,0.065,51.7,Hard,A,c,c,1,504
PLY75,105,EasyHard,3,62,13,0.088,62.68,Hard,A,c,m,0,499
PLY75,105,EasyHard,3,63,17,0.098,36.34,Hard,B,m,c,0,351
PLY75,105,EasyHard,3,64,15,0.135,84.63,Hard,A,c,m,0,671
PLY75,105,EasyHard,3,65,12,0.065,51.7,Hard,A,c,c,1,468
PLY75,105,EasyHard,3,66,14,0.111,73.65,Hard,A,c,m,0,401
PLY75,105,EasyHard,3,67,16,0.074,25.36,Hard,B,m,c,0,511
PLY75,105,EasyHard,3,68,12,0.065,51.7,Hard,A,c,c,1,458
PLY75,105,EasyHard,3,69,18,0.121,47.31,Hard,B,m,c,0,679
PLY75,105,EasyHard,3,70,13,0.088,62.68,Hard,A,c,c,1,587
PLY75,105,EasyHard,3,71,19,0.144,58.29,Hard,B,m,m,1,403
PLY75,105,EasyHard,3,72,13,0.088,62.68,Hard,A,c,c,1,642
PLY75,105,EasyHard,3,73,19,0.144,58.29,Hard,B,m,m,1,503
PLY75,105,EasyHard,3,74,14,0.111,73.65,Hard,A,c,m,0,450
PLY75,105,EasyHard,3,75,17,0.098,36.34,Hard,B,m,m,1,688
PLY75,105,EasyHard,3,76,19,0.144,58.29,Hard,B,m,m,1,723
PLY75,105,EasyHard,3,77,12,0.065,51.7,Hard,A,c,c,1,517
PLY75,105,EasyHard,3,78,16,0.074,25.36,Hard,B,m,c,0,480
PLY75,105,EasyHard,3,79,15,0.135,84.63,Hard,A,c,m,0,540
PLY75,105,EasyHard,3,80,13,0.088,62.68,Hard,A,c,c,1,693
PLY75,105,EasyHard,3,81,18,0.121,47.31,Hard,B,m,m,1,713
PLY75,105,EasyHard,3,82,20,0.167,69.26,Hard,B,m,m,1,508
PLY75,105,EasyHard,3,83,18,0.121,47.31,Hard,B,m,m,1,327
PLY75,105,EasyHard,3,84,11,0.042,40.73,Hard,A,c,c,1,457
PLY75,105,EasyHard,3,85,12,0.065,51.7,Hard,A,c,c,1,422
PLY75,105,EasyHard,3,86,11,0.042,40.73,Hard,A,c,c,1,531
PLY75,105,EasyHard,3,87,14,0.111,73.65,Hard,A,c,m,0,605
PLY75,105,EasyHard,3,88,16,0.074,25.36,Hard,B,m,c,0,1108
PLY75,105,EasyHard,3,89,12,0.065,51.7,Hard,A,c,m,0,663
PLY75,105,EasyHard,3,90,15,0.135,84.63,Hard,A,c,m,0,844
PLY75,105,EasyHard,3,91,19,0.144,58.29,Hard,B,m,c,0,666
PLY75,105,EasyHard,3,92,20,0.167,69.26,Hard,B,m,m,1,559
PLY75,105,EasyHard,3,93,20,0.167,69.26,Hard,B,m,m,1,823
PLY75,105,EasyHard,3,94,15,0.135,84.63,Hard,A,c,c,1,741
PLY75,105,EasyHard,3,95,20,0.167,69.26,Hard,B,m,m,1,391
PLY75,105,EasyHard,3,96,12,0.065,51.7,Hard,A,c,c,1,518
PLY75,105,EasyHard,3,97,16,0.074,25.36,Hard,B,m,c,0,496
PLY75,105,EasyHard,3,98,16,0.074,25.36,Hard,B,m,m,1,700
PLY75,105,EasyHard,3,99,18,0.121,47.31,Hard,B,m,m,1,655
PLY75,105,EasyHard,3,100,14,0.111,73.65,Hard,A,c,m,0,420
PLY75,105,EasyHard,3,101,11,0.042,40.73,Hard,A,c,c,1,514
PLY75,105,EasyHard,3,102,14,0.111,73.65,Hard,A,c,c,1,1085
PLY75,105,EasyHard,3,103,20,0.167,69.26,Hard,B,m,m,1,449
PLY75,105,EasyHard,3,104,20,0.167,69.26,Hard,B,m,m,1,383
PLY75,105,EasyHard,3,105,11,0.042,40.73,Hard,A,c,c,1,383
PLY75,105,EasyHard,3,106,16,0.074,25.36,Hard,B,m,m,1,447
PLY75,105,EasyHard,3,107,16,0.074,25.36,Hard,B,m,m,1,380
PLY75,105,EasyHard,3,108,12,0.065,51.7,Hard,A,c,m,0,348
PLY75,105,EasyHard,3,109,19,0.144,58.29,Hard,B,m,m,1,509
PLY75,105,EasyHard,3,110,12,0.065,51.7,Hard,A,c,c,1,552
PLY75,105,EasyHard,3,111,16,0.074,25.36,Hard,B,m,c,0,497
PLY75,105,EasyHard,3,112,15,0.135,84.63,Hard,A,c,m,0,349
PLY75,105,EasyHard,3,113,13,0.088,62.68,Hard,A,c,c,1,702
PLY75,105,EasyHard,3,114,16,0.074,25.36,Hard,B,m,m,1,2161
PLY75,105,EasyHard,3,115,16,0.074,25.36,Hard,B,m,m,1,458
PLY75,105,EasyHard,3,116,17,0.098,36.34,Hard,B,m,m,1,423
PLY75,105,EasyHard,3,117,11,0.042,40.73,Hard,A,c,c,1,629
PLY75,105,EasyHard,3,118,17,0.098,36.34,Hard,B,m,m,1,412
PLY75,105,EasyHard,3,119,20,0.167,69.26,Hard,B,m,m,1,603
PLY75,105,EasyHard,3,120,15,0.135,84.63,Hard,A,c,m,0,225
PLY75,105,EasyHard,3,121,17,0.098,36.34,Hard,B,m,m,1,264
PLY75,105,EasyHard,3,122,20,0.167,69.26,Hard,B,m,m,1,348
PLY75,105,EasyHard,3,123,18,0.121,47.31,Hard,B,m,m,1,382
PLY75,105,EasyHard,3,124,20,0.167,69.26,Hard,B,m,m,1,414
PLY75,105,EasyHard,3,125,13,0.088,62.68,Hard,A,c,m,0,349
PLY75,105,EasyHard,3,126,14,0.111,73.65,Hard,A,c,c,1,526
PLY75,105,EasyHard,3,127,16,0.074,25.36,Hard,B,m,m,1,440
PLY75,105,EasyHard,3,128,17,0.098,36.34,Hard,B,m,m,1,358
PLY75,105,EasyHard,3,129,17,0.098,36.34,Hard,B,m,m,1,439
PLY75,105,EasyHard,3,130,15,0.135,84.63,Hard,A,c,c,1,1044
PLY75,105,EasyHard,3,131,18,0.121,47.31,Hard,B,m,m,1,474
PLY75,105,EasyHard,3,132,19,0.144,58.29,Hard,B,m,m,1,326
PLY75,105,EasyHard,3,133,15,0.135,84.63,Hard,A,c,c,1,727
PLY75,105,EasyHard,3,134,13,0.088,62.68,Hard,A,c,m,0,554
PLY75,105,EasyHard,3,135,11,0.042,40.73,Hard,A,c,c,1,546
PLY75,105,EasyHard,3,136,11,0.042,40.73,Hard,A,c,c,1,652
PLY75,105,EasyHard,3,137,14,0.111,73.65,Hard,A,c,m,0,449
PLY75,105,EasyHard,3,138,14,0.111,73.65,Hard,A,c,c,1,398
PLY75,105,EasyHard,3,139,11,0.042,40.73,Hard,A,c,m,0,413
PLY75,105,EasyHard,3,140,12,0.065,51.7,Hard,A,c,c,1,427
PLY75,105,EasyHard,3,141,13,0.088,62.68,Hard,A,c,m,0,393
PLY75,105,EasyHard,3,142,15,0.135,84.63,Hard,A,c,m,0,537
PLY75,105,EasyHard,3,143,20,0.167,69.26,Hard,B,m,c,0,371
PLY75,105,EasyHard,3,144,19,0.144,58.29,Hard,B,m,m,1,307
PLY75,105,EasyHard,3,145,13,0.088,62.68,Hard,A,c,m,0,325
PLY75,105,EasyHard,3,146,18,0.121,47.31,Hard,B,m,c,0,648
PLY75,105,EasyHard,3,147,19,0.144,58.29,Hard,B,m,m,1,285
PLY75,105,EasyHard,3,148,11,0.042,40.73,Hard,A,c,c,1,481
PLY75,105,EasyHard,3,149,17,0.098,36.34,Hard,B,m,m,1,589
PLY75,105,EasyHard,3,150,19,0.144,58.29,Hard,B,m,c,0,564
PLY75,105,EasyHard,4,1,18,0.121,47.31,Hard,B,m,m,1,1187
PLY75,105,EasyHard,4,2,28,0.153,31.95,Easy,B,m,m,1,627
PLY75,105,EasyHard,4,3,17,0.098,36.34,Hard,B,m,c,0,441
PLY75,105,EasyHard,4,4,15,0.135,84.63,Hard,A,c,c,1,391
PLY75,105,EasyHard,4,5,25,0.183,61.58,Medium,B,m,m,1,342
PLY75,105,EasyHard,4,6,4,0.079,89.02,Easy,A,c,c,1,488
PLY75,105,EasyHard,4,7,14,0.111,73.65,Hard,A,c,c,1,707
PLY75,105,EasyHard,4,8,8,0.072,70.36,Medium,A,c,m,0,662
PLY75,105,EasyHard,4,9,30,0.2,53.9,Easy,B,m,m,1,698
PLY75,105,EasyHard,4,10,20,0.167,69.26,Hard,B,m,m,1,526
PLY75,105,EasyHard,4,11,16,0.074,25.36,Hard,B,m,c,0,840
PLY75,105,EasyHard,4,12,1,0.01,56.09,Easy,A,c,c,1,470
PLY75,105,EasyHard,4,13,8,0.072,70.36,Medium,A,c,c,1,706
PLY75,105,EasyHard,4,14,15,0.135,84.63,Hard,A,c,m,0,597
PLY75,105,EasyHard,4,15,19,0.144,58.29,Hard,B,m,m,1,524
PLY75,105,EasyHard,4,16,8,0.072,70.36,Medium,A,c,c,1,486
PLY75,105,EasyHard,4,17,27,0.13,20.97,Easy,B,m,m,1,466
PLY75,105,EasyHard,4,18,1,0.01,56.09,Easy,A,c,c,1,415
PLY75,105,EasyHard,4,19,21,0.091,17.68,Medium,B,m,m,1,478
PLY75,105,EasyHard,4,20,17,0.098,36.34,Hard,B,m,m,1,522
PLY75,105,EasyHard,4,21,25,0.183,61.58,Medium,B,m,m,1,580
PLY75,105,EasyHard,4,22,25,0.183,61.58,Medium,B,m,m,1,332
PLY75,105,EasyHard,4,23,22,0.114,28.65,Medium,B,m,m,1,365
PLY75,105,EasyHard,4,24,6,0.026,48.41,Medium,A,c,c,1,542
PLY75,105,EasyHard,4,25,1,0.01,56.09,Easy,A,c,c,1,664
PLY75,105,EasyHard,4,26,23,0.137,39.63,Medium,B,m,m,1,429
PLY75,105,EasyHard,4,27,23,0.137,39.63,Medium,B,m,m,1,443
PLY75,105,EasyHard,4,28,18,0.121,47.31,Hard,B,m,m,1,344
PLY75,105,EasyHard,4,29,28,0.153,31.95,Easy,B,m,m,1,522
PLY75,105,EasyHard,4,30,7,0.049,59.39,Medium,A,c,c,1,532
PLY75,105,EasyHard,4,31,3,0.056,78.04,Easy,A,c,c,1,478
PLY75,105,EasyHard,4,32,19,0.144,58.29,Hard,B,m,m,1,490
PLY75,105,EasyHard,4,33,10,0.118,92.31,Medium,A,c,m,0,406
PLY75,105,EasyHard,4,34,5,0.102,100,Easy,A,c,c,1,581
PLY75,105,EasyHard,4,35,8,0.072,70.36,Medium,A,c,c,1,509
PLY75,105,EasyHard,4,36,26,0.107,10,Easy,B,m,m,1,422
PLY75,105,EasyHard,4,37,29,0.176,42.92,Easy,B,m,m,1,645
PLY75,105,EasyHard,4,38,19,0.144,58.29,Hard,B,m,m,1,554
PLY75,105,EasyHard,4,39,15,0.135,84.63,Hard,A,c,m,0,419
PLY75,105,EasyHard,4,40,28,0.153,31.95,Easy,B,m,m,1,386
PLY75,105,EasyHard,4,41,22,0.114,28.65,Medium,B,m,m,1,674
PLY75,105,EasyHard,4,42,12,0.065,51.7,Hard,A,c,m,0,358
PLY75,105,EasyHard,4,43,10,0.118,92.31,Medium,A,c,c,1,423
PLY75,105,EasyHard,4,44,11,0.042,40.73,Hard,A,c,c,1,485
PLY75,105,EasyHard,4,45,4,0.079,89.02,Easy,A,c,c,1,353
PLY75,105,EasyHard,4,46,26,0.107,10,Easy,B,m,c,0,306
PLY75,105,EasyHard,4,47,29,0.176,42.92,Easy,B,m,m,1,308
PLY75,105,EasyHard,4,48,11,0.042,40.73,Hard,A,c,c,1,695
PLY75,105,EasyHard,4,49,7,0.049,59.39,Medium,A,c,c,1,555
PLY75,105,EasyHard,4,50,7,0.049,59.39,Medium,A,c,c,1,596
PLY75,105,EasyHard,4,51,12,0.065,51.7,Hard,A,c,c,1,315
PLY75,105,EasyHard,4,52,9,0.095,81.34,Medium,A,c,m,0,670
PLY75,105,EasyHard,4,53,27,0.13,20.97,Easy,B,m,m,1,434
PLY75,105,EasyHard,4,54,3,0.056,78.04,Easy,A,c,c,1,576
PLY75,105,EasyHard,4,55,23,0.137,39.63,Medium,B,m,m,1,520
PLY75,105,EasyHard,4,56,6,0.026,48.41,Medium,A,c,c,1,434
PLY75,105,EasyHard,4,57,12,0.065,51.7,Hard,A,c,m,0,400
PLY75,105,EasyHard,4,58,8,0.072,70.36,Medium,A,c,c,1,623
PLY75,105,EasyHard,4,59,14,0.111,73.65,Hard,A,c,m,0,757
PLY75,105,EasyHard,4,60,13,0.088,62.68,Hard,A,c,c,1,646
PLY75,105,EasyHard,4,61,20,0.167,69.26,Hard,B,m,c,0,395
PLY75,105,EasyHard,4,62,1,0.01,56.09,Easy,A,c,c,1,427
PLY75,105,EasyHard,4,63,1,0.01,56.09,Easy,A,c,c,1,360
PLY75,105,EasyHard,4,64,23,0.137,39.63,Medium,B,m,m,1,441
PLY75,105,EasyHard,4,65,5,0.102,100,Easy,A,c,c,1,630
PLY75,105,EasyHard,4,66,3,0.056,78.04,Easy,A,c,c,1,380
PLY75,105,EasyHard,4,67,15,0.135,84.63,Hard,A,c,m,0,332
PLY75,105,EasyHard,4,68,3,0.056,78.04,Easy,A,c,m,0,270
PLY75,105,EasyHard,4,69,6,0.026,48.41,Medium,A,c,c,1,290
PLY75,105,EasyHard,4,70,6,0.026,48.41,Medium,A,c,c,1,246
PLY75,105,EasyHard,4,71,27,0.13,20.97,Easy,B,m,m,1,235
PLY75,105,EasyHard,4,72,18,0.121,47.31,Hard,B,m,m,1,241
PLY75,105,EasyHard,4,73,24,0.16,50.61,Medium,B,m,m,1,246
PLY75,105,EasyHard,4,74,26,0.107,10,Easy,B,m,m,1,315
PLY75,105,EasyHard,4,75,29,0.176,42.92,Easy,B,m,m,1,462
PLY75,105,EasyHard,4,76,15,0.135,84.63,Hard,A,c,m,0,299
PLY75,105,EasyHard,4,77,27,0.13,20.97,Easy,B,m,m,1,526
PLY75,105,EasyHard,4,78,13,0.088,62.68,Hard,A,c,m,0,360
PLY75,105,EasyHard,4,79,6,0.026,48.41,Medium,A,c,c,1,441
PLY75,105,EasyHard,4,80,24,0.16,50.61,Medium,B,m,m,1,470
PLY75,105,EasyHard,4,81,12,0.065,51.7,Hard,A,c,m,0,499
PLY75,105,EasyHard,4,82,25,0.183,61.58,Medium,B,m,m,1,493
PLY75,105,EasyHard,4,83,7,0.049,59.39,Medium,A,c,c,1,649
PLY75,105,EasyHard,4,84,2,0.033,67.07,Easy,A,c,c,1,574
PLY75,105,EasyHard,4,85,14,0.111,73.65,Hard,A,c,m,0,374
PLY75,105,EasyHard,4,86,26,0.107,10,Easy,B,m,c,0,310
PLY75,105,EasyHard,4,87,27,0.13,20.97,Easy,B,m,m,1,249
PLY75,105,EasyHard,4,88,5,0.102,100,Easy,A,c,c,1,622
PLY75,105,EasyHard,4,89,10,0.118,92.31,Medium,A,c,m,0,373
PLY75,105,EasyHard,4,90,30,0.2,53.9,Easy,B,m,m,1,501
PLY75,105,EasyHard,4,91,22,0.114,28.65,Medium,B,m,m,1,880
PLY75,105,EasyHard,4,92,16,0.074,25.36,Hard,B,m,m,1,428
PLY75,105,EasyHard,4,93,18,0.121,47.31,Hard,B,m,m,1,330
PLY75,105,EasyHard,4,94,13,0.088,62.68,Hard,A,c,m,0,636
PLY75,105,EasyHard,4,95,19,0.144,58.29,Hard,B,m,m,1,402
PLY75,105,EasyHard,4,96,17,0.098,36.34,Hard,B,m,c,0,769
PLY75,105,EasyHard,4,97,25,0.183,61.58,Medium,B,m,m,1,370
PLY75,105,EasyHard,4,98,5,0.102,100,Easy,A,c,c,1,658
PLY75,105,EasyHard,4,99,4,0.079,89.02,Easy,A,c,c,1,711
PLY75,105,EasyHard,4,100,18,0.121,47.31,Hard,B,m,m,1,554
PLY75,105,EasyHard,4,101,9,0.095,81.34,Medium,A,c,m,0,674
PLY75,105,EasyHard,4,102,9,0.095,81.34,Medium,A,c,c,1,519
PLY75,105,EasyHard,4,103,5,0.102,100,Easy,A,c,c,1,658
PLY75,105,EasyHard,4,104,14,0.111,73.65,Hard,A,c,m,0,421
PLY75,105,EasyHard,4,105,11,0.042,40.73,Hard,A,c,m,0,340
PLY75,105,EasyHard,4,106,10,0.118,92.31,Medium,A,c,c,1,837
PLY75,105,EasyHard,4,107,21,0.091,17.68,Medium,B,m,m,1,451
PLY75,105,EasyHard,4,108,12,0.065,51.7,Hard,A,c,c,1,400
PLY75,105,EasyHard,4,109,30,0.2,53.9,Easy,B,m,m,1,718
PLY75,105,EasyHard,4,110,11,0.042,40.73,Hard,A,c,c,1,593
PLY75,105,EasyHard,4,111,22,0.114,28.65,Medium,B,m,m,1,489
PLY75,105,EasyHard,4,112,21,0.091,17.68,Medium,B,m,m,1,516
PLY75,105,EasyHard,4,113,21,0.091,17.68,Medium,B,m,m,1,559
PLY75,105,EasyHard,4,114,16,0.074,25.36,Hard,B,m,m,1,280
PLY75,105,EasyHard,4,115,4,0.079,89.02,Easy,A,c,c,1,460
PLY75,105,EasyHard,4,116,14,0.111,73.65,Hard,A,c,m,0,473
PLY75,105,EasyHard,4,117,24,0.16,50.61,Medium,B,m,m,1,757
PLY75,105,EasyHard,4,118,2,0.033,67.07,Easy,A,c,c,1,438
PLY75,105,EasyHard,4,119,24,0.16,50.61,Medium,B,m,m,1,628
PLY75,105,EasyHard,4,120,21,0.091,17.68,Medium,B,m,c,0,458
PLY75,105,EasyHard,4,121,17,0.098,36.34,Hard,B,m,m,1,455
PLY75,105,EasyHard,4,122,13,0.088,62.68,Hard,A,c,m,0,580
PLY75,105,EasyHard,4,123,30,0.2,53.9,Easy,B,m,m,1,716
PLY75,105,EasyHard,4,124,20,0.167,69.26,Hard,B,m,m,1,831
PLY75,105,EasyHard,4,125,28,0.153,31.95,Easy,B,m,m,1,620
PLY75,105,EasyHard,4,126,7,0.049,59.39,Medium,A,c,c,1,723
PLY75,105,EasyHard,4,127,30,0.2,53.9,Easy,B,m,m,1,741
PLY75,105,EasyHard,4,128,9,0.095,81.34,Medium,A,c,m,0,1079
PLY75,105,EasyHard,4,129,19,0.144,58.29,Hard,B,m,m,1,763
PLY75,105,EasyHard,4,130,13,0.088,62.68,Hard,A,c,c,1,1180
PLY75,105,EasyHard,4,131,2,0.033,67.07,Easy,A,c,c,1,748
PLY75,105,EasyHard,4,132,9,0.095,81.34,Medium,A,c,m,0,686
PLY75,105,EasyHard,4,133,29,0.176,42.92,Easy,B,m,c,0,530
PLY75,105,EasyHard,4,134,2,0.033,67.07,Easy,A,c,c,1,1004
PLY75,105,EasyHard,4,135,20,0.167,69.26,Hard,B,m,m,1,611
PLY75,105,EasyHard,4,136,29,0.176,42.92,Easy,B,m,m,1,570
PLY75,105,EasyHard,4,137,17,0.098,36.34,Hard,B,m,c,0,866
PLY75,105,EasyHard,4,138,24,0.16,50.61,Medium,B,m,m,1,831
PLY75,105,EasyHard,4,139,22,0.114,28.65,Medium,B,m,c,0,781
PLY75,105,EasyHard,4,140,16,0.074,25.36,Hard,B,m,m,1,1213
PLY75,105,EasyHard,4,141,4,0.079,89.02,Easy,A,c,c,1,908
PLY75,105,EasyHard,4,142,10,0.118,92.31,Medium,A,c,c,1,631
PLY75,105,EasyHard,4,143,23,0.137,39.63,Medium,B,m,m,1,557
PLY75,105,EasyHard,4,144,2,0.033,67.07,Easy,A,c,c,1,358
PLY75,105,EasyHard,4,145,3,0.056,78.04,Easy,A,c,c,1,454
PLY75,105,EasyHard,4,146,16,0.074,25.36,Hard,B,m,c,0,563
PLY75,105,EasyHard,4,147,28,0.153,31.95,Easy,B,m,m,1,444
PLY75,105,EasyHard,4,148,26,0.107,10,Easy,B,m,m,1,330
PLY75,105,EasyHard,4,149,20,0.167,69.26,Hard,B,m,m,1,284
PLY75,105,EasyHard,4,150,11,0.042,40.73,Hard,A,c,c,1,512
PLY75,106,EasyHard,1,1,4,0.079,89.02,Easy,A,c,c,1,2649
PLY75,106,EasyHard,1,2,5,0.102,100,Easy,A,c,c,1,3773
PLY75,106,EasyHard,1,3,5,0.102,100,Easy,A,c,m,0,4214
PLY75,106,EasyHard,1,4,28,0.153,31.95,Easy,B,m,c,0,4431
PLY75,106,EasyHard,1,5,3,0.056,78.04,Easy,A,c,m,0,1454
PLY75,106,EasyHard,1,6,28,0.153,31.95,Easy,B,m,c,0,1283
PLY75,106,EasyHard,1,7,5,0.102,100,Easy,A,c,m,0,2047
PLY75,106,EasyHard,1,8,29,0.176,42.92,Easy,B,m,c,0,1245
PLY75,106,EasyHard,1,9,26,0.107,10,Easy,B,m,c,0,1227
PLY75,106,EasyHard,1,10,26,0.107,10,Easy,B,m,c,0,1386
PLY75,106,EasyHard,1,11,4,0.079,89.02,Easy,A,c,m,0,1201
PLY75,106,EasyHard,1,12,5,0.102,100,Easy,A,c,c,1,1441
PLY75,106,EasyHard,1,13,28,0.153,31.95,Easy,B,m,c,0,2262
PLY75,106,EasyHard,1,14,29,0.176,42.92,Easy,B,m,m,1,1068
PLY75,106,EasyHard,1,15,2,0.033,67.07,Easy,A,c,m,0,993
PLY75,106,EasyHard,1,16,5,0.102,100,Easy,A,c,m,0,2921
PLY75,106,EasyHard,1,17,28,0.153,31.95,Easy,B,m,c,0,916
PLY75,106,EasyHard,1,18,30,0.2,53.9,Easy,B,m,c,0,943
PLY75,106,EasyHard,1,19,1,0.01,56.09,Easy,A,c,m,0,1128
PLY75,106,EasyHard,1,20,27,0.13,20.97,Easy,B,m,m,1,875
PLY75,106,EasyHard,1,21,30,0.2,53.9,Easy,B,m,m,1,631
PLY75,106,EasyHard,1,22,29,0.176,42.92,Easy,B,m,m,1,670
