"date","subj","cbal","keyb","phase","block","trial","stim","vtft","ftpks","pk1acc","totpks","pos1rt","neg1rt"
2007-01-30,5,2,"right",1,2,53,"S2000",1,0,"*",1,1170,-1
2007-01-30,5,2,"right",1,2,54,"S0001",1,0,"*",1,-1,1479
2007-01-30,5,2,"right",1,2,55,"S0002",1,0,"*",1,1073,-1
2007-01-30,5,2,"right",1,2,56,"S0200",1,0,"*",1,1376,-1
2007-01-30,5,2,"right",1,2,57,"S1000",1,0,"*",1,-1,1114
2007-01-30,5,2,"right",1,2,58,"S0200",1,0,"*",1,1369,-1
2007-01-30,5,2,"right",1,2,59,"S0100",1,0,"*",1,-1,1299
2007-01-30,5,2,"right",1,2,60,"S0010",1,0,"*",1,-1,1112
2007-01-30,5,2,"right",1,2,61,"S2000",1,0,"*",1,1022,-1
2007-01-30,5,2,"right",1,2,62,"S0002",1,0,"*",1,1314,-1
2007-01-30,5,2,"right",1,2,63,"S0001",1,0,"*",1,-1,1359
2007-01-30,5,2,"right",1,2,64,"S0020",1,0,"*",1,1938,-1
2007-01-30,5,2,"right",2,1,1,"S6780",1,0,"*",1,1153,-1
2007-01-30,5,2,"right",2,1,2,"S2340",1,0,"*",1,-1,1156
2007-01-30,5,2,"right",2,1,3,"S6780",1,1,"*",2,868,-1
2007-01-30,5,2,"right",2,1,4,"S6780",1,1,"*",2,991,-1
2007-01-30,5,2,"right",2,1,5,"S2340",1,0,"*",1,-1,1098
2007-01-30,5,2,"right",2,1,6,"S6780",1,1,"*",2,935,-1
2007-01-30,5,2,"right",2,1,7,"S2340",1,0,"*",1,-1,1181
2007-01-30,5,2,"right",2,1,8,"S2340",1,0,"*",1,-1,1114
2007-01-30,5,2,"right",2,1,9,"S6780",1,1,"*",2,987,-1
2007-01-30,5,2,"right",2,1,10,"S6780",1,0,"*",1,1738,-1
2007-01-30,5,2,"right",2,1,11,"S2340",1,0,"*",1,-1,1544
2007-01-30,5,2,"right",2,1,12,"S2340",1,0,"*",1,-1,1523
2007-01-30,5,2,"right",2,1,13,"S6780",1,0,"*",1,1305,-1
2007-01-30,5,2,"right",2,1,14,"S2340",1,0,"*",1,-1,1182
2007-01-30,5,2,"right",2,1,15,"S2340",1,0,"*",1,-1,1052
2007-01-30,5,2,"right",2,1,16,"S6780",1,0,"*",1,1568,-1
2007-01-30,5,2,"right",2,1,17,"S6780",1,0,"*",1,1034,-1
2007-01-30,5,2,"right",2,1,18,"S2340",1,1,"*",2,-1,1011
2007-01-30,5,2,"right",2,1,19,"S6780",1,1,"*",2,970,-1
2007-01-30,5,2,"right",2,1,20,"S2340",1,0,"*",1,-1,1242
2007-01-30,5,2,"right",2,1,21,"S2340",1,0,"*",1,-1,1280
2007-01-30,5,2,"right",2,1,22,"S6780",1,0,"*",1,1145,-1
2007-01-30,5,2,"right",2,1,23,"S6780",1,1,"*",2,928,-1
2007-01-30,5,2,"right",2,1,24,"S2340",1,0,"*",1,-1,1121
2007-01-30,5,2,"right",2,1,25,"S6780",1,0,"*",1,1477,-1
2007-01-30,5,2,"right",2,1,26,"S2340",1,0,"*",1,-1,1036
2007-01-30,5,2,"right",2,1,27,"S6780",1,0,"*",1,1218,-1
2007-01-30,5,2,"right",2,1,28,"S2340",1,0,"*",1,-1,1336
2007-01-30,5,2,"right",2,1,29,"S6780",1,0,"*",1,1223,-1
2007-01-30,5,2,"right",2,1,30,"S6780",1,1,"*",2,964,-1
2007-01-30,5,2,"right",2,1,31,"S2340",1,0,"*",1,-1,1583
2007-01-30,5,2,"right",2,1,32,"S2340",1,0,"*",1,-1,1753
2007-01-30,5,2,"right",3,1,1,"S2340",1,0,"*",1,-1,1320
2007-01-30,5,2,"right",3,1,2,"S2340",1,0,"*",1,-1,1115
2007-01-30,5,2,"right",3,1,3,"S6780",1,0,"*",1,1281,-1
2007-01-30,5,2,"right",3,1,4,"S2340",1,0,"*",1,-1,1751
2007-01-30,5,2,"right",3,1,5,"S6780",1,0,"*",1,1302,-1
2007-01-30,5,2,"right",3,1,6,"S6780",1,1,"*",2,992,-1
2007-01-30,5,2,"right",3,1,7,"S2340",1,0,"*",1,-1,2300
2007-01-30,5,2,"right",3,1,8,"S6780",1,0,"*",1,1035,-1
2007-01-30,5,2,"right",3,1,9,"S6780",1,0,"*",1,1189,-1
2007-01-30,5,2,"right",3,1,10,"S2340",1,0,"*",1,-1,1244
2007-01-30,5,2,"right",3,1,11,"S6780",1,0,"*",1,1340,-1
2007-01-30,5,2,"right",3,1,12,"S2340",1,0,"*",1,-1,1047
2007-01-30,5,2,"right",3,1,13,"S6780",1,1,"*",2,773,-1
2007-01-30,5,2,"right",3,1,14,"S6780",1,0,"*",1,1094,-1
2007-01-30,5,2,"right",3,1,15,"S2340",1,0,"*",1,-1,1284
2007-01-30,5,2,"right",3,1,16,"S6780",1,0,"*",1,1074,-1
2007-01-30,5,2,"right",3,1,17,"S2340",1,0,"*",1,-1,1256
2007-01-30,5,2,"right",3,1,18,"S2340",1,0,"*",1,-1,1132
2007-01-30,5,2,"right",3,1,19,"S6780",1,1,"*",2,910,-1
2007-01-30,5,2,"right",3,1,20,"S2340",1,0,"*",1,-1,1198
2007-01-30,5,2,"right",3,2,1,"S2780",1,0,"L",1,5080,-1
2007-01-30,5,2,"right",3,2,2,"S2340",1,0,"*",1,-1,1113
2007-01-30,5,2,"right",3,2,3,"S6380",1,0,"L",1,947,-1
2007-01-30,5,2,"right",3,2,4,"S2340",1,1,"*",2,-1,764
2007-01-30,5,2,"right",3,2,5,"S6380",1,0,"L",1,841,-1
2007-01-30,5,2,"right",3,2,6,"S2340",1,0,"*",1,-1,1138
2007-01-30,5,2,"right",3,2,7,"S2340",1,0,"R",1,-1,3489
2007-01-30,5,2,"right",3,2,8,"S2340",1,0,"*",1,-1,1156
2007-01-30,5,2,"right",3,2,9,"S2340",1,0,"*",1,-1,1628
2007-01-30,5,2,"right",3,2,10,"S6340",1,0,"R",1,-1,1015
2007-01-30,5,2,"right",3,2,11,"S6780",1,1,"*",2,728,-1
2007-01-30,5,2,"right",3,2,12,"S2740",1,0,"R",1,-1,1266
2007-01-30,5,2,"right",3,2,13,"S2340",1,1,"*",2,-1,947
2007-01-30,5,2,"right",3,2,14,"S6780",1,0,"*",1,1071,-1
2007-01-30,5,2,"right",3,2,15,"S6780",1,0,"*",1,1380,-1
2007-01-30,5,2,"right",3,2,16,"S2380",1,0,"R",1,-1,1013
2007-01-30,5,2,"right",3,2,17,"S2340",1,0,"*",1,-1,4467
2007-01-30,5,2,"right",3,2,18,"S2380",1,0,"R",1,-1,3210
2007-01-30,5,2,"right",3,2,19,"S2340",1,1,"*",2,-1,869
2007-01-30,5,2,"right",3,2,20,"S6780",1,1,"*",2,847,-1
2007-01-30,5,2,"right",3,2,21,"S6780",1,0,"L",1,843,-1
2007-01-30,5,2,"right",3,2,22,"S2340",1,0,"*",1,-1,1167
2007-01-30,5,2,"right",3,2,23,"S6740",1,0,"L",1,1194,-1
2007-01-30,5,2,"right",3,2,24,"S6780",1,1,"*",2,801,-1
2007-01-30,5,2,"right",3,2,25,"S2340",1,0,"*",1,-1,1164
2007-01-30,5,2,"right",3,2,26,"S2780",1,0,"L",1,1091,-1
2007-01-30,5,2,"right",3,2,27,"S6780",1,1,"*",2,809,-1
2007-01-30,5,2,"right",3,2,28,"S2340",1,0,"R",1,-1,986
2007-01-30,5,2,"right",3,2,29,"S6780",1,0,"*",1,1384,-1
2007-01-30,5,2,"right",3,2,30,"S6780",1,0,"L",1,908,-1
2007-01-30,5,2,"right",3,2,31,"S6780",1,1,"*",2,951,-1
2007-01-30,5,2,"right",3,2,32,"S2340",1,1,"*",2,-1,903
2007-01-30,5,2,"right",3,2,33,"S6740",1,0,"L",1,908,-1
2007-01-30,5,2,"right",3,2,34,"S6780",1,0,"*",1,1166,-1
2007-01-30,5,2,"right",3,2,35,"S2340",1,0,"*",1,-1,1304
2007-01-30,5,2,"right",3,2,36,"S6780",1,1,"*",2,863,-1
2007-01-30,5,2,"right",3,2,37,"S6780",1,0,"*",1,1305,-1
2007-01-30,5,2,"right",3,2,38,"S2740",1,0,"R",1,-1,2917
2007-01-30,5,2,"right",3,2,39,"S6780",1,1,"*",2,968,-1
2007-01-30,5,2,"right",3,2,40,"S6340",1,0,"R",1,-1,997
2007-02-02,6,1,"left",1,1,1,"S0100",1,0,"*",1,6771,-1
2007-02-02,6,1,"left",1,1,2,"S1000",1,0,"+",1,4045,1134
2007-02-02,6,1,"left",1,1,3,"S0020",1,1,"*",2,2272,926
2007-02-02,6,1,"left",1,1,4,"S2000",1,0,"+",1,943,3964
2007-02-02,6,1,"left",1,1,5,"S0001",1,0,"+",1,4804,2711
2007-02-02,6,1,"left",1,1,6,"S0002",1,0,"+",1,1136,3098
2007-02-02,6,1,"left",1,1,7,"S0200",1,0,"+",1,1267,3511
2007-02-02,6,1,"left",1,1,8,"S0010",1,0,"*",1,1734,-1
2007-02-02,6,1,"left",1,1,9,"S0020",1,0,"*",1,-1,1648
2007-02-02,6,1,"left",1,1,10,"S1000",1,0,"*",1,1636,-1
2007-02-02,6,1,"left",1,1,11,"S0100",1,0,"*",1,1380,-1
2007-02-02,6,1,"left",1,1,12,"S2000",1,0,"+",1,1297,3658
2007-02-02,6,1,"left",1,1,13,"S0001",1,0,"+",1,2153,811
2007-02-02,6,1,"left",1,1,14,"S0002",1,0,"*",1,-1,1080
2007-02-02,6,1,"left",1,1,15,"S0200",1,1,"*",2,-1,836
2007-02-02,6,1,"left",1,1,16,"S0010",1,0,"*",1,1109,-1
2007-02-02,6,1,"left",1,1,17,"S1000",1,0,"+",1,3007,1914
2007-02-02,6,1,"left",1,1,18,"S0002",1,0,"+",1,2307,3543
2007-02-02,6,1,"left",1,1,19,"S0001",1,0,"+",1,2465,1423
2007-02-02,6,1,"left",1,1,20,"S0200",1,0,"+",1,1151,2398
2007-02-02,6,1,"left",1,1,21,"S2000",1,0,"+",1,2283,3479
2007-02-02,6,1,"left",1,1,22,"S0100",1,0,"*",1,1430,-1
2007-02-02,6,1,"left",1,1,23,"S0020",1,1,"*",2,-1,821
2007-02-02,6,1,"left",1,1,24,"S0010",1,0,"*",1,1027,-1
2007-02-02,6,1,"left",1,1,25,"S0020",1,0,"*",1,-1,1333
2007-02-02,6,1,"left",1,1,26,"S0002",1,1,"*",2,-1,826
2007-02-02,6,1,"left",1,1,27,"S0010",1,1,"*",2,779,-1
2007-02-02,6,1,"left",1,1,28,"S1000",1,0,"*",1,1050,-1
2007-02-02,6,1,"left",1,1,29,"S0200",1,1,"*",2,-1,724
2007-02-02,6,1,"left",1,1,30,"S0100",1,1,"*",2,922,-1
2007-02-02,6,1,"left",1,1,31,"S0001",1,0,"+",1,3150,824
2007-02-02,6,1,"left",1,1,32,"S2000",1,0,"*",1,-1,6006
2007-02-02,6,1,"left",1,1,33,"S2000",1,1,"*",2,-1,986
2007-02-02,6,1,"left",1,1,34,"S0001",1,0,"*",1,4332,-1
2007-02-02,6,1,"left",1,1,35,"S0020",1,0,"+",1,818,2323
2007-02-02,6,1,"left",1,1,36,"S1000",1,1,"*",2,784,2126
2007-02-02,6,1,"left",1,1,37,"S0002",1,0,"*",1,-1,1352
2007-02-02,6,1,"left",1,1,38,"S0100",1,1,"*",2,757,-1
2007-02-02,6,1,"left",1,1,39,"S0200",1,1,"*",2,-1,767
2007-02-02,6,1,"left",1,1,40,"S0010",1,0,"+",1,4175,790
2007-02-02,6,1,"left",1,1,41,"S0020",1,1,"*",2,-1,893
2007-02-02,6,1,"left",1,1,42,"S1000",1,0,"+",1,4307,1828
2007-02-02,6,1,"left",1,1,43,"S2000",1,1,"*",2,-1,725
2007-02-02,6,1,"left",1,1,44,"S0010",1,0,"*",1,5341,-1
2007-02-02,6,1,"left",1,1,45,"S0100",1,1,"*",2,701,-1
2007-02-02,6,1,"left",1,1,46,"S0200",1,1,"*",2,-1,702
2007-02-02,6,1,"left",1,1,47,"S0002",1,0,"*",1,-1,4454
2007-02-02,6,1,"left",1,1,48,"S0001",1,1,"*",2,805,-1
2007-02-02,6,1,"left",1,1,49,"S0020",1,1,"*",2,-1,849
2007-02-02,6,1,"left",1,1,50,"S2000",1,0,"+",1,1027,3279
2007-02-02,6,1,"left",1,1,51,"S0001",1,0,"*",1,6453,-1
2007-02-02,6,1,"left",1,1,52,"S0100",1,1,"*",2,714,-1
2007-02-02,6,1,"left",1,1,53,"S0002",1,1,"*",2,-1,704
2007-02-02,6,1,"left",1,1,54,"S0200",1,1,"*",2,-1,742
2007-02-02,6,1,"left",1,1,55,"S0010",1,0,"+",1,6900,5182
2007-02-02,6,1,"left",1,1,56,"S1000",1,0,"+",1,2852,1132
2007-02-02,6,1,"left",1,1,57,"S0020",1,1,"*",2,-1,819
2007-02-02,6,1,"left",1,1,58,"S0010",1,0,"*",1,1676,-1
2007-02-02,6,1,"left",1,1,59,"S2000",1,1,"*",2,-1,706
2007-02-02,6,1,"left",1,1,60,"S1000",1,1,"*",2,886,-1
2007-02-02,6,1,"left",1,1,61,"S0002",1,0,"*",1,-1,1601
2007-02-02,6,1,"left",1,1,62,"S0001",1,1,"*",2,735,-1
2007-02-02,6,1,"left",1,1,63,"S0200",1,1,"*",2,-1,737
2007-02-02,6,1,"left",1,1,64,"S0100",1,1,"*",2,803,-1
2007-02-02,6,1,"left",1,2,1,"S0200",1,2,"*",3,-1,756
2007-02-02,6,1,"left",1,2,2,"S0100",1,2,"*",3,748,-1
2007-02-02,6,1,"left",1,2,3,"S0001",1,1,"*",2,1004,-1
2007-02-02,6,1,"left",1,2,4,"S2000",1,1,"*",2,-1,744
2007-02-02,6,1,"left",1,2,5,"S0002",1,0,"+",1,716,4995
2007-02-02,6,1,"left",1,2,6,"S1000",1,0,"*",1,1536,-1
2007-02-02,6,1,"left",1,2,7,"S0020",1,1,"*",2,-1,994
2007-02-02,6,1,"left",1,2,8,"S0010",1,1,"*",2,716,-1
2007-02-02,6,1,"left",1,2,9,"S0001",1,1,"*",2,898,-1
2007-02-02,6,1,"left",1,2,10,"S0002",1,1,"*",2,-1,699
2007-02-02,6,1,"left",1,2,11,"S0100",1,2,"*",3,821,-1
2007-02-02,6,1,"left",1,2,12,"S1000",1,2,"*",3,658,-1
2007-02-02,6,1,"left",1,2,13,"S0020",1,2,"*",3,-1,653
2007-02-02,6,1,"left",1,2,14,"S2000",1,0,"*",1,-1,1138
2007-02-02,6,1,"left",1,2,15,"S0010",1,0,"*",1,2908,-1
2007-02-02,6,1,"left",1,2,16,"S0200",1,2,"*",3,-1,699
2007-02-02,6,1,"left",1,2,17,"S2000",1,2,"*",3,-1,795
2007-02-02,6,1,"left",1,2,18,"S0010",1,1,"*",2,697,-1
2007-02-02,6,1,"left",1,2,19,"S0200",1,1,"*",3,-1,807
2007-02-02,6,1,"left",1,2,20,"S0100",1,2,"*",3,712,-1
2007-02-02,6,1,"left",1,2,21,"S0001",1,0,"+",1,6478,657
2007-02-02,6,1,"left",1,2,22,"S0020",1,1,"*",2,-1,1013
2007-02-02,6,1,"left",1,2,23,"S0002",1,0,"*",1,-1,1797
2007-02-02,6,1,"left",1,2,24,"S1000",1,0,"+",1,1628,610
2007-02-02,6,1,"left",1,2,25,"S2000",1,1,"*",2,-1,720
2007-02-02,6,1,"left",1,2,26,"S0100",1,0,"*",1,6343,-1
2007-02-02,6,1,"left",1,2,27,"S0010",1,2,"*",3,618,-1
2007-02-02,6,1,"left",1,2,28,"S0002",1,0,"*",1,-1,1560
2007-02-02,6,1,"left",1,2,29,"S0001",1,2,"*",3,627,-1
2007-02-02,6,1,"left",1,2,30,"S0200",1,2,"*",3,-1,609
2007-02-02,6,1,"left",1,2,31,"S1000",1,1,"*",2,696,-1
2007-02-02,6,1,"left",1,2,32,"S0020",1,2,"*",3,-1,655
2007-02-02,6,1,"left",1,2,33,"S0010",1,2,"*",3,678,-1
2007-02-02,6,1,"left",1,2,34,"S0002",1,0,"*",1,-1,2988
2007-02-02,6,1,"left",1,2,35,"S2000",1,0,"*",1,-1,2742
2007-02-02,6,1,"left",1,2,36,"S1000",1,1,"*",2,840,-1
2007-02-02,6,1,"left",1,2,37,"S0200",1,1,"*",2,-1,922
2007-02-02,6,1,"left",1,2,38,"S0020",1,0,"*",1,-1,2510
2007-02-02,6,1,"left",1,2,39,"S0001",1,0,"*",1,1471,-1
2007-02-02,6,1,"left",1,2,40,"S0100",1,0,"*",1,1414,-1
2007-02-02,6,1,"left",1,2,41,"S0200",1,2,"*",3,-1,635
2007-02-02,6,1,"left",1,2,42,"S0001",1,0,"*",1,2930,-1
2007-02-02,6,1,"left",1,2,43,"S0010",1,1,"*",2,907,-1
2007-02-02,6,1,"left",1,2,44,"S2000",1,0,"*",1,-1,3311
2007-02-02,6,1,"left",1,2,45,"S1000",1,1,"*",2,724,-1
2007-02-02,6,1,"left",1,2,46,"S0020",1,0,"*",1,-1,2681
2007-02-02,6,1,"left",1,2,47,"S0002",1,0,"*",1,-1,2741
2007-02-02,6,1,"left",1,2,48,"S0100",1,2,"*",3,618,-1
2007-02-02,6,1,"left",1,2,49,"S0200",1,2,"*",3,-1,679
2007-02-02,6,1,"left",1,2,50,"S0001",1,0,"*",1,1758,-1
2007-02-02,6,1,"left",1,2,51,"S0002",1,1,"*",2,-1,826
2007-02-02,6,1,"left",1,2,52,"S0010",1,2,"*",3,669,-1
2007-02-02,6,1,"left",1,2,53,"S2000",1,0,"*",1,-1,1775
2007-02-02,6,1,"left",1,2,54,"S0100",1,0,"*",1,1169,-1
2007-02-02,6,1,"left",1,2,55,"S0020",1,0,"*",1,-1,1109
2007-02-02,6,1,"left",1,2,56,"S1000",1,0,"*",1,2914,-1
2007-02-02,6,1,"left",1,2,57,"S1000",1,0,"*",1,2168,-1
2007-02-02,6,1,"left",1,2,58,"S2000",1,2,"*",3,-1,611
2007-02-02,6,1,"left",1,2,59,"S0010",1,2,"*",3,802,-1
2007-02-02,6,1,"left",1,2,60,"S0020",1,2,"*",3,-1,560
2007-02-02,6,1,"left",1,2,61,"S0001",1,0,"*",1,1086,-1
2007-02-02,6,1,"left",1,2,62,"S0200",1,2,"*",3,-1,552
2007-02-02,6,1,"left",1,2,63,"S0100",1,0,"*",1,1125,-1
2007-02-02,6,1,"left",1,2,64,"S0002",1,3,"*",4,-1,572
2007-02-02,6,1,"left",2,1,1,"S3420",1,0,"*",1,1507,-1
2007-02-02,6,1,"left",2,1,2,"S3420",1,0,"*",1,2118,-1
2007-02-02,6,1,"left",2,1,3,"S7860",1,1,"*",2,-1,703
2007-02-02,6,1,"left",2,1,4,"S3420",1,2,"*",3,702,-1
2007-02-02,6,1,"left",2,1,5,"S7860",1,0,"*",1,-1,1138
2007-02-02,6,1,"left",2,1,6,"S3420",1,3,"*",4,598,-1
2007-02-02,6,1,"left",2,1,7,"S3420",1,3,"*",4,646,-1
2007-02-02,6,1,"left",2,1,8,"S7860",1,2,"*",3,-1,680
2007-02-02,6,1,"left",2,1,9,"S3420",1,2,"*",3,694,-1
2007-02-02,6,1,"left",2,1,10,"S7860",1,3,"*",4,-1,594
2007-02-02,6,1,"left",2,1,11,"S7860",1,0,"*",1,-1,2482
2007-02-02,6,1,"left",2,1,12,"S3420",1,2,"*",3,664,-1
2007-02-02,6,1,"left",2,1,13,"S7860",1,1,"*",2,-1,929
2007-02-02,6,1,"left",2,1,14,"S7860",1,0,"*",1,-1,1157
2007-02-02,6,1,"left",2,1,15,"S3420",1,2,"*",3,667,-1
2007-02-02,6,1,"left",2,1,16,"S7860",1,1,"*",2,-1,663
2007-02-02,6,1,"left",2,1,17,"S3420",1,2,"*",3,705,-1
2007-02-02,6,1,"left",2,1,18,"S7860",1,2,"*",3,-1,782
2007-02-02,6,1,"left",2,1,19,"S3420",1,3,"*",4,639,-1
2007-02-02,6,1,"left",2,1,20,"S7860",1,2,"*",3,-1,781
2007-02-02,6,1,"left",2,1,21,"S3420",1,2,"*",3,827,-1
2007-02-02,6,1,"left",2,1,22,"S7860",1,2,"*",3,-1,769
2007-02-02,6,1,"left",2,1,23,"S3420",1,2,"*",3,657,-1
2007-02-02,6,1,"left",2,1,24,"S7860",1,2,"*",3,-1,576
2007-02-02,6,1,"left",2,1,25,"S3420",1,2,"*",3,662,-1
2007-02-02,6,1,"left",2,1,26,"S7860",1,3,"*",4,-1,638
2007-02-02,6,1,"left",2,1,27,"S3420",1,1,"*",2,910,-1
2007-02-02,6,1,"left",2,1,28,"S7860",1,0,"*",1,-1,1182
2007-02-02,6,1,"left",2,1,29,"S3420",1,3,"*",4,686,-1
2007-02-02,6,1,"left",2,1,30,"S3420",1,1,"*",2,647,-1
2007-02-02,6,1,"left",2,1,31,"S7860",1,3,"*",4,-1,601
2007-02-02,6,1,"left",2,1,32,"S7860",1,0,"*",1,-1,1425
2007-02-02,6,1,"left",3,1,1,"S7860",1,2,"*",3,-1,581
2007-02-02,6,1,"left",3,1,2,"S3420",1,2,"*",3,646,-1
2007-02-02,6,1,"left",3,1,3,"S7860",1,3,"*",4,-1,690
2007-02-02,6,1,"left",3,1,4,"S7860",1,1,"*",2,-1,911
2007-02-02,6,1,"left",3,1,5,"S3420",1,3,"*",4,700,-1
2007-02-02,6,1,"left",3,1,6,"S7860",1,1,"*",2,-1,786
2007-02-02,6,1,"left",3,1,7,"S3420",1,1,"*",2,852,-1
2007-02-02,6,1,"left",3,1,8,"S7860",1,2,"*",3,-1,759
2007-02-02,6,1,"left",3,1,9,"S3420",1,0,"*",1,4521,-1
2007-02-02,6,1,"left",3,1,10,"S3420",1,0,"*",1,1777,-1
2007-02-02,6,1,"left",3,1,11,"S7860",1,3,"*",4,-1,628
2007-02-02,6,1,"left",3,1,12,"S3420",1,3,"*",4,665,-1
2007-02-02,6,1,"left",3,1,13,"S7860",1,0,"*",1,-1,1261
2007-02-02,6,1,"left",3,1,14,"S3420",1,0,"*",1,1205,-1
2007-02-02,6,1,"left",3,1,15,"S3420",1,0,"*",1,2032,-1
2007-02-02,6,1,"left",3,1,16,"S7860",1,2,"*",3,-1,742
2007-02-02,6,1,"left",3,1,17,"S3420",1,1,"*",2,954,-1
2007-02-02,6,1,"left",3,1,18,"S7860",1,1,"*",2,-1,657
2007-02-02,6,1,"left",3,1,19,"S3420",1,1,"*",2,994,-1
2007-02-02,6,1,"left",3,1,20,"S7860",1,0,"*",1,-1,1369
2007-02-02,6,1,"left",3,2,1,"S7860",1,0,"R",1,-1,3770
2007-02-02,6,1,"left",3,2,2,"S7860",1,0,"*",1,-1,1118
2007-02-02,6,1,"left",3,2,3,"S3860",1,0,"R",1,-1,2381
2007-02-02,6,1,"left",3,2,4,"S7860",1,2,"*",3,-1,748
2007-02-02,6,1,"left",3,2,5,"S7860",1,2,"*",3,-1,889
2007-02-02,6,1,"left",3,2,6,"S3460",1,0,"L",1,1037,-1
2007-02-02,6,1,"left",3,2,7,"S7860",1,1,"*",2,-1,913
2007-02-02,6,1,"left",3,2,8,"S3420",1,2,"*",3,816,-1
2007-02-02,6,1,"left",3,2,9,"S3460",1,0,"L",1,886,-1
2007-02-02,6,1,"left",3,2,10,"S3420",1,0,"*",1,2234,-1
2007-02-02,6,1,"left",3,2,11,"S7860",1,1,"*",2,-1,886
2007-02-02,6,1,"left",3,2,12,"S7420",1,0,"L",1,705,-1
2007-02-02,6,1,"left",3,2,13,"S3420",1,0,"*",1,1426,-1
2007-02-02,6,1,"left",3,2,14,"S7860",1,1,"*",2,-1,990
2007-02-02,6,1,"left",3,2,15,"S3820",1,0,"R",1,-1,801
2007-02-02,6,1,"left",3,2,16,"S7860",1,0,"*",1,-1,3506
2007-02-02,6,1,"left",3,2,17,"S3420",1,0,"L",1,926,-1
2007-02-02,6,1,"left",3,2,18,"S7860",1,1,"*",2,-1,852
2007-02-02,6,1,"left",3,2,19,"S7860",1,0,"*",1,-1,1056
2007-02-02,6,1,"left",3,2,20,"S3820",1,0,"L",1,4340,-1
2007-02-02,6,1,"left",3,2,21,"S3420",1,1,"*",2,726,-1
2007-02-02,6,1,"left",3,2,22,"S3420",1,0,"L",1,645,-1
2007-02-02,6,1,"left",3,2,23,"S7860",1,2,"*",3,-1,804
2007-02-02,6,1,"left",3,2,24,"S7860",1,1,"*",2,-1,834
2007-02-02,6,1,"left",3,2,25,"S7860",1,0,"R",1,-1,755
2007-02-02,6,1,"left",3,2,26,"S3420",1,1,"*",2,750,-1
2007-02-02,6,1,"left",3,2,27,"S7860",1,2,"*",3,-1,723
2007-02-02,6,1,"left",3,2,28,"S3420",1,2,"*",3,638,-1
2007-02-02,6,1,"left",3,2,29,"S7460",1,0,"R",1,-1,790
2007-02-02,6,1,"left",3,2,30,"S3420",1,2,"*",3,575,-1
2007-02-02,6,1,"left",3,2,31,"S7460",1,0,"R",1,-1,1426
2007-02-02,6,1,"left",3,2,32,"S3420",1,1,"*",2,715,-1
2007-02-02,6,1,"left",3,2,33,"S7820",1,0,"R",1,-1,745
2007-02-02,6,1,"left",3,2,34,"S3420",1,2,"*",3,603,-1
2007-02-02,6,1,"left",3,2,35,"S7420",1,0,"L",1,606,-1
2007-02-02,6,1,"left",3,2,36,"S3420",1,2,"*",3,702,-1
2007-02-02,6,1,"left",3,2,37,"S7820",1,0,"R",1,-1,724
2007-02-02,6,1,"left",3,2,38,"S3420",1,1,"*",2,767,-1
2007-02-02,6,1,"left",3,2,39,"S3860",1,0,"R",1,-1,680
2007-02-02,6,1,"left",3,2,40,"S3420",1,1,"*",2,640,-1
2007-02-02,7,2,"left",1,1,1,"S0010",1,0,"*",1,2461,-1
2007-02-02,7,2,"left",1,1,2,"S0020",1,0,"*",1,-1,1025
2007-02-02,7,2,"left",1,1,3,"S0200",1,0,"+",1,678,31309
2007-02-02,7,2,"left",1,1,4,"S0100",1,1,"+",2,967,576
2007-02-02,7,2,"left",1,1,5,"S0001",1,1,"*",2,834,-1
2007-02-02,7,2,"left",1,1,6,"S2000",1,0,"+",1,719,8664
2007-02-02,7,2,"left",1,1,7,"S1000",1,0,"+",1,1862,899
2007-02-02,7,2,"left",1,1,8,"S0002",1,0,"+",1,860,1873
2007-02-02,7,2,"left",1,1,9,"S0002",1,1,"*",2,1768,698
2007-02-02,7,2,"left",1,1,10,"S0001",1,0,"*",1,1361,-1
2007-02-02,7,2,"left",1,1,11,"S0020",1,1,"*",2,-1,683
2007-02-02,7,2,"left",1,1,12,"S1000",1,0,"+",1,4612,794
2007-02-02,7,2,"left",1,1,13,"S0010",1,1,"*",2,783,-1
2007-02-02,7,2,"left",1,1,14,"S0200",1,1,"*",2,-1,906
2007-02-02,7,2,"left",1,1,15,"S2000",1,0,"+",1,1633,5559
2007-02-02,7,2,"left",1,1,16,"S0100",1,0,"+",1,4330,1130
2007-02-02,7,2,"left",1,1,17,"S0020",1,1,"*",2,-1,825
2007-02-02,7,2,"left",1,1,18,"S0010",1,1,"*",2,953,-1
2007-02-02,7,2,"left",1,1,19,"S0002",1,0,"+",1,1008,7643
2007-02-02,7,2,"left",1,1,20,"S0100",1,0,"+",1,3572,933
2007-02-02,7,2,"left",1,1,21,"S2000",1,0,"+",1,943,1961
2007-02-02,7,2,"left",1,1,22,"S1000",1,0,"+",1,3424,964
2007-02-02,7,2,"left",1,1,23,"S0001",1,1,"*",2,643,1280
2007-02-02,7,2,"left",1,1,24,"S0200",1,0,"+",1,1011,1939
2007-02-02,7,2,"left",1,1,25,"S0200",1,0,"*",1,-1,6112
2007-02-02,7,2,"left",1,1,26,"S0001",1,0,"+",1,8754,1042
2007-02-02,7,2,"left",1,1,27,"S0002",1,0,"*",1,-1,1140
2007-02-02,7,2,"left",1,1,28,"S0010",1,0,"+",1,2078,685
2007-02-02,7,2,"left",1,1,29,"S0100",1,1,"*",2,819,-1
