subj	cond	cb	keyb	phase	blk	trial	stim	resp	rt	conf	confrt
7103	1	3	1	2	3	39	14	1	633	0	0
7103	1	3	1	2	3	40	12	1	624	0	0
7103	1	3	1	2	3	41	11	0	474	0	0
7103	1	3	1	2	3	42	5	0	258	0	0
7103	1	3	1	2	3	43	3	1	643	0	0
7103	1	3	1	2	3	44	2	1	598	0	0
7103	1	3	1	2	3	45	9	0	623	0	0
7103	1	3	1	2	3	46	6	0	225	0	0
7103	1	3	1	2	3	47	16	1	299	0	0
7103	1	3	1	2	3	48	7	0	235	0	0
7103	1	3	1	2	4	49	12	1	246	0	0
7103	1	3	1	2	4	50	13	0	215	0	0
7103	1	3	1	2	4	51	14	1	213	0	0
7103	1	3	1	2	4	52	7	0	53	0	0
7103	1	3	1	2	4	53	2	1	529	0	0
7103	1	3	1	2	4	54	5	0	237	0	0
7103	1	3	1	2	4	55	11	0	638	0	0
7103	1	3	1	2	4	56	4	1	450	0	0
7103	1	3	1	2	4	57	15	0	298	0	0
7103	1	3	1	2	4	58	6	0	223	0	0
7103	1	3	1	2	4	59	9	0	206	0	0
7103	1	3	1	2	4	60	8	0	477	0	0
7103	1	3	1	2	4	61	3	1	495	0	0
7103	1	3	1	2	4	62	16	1	445	0	0
7103	1	3	1	2	4	63	1	1	247	0	0
7103	1	3	1	2	4	64	10	1	319	0	0
7103	1	3	1	2	5	65	4	1	288	0	0
7103	1	3	1	2	5	66	3	1	336	0	0
7103	1	3	1	2	5	67	2	1	244	0	0
7103	1	3	1	2	5	68	16	1	454	0	0
7103	1	3	1	2	5	69	14	1	201	0	0
7103	1	3	1	2	5	70	9	0	362	0	0
7103	1	3	1	2	5	71	11	0	247	0	0
7103	1	3	1	2	5	72	8	0	337	0	0
7103	1	3	1	2	5	73	7	0	366	0	0
7103	1	3	1	2	5	74	5	0	229	0	0
7103	1	3	1	2	5	75	13	0	232	0	0
7103	1	3	1	2	5	76	10	1	215	0	0
7103	1	3	1	2	5	77	6	0	305	0	0
7103	1	3	1	2	5	78	1	1	488	0	0
7103	1	3	1	2	5	79	12	1	220	0	0
7103	1	3	1	2	5	80	15	0	284	0	0
7103	1	3	1	2	6	81	13	0	282	0	0
7103	1	3	1	2	6	82	4	1	562	0	0
7103	1	3	1	2	6	83	2	1	255	0	0
7103	1	3	1	2	6	84	15	0	2162	0	0
7103	1	3	1	2	6	85	6	0	392	0	0
7103	1	3	1	2	6	86	3	1	443	0	0
7103	1	3	1	2	6	87	11	0	553	0	0
7103	1	3	1	2	6	88	16	1	425	0	0
7103	1	3	1	2	6	89	14	1	310	0	0
7103	1	3	1	2	6	90	5	0	446	0	0
7103	1	3	1	2	6	91	9	0	263	0	0
7103	1	3	1	2	6	92	8	0	206	0	0
7103	1	3	1	2	6	93	10	1	232	0	0
7103	1	3	1	2	6	94	1	1	202	0	0
7103	1	3	1	2	6	95	12	1	1015	0	0
7103	1	3	1	2	6	96	7	0	1247	0	0
7103	1	3	1	2	7	97	11	0	228	0	0
7103	1	3	1	2	7	98	6	0	248	0	0
7103	1	3	1	2	7	99	12	1	208	0	0
7103	1	3	1	2	7	100	14	1	1118	0	0
7103	1	3	1	2	7	101	9	0	232	0	0
7103	1	3	1	2	7	102	2	1	365	0	0
7103	1	3	1	2	7	103	3	1	830	0	0
7103	1	3	1	2	7	104	10	1	268	0	0
7103	1	3	1	2	7	105	15	0	268	0	0
7103	1	3	1	2	7	106	4	1	410	0	0
7103	1	3	1	2	7	107	16	1	235	0	0
7103	1	3	1	2	7	108	8	0	208	0	0
7103	1	3	1	2	7	109	13	0	346	0	0
7103	1	3	1	2	7	110	1	1	498	0	0
7103	1	3	1	2	7	111	5	0	325	0	0
7103	1	3	1	2	7	112	7	0	228	0	0
7103	1	3	1	2	8	113	10	1	287	0	0
7103	1	3	1	2	8	114	5	0	359	0	0
7103	1	3	1	2	8	115	7	0	348	0	0
7103	1	3	1	2	8	116	2	1	225	0	0
7103	1	3	1	2	8	117	15	0	636	0	0
7103	1	3	1	2	8	118	13	0	723	0	0
7103	1	3	1	2	8	119	11	0	505	0	0
7103	1	3	1	2	8	120	8	0	207	0	0
7103	1	3	1	2	8	121	3	1	174	0	0
7103	1	3	1	2	8	122	9	0	234	0	0
7103	1	3	1	2	8	123	14	1	325	0	0
7103	1	3	1	2	8	124	12	1	304	0	0
7103	1	3	1	2	8	125	1	1	305	0	0
7103	1	3	1	2	8	126	4	1	264	0	0
7103	1	3	1	2	8	127	6	0	215	0	0
7103	1	3	1	2	8	128	16	1	282	0	0
7105	1	5	1	1	1	1	3	0	9187	0	0
7105	1	5	1	1	1	2	5	0	2900	0	0
7105	1	5	1	1	1	3	2	1	3083	0	0
7105	1	5	1	1	1	4	4	1	2906	0	0
7105	1	5	1	1	1	5	7	0	1960	0	0
7105	1	5	1	1	1	6	8	0	2711	0	0
7105	1	5	1	1	1	7	6	1	2278	0	0
7105	1	5	1	1	1	8	1	1	7	0	0
7105	1	5	1	1	2	9	7	1	1218	0	0
7105	1	5	1	1	2	10	4	1	311	0	0
7105	1	5	1	1	2	11	8	0	933	0	0
7105	1	5	1	1	2	12	1	1	72	0	0
7105	1	5	1	1	2	13	3	1	1176	0	0
7105	1	5	1	1	2	14	6	1	121	0	0
7105	1	5	1	1	2	15	2	1	247	0	0
7105	1	5	1	1	2	16	5	1	655	0	0
7105	1	5	1	1	3	17	4	0	790	0	0
7105	1	5	1	1	3	18	6	1	1047	0	0
7105	1	5	1	1	3	19	3	1	389	0	0
7105	1	5	1	1	3	20	2	1	487	0	0
7105	1	5	1	1	3	21	8	1	2109	0	0
7105	1	5	1	1	3	22	1	1	429	0	0
7105	1	5	1	1	3	23	5	1	717	0	0
7105	1	5	1	1	3	24	7	1	433	0	0
7105	1	5	1	2	1	1	14	0	2165	0	0
7105	1	5	1	2	1	2	5	1	2276	0	0
7105	1	5	1	2	1	3	11	1	3503	0	0
7105	1	5	1	2	1	4	4	1	780	0	0
7105	1	5	1	2	1	5	2	1	503	0	0
7105	1	5	1	2	1	6	10	0	422	0	0
7105	1	5	1	2	1	7	16	0	1832	0	0
7105	1	5	1	2	1	8	6	0	494	0	0
7105	1	5	1	2	1	9	12	1	445	0	0
7105	1	5	1	2	1	10	15	1	87	0	0
7105	1	5	1	2	1	11	7	0	1711	0	0
7105	1	5	1	2	1	12	9	1	626	0	0
7105	1	5	1	2	1	13	13	1	484	0	0
7105	1	5	1	2	1	14	3	1	1083	0	0
7105	1	5	1	2	1	15	1	1	769	0	0
7105	1	5	1	2	1	16	8	0	396	0	0
7105	1	5	1	2	2	17	10	0	832	0	0
7105	1	5	1	2	2	18	8	1	1560	0	0
7105	1	5	1	2	2	19	13	1	1353	0	0
7105	1	5	1	2	2	20	16	0	2058	0	0
7105	1	5	1	2	2	21	7	0	446	0	0
7105	1	5	1	2	2	22	6	1	1232	0	0
7105	1	5	1	2	2	23	3	0	1448	0	0
7105	1	5	1	2	2	24	11	0	1518	0	0
7105	1	5	1	2	2	25	2	1	625	0	0
7105	1	5	1	2	2	26	14	1	467	0	0
7105	1	5	1	2	2	27	1	1	883	0	0
7105	1	5	1	2	2	28	12	1	1833	0	0
7105	1	5	1	2	2	29	15	1	4879	0	0
7105	1	5	1	2	2	30	5	0	682	0	0
7105	1	5	1	2	2	31	4	1	584	0	0
7105	1	5	1	2	2	32	9	1	1899	0	0
7105	1	5	1	2	3	33	2	1	566	0	0
7105	1	5	1	2	3	34	9	1	4145	0	0
7105	1	5	1	2	3	35	16	0	940	0	0
7105	1	5	1	2	3	36	1	1	496	0	0
7105	1	5	1	2	3	37	12	1	1791	0	0
7105	1	5	1	2	3	38	11	0	502	0	0
7105	1	5	1	2	3	39	8	0	389	0	0
7105	1	5	1	2	3	40	3	1	177	0	0
7105	1	5	1	2	3	41	15	0	382	0	0
7105	1	5	1	2	3	42	5	0	137	0	0
7105	1	5	1	2	3	43	6	0	944	0	0
7105	1	5	1	2	3	44	4	1	443	0	0
7105	1	5	1	2	3	45	14	1	1789	0	0
7105	1	5	1	2	3	46	10	1	572	0	0
7105	1	5	1	2	3	47	7	0	992	0	0
7105	1	5	1	2	3	48	13	1	410	0	0
7105	1	5	1	2	4	49	14	0	1589	0	0
7105	1	5	1	2	4	50	8	0	1308	0	0
7105	1	5	1	2	4	51	6	1	2480	0	0
7105	1	5	1	2	4	52	1	1	658	0	0
7105	1	5	1	2	4	53	2	1	1282	0	0
7105	1	5	1	2	4	54	7	0	624	0	0
7105	1	5	1	2	4	55	3	1	474	0	0
7105	1	5	1	2	4	56	4	1	562	0	0
7105	1	5	1	2	4	57	13	0	582	0	0
7105	1	5	1	2	4	58	10	1	449	0	0
7105	1	5	1	2	4	59	11	0	1714	0	0
7105	1	5	1	2	4	60	5	0	653	0	0
7105	1	5	1	2	4	61	15	0	845	0	0
7105	1	5	1	2	4	62	16	0	1877	0	0
7105	1	5	1	2	4	63	9	0	1889	0	0
7105	1	5	1	2	4	64	12	1	1019	0	0
7105	1	5	1	2	5	65	5	0	469	0	0
7105	1	5	1	2	5	66	15	0	428	0	0
7105	1	5	1	2	5	67	8	0	693	0	0
7105	1	5	1	2	5	68	3	1	948	0	0
7105	1	5	1	2	5	69	16	1	680	0	0
7105	1	5	1	2	5	70	13	0	615	0	0
7105	1	5	1	2	5	71	7	0	649	0	0
7105	1	5	1	2	5	72	11	0	553	0	0
7105	1	5	1	2	5	73	14	1	518	0	0
7105	1	5	1	2	5	74	1	0	2307	0	0
7105	1	5	1	2	5	75	12	1	2549	0	0
7105	1	5	1	2	5	76	2	1	628	0	0
7105	1	5	1	2	5	77	6	0	837	0	0
7105	1	5	1	2	5	78	9	1	1142	0	0
7105	1	5	1	2	5	79	10	1	704	0	0
7105	1	5	1	2	5	80	4	1	2286	0	0
7105	1	5	1	2	6	81	10	0	3472	0	0
7105	1	5	1	2	6	82	2	1	359	0	0
7105	1	5	1	2	6	83	16	1	628	0	0
7105	1	5	1	2	6	84	5	0	526	0	0
7105	1	5	1	2	6	85	14	1	1156	0	0
7105	1	5	1	2	6	86	7	0	1518	0	0
7105	1	5	1	2	6	87	3	1	681	0	0
7105	1	5	1	2	6	88	15	0	2272	0	0
7105	1	5	1	2	6	89	8	0	490	0	0
7105	1	5	1	2	6	90	9	1	810	0	0
7105	1	5	1	2	6	91	12	1	3243	0	0
7105	1	5	1	2	6	92	11	0	3085	0	0
7105	1	5	1	2	6	93	6	0	381	0	0
7105	1	5	1	2	6	94	4	1	1668	0	0
7105	1	5	1	2	6	95	1	1	428	0	0
7105	1	5	1	2	6	96	13	1	1133	0	0
7105	1	5	1	2	7	97	4	1	641	0	0
7105	1	5	1	2	7	98	2	1	3106	0	0
7105	1	5	1	2	7	99	13	0	640	0	0
7105	1	5	1	2	7	100	16	1	353	0	0
7105	1	5	1	2	7	101	12	1	790	0	0
7105	1	5	1	2	7	102	1	1	3497	0	0
7105	1	5	1	2	7	103	7	1	4927	0	0
7105	1	5	1	2	7	104	3	1	416	0	0
7105	1	5	1	2	7	105	15	1	786	0	0
7105	1	5	1	2	7	106	14	1	500	0	0
7105	1	5	1	2	7	107	11	0	914	0	0
7105	1	5	1	2	7	108	5	0	407	0	0
7105	1	5	1	2	7	109	9	0	418	0	0
7105	1	5	1	2	7	110	6	0	485	0	0
7105	1	5	1	2	7	111	10	1	508	0	0
7105	1	5	1	2	7	112	8	0	818	0	0
7105	1	5	1	2	8	113	1	0	979	0	0
7105	1	5	1	2	8	114	4	1	381	0	0
7105	1	5	1	2	8	115	3	1	489	0	0
7105	1	5	1	2	8	116	7	1	1480	0	0
7105	1	5	1	2	8	117	16	1	629	0	0
7105	1	5	1	2	8	118	11	0	1215	0	0
7105	1	5	1	2	8	119	10	1	903	0	0
7105	1	5	1	2	8	120	14	0	1333	0	0
7105	1	5	1	2	8	121	9	1	640	0	0
7105	1	5	1	2	8	122	8	0	1097	0	0
7105	1	5	1	2	8	123	6	0	414	0	0
7105	1	5	1	2	8	124	12	1	312	0	0
7105	1	5	1	2	8	125	15	0	407	0	0
7105	1	5	1	2	8	126	13	0	610	0	0
7105	1	5	1	2	8	127	2	1	460	0	0
7105	1	5	1	2	8	128	5	0	444	0	0
7107	1	7	1	1	1	1	3	1	4005	0	0
7107	1	7	1	1	1	2	4	0	1828	0	0
7107	1	7	1	1	1	3	8	1	2921	0	0
7107	1	7	1	1	1	4	5	1	1519	0	0
7107	1	7	1	1	1	5	2	1	70	0	0
7107	1	7	1	1	1	6	1	1	2160	0	0
7107	1	7	1	1	1	7	7	1	951	0	0
7107	1	7	1	1	1	8	6	0	5696	0	0
7107	1	7	1	1	2	9	2	0	1567	0	0
7107	1	7	1	1	2	10	4	0	2567	0	0
7107	1	7	1	1	2	11	6	1	459	0	0
7107	1	7	1	1	2	12	5	0	819	0	0
7107	1	7	1	1	2	13	1	1	1891	0	0
7107	1	7	1	1	2	14	8	1	2949	0	0
7107	1	7	1	1	2	15	3	1	1825	0	0
7107	1	7	1	1	2	16	7	1	102	0	0
7107	1	7	1	1	3	17	1	1	3133	0	0
7107	1	7	1	1	3	18	2	1	833	0	0
7107	1	7	1	1	3	19	6	0	200	0	0
7107	1	7	1	1	3	20	8	1	434	0	0
7107	1	7	1	1	3	21	7	1	147	0	0
7107	1	7	1	1	3	22	3	1	4295	0	0
7107	1	7	1	1	3	23	4	1	314	0	0
7107	1	7	1	1	3	24	5	1	503	0	0
7107	1	7	1	2	1	1	5	1	4402	0	0
7107	1	7	1	2	1	2	11	0	1077	0	0
7107	1	7	1	2	1	3	10	0	1759	0	0
7107	1	7	1	2	1	4	3	1	5104	0	0
7107	1	7	1	2	1	5	13	1	3626	0	0
7107	1	7	1	2	1	6	8	1	9138	0	0
7107	1	7	1	2	1	7	1	0	1351	0	0
7107	1	7	1	2	1	8	4	1	2737	0	0
7107	1	7	1	2	1	9	2	1	723	0	0
7107	1	7	1	2	1	10	12	1	278	0	0
7107	1	7	1	2	1	11	6	0	446	0	0
7107	1	7	1	2	1	12	14	0	744	0	0
7107	1	7	1	2	1	13	9	1	284	0	0
7107	1	7	1	2	1	14	15	0	4820	0	0
7107	1	7	1	2	1	15	16	1	3274	0	0
7107	1	7	1	2	1	16	7	0	2977	0	0
7107	1	7	1	2	2	17	9	1	2438	0	0
7107	1	7	1	2	2	18	10	1	6450	0	0
7107	1	7	1	2	2	19	8	1	2858	0	0
7107	1	7	1	2	2	20	1	1	1115	0	0
7107	1	7	1	2	2	21	11	1	689	0	0
7107	1	7	1	2	2	22	4	0	7695	0	0
7107	1	7	1	2	2	23	12	0	1585	0	0
7107	1	7	1	2	2	24	5	0	372	0	0
7107	1	7	1	2	2	25	13	1	2552	0	0
7107	1	7	1	2	2	26	2	1	397	0	0
7107	1	7	1	2	2	27	3	0	5529	0	0
7107	1	7	1	2	2	28	16	0	3476	0	0
7107	1	7	1	2	2	29	7	1	575	0	0
7107	1	7	1	2	2	30	14	0	3602	0	0
7107	1	7	1	2	2	31	6	1	3795	0	0
7107	1	7	1	2	2	32	15	1	2886	0	0
7107	1	7	1	2	3	33	7	1	1815	0	0
7107	1	7	1	2	3	34	14	0	1693	0	0
7107	1	7	1	2	3	35	15	1	4769	0	0
7107	1	7	1	2	3	36	6	0	2425	0	0
7107	1	7	1	2	3	37	1	1	396	0	0
7107	1	7	1	2	3	38	13	1	1152	0	0
7107	1	7	1	2	3	39	10	0	1938	0	0
7107	1	7	1	2	3	40	12	1	1444	0	0
7107	1	7	1	2	3	41	8	1	338	0	0
7107	1	7	1	2	3	42	4	1	952	0	0
7107	1	7	1	2	3	43	3	1	2355	0	0
7107	1	7	1	2	3	44	2	1	2434	0	0
7107	1	7	1	2	3	45	11	1	598	0	0
7107	1	7	1	2	3	46	9	1	2537	0	0
7107	1	7	1	2	3	47	5	0	2328	0	0
7107	1	7	1	2	3	48	16	0	641	0	0
7107	1	7	1	2	4	49	4	0	2266	0	0
7107	1	7	1	2	4	50	6	1	2324	0	0
7107	1	7	1	2	4	51	13	1	3591	0	0
7107	1	7	1	2	4	52	9	1	4929	0	0
7107	1	7	1	2	4	53	7	1	3002	0	0
7107	1	7	1	2	4	54	12	0	2437	0	0
7107	1	7	1	2	4	55	16	0	1264	0	0
7107	1	7	1	2	4	56	5	0	1487	0	0
7107	1	7	1	2	4	57	1	1	443	0	0
7107	1	7	1	2	4	58	8	1	733	0	0
7107	1	7	1	2	4	59	11	1	1170	0	0
7107	1	7	1	2	4	60	2	0	1468	0	0
7107	1	7	1	2	4	61	15	1	82	0	0
7107	1	7	1	2	4	62	3	0	1202	0	0
7107	1	7	1	2	4	63	14	0	3939	0	0
7107	1	7	1	2	4	64	10	0	366	0	0
7107	1	7	1	2	5	65	7	1	5642	0	0
7107	1	7	1	2	5	66	9	1	1613	0	0
7107	1	7	1	2	5	67	2	0	5492	0	0
7107	1	7	1	2	5	68	4	0	6405	0	0
7107	1	7	1	2	5	69	8	1	5342	0	0
