"","cond","subj","phase","block","trial","stim","resp","rt","rtiti"
"1067","noload",18,"exp",2,7,3,"A",2567,573
"1068","noload",18,"exp",2,8,10,"B",2881,325
"1069","noload",18,"exp",2,9,9,"B",1805,746
"1070","noload",18,"exp",2,10,5,"A",1264,477
"1071","noload",18,"exp",3,1,6,"B",7108,1049
"1072","noload",18,"exp",3,2,4,"B",4143,430
"1073","noload",18,"exp",3,3,5,"A",1991,504
"1074","noload",18,"exp",3,4,9,"B",1694,484
"1075","noload",18,"exp",3,5,7,"B",1009,459
"1076","noload",18,"exp",3,6,3,"A",1318,462
"1077","noload",18,"exp",3,7,10,"B",841,340
"1078","noload",18,"exp",3,8,8,"B",3292,308
"1079","noload",18,"exp",3,9,1,"A",1063,399
"1080","noload",18,"exp",3,10,2,"A",1735,293
"1081","noload",18,"exp",4,1,6,"B",1973,293
"1082","noload",18,"exp",4,2,8,"B",1189,374
"1083","noload",18,"exp",4,3,3,"A",1187,325
"1084","noload",18,"exp",4,4,1,"A",690,237
"1085","noload",18,"exp",4,5,9,"B",2265,387
"1086","noload",18,"exp",4,6,7,"B",1289,315
"1087","noload",18,"exp",4,7,10,"B",871,312
"1088","noload",18,"exp",4,8,4,"A",1555,315
"1089","noload",18,"exp",4,9,5,"A",1847,445
"1090","noload",18,"exp",4,10,2,"A",1071,295
"1091","noload",18,"exp",5,1,5,"A",3893,390
"1092","noload",18,"exp",5,2,3,"A",1339,409
"1093","noload",18,"exp",5,3,7,"B",10066,361
"1094","noload",18,"exp",5,4,2,"A",3295,712
"1095","noload",18,"exp",5,5,6,"B",1723,407
"1096","noload",18,"exp",5,6,4,"A",3729,509
"1097","noload",18,"exp",5,7,10,"B",2361,372
"1098","noload",18,"exp",5,8,9,"B",4194,269
"1099","noload",18,"exp",5,9,1,"A",1000,259
"1100","noload",18,"exp",5,10,8,"B",2360,260
"1101","noload",18,"exp",6,1,8,"B",3184,370
"1102","noload",18,"exp",6,2,3,"A",4139,379
"1103","noload",18,"exp",6,3,6,"B",1769,332
"1104","noload",18,"exp",6,4,1,"A",1539,362
"1105","noload",18,"exp",6,5,10,"B",2103,254
"1106","noload",18,"exp",6,6,9,"B",4459,381
"1107","noload",18,"exp",6,7,4,"A",2379,362
"1108","noload",18,"exp",6,8,5,"A",2109,438
"1109","noload",18,"exp",6,9,7,"B",3936,312
"1110","noload",18,"exp",6,10,2,"A",3565,363
"1111","noload",18,"exp",7,1,4,"A",2203,344
"1112","noload",18,"exp",7,2,3,"A",1949,326
"1113","noload",18,"exp",7,3,1,"A",1002,549
"1114","noload",18,"exp",7,4,8,"B",2371,322
"1115","noload",18,"exp",7,5,6,"B",1661,396
"1116","noload",18,"exp",7,6,9,"B",3653,292
"1117","noload",18,"exp",7,7,2,"A",1641,308
"1118","noload",18,"exp",7,8,5,"A",1791,265
"1119","noload",18,"exp",7,9,7,"B",2252,259
"1120","noload",18,"exp",7,10,10,"B",2333,277
"1121","noload",18,"exp",8,1,1,"A",1670,343
"1122","noload",18,"exp",8,2,8,"A",5375,231
"1123","noload",18,"exp",8,3,3,"A",2008,204
"1124","noload",18,"exp",8,4,2,"A",2776,408
"1125","noload",18,"exp",8,5,9,"B",2550,232
"1126","noload",18,"exp",8,6,10,"B",1615,293
"1127","noload",18,"exp",8,7,7,"B",3463,448
"1128","noload",18,"exp",8,8,5,"A",1413,226
"1129","noload",18,"exp",8,9,6,"B",1146,274
"1130","noload",18,"exp",8,10,4,"A",1790,311
"1131","noload",18,"exp",9,1,5,"A",1787,293
"1132","noload",18,"exp",9,2,4,"A",1866,276
"1133","noload",18,"exp",9,3,6,"A",2839,4996
"1134","noload",18,"exp",9,4,8,"B",1922,310
"1135","noload",18,"exp",9,5,7,"B",2349,214
"1136","noload",18,"exp",9,6,2,"A",5975,297
"1137","noload",18,"exp",9,7,1,"A",1374,389
"1138","noload",18,"exp",9,8,9,"B",2606,362
"1139","noload",18,"exp",9,9,3,"A",2056,327
"1140","noload",18,"exp",9,10,10,"B",1576,310
"1141","noload",18,"exp",10,1,1,"A",1231,343
"1142","noload",18,"exp",10,2,8,"B",1396,302
"1143","noload",18,"exp",10,3,6,"B",906,225
"1144","noload",18,"exp",10,4,2,"A",5542,318
"1145","noload",18,"exp",10,5,7,"B",997,270
"1146","noload",18,"exp",10,6,5,"A",2475,365
"1147","noload",18,"exp",10,7,10,"B",2597,367
"1148","noload",18,"exp",10,8,9,"B",5183,293
"1149","noload",18,"exp",10,9,4,"A",1753,268
"1150","noload",18,"exp",10,10,3,"A",3021,266
"1151","noload",18,"exp",11,1,3,"A",1307,323
"1152","noload",18,"exp",11,2,5,"A",3244,282
"1153","noload",18,"exp",11,3,2,"A",2805,458
"1154","noload",18,"exp",11,4,4,"A",1607,364
"1155","noload",18,"exp",11,5,6,"B",2367,284
"1156","noload",18,"exp",11,6,1,"A",1286,347
"1157","noload",18,"exp",11,7,9,"B",3299,346
"1158","noload",18,"exp",11,8,8,"A",12359,331
"1159","noload",18,"exp",11,9,10,"B",1325,263
"1160","noload",18,"exp",11,10,7,"B",1916,365
"1161","noload",18,"exp",12,1,6,"B",726,280
"1162","noload",18,"exp",12,2,1,"A",988,325
"1163","noload",18,"exp",12,3,5,"A",1409,285
"1164","noload",18,"exp",12,4,10,"B",1343,317
"1165","noload",18,"exp",12,5,8,"B",2984,306
"1166","noload",18,"exp",12,6,9,"B",1476,284
"1167","noload",18,"exp",12,7,7,"B",2263,269
"1168","noload",18,"exp",12,8,3,"A",1100,298
"1169","noload",18,"exp",12,9,4,"A",3533,358
"1170","noload",18,"exp",12,10,2,"A",2256,391
"1171","noload",19,"prac",0,1,0,"A",1119,1331
"1172","noload",19,"prac",0,2,0,"B",384,270
"1173","noload",19,"prac",0,3,0,"A",156,381
"1174","noload",19,"prac",0,4,0,"B",580,218
"1175","noload",19,"prac",0,5,0,"B",121,404
"1176","noload",19,"prac",0,6,0,"B",472,216
"1177","noload",19,"prac",0,7,0,"A",86,280
"1178","noload",19,"prac",0,8,0,"A",174,242
"1179","noload",19,"prac",0,9,0,"B",149,263
"1180","noload",19,"prac",0,10,0,"A",126,250
"1181","noload",19,"exp",1,1,7,"B",621,1290
"1182","noload",19,"exp",1,2,2,"A",99,760
"1183","noload",19,"exp",1,3,4,"A",491,303
"1184","noload",19,"exp",1,4,5,"A",301,346
"1185","noload",19,"exp",1,5,9,"B",562,516
"1186","noload",19,"exp",1,6,1,"A",282,325
"1187","noload",19,"exp",1,7,6,"B",339,344
"1188","noload",19,"exp",1,8,8,"A",296,325
"1189","noload",19,"exp",1,9,10,"B",288,283
"1190","noload",19,"exp",1,10,3,"B",555,236
"1191","noload",19,"exp",2,1,8,"B",1277,797
"1192","noload",19,"exp",2,2,6,"B",891,381
"1193","noload",19,"exp",2,3,1,"A",469,658
"1194","noload",19,"exp",2,4,7,"B",620,394
"1195","noload",19,"exp",2,5,10,"B",565,376
"1196","noload",19,"exp",2,6,9,"B",501,316
"1197","noload",19,"exp",2,7,5,"A",939,346
"1198","noload",19,"exp",2,8,4,"A",807,314
"1199","noload",19,"exp",2,9,3,"A",1913,298
"1200","noload",19,"exp",2,10,2,"A",1638,302
"1201","noload",19,"exp",3,1,5,"A",1467,470
"1202","noload",19,"exp",3,2,4,"A",1476,317
"1203","noload",19,"exp",3,3,2,"A",684,342
"1204","noload",19,"exp",3,4,7,"B",1883,294
"1205","noload",19,"exp",3,5,9,"B",590,278
"1206","noload",19,"exp",3,6,1,"A",623,318
"1207","noload",19,"exp",3,7,3,"A",1275,301
"1208","noload",19,"exp",3,8,10,"B",1878,290
"1209","noload",19,"exp",3,9,8,"B",1196,237
"1210","noload",19,"exp",3,10,6,"B",601,262
"1211","noload",19,"exp",4,1,7,"B",909,356
"1212","noload",19,"exp",4,2,4,"A",1523,359
"1213","noload",19,"exp",4,3,2,"A",661,268
"1214","noload",19,"exp",4,4,3,"A",1319,307
"1215","noload",19,"exp",4,5,6,"B",533,244
"1216","noload",19,"exp",4,6,10,"B",1162,263
"1217","noload",19,"exp",4,7,8,"B",1023,253
"1218","noload",19,"exp",4,8,9,"B",799,290
"1219","noload",19,"exp",4,9,1,"A",459,295
"1220","noload",19,"exp",4,10,5,"A",1339,409
"1221","noload",19,"exp",5,1,7,"B",678,398
"1222","noload",19,"exp",5,2,4,"A",1236,349
"1223","noload",19,"exp",5,3,2,"A",809,381
"1224","noload",19,"exp",5,4,8,"B",582,301
"1225","noload",19,"exp",5,5,6,"B",553,362
"1226","noload",19,"exp",5,6,10,"B",682,341
"1227","noload",19,"exp",5,7,1,"A",428,308
"1228","noload",19,"exp",5,8,3,"A",1088,345
"1229","noload",19,"exp",5,9,9,"B",567,329
"1230","noload",19,"exp",5,10,5,"A",1191,280
"1231","noload",19,"exp",6,1,8,"B",981,363
"1232","noload",19,"exp",6,2,1,"A",421,249
"1233","noload",19,"exp",6,3,4,"A",1322,214
"1234","noload",19,"exp",6,4,9,"B",783,156
"1235","noload",19,"exp",6,5,6,"B",680,212
"1236","noload",19,"exp",6,6,7,"B",685,233
"1237","noload",19,"exp",6,7,5,"A",1247,283
"1238","noload",19,"exp",6,8,2,"A",1026,260
"1239","noload",19,"exp",6,9,3,"A",1060,315
"1240","noload",19,"exp",6,10,10,"B",1132,259
"1241","noload",19,"exp",7,1,6,"B",927,361
"1242","noload",19,"exp",7,2,10,"B",854,308
"1243","noload",19,"exp",7,3,7,"B",790,278
"1244","noload",19,"exp",7,4,8,"B",1280,276
"1245","noload",19,"exp",7,5,3,"A",921,356
"1246","noload",19,"exp",7,6,2,"A",1193,314
"1247","noload",19,"exp",7,7,5,"A",964,295
"1248","noload",19,"exp",7,8,1,"A",963,310
"1249","noload",19,"exp",7,9,9,"B",983,301
"1250","noload",19,"exp",7,10,4,"A",1741,300
"1251","noload",19,"exp",8,1,4,"A",2375,422
"1252","noload",19,"exp",8,2,8,"B",1300,284
"1253","noload",19,"exp",8,3,7,"B",1306,257
"1254","noload",19,"exp",8,4,3,"A",794,235
"1255","noload",19,"exp",8,5,9,"B",742,252
"1256","noload",19,"exp",8,6,2,"A",1246,955
"1257","noload",19,"exp",8,7,10,"B",1236,301
"1258","noload",19,"exp",8,8,6,"B",793,301
"1259","noload",19,"exp",8,9,5,"A",1037,302
"1260","noload",19,"exp",8,10,1,"A",682,325
"1261","noload",19,"exp",9,1,4,"A",1284,327
"1262","noload",19,"exp",9,2,8,"B",1238,318
"1263","noload",19,"exp",9,3,10,"B",654,246
"1264","noload",19,"exp",9,4,3,"A",1160,212
"1265","noload",19,"exp",9,5,9,"B",599,271
"1266","noload",19,"exp",9,6,5,"A",729,268
"1267","noload",19,"exp",9,7,6,"B",422,221
"1268","noload",19,"exp",9,8,7,"B",775,246
"1269","noload",19,"exp",9,9,2,"A",1073,281
"1270","noload",19,"exp",9,10,1,"A",522,245
"1271","noload",19,"exp",10,1,1,"A",452,292
"1272","noload",19,"exp",10,2,5,"B",992,728
"1273","noload",19,"exp",10,3,6,"B",413,253
"1274","noload",19,"exp",10,4,3,"A",788,261
"1275","noload",19,"exp",10,5,9,"B",699,249
"1276","noload",19,"exp",10,6,7,"B",623,268
"1277","noload",19,"exp",10,7,2,"A",792,297
"1278","noload",19,"exp",10,8,4,"A",950,327
"1279","noload",19,"exp",10,9,8,"A",998,592
"1280","noload",19,"exp",10,10,10,"B",2190,326
"1281","noload",19,"exp",11,1,4,"A",2195,459
"1282","noload",19,"exp",11,2,5,"A",1079,276
"1283","noload",19,"exp",11,3,1,"A",664,203
"1284","noload",19,"exp",11,4,3,"A",917,222
"1285","noload",19,"exp",11,5,6,"B",508,213
"1286","noload",19,"exp",11,6,10,"B",628,213
"1287","noload",19,"exp",11,7,2,"A",683,231
"1288","noload",19,"exp",11,8,8,"B",686,233
"1289","noload",19,"exp",11,9,7,"B",550,244
"1290","noload",19,"exp",11,10,9,"B",408,395
"1291","noload",19,"exp",12,1,4,"A",895,245
"1292","noload",19,"exp",12,2,9,"B",461,380
"1293","noload",19,"exp",12,3,3,"A",911,327
"1294","noload",19,"exp",12,4,2,"A",1058,250
"1295","noload",19,"exp",12,5,5,"A",989,245
"1296","noload",19,"exp",12,6,8,"B",1673,251
"1297","noload",19,"exp",12,7,1,"A",970,268
"1298","noload",19,"exp",12,8,7,"B",724,262
"1299","noload",19,"exp",12,9,10,"B",1990,263
"1300","noload",19,"exp",12,10,6,"B",927,299
"1301","noload",2,"prac",0,1,0,"A",154,2282
"1302","noload",2,"prac",0,2,0,"A",868,707
"1303","noload",2,"prac",0,3,0,"B",699,457
"1304","noload",2,"prac",0,4,0,"B",174,309
"1305","noload",2,"prac",0,5,0,"A",471,329
"1306","noload",2,"prac",0,6,0,"B",571,303
"1307","noload",2,"prac",0,7,0,"B",559,271
"1308","noload",2,"prac",0,8,0,"B",570,285
"1309","noload",2,"prac",0,9,0,"A",505,350
"1310","noload",2,"prac",0,10,0,"A",157,733
"1311","noload",2,"exp",1,1,7,"B",583,542
"1312","noload",2,"exp",1,2,2,"A",725,519
"1313","noload",2,"exp",1,3,5,"A",3984,579
"1314","noload",2,"exp",1,4,3,"B",783,524
"1315","noload",2,"exp",1,5,10,"B",931,414
"1316","noload",2,"exp",1,6,4,"A",810,509
"1317","noload",2,"exp",1,7,9,"B",630,422
"1318","noload",2,"exp",1,8,1,"A",588,437
"1319","noload",2,"exp",1,9,8,"A",885,360
"1320","noload",2,"exp",1,10,6,"B",328,395
"1321","noload",2,"exp",2,1,10,"B",984,463
"1322","noload",2,"exp",2,2,2,"A",951,568
"1323","noload",2,"exp",2,3,6,"B",547,516
"1324","noload",2,"exp",2,4,8,"A",586,675
"1325","noload",2,"exp",2,5,4,"A",1847,604
"1326","noload",2,"exp",2,6,3,"B",575,630
"1327","noload",2,"exp",2,7,5,"A",764,599
"1328","noload",2,"exp",2,8,1,"A",800,499
"1329","noload",2,"exp",2,9,9,"B",374,530
"1330","noload",2,"exp",2,10,7,"B",606,474
"1331","noload",2,"exp",3,1,3,"B",750,710
"1332","noload",2,"exp",3,2,8,"A",490,462
"1333","noload",2,"exp",3,3,9,"B",328,443
"1334","noload",2,"exp",3,4,6,"B",346,401
"1335","noload",2,"exp",3,5,2,"A",359,402
"1336","noload",2,"exp",3,6,5,"B",457,327
"1337","noload",2,"exp",3,7,1,"A",336,389
"1338","noload",2,"exp",3,8,7,"B",184,669
"1339","noload",2,"exp",3,9,4,"A",766,362
"1340","noload",2,"exp",3,10,10,"B",129,474
"1341","noload",2,"exp",4,1,3,"A",3013,1044
"1342","noload",2,"exp",4,2,5,"B",137,535
"1343","noload",2,"exp",4,3,1,"A",393,298
"1344","noload",2,"exp",4,4,7,"B",422,316
"1345","noload",2,"exp",4,5,4,"A",414,355
"1346","noload",2,"exp",4,6,10,"A",308,293
"1347","noload",2,"exp",4,7,2,"A",613,308
"1348","noload",2,"exp",4,8,8,"B",76,747
"1349","noload",2,"exp",4,9,6,"B",681,341
"1350","noload",2,"exp",4,10,9,"B",814,372
"1351","noload",2,"exp",5,1,10,"A",845,521
"1352","noload",2,"exp",5,2,1,"A",314,251
"1353","noload",2,"exp",5,3,3,"A",307,275
"1354","noload",2,"exp",5,4,6,"B",693,302
"1355","noload",2,"exp",5,5,9,"B",390,261
"1356","noload",2,"exp",5,6,2,"A",398,302
"1357","noload",2,"exp",5,7,7,"B",628,244
"1358","noload",2,"exp",5,8,8,"A",869,773
"1359","noload",2,"exp",5,9,4,"A",447,264
"1360","noload",2,"exp",5,10,5,"B",1413,371
"1361","noload",2,"exp",6,1,1,"A",362,421
"1362","noload",2,"exp",6,2,4,"A",470,342
"1363","noload",2,"exp",6,3,10,"A",1400,451
"1364","noload",2,"exp",6,4,6,"B",582,364
"1365","noload",2,"exp",6,5,9,"B",342,315
"1366","noload",2,"exp",6,6,8,"B",351,326
"1367","noload",2,"exp",6,7,5,"B",404,344
"1368","noload",2,"exp",6,8,3,"A",358,384
"1369","noload",2,"exp",6,9,7,"B",375,390
"1370","noload",2,"exp",6,10,2,"A",558,366
"1371","noload",2,"exp",7,1,8,"B",293,306
"1372","noload",2,"exp",7,2,9,"A",281,291
"1373","noload",2,"exp",7,3,10,"B",227,244
"1374","noload",2,"exp",7,4,4,"B",272,230
"1375","noload",2,"exp",7,5,7,"B",296,246
"1376","noload",2,"exp",7,6,1,"A",296,246
"1377","noload",2,"exp",7,7,3,"A",359,258
"1378","noload",2,"exp",7,8,5,"A",340,282
"1379","noload",2,"exp",7,9,6,"B",262,235
"1380","noload",2,"exp",7,10,2,"A",280,339
"1381","noload",2,"exp",8,1,3,"B",1291,736
"1382","noload",2,"exp",8,2,10,"B",443,263
"1383","noload",2,"exp",8,3,2,"A",284,278
"1384","noload",2,"exp",8,4,7,"B",397,222
"1385","noload",2,"exp",8,5,4,"A",467,260
"1386","noload",2,"exp",8,6,8,"A",630,376
"1387","noload",2,"exp",8,7,5,"A",253,223
"1388","noload",2,"exp",8,8,6,"B",340,233
"1389","noload",2,"exp",8,9,1,"A",315,268
"1390","noload",2,"exp",8,10,9,"B",308,213
"1391","noload",2,"exp",9,1,10,"B",722,342
"1392","noload",2,"exp",9,2,3,"B",556,220
"1393","noload",2,"exp",9,3,8,"A",731,334
"1394","noload",2,"exp",9,4,4,"A",456,263
"1395","noload",2,"exp",9,5,6,"B",409,269
"1396","noload",2,"exp",9,6,1,"A",326,568
"1397","noload",2,"exp",9,7,2,"A",588,277
"1398","noload",2,"exp",9,8,5,"A",1210,288
"1399","noload",2,"exp",9,9,9,"B",868,277
"1400","noload",2,"exp",9,10,7,"B",427,289
"1401","noload",2,"exp",10,1,10,"B",287,553
"1402","noload",2,"exp",10,2,2,"B",312,249
"1403","noload",2,"exp",10,3,7,"A",253,302
"1404","noload",2,"exp",10,4,5,"A",359,227
"1405","noload",2,"exp",10,5,8,"B",478,222
"1406","noload",2,"exp",10,6,1,"A",1962,245
"1407","noload",2,"exp",10,7,3,"A",329,268
"1408","noload",2,"exp",10,8,4,"A",326,249
"1409","noload",2,"exp",10,9,6,"B",250,222
"1410","noload",2,"exp",10,10,9,"B",301,507
"1411","noload",2,"exp",11,1,4,"A",364,488
"1412","noload",2,"exp",11,2,6,"B",355,284
"1413","noload",2,"exp",11,3,2,"A",381,346
"1414","noload",2,"exp",11,4,3,"B",1661,651
"1415","noload",2,"exp",11,5,5,"A",763,790
"1416","noload",2,"exp",11,6,10,"B",828,356
"1417","noload",2,"exp",11,7,7,"B",413,276
"1418","noload",2,"exp",11,8,1,"A",295,325
"1419","noload",2,"exp",11,9,9,"B",838,863
"1420","noload",2,"exp",11,10,8,"A",447,394
"1421","noload",2,"exp",12,1,1,"A",471,504
"1422","noload",2,"exp",12,2,8,"A",573,387
"1423","noload",2,"exp",12,3,10,"B",282,260
"1424","noload",2,"exp",12,4,9,"B",314,267
"1425","noload",2,"exp",12,5,2,"A",396,363
"1426","noload",2,"exp",12,6,6,"B",283,309
"1427","noload",2,"exp",12,7,3,"B",356,443
"1428","noload",2,"exp",12,8,4,"A",230,263
"1429","noload",2,"exp",12,9,7,"B",253,211
"1430","noload",2,"exp",12,10,5,"A",379,265
"1431","noload",20,"prac",0,1,0,"B",564,1175
"1432","noload",20,"prac",0,2,0,"B",428,515
"1433","noload",20,"prac",0,3,0,"A",530,1821
"1434","noload",20,"prac",0,4,0,"B",1226,819
"1435","noload",20,"prac",0,5,0,"B",1386,628
"1436","noload",20,"prac",0,6,0,"A",1124,392
"1437","noload",20,"prac",0,7,0,"A",745,526
"1438","noload",20,"prac",0,8,0,"B",760,388
"1439","noload",20,"prac",0,9,0,"A",696,340
"1440","noload",20,"prac",0,10,0,"A",780,393
"1441","noload",20,"exp",1,1,7,"B",1864,1439
"1442","noload",20,"exp",1,2,10,"B",977,1991
"1443","noload",20,"exp",1,3,5,"A",1177,1176
"1444","noload",20,"exp",1,4,9,"B",1082,645
"1445","noload",20,"exp",1,5,3,"B",1250,558
"1446","noload",20,"exp",1,6,8,"A",1320,690
"1447","noload",20,"exp",1,7,6,"B",695,630
"1448","noload",20,"exp",1,8,2,"A",684,488
"1449","noload",20,"exp",1,9,1,"A",1065,402
"1450","noload",20,"exp",1,10,4,"A",954,490
"1451","noload",20,"exp",2,1,6,"B",681,3107
"1452","noload",20,"exp",2,2,9,"B",572,1424
"1453","noload",20,"exp",2,3,1,"A",571,1405
"1454","noload",20,"exp",2,4,4,"A",487,393
"1455","noload",20,"exp",2,5,5,"B",454,500
"1456","noload",20,"exp",2,6,10,"B",2213,595
"1457","noload",20,"exp",2,7,2,"A",1141,508
"1458","noload",20,"exp",2,8,3,"A",1581,282
"1459","noload",20,"exp",2,9,7,"B",415,340
"1460","noload",20,"exp",2,10,8,"B",2075,253
"1461","noload",20,"exp",3,1,9,"B",567,555
"1462","noload",20,"exp",3,2,7,"B",473,378
"1463","noload",20,"exp",3,3,4,"A",351,311
"1464","noload",20,"exp",3,4,3,"B",779,281
"1465","noload",20,"exp",3,5,6,"B",335,324
"1466","noload",20,"exp",3,6,5,"A",538,263
"1467","noload",20,"exp",3,7,8,"A",1096,327
"1468","noload",20,"exp",3,8,1,"A",345,381
"1469","noload",20,"exp",3,9,2,"A",678,416
"1470","noload",20,"exp",3,10,10,"B",558,319
"1471","noload",20,"exp",4,1,9,"B",117,1149
"1472","noload",20,"exp",4,2,7,"B",332,302
"1473","noload",20,"exp",4,3,1,"A",223,317
"1474","noload",20,"exp",4,4,10,"B",377,343
"1475","noload",20,"exp",4,5,6,"B",1655,341
"1476","noload",20,"exp",4,6,5,"A",1851,226
"1477","noload",20,"exp",4,7,4,"A",475,284
"1478","noload",20,"exp",4,8,3,"B",2437,275
"1479","noload",20,"exp",4,9,8,"B",391,328
"1480","noload",20,"exp",4,10,2,"A",1182,251
"1481","noload",20,"exp",5,1,6,"B",350,439
"1482","noload",20,"exp",5,2,4,"A",287,234
"1483","noload",20,"exp",5,3,8,"B",328,316
"1484","noload",20,"exp",5,4,3,"B",523,470
"1485","noload",20,"exp",5,5,7,"B",287,280
"1486","noload",20,"exp",5,6,9,"B",372,271
"1487","noload",20,"exp",5,7,1,"A",285,264
"1488","noload",20,"exp",5,8,10,"A",911,262
"1489","noload",20,"exp",5,9,5,"A",530,413
"1490","noload",20,"exp",5,10,2,"A",239,335
"1491","noload",20,"exp",6,1,8,"B",825,287
"1492","noload",20,"exp",6,2,7,"B",314,331
"1493","noload",20,"exp",6,3,2,"A",71,487
"1494","noload",20,"exp",6,4,5,"A",709,309
"1495","noload",20,"exp",6,5,10,"B",249,317
"1496","noload",20,"exp",6,6,3,"B",507,626
"1497","noload",20,"exp",6,7,9,"B",719,382
"1498","noload",20,"exp",6,8,6,"B",487,315
"1499","noload",20,"exp",6,9,4,"A",551,422
"1500","noload",20,"exp",6,10,1,"A",370,238
"1501","noload",20,"exp",7,1,7,"B",229,837
"1502","noload",20,"exp",7,2,6,"B",132,350
"1503","noload",20,"exp",7,3,1,"A",278,254
"1504","noload",20,"exp",7,4,10,"A",491,334
"1505","noload",20,"exp",7,5,2,"A",701,235
"1506","noload",20,"exp",7,6,9,"B",476,251
"1507","noload",20,"exp",7,7,5,"B",452,288
"1508","noload",20,"exp",7,8,3,"B",1271,297
"1509","noload",20,"exp",7,9,4,"A",325,375
"1510","noload",20,"exp",7,10,8,"B",579,409
"1511","noload",20,"exp",8,1,5,"A",526,537
"1512","noload",20,"exp",8,2,2,"A",256,246
"1513","noload",20,"exp",8,3,8,"B",304,334
"1514","noload",20,"exp",8,4,9,"B",2293,803
"1515","noload",20,"exp",8,5,4,"B",2032,313
"1516","noload",20,"exp",8,6,6,"B",198,335
"1517","noload",20,"exp",8,7,1,"A",939,296
"1518","noload",20,"exp",8,8,3,"A",937,247
"1519","noload",20,"exp",8,9,10,"B",616,309
"1520","noload",20,"exp",8,10,7,"B",367,345
"1521","noload",20,"exp",9,1,5,"A",1974,324
"1522","noload",20,"exp",9,2,9,"B",967,331
"1523","noload",20,"exp",9,3,6,"B",329,285
"1524","noload",20,"exp",9,4,1,"A",150,213
"1525","noload",20,"exp",9,5,8,"B",436,252
"1526","noload",20,"exp",9,6,7,"B",1573,306
"1527","noload",20,"exp",9,7,2,"A",262,267
"1528","noload",20,"exp",9,8,4,"A",2121,294
"1529","noload",20,"exp",9,9,10,"B",473,313
"1530","noload",20,"exp",9,10,3,"A",2120,484
"1531","noload",20,"exp",10,1,4,"A",1145,655
"1532","noload",20,"exp",10,2,1,"A",333,272
"1533","noload",20,"exp",10,3,5,"A",1628,372
"1534","noload",20,"exp",10,4,2,"A",366,249
"1535","noload",20,"exp",10,5,10,"B",343,205
"1536","noload",20,"exp",10,6,6,"B",237,316
"1537","noload",20,"exp",10,7,7,"B",249,267
"1538","noload",20,"exp",10,8,8,"B",892,225
"1539","noload",20,"exp",10,9,3,"A",718,462
"1540","noload",20,"exp",10,10,9,"B",329,220
"1541","noload",20,"exp",11,1,2,"A",421,394
"1542","noload",20,"exp",11,2,1,"A",254,355
"1543","noload",20,"exp",11,3,3,"A",567,313
"1544","noload",20,"exp",11,4,7,"B",582,314
"1545","noload",20,"exp",11,5,8,"B",774,244
"1546","noload",20,"exp",11,6,9,"A",725,1096
"1547","noload",20,"exp",11,7,4,"B",1174,261
"1548","noload",20,"exp",11,8,6,"B",462,235
"1549","noload",20,"exp",11,9,10,"A",388,291
"1550","noload",20,"exp",11,10,5,"A",2412,243
"1551","noload",20,"exp",12,1,8,"B",372,365
"1552","noload",20,"exp",12,2,5,"A",180,314
"1553","noload",20,"exp",12,3,7,"A",658,264
"1554","noload",20,"exp",12,4,9,"A",457,327
"1555","noload",20,"exp",12,5,2,"A",741,268
"1556","noload",20,"exp",12,6,6,"B",330,240
"1557","noload",20,"exp",12,7,10,"B",822,203
"1558","noload",20,"exp",12,8,1,"A",361,244
"1559","noload",20,"exp",12,9,4,"A",512,231
"1560","noload",20,"exp",12,10,3,"A",1213,213
"1561","noload",21,"prac",0,1,0,"A",363,790
"1562","noload",21,"prac",0,2,0,"B",130,845
"1563","noload",21,"prac",0,3,0,"A",166,505
"1564","noload",21,"prac",0,4,0,"B",408,363
"1565","noload",21,"prac",0,5,0,"B",408,380
"1566","noload",21,"prac",0,6,0,"A",505,195
"1567","noload",21,"prac",0,7,0,"B",452,274
"1568","noload",21,"prac",0,8,0,"B",459,249
"1569","noload",21,"prac",0,9,0,"A",378,199
"1570","noload",21,"prac",0,10,0,"A",398,269
"1571","noload",21,"exp",1,1,7,"B",531,768
"1572","noload",21,"exp",1,2,8,"A",520,2386
"1573","noload",21,"exp",1,3,1,"A",783,445
"1574","noload",21,"exp",1,4,6,"B",937,823
"1575","noload",21,"exp",1,5,2,"A",665,511
"1576","noload",21,"exp",1,6,4,"A",742,507
"1577","noload",21,"exp",1,7,9,"B",1171,302
"1578","noload",21,"exp",1,8,5,"A",518,972
"1579","noload",21,"exp",1,9,3,"B",925,391
"1580","noload",21,"exp",1,10,10,"B",384,398
"1581","noload",21,"exp",2,1,7,"B",197,541
"1582","noload",21,"exp",2,2,4,"A",734,435
"1583","noload",21,"exp",2,3,10,"B",475,331
"1584","noload",21,"exp",2,4,3,"B",692,354
"1585","noload",21,"exp",2,5,6,"B",743,398
"1586","noload",21,"exp",2,6,8,"A",1645,392
"1587","noload",21,"exp",2,7,9,"B",788,373
"1588","noload",21,"exp",2,8,5,"A",519,416
"1589","noload",21,"exp",2,9,2,"A",411,380
"1590","noload",21,"exp",2,10,1,"A",810,317
"1591","noload",21,"exp",3,1,3,"B",552,487
"1592","noload",21,"exp",3,2,5,"A",684,551
"1593","noload",21,"exp",3,3,2,"A",686,506
"1594","noload",21,"exp",3,4,10,"B",954,457
"1595","noload",21,"exp",3,5,4,"A",653,382
