"","cond","subj","phase","block","trial","stim","resp","rt","rtiti"
"1176","load",1011,"prac",0,6,98,"A",1197,1067
"1177","load",1011,"prac",0,7,99,"B",1274,857
"1178","load",1011,"prac",0,8,99,"B",460,746
"1179","load",1011,"prac",0,9,98,"A",1377,839
"1180","load",1011,"prac",0,10,98,"A",1099,839
"1181","load",1011,"exp",1,1,3,"B",809,6955
"1182","load",1011,"exp",1,2,2,"A",1339,1577
"1183","load",1011,"exp",1,3,10,"B",2139,249
"1184","load",1011,"exp",1,4,4,"A",861,8794
"1185","load",1011,"exp",1,5,6,"B",777,1544
"1186","load",1011,"exp",1,6,9,"B",634,1706
"1187","load",1011,"exp",1,7,7,"B",1179,969
"1188","load",1011,"exp",1,8,8,"A",1160,2291
"1189","load",1011,"exp",1,9,5,"A",918,2609
"1190","load",1011,"exp",1,10,1,"A",796,2609
"1191","load",1011,"exp",2,1,6,"B",1766,1705
"1192","load",1011,"exp",2,2,4,"A",392,793
"1193","load",1011,"exp",2,3,2,"A",730,2300
"1194","load",1011,"exp",2,4,1,"A",1391,631
"1195","load",1011,"exp",2,5,8,"A",760,1171
"1196","load",1011,"exp",2,6,9,"B",1041,420
"1197","load",1011,"exp",2,7,3,"A",2569,4700
"1198","load",1011,"exp",2,8,10,"B",1054,420
"1199","load",1011,"exp",2,9,7,"B",1015,2999
"1200","load",1011,"exp",2,10,5,"A",1998,2999
"1201","load",1011,"exp",3,1,5,"B",971,1186
"1202","load",1011,"exp",3,2,8,"B",814,694
"1203","load",1011,"exp",3,3,3,"A",905,3059
"1204","load",1011,"exp",3,4,2,"A",677,621
"1205","load",1011,"exp",3,5,7,"B",753,455
"1206","load",1011,"exp",3,6,10,"B",459,455
"1207","load",1011,"exp",3,7,1,"A",541,2492
"1208","load",1011,"exp",3,8,6,"B",403,498
"1209","load",1011,"exp",3,9,9,"B",3998,2262
"1210","load",1011,"exp",3,10,4,"A",411,2262
"1211","load",1011,"exp",4,1,9,"B",5447,4383
"1212","load",1011,"exp",4,2,7,"B",1655,1893
"1213","load",1011,"exp",4,3,6,"B",1259,2041
"1214","load",1011,"exp",4,4,3,"B",1012,1794
"1215","load",1011,"exp",4,5,2,"A",1947,1155
"1216","load",1011,"exp",4,6,8,"A",764,3479
"1217","load",1011,"exp",4,7,10,"A",747,4242
"1218","load",1011,"exp",4,8,1,"A",764,2614
"1219","load",1011,"exp",4,9,4,"A",1845,1927
"1220","load",1011,"exp",4,10,5,"A",1083,1927
"1221","load",1011,"exp",5,1,7,"B",902,1630
"1222","load",1011,"exp",5,2,8,"B",729,954
"1223","load",1011,"exp",5,3,10,"A",842,2278
"1224","load",1011,"exp",5,4,4,"B",1656,2614
"1225","load",1011,"exp",5,5,9,"B",732,768
"1226","load",1011,"exp",5,6,1,"A",1595,1565
"1227","load",1011,"exp",5,7,2,"A",891,1986
"1228","load",1011,"exp",5,8,5,"A",325,3607
"1229","load",1011,"exp",5,9,3,"A",964,5269
"1230","load",1011,"exp",5,10,6,"B",1079,5269
"1231","load",1011,"exp",6,1,8,"B",879,4174
"1232","load",1011,"exp",6,2,10,"B",732,1344
"1233","load",1011,"exp",6,3,4,"A",1223,1986
"1234","load",1011,"exp",6,4,2,"A",748,1718
"1235","load",1011,"exp",6,5,1,"A",573,1010
"1236","load",1011,"exp",6,6,5,"A",1063,2316
"1237","load",1011,"exp",6,7,6,"B",3231,1466
"1238","load",1011,"exp",6,8,9,"B",1864,833
"1239","load",1011,"exp",6,9,3,"A",2407,2555
"1240","load",1011,"exp",6,10,7,"B",1724,2555
"1241","load",1011,"exp",7,1,2,"A",1007,1177
"1242","load",1011,"exp",7,2,5,"A",1815,1304
"1243","load",1011,"exp",7,3,4,"A",2235,894
"1244","load",1011,"exp",7,4,8,"B",1518,1442
"1245","load",1011,"exp",7,5,7,"B",1438,1475
"1246","load",1011,"exp",7,6,3,"A",1631,4631
"1247","load",1011,"exp",7,7,10,"B",487,522
"1248","load",1011,"exp",7,8,9,"B",1148,598
"1249","load",1011,"exp",7,9,1,"A",691,1089
"1250","load",1011,"exp",7,10,6,"B",670,1089
"1251","load",1011,"exp",8,1,1,"A",1296,1635
"1252","load",1011,"exp",8,2,7,"B",562,995
"1253","load",1011,"exp",8,3,6,"B",783,1068
"1254","load",1011,"exp",8,4,2,"A",824,913
"1255","load",1011,"exp",8,5,5,"A",892,1618
"1256","load",1011,"exp",8,6,8,"B",1046,760
"1257","load",1011,"exp",8,7,10,"B",1218,1624
"1258","load",1011,"exp",8,8,9,"B",693,1188
"1259","load",1011,"exp",8,9,3,"A",472,1354
"1260","load",1011,"exp",8,10,4,"A",752,1354
"1261","load",1011,"exp",9,1,6,"B",584,2446
"1262","load",1011,"exp",9,2,8,"B",670,905
"1263","load",1011,"exp",9,3,10,"B",2667,1373
"1264","load",1011,"exp",9,4,4,"A",1611,1312
"1265","load",1011,"exp",9,5,5,"A",766,1321
"1266","load",1011,"exp",9,6,3,"B",1399,7923
"1267","load",1011,"exp",9,7,1,"A",688,2572
"1268","load",1011,"exp",9,8,9,"B",374,579
"1269","load",1011,"exp",9,9,2,"A",1270,1095
"1270","load",1011,"exp",9,10,7,"B",1465,1095
"1271","load",1011,"exp",10,1,9,"B",593,1672
"1272","load",1011,"exp",10,2,7,"B",630,1302
"1273","load",1011,"exp",10,3,1,"A",538,1415
"1274","load",1011,"exp",10,4,5,"A",761,1636
"1275","load",1011,"exp",10,5,10,"B",1212,2931
"1276","load",1011,"exp",10,6,6,"B",1111,2039
"1277","load",1011,"exp",10,7,2,"A",412,2016
"1278","load",1011,"exp",10,8,3,"B",1578,1354
"1279","load",1011,"exp",10,9,8,"B",1180,731
"1280","load",1011,"exp",10,10,4,"A",525,731
"1281","load",1011,"exp",11,1,10,"B",534,963
"1282","load",1011,"exp",11,2,5,"A",664,1313
"1283","load",1011,"exp",11,3,4,"A",527,346
"1284","load",1011,"exp",11,4,1,"A",874,777
"1285","load",1011,"exp",11,5,8,"B",704,494
"1286","load",1011,"exp",11,6,3,"A",3415,1527
"1287","load",1011,"exp",11,7,6,"B",502,509
"1288","load",1011,"exp",11,8,9,"B",459,440
"1289","load",1011,"exp",11,9,7,"B",7981,1842
"1290","load",1011,"exp",11,10,2,"A",2175,1842
"1291","load",1011,"exp",12,1,4,"A",1615,2436
"1292","load",1011,"exp",12,2,5,"A",837,2811
"1293","load",1011,"exp",12,3,10,"B",537,1431
"1294","load",1011,"exp",12,4,6,"B",1241,2324
"1295","load",1011,"exp",12,5,3,"A",694,2309
"1296","load",1011,"exp",12,6,7,"B",774,1556
"1297","load",1011,"exp",12,7,2,"A",1498,809
"1298","load",1011,"exp",12,8,1,"A",404,8422
"1299","load",1011,"exp",12,9,9,"B",441,1956
"1300","load",1011,"exp",12,10,8,"B",1195,1956
"1301","load",1012,"prac",0,1,98,"A",2258,16633
"1302","load",1012,"prac",0,2,98,"A",2108,4500
"1303","load",1012,"prac",0,3,98,"A",2200,16149
"1304","load",1012,"prac",0,4,98,"A",327,712
"1305","load",1012,"prac",0,5,98,"A",1809,764
"1306","load",1012,"prac",0,6,99,"B",809,1132
"1307","load",1012,"prac",0,7,99,"B",557,1551
"1308","load",1012,"prac",0,8,99,"B",609,2124
"1309","load",1012,"prac",0,9,99,"B",1802,568
"1310","load",1012,"prac",0,10,99,"B",584,568
"1311","load",1012,"exp",1,1,8,"A",2074,5708
"1312","load",1012,"exp",1,2,2,"A",453,8353
"1313","load",1012,"exp",1,3,1,"A",538,8140
"1314","load",1012,"exp",1,4,3,"B",1296,1079
"1315","load",1012,"exp",1,5,10,"B",1230,4902
"1316","load",1012,"exp",1,6,7,"B",1338,4842
"1317","load",1012,"exp",1,7,6,"B",1249,3451
"1318","load",1012,"exp",1,8,5,"B",1308,6999
"1319","load",1012,"exp",1,9,4,"A",1411,3985
"1320","load",1012,"exp",1,10,9,"B",1065,3985
"1321","load",1012,"exp",2,1,4,"A",903,8445
"1322","load",1012,"exp",2,2,5,"A",1129,3771
"1323","load",1012,"exp",2,3,1,"A",621,41547
"1324","load",1012,"exp",2,4,8,"A",687,1864
"1325","load",1012,"exp",2,5,7,"B",942,3259
"1326","load",1012,"exp",2,6,9,"B",567,3097
"1327","load",1012,"exp",2,7,10,"B",900,2379
"1328","load",1012,"exp",2,8,6,"B",874,1866
"1329","load",1012,"exp",2,9,2,"A",634,2251
"1330","load",1012,"exp",2,10,3,"B",3241,2251
"1331","load",1012,"exp",3,1,2,"A",496,8069
"1332","load",1012,"exp",3,2,3,"A",1251,4003
"1333","load",1012,"exp",3,3,5,"B",725,3815
"1334","load",1012,"exp",3,4,9,"B",631,4968
"1335","load",1012,"exp",3,5,1,"A",529,7564
"1336","load",1012,"exp",3,6,6,"B",1272,6345
"1337","load",1012,"exp",3,7,4,"A",598,1630
"1338","load",1012,"exp",3,8,7,"B",624,1935
"1339","load",1012,"exp",3,9,10,"A",1281,2709
"1340","load",1012,"exp",3,10,8,"B",844,2709
"1341","load",1012,"exp",4,1,4,"A",633,2764
"1342","load",1012,"exp",4,2,1,"A",987,3908
"1343","load",1012,"exp",4,3,5,"B",823,1869
"1344","load",1012,"exp",4,4,10,"A",1086,4217
"1345","load",1012,"exp",4,5,3,"A",1451,4479
"1346","load",1012,"exp",4,6,7,"B",1114,7834
"1347","load",1012,"exp",4,7,9,"B",1003,1958
"1348","load",1012,"exp",4,8,8,"B",664,1843
"1349","load",1012,"exp",4,9,6,"B",575,1573
"1350","load",1012,"exp",4,10,2,"A",976,1573
"1351","load",1012,"exp",5,1,4,"A",902,768
"1352","load",1012,"exp",5,2,6,"B",649,2029
"1353","load",1012,"exp",5,3,3,"A",2112,11355
"1354","load",1012,"exp",5,4,1,"A",1757,3009
"1355","load",1012,"exp",5,5,8,"B",636,3469
"1356","load",1012,"exp",5,6,10,"A",775,2597
"1357","load",1012,"exp",5,7,9,"B",1101,2381
"1358","load",1012,"exp",5,8,5,"B",702,7242
"1359","load",1012,"exp",5,9,7,"B",751,3831
"1360","load",1012,"exp",5,10,2,"A",1258,3831
"1361","load",1012,"exp",6,1,10,"B",739,1924
"1362","load",1012,"exp",6,2,3,"A",729,813
"1363","load",1012,"exp",6,3,6,"B",632,2313
"1364","load",1012,"exp",6,4,1,"A",859,3578
"1365","load",1012,"exp",6,5,4,"B",526,11305
"1366","load",1012,"exp",6,6,5,"A",716,1340
"1367","load",1012,"exp",6,7,8,"B",415,5539
"1368","load",1012,"exp",6,8,9,"A",788,5013
"1369","load",1012,"exp",6,9,7,"B",859,2665
"1370","load",1012,"exp",6,10,2,"A",879,2665
"1371","load",1012,"exp",7,1,10,"B",821,5484
"1372","load",1012,"exp",7,2,2,"A",455,2549
"1373","load",1012,"exp",7,3,7,"B",908,2838
"1374","load",1012,"exp",7,4,8,"A",748,9141
"1375","load",1012,"exp",7,5,9,"B",843,2949
"1376","load",1012,"exp",7,6,1,"A",556,4893
"1377","load",1012,"exp",7,7,3,"B",544,2242
"1378","load",1012,"exp",7,8,4,"A",471,1270
"1379","load",1012,"exp",7,9,5,"A",808,1757
"1380","load",1012,"exp",7,10,6,"B",913,1757
"1381","load",1012,"exp",8,1,9,"B",699,5499
"1382","load",1012,"exp",8,2,8,"B",638,1456
"1383","load",1012,"exp",8,3,7,"B",956,5050
"1384","load",1012,"exp",8,4,10,"A",523,10376
"1385","load",1012,"exp",8,5,2,"A",1050,4748
"1386","load",1012,"exp",8,6,1,"A",903,2924
"1387","load",1012,"exp",8,7,5,"A",1240,15505
"1388","load",1012,"exp",8,8,6,"B",452,1681
"1389","load",1012,"exp",8,9,4,"A",669,1157
"1390","load",1012,"exp",8,10,3,"A",755,1157
"1391","load",1012,"exp",9,1,6,"B",478,2545
"1392","load",1012,"exp",9,2,4,"B",469,3333
"1393","load",1012,"exp",9,3,5,"A",486,2521
"1394","load",1012,"exp",9,4,10,"B",460,2186
"1395","load",1012,"exp",9,5,7,"B",439,2962
"1396","load",1012,"exp",9,6,3,"A",507,3572
"1397","load",1012,"exp",9,7,1,"A",999,7682
"1398","load",1012,"exp",9,8,2,"A",723,1799
"1399","load",1012,"exp",9,9,8,"B",826,1428
"1400","load",1012,"exp",9,10,9,"A",565,1428
"1401","load",1012,"exp",10,1,2,"A",756,19869
"1402","load",1012,"exp",10,2,7,"B",651,1759
"1403","load",1012,"exp",10,3,1,"A",608,2699
"1404","load",1012,"exp",10,4,4,"A",1177,3799
"1405","load",1012,"exp",10,5,5,"B",870,2343
"1406","load",1012,"exp",10,6,3,"A",431,5462
"1407","load",1012,"exp",10,7,8,"B",503,2957
"1408","load",1012,"exp",10,8,6,"B",507,9732
"1409","load",1012,"exp",10,9,10,"B",530,3083
"1410","load",1012,"exp",10,10,9,"B",524,3083
"1411","load",1012,"exp",11,1,6,"B",651,1843
"1412","load",1012,"exp",11,2,1,"A",535,4276
"1413","load",1012,"exp",11,3,4,"A",1166,10633
"1414","load",1012,"exp",11,4,10,"A",513,1177
"1415","load",1012,"exp",11,5,2,"A",30,3925
"1416","load",1012,"exp",11,6,5,"B",656,9443
"1417","load",1012,"exp",11,7,8,"B",497,4373
"1418","load",1012,"exp",11,8,7,"B",466,5059
"1419","load",1012,"exp",11,9,3,"A",429,2068
"1420","load",1012,"exp",11,10,9,"B",398,2068
"1421","load",1012,"exp",12,1,8,"B",486,1209
"1422","load",1012,"exp",12,2,7,"B",436,2493
"1423","load",1012,"exp",12,3,2,"A",960,3229
"1424","load",1012,"exp",12,4,4,"A",563,1847
"1425","load",1012,"exp",12,5,3,"A",505,1681
"1426","load",1012,"exp",12,6,1,"A",348,13718
"1427","load",1012,"exp",12,7,10,"A",410,6204
"1428","load",1012,"exp",12,8,5,"B",698,4678
"1429","load",1012,"exp",12,9,9,"B",633,1161
"1430","load",1012,"exp",12,10,6,"B",793,1161
"1431","load",1013,"prac",0,1,99,"B",23727,5166
"1432","load",1013,"prac",0,2,98,"A",523,5255
"1433","load",1013,"prac",0,3,99,"B",564,2375
"1434","load",1013,"prac",0,4,99,"B",973,1138
"1435","load",1013,"prac",0,5,98,"A",343,2060
"1436","load",1013,"prac",0,6,99,"B",646,843
"1437","load",1013,"prac",0,7,99,"B",616,1397
"1438","load",1013,"prac",0,8,98,"A",834,1743
"1439","load",1013,"prac",0,9,98,"A",1462,1213
"1440","load",1013,"prac",0,10,98,"A",812,1213
"1441","load",1013,"exp",1,1,4,"A",2133,2516
"1442","load",1013,"exp",1,2,3,"B",1422,2478
"1443","load",1013,"exp",1,3,9,"B",1605,1511
"1444","load",1013,"exp",1,4,10,"B",796,1776
"1445","load",1013,"exp",1,5,8,"B",1355,1242
"1446","load",1013,"exp",1,6,6,"A",1273,634
"1447","load",1013,"exp",1,7,1,"A",620,877
"1448","load",1013,"exp",1,8,2,"A",553,568
"1449","load",1013,"exp",1,9,7,"B",1024,402
"1450","load",1013,"exp",1,10,5,"A",833,402
"1451","load",1013,"exp",2,1,3,"B",1343,2076
"1452","load",1013,"exp",2,2,7,"B",852,628
"1453","load",1013,"exp",2,3,8,"B",2100,2717
"1454","load",1013,"exp",2,4,2,"A",1213,1650
"1455","load",1013,"exp",2,5,4,"A",902,2427
"1456","load",1013,"exp",2,6,10,"A",978,1269
"1457","load",1013,"exp",2,7,9,"B",1001,1092
"1458","load",1013,"exp",2,8,1,"A",576,358
"1459","load",1013,"exp",2,9,5,"B",794,1899
"1460","load",1013,"exp",2,10,6,"A",842,1899
"1461","load",1013,"exp",3,1,8,"B",815,901
"1462","load",1013,"exp",3,2,9,"B",519,2546
"1463","load",1013,"exp",3,3,10,"B",683,613
"1464","load",1013,"exp",3,4,6,"B",857,662
"1465","load",1013,"exp",3,5,1,"A",1124,1048
"1466","load",1013,"exp",3,6,5,"A",729,558
"1467","load",1013,"exp",3,7,2,"A",614,371
"1468","load",1013,"exp",3,8,4,"A",797,1806
"1469","load",1013,"exp",3,9,7,"B",927,6138
"1470","load",1013,"exp",3,10,3,"B",1002,6138
"1471","load",1013,"exp",4,1,5,"B",573,641
"1472","load",1013,"exp",4,2,3,"A",824,780
"1473","load",1013,"exp",4,3,4,"A",617,744
"1474","load",1013,"exp",4,4,2,"A",761,706
"1475","load",1013,"exp",4,5,8,"B",693,485
"1476","load",1013,"exp",4,6,9,"B",973,469
"1477","load",1013,"exp",4,7,1,"A",462,666
"1478","load",1013,"exp",4,8,10,"B",1190,375
"1479","load",1013,"exp",4,9,7,"B",741,890
"1480","load",1013,"exp",4,10,6,"B",725,890
"1481","load",1013,"exp",5,1,2,"A",638,607
"1482","load",1013,"exp",5,2,4,"A",649,621
"1483","load",1013,"exp",5,3,1,"A",613,387
"1484","load",1013,"exp",5,4,3,"B",769,396
"1485","load",1013,"exp",5,5,5,"A",1493,1379
"1486","load",1013,"exp",5,6,7,"B",1320,947
"1487","load",1013,"exp",5,7,10,"B",604,2344
"1488","load",1013,"exp",5,8,8,"B",920,515
"1489","load",1013,"exp",5,9,6,"B",698,1833
"1490","load",1013,"exp",5,10,9,"B",582,1833
"1491","load",1013,"exp",6,1,8,"A",891,785
"1492","load",1013,"exp",6,2,9,"B",462,1259
"1493","load",1013,"exp",6,3,10,"B",715,653
"1494","load",1013,"exp",6,4,5,"B",710,821
"1495","load",1013,"exp",6,5,4,"A",392,937
"1496","load",1013,"exp",6,6,7,"B",1123,1350
"1497","load",1013,"exp",6,7,3,"B",763,666
"1498","load",1013,"exp",6,8,6,"B",653,1363
"1499","load",1013,"exp",6,9,1,"A",630,836
"1500","load",1013,"exp",6,10,2,"A",625,836
"1501","load",1013,"exp",7,1,8,"B",574,1909
"1502","load",1013,"exp",7,2,2,"A",981,555
"1503","load",1013,"exp",7,3,1,"A",581,552
"1504","load",1013,"exp",7,4,4,"A",378,1172
"1505","load",1013,"exp",7,5,10,"B",752,1176
"1506","load",1013,"exp",7,6,7,"B",350,1990
"1507","load",1013,"exp",7,7,5,"B",813,579
"1508","load",1013,"exp",7,8,9,"B",736,645
"1509","load",1013,"exp",7,9,6,"B",769,462
"1510","load",1013,"exp",7,10,3,"B",621,462
"1511","load",1013,"exp",8,1,9,"B",702,844
"1512","load",1013,"exp",8,2,10,"B",541,602
"1513","load",1013,"exp",8,3,5,"B",484,822
"1514","load",1013,"exp",8,4,2,"A",873,536
"1515","load",1013,"exp",8,5,7,"B",821,986
"1516","load",1013,"exp",8,6,4,"A",618,935
"1517","load",1013,"exp",8,7,6,"B",684,646
"1518","load",1013,"exp",8,8,3,"A",571,1409
"1519","load",1013,"exp",8,9,1,"A",570,1132
"1520","load",1013,"exp",8,10,8,"B",795,1132
"1521","load",1013,"exp",9,1,7,"B",583,544
"1522","load",1013,"exp",9,2,10,"B",539,765
"1523","load",1013,"exp",9,3,5,"A",672,521
"1524","load",1013,"exp",9,4,1,"A",403,739
"1525","load",1013,"exp",9,5,3,"A",567,1370
"1526","load",1013,"exp",9,6,6,"B",648,907
"1527","load",1013,"exp",9,7,9,"B",684,647
"1528","load",1013,"exp",9,8,4,"A",380,1081
"1529","load",1013,"exp",9,9,2,"A",559,817
"1530","load",1013,"exp",9,10,8,"B",722,817
"1531","load",1013,"exp",10,1,4,"A",1199,2147
"1532","load",1013,"exp",10,2,10,"B",3493,2566
"1533","load",1013,"exp",10,3,6,"A",1053,2388
"1534","load",1013,"exp",10,4,1,"A",632,678
"1535","load",1013,"exp",10,5,9,"B",413,1075
"1536","load",1013,"exp",10,6,7,"B",894,1140
"1537","load",1013,"exp",10,7,3,"A",630,1737
"1538","load",1013,"exp",10,8,8,"B",902,1163
"1539","load",1013,"exp",10,9,2,"A",957,1677
"1540","load",1013,"exp",10,10,5,"B",2121,1677
"1541","load",1013,"exp",11,1,4,"A",646,473
"1542","load",1013,"exp",11,2,7,"B",921,662
"1543","load",1013,"exp",11,3,1,"A",613,756
"1544","load",1013,"exp",11,4,5,"B",514,1338
"1545","load",1013,"exp",11,5,2,"A",410,701
"1546","load",1013,"exp",11,6,9,"B",796,651
"1547","load",1013,"exp",11,7,8,"A",698,568
"1548","load",1013,"exp",11,8,10,"B",875,458
"1549","load",1013,"exp",11,9,3,"A",573,1922
"1550","load",1013,"exp",11,10,6,"B",511,1922
"1551","load",1013,"exp",12,1,6,"B",714,410
"1552","load",1013,"exp",12,2,10,"B",555,412
"1553","load",1013,"exp",12,3,5,"A",652,626
"1554","load",1013,"exp",12,4,9,"B",536,885
"1555","load",1013,"exp",12,5,4,"A",726,664
"1556","load",1013,"exp",12,6,1,"A",1043,1560
"1557","load",1013,"exp",12,7,8,"B",517,700
"1558","load",1013,"exp",12,8,3,"B",867,772
"1559","load",1013,"exp",12,9,7,"B",716,878
"1560","load",1013,"exp",12,10,2,"A",630,878
"1561","load",1014,"prac",0,1,99,"B",926,1607
"1562","load",1014,"prac",0,2,99,"B",2619,1178
"1563","load",1014,"prac",0,3,98,"A",1577,1274
"1564","load",1014,"prac",0,4,99,"B",341,1544
"1565","load",1014,"prac",0,5,99,"B",905,1234
"1566","load",1014,"prac",0,6,99,"B",3020,1051
"1567","load",1014,"prac",0,7,98,"A",463,2047
"1568","load",1014,"prac",0,8,98,"A",879,1217
"1569","load",1014,"prac",0,9,98,"A",303,1645
"1570","load",1014,"prac",0,10,98,"A",588,1645
"1571","load",1014,"exp",1,1,5,"B",1100,2090
"1572","load",1014,"exp",1,2,8,"B",844,1657
"1573","load",1014,"exp",1,3,4,"A",632,1879
"1574","load",1014,"exp",1,4,6,"B",1024,2866
"1575","load",1014,"exp",1,5,2,"A",1001,2018
"1576","load",1014,"exp",1,6,1,"A",752,1284
"1577","load",1014,"exp",1,7,9,"B",384,1882
"1578","load",1014,"exp",1,8,3,"B",2073,3450
"1579","load",1014,"exp",1,9,10,"B",589,1124
"1580","load",1014,"exp",1,10,7,"B",630,1124
"1581","load",1014,"exp",2,1,1,"A",734,1349
"1582","load",1014,"exp",2,2,4,"A",865,1604
"1583","load",1014,"exp",2,3,9,"B",566,1208
"1584","load",1014,"exp",2,4,8,"B",582,970
"1585","load",1014,"exp",2,5,5,"B",784,797
"1586","load",1014,"exp",2,6,7,"B",443,645
"1587","load",1014,"exp",2,7,2,"A",488,588
"1588","load",1014,"exp",2,8,6,"B",249,781
"1589","load",1014,"exp",2,9,10,"B",233,1465
"1590","load",1014,"exp",2,10,3,"B",2553,1465
"1591","load",1014,"exp",3,1,2,"A",334,1271
"1592","load",1014,"exp",3,2,3,"B",313,1417
"1593","load",1014,"exp",3,3,9,"B",555,954
"1594","load",1014,"exp",3,4,4,"A",1128,4073
"1595","load",1014,"exp",3,5,7,"B",388,1173
"1596","load",1014,"exp",3,6,10,"B",346,384
"1597","load",1014,"exp",3,7,8,"B",355,1289
"1598","load",1014,"exp",3,8,5,"B",389,534
"1599","load",1014,"exp",3,9,1,"A",489,604
"1600","load",1014,"exp",3,10,6,"B",753,604
"1601","load",1014,"exp",4,1,5,"B",587,790
"1602","load",1014,"exp",4,2,9,"B",392,777
"1603","load",1014,"exp",4,3,7,"B",377,1045
"1604","load",1014,"exp",4,4,2,"A",983,846
"1605","load",1014,"exp",4,5,6,"B",32,1191
"1606","load",1014,"exp",4,6,10,"B",896,1076
"1607","load",1014,"exp",4,7,1,"A",839,707
"1608","load",1014,"exp",4,8,8,"B",390,1252
"1609","load",1014,"exp",4,9,3,"B",568,891
"1610","load",1014,"exp",4,10,4,"A",249,891
"1611","load",1014,"exp",5,1,7,"B",634,1292
"1612","load",1014,"exp",5,2,3,"B",327,1562
"1613","load",1014,"exp",5,3,5,"B",366,759
"1614","load",1014,"exp",5,4,2,"A",462,2268
"1615","load",1014,"exp",5,5,8,"B",682,788
"1616","load",1014,"exp",5,6,4,"A",700,795
"1617","load",1014,"exp",5,7,10,"B",530,891
"1618","load",1014,"exp",5,8,9,"B",533,898
"1619","load",1014,"exp",5,9,1,"A",397,1789
"1620","load",1014,"exp",5,10,6,"B",473,1789
"1621","load",1014,"exp",6,1,7,"B",346,629
"1622","load",1014,"exp",6,2,4,"A",550,711
"1623","load",1014,"exp",6,3,2,"A",406,1048
"1624","load",1014,"exp",6,4,1,"A",860,826
"1625","load",1014,"exp",6,5,6,"B",432,1850
"1626","load",1014,"exp",6,6,5,"B",765,1002
"1627","load",1014,"exp",6,7,9,"B",2570,6209
"1628","load",1014,"exp",6,8,8,"B",1046,3482
"1629","load",1014,"exp",6,9,10,"B",631,630
"1630","load",1014,"exp",6,10,3,"B",713,630
"1631","load",1014,"exp",7,1,4,"A",818,682
"1632","load",1014,"exp",7,2,3,"B",416,918
"1633","load",1014,"exp",7,3,10,"B",433,1000
"1634","load",1014,"exp",7,4,8,"A",929,1562
"1635","load",1014,"exp",7,5,7,"B",1324,1192
"1636","load",1014,"exp",7,6,1,"A",1879,12884
"1637","load",1014,"exp",7,7,2,"A",742,1260
"1638","load",1014,"exp",7,8,5,"B",482,804
"1639","load",1014,"exp",7,9,9,"B",929,473
"1640","load",1014,"exp",7,10,6,"B",546,473
"1641","load",1014,"exp",8,1,1,"A",887,875
"1642","load",1014,"exp",8,2,4,"A",1201,1413
"1643","load",1014,"exp",8,3,5,"A",1678,5522
"1644","load",1014,"exp",8,4,3,"B",1230,1652
"1645","load",1014,"exp",8,5,2,"A",486,2217
"1646","load",1014,"exp",8,6,9,"B",653,1173
"1647","load",1014,"exp",8,7,10,"B",2568,2927
"1648","load",1014,"exp",8,8,7,"B",255,1316
"1649","load",1014,"exp",8,9,6,"B",1495,1141
"1650","load",1014,"exp",8,10,8,"B",381,1141
"1651","load",1014,"exp",9,1,2,"A",980,1164
"1652","load",1014,"exp",9,2,3,"B",727,3418
"1653","load",1014,"exp",9,3,7,"B",265,644
"1654","load",1014,"exp",9,4,6,"B",1467,2163
"1655","load",1014,"exp",9,5,8,"B",1037,2031
"1656","load",1014,"exp",9,6,9,"B",329,5932
"1657","load",1014,"exp",9,7,4,"A",345,769
"1658","load",1014,"exp",9,8,5,"B",378,1784
"1659","load",1014,"exp",9,9,10,"B",341,396
"1660","load",1014,"exp",9,10,1,"A",411,396
"1661","load",1014,"exp",10,1,6,"B",551,759
"1662","load",1014,"exp",10,2,3,"B",340,1048
"1663","load",1014,"exp",10,3,9,"B",616,1255
"1664","load",1014,"exp",10,4,7,"B",218,854
"1665","load",1014,"exp",10,5,4,"A",803,741
"1666","load",1014,"exp",10,6,8,"B",508,834
"1667","load",1014,"exp",10,7,1,"A",693,3156
"1668","load",1014,"exp",10,8,10,"B",632,600
"1669","load",1014,"exp",10,9,2,"A",556,2126
"1670","load",1014,"exp",10,10,5,"B",724,2126
"1671","load",1014,"exp",11,1,3,"B",493,1622
"1672","load",1014,"exp",11,2,4,"A",565,810
"1673","load",1014,"exp",11,3,8,"B",233,872
"1674","load",1014,"exp",11,4,9,"B",759,964
"1675","load",1014,"exp",11,5,10,"B",790,549
"1676","load",1014,"exp",11,6,7,"B",779,1019
"1677","load",1014,"exp",11,7,5,"B",366,1721
"1678","load",1014,"exp",11,8,1,"A",463,910
"1679","load",1014,"exp",11,9,2,"A",750,535
"1680","load",1014,"exp",11,10,6,"B",1013,535
"1681","load",1014,"exp",12,1,4,"A",959,2048
"1682","load",1014,"exp",12,2,10,"A",455,2020
"1683","load",1014,"exp",12,3,9,"B",526,3530
"1684","load",1014,"exp",12,4,6,"B",270,501
"1685","load",1014,"exp",12,5,3,"A",469,215
"1686","load",1014,"exp",12,6,8,"B",317,463
"1687","load",1014,"exp",12,7,2,"A",389,470
"1688","load",1014,"exp",12,8,7,"B",328,538
"1689","load",1014,"exp",12,9,5,"B",250,491
"1690","load",1014,"exp",12,10,1,"A",384,491
"1691","load",1015,"prac",0,1,99,"B",1504,20257
"1692","load",1015,"prac",0,2,98,"A",2984,849
"1693","load",1015,"prac",0,3,98,"A",432,1623
