"","cond","subj","phase","block","trial","stim","resp","rt","rtiti"
"81","load",1002,"exp",8,1,2,"A",307,4212
"82","load",1002,"exp",8,2,5,"A",389,3033
"83","load",1002,"exp",8,3,9,"B",542,3099
"84","load",1002,"exp",8,4,8,"B",1189,3751
"85","load",1002,"exp",8,5,7,"B",4008,3089
"86","load",1002,"exp",8,6,4,"A",392,2718
"87","load",1002,"exp",8,7,10,"B",381,2524
"88","load",1002,"exp",8,8,6,"A",1149,5077
"89","load",1002,"exp",8,9,3,"A",469,3140
"90","load",1002,"exp",8,10,1,"A",860,3140
"91","load",1002,"exp",9,1,1,"A",997,2048
"92","load",1002,"exp",9,2,7,"B",73,1945
"93","load",1002,"exp",9,3,9,"B",1251,3092
"94","load",1002,"exp",9,4,3,"B",1580,4410
"95","load",1002,"exp",9,5,2,"A",741,1001
"96","load",1002,"exp",9,6,6,"B",1659,2282
"97","load",1002,"exp",9,7,5,"A",1099,2887
"98","load",1002,"exp",9,8,8,"B",1331,2385
"99","load",1002,"exp",9,9,4,"A",149,2772
"100","load",1002,"exp",9,10,10,"B",751,2772
"101","load",1002,"exp",10,1,8,"B",536,2709
"102","load",1002,"exp",10,2,3,"B",1434,3436
"103","load",1002,"exp",10,3,6,"B",1135,2420
"104","load",1002,"exp",10,4,9,"B",1195,2012
"105","load",1002,"exp",10,5,2,"A",1166,1867
"106","load",1002,"exp",10,6,4,"A",843,1843
"107","load",1002,"exp",10,7,5,"A",995,14477
"108","load",1002,"exp",10,8,10,"B",636,2958
"109","load",1002,"exp",10,9,1,"A",397,1834
"110","load",1002,"exp",10,10,7,"B",390,1834
"111","load",1002,"exp",11,1,9,"B",649,1581
"112","load",1002,"exp",11,2,7,"B",637,1822
"113","load",1002,"exp",11,3,3,"B",1549,2551
"114","load",1002,"exp",11,4,5,"A",966,1624
"115","load",1002,"exp",11,5,6,"B",619,1402
"116","load",1002,"exp",11,6,10,"B",176,4581
"117","load",1002,"exp",11,7,4,"B",1637,2352
"118","load",1002,"exp",11,8,8,"A",1389,2392
"119","load",1002,"exp",11,9,1,"A",2493,2102
"120","load",1002,"exp",11,10,2,"A",38,2102
"121","load",1002,"exp",12,1,1,"A",465,1968
"122","load",1002,"exp",12,2,9,"B",2195,6574
"123","load",1002,"exp",12,3,8,"B",452,3634
"124","load",1002,"exp",12,4,7,"B",1322,3526
"125","load",1002,"exp",12,5,3,"A",394,2779
"126","load",1002,"exp",12,6,2,"A",626,3537
"127","load",1002,"exp",12,7,5,"B",1037,3036
"128","load",1002,"exp",12,8,4,"A",1223,1311
"129","load",1002,"exp",12,9,6,"B",410,3518
"130","load",1002,"exp",12,10,10,"A",158,3518
"131","load",1003,"prac",0,1,99,"B",2903,22352
"132","load",1003,"prac",0,2,99,"B",435,17596
"133","load",1003,"prac",0,3,98,"A",1098,6600
"134","load",1003,"prac",0,4,99,"B",3,2935
"135","load",1003,"prac",0,5,98,"A",798,3457
"136","load",1003,"prac",0,6,98,"A",597,2895
"137","load",1003,"prac",0,7,99,"B",744,2668
"138","load",1003,"prac",0,8,98,"A",279,2483
"139","load",1003,"prac",0,9,99,"B",424,3035
"140","load",1003,"prac",0,10,98,"A",461,3035
"141","load",1003,"exp",1,1,4,"A",493,4162
"142","load",1003,"exp",1,2,2,"A",383,2846
"143","load",1003,"exp",1,3,3,"B",384,12191
"144","load",1003,"exp",1,4,7,"B",282,3188
"145","load",1003,"exp",1,5,10,"B",655,5764
"146","load",1003,"exp",1,6,6,"B",4325,3866
"147","load",1003,"exp",1,7,8,"B",4288,5601
"148","load",1003,"exp",1,8,9,"B",212,3906
"149","load",1003,"exp",1,9,5,"B",879,3968
"150","load",1003,"exp",1,10,1,"A",380,3968
"151","load",1003,"exp",2,1,3,"B",4722,5049
"152","load",1003,"exp",2,2,10,"B",651,3538
"153","load",1003,"exp",2,3,5,"A",346,3330
"154","load",1003,"exp",2,4,1,"A",212,5636
"155","load",1003,"exp",2,5,6,"B",1600,2019
"156","load",1003,"exp",2,6,8,"A",1400,2851
"157","load",1003,"exp",2,7,7,"B",234,5082
"158","load",1003,"exp",2,8,9,"B",409,1803
"159","load",1003,"exp",2,9,2,"A",380,3162
"160","load",1003,"exp",2,10,4,"A",287,3162
"161","load",1003,"exp",3,1,4,"A",605,1897
"162","load",1003,"exp",3,2,1,"A",348,3249
"163","load",1003,"exp",3,3,3,"B",534,1476
"164","load",1003,"exp",3,4,8,"B",713,2665
"165","load",1003,"exp",3,5,2,"A",437,3133
"166","load",1003,"exp",3,6,10,"B",1303,3294
"167","load",1003,"exp",3,7,9,"B",523,3494
"168","load",1003,"exp",3,8,6,"B",296,2724
"169","load",1003,"exp",3,9,5,"A",294,1667
"170","load",1003,"exp",3,10,7,"B",371,1667
"171","load",1003,"exp",4,1,10,"B",2314,5995
"172","load",1003,"exp",4,2,2,"A",383,2493
"173","load",1003,"exp",4,3,6,"B",458,1401
"174","load",1003,"exp",4,4,8,"A",597,17873
"175","load",1003,"exp",4,5,5,"A",610,8684
"176","load",1003,"exp",4,6,1,"A",70,14419
"177","load",1003,"exp",4,7,3,"A",1088,7531
"178","load",1003,"exp",4,8,7,"B",951,4201
"179","load",1003,"exp",4,9,4,"A",197,1854
"180","load",1003,"exp",4,10,9,"B",167,1854
"181","load",1003,"exp",5,1,7,"B",430,2342
"182","load",1003,"exp",5,2,8,"A",154,2552
"183","load",1003,"exp",5,3,3,"B",497,2663
"184","load",1003,"exp",5,4,4,"A",1112,2105
"185","load",1003,"exp",5,5,6,"B",696,1624
"186","load",1003,"exp",5,6,1,"A",333,3283
"187","load",1003,"exp",5,7,10,"A",199,4130
"188","load",1003,"exp",5,8,5,"B",460,3836
"189","load",1003,"exp",5,9,2,"A",407,3787
"190","load",1003,"exp",5,10,9,"B",234,3787
"191","load",1003,"exp",6,1,5,"A",809,3565
"192","load",1003,"exp",6,2,8,"B",334,7189
"193","load",1003,"exp",6,3,6,"B",304,1708
"194","load",1003,"exp",6,4,3,"A",637,1920
"195","load",1003,"exp",6,5,4,"A",250,3243
"196","load",1003,"exp",6,6,9,"B",526,2968
"197","load",1003,"exp",6,7,10,"A",280,8513
"198","load",1003,"exp",6,8,1,"A",423,3196
"199","load",1003,"exp",6,9,7,"B",694,4386
"200","load",1003,"exp",6,10,2,"A",550,4386
"201","load",1003,"exp",7,1,5,"A",189,2596
"202","load",1003,"exp",7,2,2,"A",654,1939
"203","load",1003,"exp",7,3,7,"B",1249,2592
"204","load",1003,"exp",7,4,4,"A",1041,2118
"205","load",1003,"exp",7,5,3,"A",683,2438
"206","load",1003,"exp",7,6,10,"B",429,2629
"207","load",1003,"exp",7,7,9,"B",655,1956
"208","load",1003,"exp",7,8,1,"A",236,3147
"209","load",1003,"exp",7,9,8,"B",411,1964
"210","load",1003,"exp",7,10,6,"B",255,1964
"211","load",1003,"exp",8,1,8,"A",375,1878
"212","load",1003,"exp",8,2,5,"B",570,3259
"213","load",1003,"exp",8,3,2,"A",215,2628
"214","load",1003,"exp",8,4,3,"A",277,2349
"215","load",1003,"exp",8,5,6,"B",349,2547
"216","load",1003,"exp",8,6,9,"B",235,1179
"217","load",1003,"exp",8,7,10,"A",281,3414
"218","load",1003,"exp",8,8,4,"A",379,5690
"219","load",1003,"exp",8,9,7,"B",1135,2566
"220","load",1003,"exp",8,10,1,"A",483,2566
"221","load",1003,"exp",9,1,6,"B",1020,3609
"222","load",1003,"exp",9,2,2,"A",504,2590
"223","load",1003,"exp",9,3,9,"B",351,2294
"224","load",1003,"exp",9,4,4,"A",568,986
"225","load",1003,"exp",9,5,7,"B",276,2491
"226","load",1003,"exp",9,6,1,"A",232,1417
"227","load",1003,"exp",9,7,5,"B",318,1695
"228","load",1003,"exp",9,8,8,"A",602,2327
"229","load",1003,"exp",9,9,3,"A",285,7238
"230","load",1003,"exp",9,10,10,"B",332,7238
"231","load",1003,"exp",10,1,7,"B",325,1703
"232","load",1003,"exp",10,2,1,"A",1878,1649
"233","load",1003,"exp",10,3,5,"B",636,2941
"234","load",1003,"exp",10,4,8,"A",774,4675
"235","load",1003,"exp",10,5,4,"A",378,1608
"236","load",1003,"exp",10,6,10,"B",505,1361
"237","load",1003,"exp",10,7,2,"A",519,1458
"238","load",1003,"exp",10,8,3,"B",1031,1479
"239","load",1003,"exp",10,9,6,"B",778,1560
"240","load",1003,"exp",10,10,9,"B",1175,1560
"241","load",1003,"exp",11,1,5,"B",1417,2313
"242","load",1003,"exp",11,2,8,"A",1020,1065
"243","load",1003,"exp",11,3,7,"B",34,3370
"244","load",1003,"exp",11,4,9,"B",409,1406
"245","load",1003,"exp",11,5,1,"A",238,5518
"246","load",1003,"exp",11,6,4,"A",235,4570
"247","load",1003,"exp",11,7,3,"A",440,1346
"248","load",1003,"exp",11,8,6,"B",469,2432
"249","load",1003,"exp",11,9,10,"A",971,1330
"250","load",1003,"exp",11,10,2,"B",1517,1330
"251","load",1003,"exp",12,1,4,"A",380,1769
"252","load",1003,"exp",12,2,9,"B",677,1192
"253","load",1003,"exp",12,3,2,"A",364,1687
"254","load",1003,"exp",12,4,5,"B",343,1945
"255","load",1003,"exp",12,5,1,"B",615,1542
"256","load",1003,"exp",12,6,10,"B",286,2617
"257","load",1003,"exp",12,7,8,"A",2430,2809
"258","load",1003,"exp",12,8,7,"B",636,3788
"259","load",1003,"exp",12,9,3,"A",365,2629
"260","load",1003,"exp",12,10,6,"B",64,2629
"261","load",1004,"prac",0,1,98,"A",3180,906
"262","load",1004,"prac",0,2,99,"B",4213,741
"263","load",1004,"prac",0,3,98,"A",347,930
"264","load",1004,"prac",0,4,98,"A",472,1609
"265","load",1004,"prac",0,5,99,"B",1631,616
"266","load",1004,"prac",0,6,99,"B",218,857
"267","load",1004,"prac",0,7,99,"B",526,2633
"268","load",1004,"prac",0,8,98,"A",631,1560
"269","load",1004,"prac",0,9,98,"A",177,822
"270","load",1004,"prac",0,10,99,"B",278,822
"271","load",1004,"exp",1,1,2,"A",1239,817
"272","load",1004,"exp",1,2,4,"A",690,3645
"273","load",1004,"exp",1,3,5,"A",651,1330
"274","load",1004,"exp",1,4,8,"A",2792,1273
"275","load",1004,"exp",1,5,1,"A",254,917
"276","load",1004,"exp",1,6,9,"B",554,3467
"277","load",1004,"exp",1,7,10,"B",122,882
"278","load",1004,"exp",1,8,3,"B",84,886
"279","load",1004,"exp",1,9,6,"B",169,588
"280","load",1004,"exp",1,10,7,"B",247,588
"281","load",1004,"exp",2,1,1,"A",2097,3337
"282","load",1004,"exp",2,2,6,"B",543,2749
"283","load",1004,"exp",2,3,8,"B",2775,3032
"284","load",1004,"exp",2,4,7,"B",823,2907
"285","load",1004,"exp",2,5,4,"A",1053,674
"286","load",1004,"exp",2,6,10,"B",535,661
"287","load",1004,"exp",2,7,5,"A",100,587
"288","load",1004,"exp",2,8,3,"B",730,1084
"289","load",1004,"exp",2,9,9,"B",441,418
"290","load",1004,"exp",2,10,2,"A",309,418
"291","load",1004,"exp",3,1,7,"B",600,1909
"292","load",1004,"exp",3,2,8,"B",1618,1468
"293","load",1004,"exp",3,3,10,"B",277,2477
"294","load",1004,"exp",3,4,6,"B",886,665
"295","load",1004,"exp",3,5,3,"B",412,625
"296","load",1004,"exp",3,6,5,"A",1531,2048
"297","load",1004,"exp",3,7,9,"B",344,2753
"298","load",1004,"exp",3,8,2,"A",181,1052
"299","load",1004,"exp",3,9,4,"A",423,2653
"300","load",1004,"exp",3,10,1,"A",333,2653
"301","load",1004,"exp",4,1,8,"A",547,1398
"302","load",1004,"exp",4,2,3,"B",574,1221
"303","load",1004,"exp",4,3,2,"B",3930,579
"304","load",1004,"exp",4,4,9,"B",1336,709
"305","load",1004,"exp",4,5,1,"A",394,524
"306","load",1004,"exp",4,6,5,"A",585,464
"307","load",1004,"exp",4,7,6,"B",1207,504
"308","load",1004,"exp",4,8,4,"A",272,456
"309","load",1004,"exp",4,9,10,"B",716,380
"310","load",1004,"exp",4,10,7,"B",622,380
"311","load",1004,"exp",5,1,1,"A",641,1654
"312","load",1004,"exp",5,2,4,"A",715,763
"313","load",1004,"exp",5,3,2,"A",278,702
"314","load",1004,"exp",5,4,7,"B",670,454
"315","load",1004,"exp",5,5,5,"A",382,600
"316","load",1004,"exp",5,6,8,"A",270,456
"317","load",1004,"exp",5,7,3,"B",241,451
"318","load",1004,"exp",5,8,9,"B",423,767
"319","load",1004,"exp",5,9,10,"B",263,447
"320","load",1004,"exp",5,10,6,"B",284,447
"321","load",1004,"exp",6,1,10,"B",1083,1430
"322","load",1004,"exp",6,2,5,"A",426,1746
"323","load",1004,"exp",6,3,4,"A",268,1987
"324","load",1004,"exp",6,4,1,"A",3379,524
"325","load",1004,"exp",6,5,6,"B",536,2262
"326","load",1004,"exp",6,6,8,"A",571,704
"327","load",1004,"exp",6,7,2,"A",416,374
"328","load",1004,"exp",6,8,3,"B",1053,769
"329","load",1004,"exp",6,9,7,"B",2187,979
"330","load",1004,"exp",6,10,9,"B",954,979
"331","load",1004,"exp",7,1,7,"B",1048,411
"332","load",1004,"exp",7,2,3,"A",1611,466
"333","load",1004,"exp",7,3,4,"A",408,395
"334","load",1004,"exp",7,4,10,"A",1191,567
"335","load",1004,"exp",7,5,1,"A",1213,353
"336","load",1004,"exp",7,6,8,"B",719,499
"337","load",1004,"exp",7,7,2,"A",573,374
"338","load",1004,"exp",7,8,9,"B",1033,473
"339","load",1004,"exp",7,9,6,"B",612,402
"340","load",1004,"exp",7,10,5,"B",188,402
"341","load",1004,"exp",8,1,6,"B",623,925
"342","load",1004,"exp",8,2,3,"A",771,832
"343","load",1004,"exp",8,3,2,"A",41,1346
"344","load",1004,"exp",8,4,8,"B",955,664
"345","load",1004,"exp",8,5,5,"B",726,391
"346","load",1004,"exp",8,6,4,"A",264,814
"347","load",1004,"exp",8,7,9,"B",9,654
"348","load",1004,"exp",8,8,1,"A",664,481
"349","load",1004,"exp",8,9,7,"B",588,1076
"350","load",1004,"exp",8,10,10,"A",25,1076
"351","load",1004,"exp",9,1,8,"B",725,777
"352","load",1004,"exp",9,2,7,"B",575,980
"353","load",1004,"exp",9,3,1,"A",280,623
"354","load",1004,"exp",9,4,4,"A",295,356
"355","load",1004,"exp",9,5,10,"A",670,406
"356","load",1004,"exp",9,6,6,"B",640,483
"357","load",1004,"exp",9,7,5,"B",606,601
"358","load",1004,"exp",9,8,9,"B",856,421
"359","load",1004,"exp",9,9,2,"A",87,858
"360","load",1004,"exp",9,10,3,"A",142,858
"361","load",1004,"exp",10,1,5,"B",1267,741
"362","load",1004,"exp",10,2,4,"A",1261,716
"363","load",1004,"exp",10,3,6,"B",614,546
"364","load",1004,"exp",10,4,9,"B",808,412
"365","load",1004,"exp",10,5,8,"B",720,1491
"366","load",1004,"exp",10,6,7,"B",487,4730
"367","load",1004,"exp",10,7,2,"A",569,2796
"368","load",1004,"exp",10,8,10,"A",525,1337
"369","load",1004,"exp",10,9,1,"A",1773,931
"370","load",1004,"exp",10,10,3,"A",132,931
"371","load",1004,"exp",11,1,9,"B",286,1177
"372","load",1004,"exp",11,2,6,"B",173,562
"373","load",1004,"exp",11,3,7,"B",335,550
"374","load",1004,"exp",11,4,8,"A",334,356
"375","load",1004,"exp",11,5,1,"A",433,414
"376","load",1004,"exp",11,6,10,"B",296,678
"377","load",1004,"exp",11,7,5,"A",267,757
"378","load",1004,"exp",11,8,2,"A",998,1186
"379","load",1004,"exp",11,9,3,"B",239,835
"380","load",1004,"exp",11,10,4,"A",520,835
"381","load",1004,"exp",12,1,9,"B",246,697
"382","load",1004,"exp",12,2,6,"B",1708,532
"383","load",1004,"exp",12,3,7,"B",441,677
"384","load",1004,"exp",12,4,5,"A",602,405
"385","load",1004,"exp",12,5,3,"B",328,427
"386","load",1004,"exp",12,6,2,"A",310,407
"387","load",1004,"exp",12,7,1,"A",376,418
"388","load",1004,"exp",12,8,10,"B",468,646
"389","load",1004,"exp",12,9,8,"A",490,477
"390","load",1004,"exp",12,10,4,"A",417,477
"391","load",1005,"prac",0,1,99,"A",12126,150102
"392","load",1005,"prac",0,2,99,"B",3162,2182
"393","load",1005,"prac",0,3,98,"A",1142,1853
"394","load",1005,"prac",0,4,99,"B",2038,2018
"395","load",1005,"prac",0,5,98,"A",903,1214
"396","load",1005,"prac",0,6,98,"A",1080,1650
"397","load",1005,"prac",0,7,98,"A",908,2661
"398","load",1005,"prac",0,8,99,"B",1380,1419
"399","load",1005,"prac",0,9,98,"A",1008,1485
"400","load",1005,"prac",0,10,99,"B",1274,1485
"401","load",1005,"exp",1,1,8,"B",1540,7499
"402","load",1005,"exp",1,2,1,"A",1119,6962
"403","load",1005,"exp",1,3,9,"B",1030,3928
"404","load",1005,"exp",1,4,2,"A",1007,1947
"405","load",1005,"exp",1,5,7,"B",1786,10677
"406","load",1005,"exp",1,6,6,"B",1465,3570
"407","load",1005,"exp",1,7,3,"B",1189,4855
"408","load",1005,"exp",1,8,5,"A",967,3018
"409","load",1005,"exp",1,9,10,"B",1408,5643
"410","load",1005,"exp",1,10,4,"A",1191,5643
"411","load",1005,"exp",2,1,6,"B",2373,12693
"412","load",1005,"exp",2,2,5,"A",1581,3210
"413","load",1005,"exp",2,3,7,"B",959,4051
"414","load",1005,"exp",2,4,2,"A",716,5998
"415","load",1005,"exp",2,5,10,"B",696,4454
"416","load",1005,"exp",2,6,3,"B",2459,3385
"417","load",1005,"exp",2,7,4,"A",1228,1970
"418","load",1005,"exp",2,8,1,"A",2988,5255
"419","load",1005,"exp",2,9,9,"B",827,3205
"420","load",1005,"exp",2,10,8,"A",909,3205
"421","load",1005,"exp",3,1,9,"B",1885,3544
"422","load",1005,"exp",3,2,3,"B",434,7452
"423","load",1005,"exp",3,3,10,"B",1030,3735
"424","load",1005,"exp",3,4,2,"A",503,5807
"425","load",1005,"exp",3,5,6,"B",1391,4007
"426","load",1005,"exp",3,6,8,"A",1305,2562
"427","load",1005,"exp",3,7,4,"A",984,2360
"428","load",1005,"exp",3,8,1,"A",1317,2847
"429","load",1005,"exp",3,9,5,"A",1062,1948
"430","load",1005,"exp",3,10,7,"B",989,1948
"431","load",1005,"exp",4,1,8,"A",615,3222
"432","load",1005,"exp",4,2,1,"A",1501,2588
"433","load",1005,"exp",4,3,3,"B",758,2517
"434","load",1005,"exp",4,4,2,"A",1188,4997
"435","load",1005,"exp",4,5,7,"B",1252,1729
"436","load",1005,"exp",4,6,4,"A",1028,6470
"437","load",1005,"exp",4,7,10,"B",931,8082
"438","load",1005,"exp",4,8,9,"B",863,2285
"439","load",1005,"exp",4,9,5,"A",775,2322
"440","load",1005,"exp",4,10,6,"B",789,2322
"441","load",1005,"exp",5,1,9,"B",997,4224
"442","load",1005,"exp",5,2,1,"A",714,5816
"443","load",1005,"exp",5,3,6,"B",1112,3370
"444","load",1005,"exp",5,4,4,"A",607,2972
"445","load",1005,"exp",5,5,5,"A",850,2605
"446","load",1005,"exp",5,6,8,"A",638,5552
"447","load",1005,"exp",5,7,2,"A",474,3304
"448","load",1005,"exp",5,8,7,"B",838,3527
"449","load",1005,"exp",5,9,3,"B",653,1633
"450","load",1005,"exp",5,10,10,"B",988,1633
"451","load",1005,"exp",6,1,1,"A",1196,2748
"452","load",1005,"exp",6,2,2,"A",634,2025
"453","load",1005,"exp",6,3,10,"B",1013,4818
"454","load",1005,"exp",6,4,8,"A",460,2987
"455","load",1005,"exp",6,5,9,"B",624,5298
"456","load",1005,"exp",6,6,5,"A",1049,3100
"457","load",1005,"exp",6,7,3,"B",932,2485
"458","load",1005,"exp",6,8,7,"B",1070,2518
"459","load",1005,"exp",6,9,4,"A",1245,2856
"460","load",1005,"exp",6,10,6,"B",1031,2856
"461","load",1005,"exp",7,1,2,"A",744,1665
"462","load",1005,"exp",7,2,1,"A",496,4266
"463","load",1005,"exp",7,3,8,"A",431,1479
"464","load",1005,"exp",7,4,6,"B",430,1962
"465","load",1005,"exp",7,5,7,"B",1023,1742
"466","load",1005,"exp",7,6,5,"A",725,3545
"467","load",1005,"exp",7,7,3,"B",877,2431
"468","load",1005,"exp",7,8,9,"B",1185,2706
"469","load",1005,"exp",7,9,4,"A",534,2006
"470","load",1005,"exp",7,10,10,"B",785,2006
"471","load",1005,"exp",8,1,6,"B",848,2060
"472","load",1005,"exp",8,2,7,"B",702,1179
"473","load",1005,"exp",8,3,1,"A",423,1581
"474","load",1005,"exp",8,4,10,"B",543,3487
"475","load",1005,"exp",8,5,9,"B",616,1574
"476","load",1005,"exp",8,6,8,"A",457,9975
"477","load",1005,"exp",8,7,4,"A",767,1866
"478","load",1005,"exp",8,8,5,"A",540,3496
"479","load",1005,"exp",8,9,2,"A",1257,7254
"480","load",1005,"exp",8,10,3,"B",353,7254
"481","load",1005,"exp",9,1,10,"B",1263,2164
"482","load",1005,"exp",9,2,4,"A",412,1602
"483","load",1005,"exp",9,3,6,"B",721,2068
"484","load",1005,"exp",9,4,1,"A",871,5403
"485","load",1005,"exp",9,5,2,"A",2021,3771
"486","load",1005,"exp",9,6,9,"B",517,2081
"487","load",1005,"exp",9,7,3,"B",994,1416
"488","load",1005,"exp",9,8,5,"A",767,2843
"489","load",1005,"exp",9,9,7,"B",1185,4591
"490","load",1005,"exp",9,10,8,"A",392,4591
"491","load",1005,"exp",10,1,5,"A",437,2383
"492","load",1005,"exp",10,2,8,"A",651,1280
"493","load",1005,"exp",10,3,10,"B",802,1474
"494","load",1005,"exp",10,4,1,"A",319,2128
"495","load",1005,"exp",10,5,9,"B",1421,3035
"496","load",1005,"exp",10,6,7,"B",907,2291
"497","load",1005,"exp",10,7,2,"A",781,2411
"498","load",1005,"exp",10,8,6,"B",893,1683
"499","load",1005,"exp",10,9,3,"B",860,5177
"500","load",1005,"exp",10,10,4,"A",1245,5177
"501","load",1005,"exp",11,1,8,"A",773,1234
"502","load",1005,"exp",11,2,7,"B",751,2264
"503","load",1005,"exp",11,3,3,"B",812,1908
"504","load",1005,"exp",11,4,6,"B",747,1810
"505","load",1005,"exp",11,5,5,"A",858,5145
"506","load",1005,"exp",11,6,10,"B",951,1478
"507","load",1005,"exp",11,7,1,"A",674,2526
"508","load",1005,"exp",11,8,4,"A",844,2359
"509","load",1005,"exp",11,9,9,"B",959,2355
"510","load",1005,"exp",11,10,2,"A",673,2355
"511","load",1005,"exp",12,1,8,"A",825,7650
"512","load",1005,"exp",12,2,7,"B",1045,2297
"513","load",1005,"exp",12,3,1,"A",452,1875
"514","load",1005,"exp",12,4,2,"A",1625,3810
"515","load",1005,"exp",12,5,10,"B",665,3509
"516","load",1005,"exp",12,6,9,"B",456,1816
"517","load",1005,"exp",12,7,3,"B",568,1883
"518","load",1005,"exp",12,8,4,"A",756,1564
"519","load",1005,"exp",12,9,5,"A",1013,2611
"520","load",1005,"exp",12,10,6,"B",554,2611
"521","load",1006,"prac",0,1,99,"B",548,6739
"522","load",1006,"prac",0,2,99,"B",384,2959
"523","load",1006,"prac",0,3,98,"A",187,2242
"524","load",1006,"prac",0,4,98,"A",592,3290
"525","load",1006,"prac",0,5,98,"A",106,2883
"526","load",1006,"prac",0,6,99,"B",723,1590
"527","load",1006,"prac",0,7,99,"B",198,8478
"528","load",1006,"prac",0,8,98,"A",651,2173
"529","load",1006,"prac",0,9,98,"A",587,2725
"530","load",1006,"prac",0,10,99,"B",557,2725
"531","load",1006,"exp",1,1,9,"B",650,2860
"532","load",1006,"exp",1,2,1,"A",984,2622
"533","load",1006,"exp",1,3,3,"A",552,2438
