"cond"	"subj"	"cbal"	"sex"	"age"	"course"	"year"	"phase"	"block"	"trial"	"stim"	"rein"	"score"	"totresp"	"numlost"	"itiresp"	"resp"
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	15	"C"	0	149	906	41	4	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	16	"CD"	1	152	941	43	2	33
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	17	"CD"	1	158	975	44	2	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	18	"AB"	0	157	980	45	3	2
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	19	"C"	0	156	1002	46	0	22
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	20	"AB"	0	156	1003	46	0	1
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	21	"AB"	0	156	1003	46	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	22	"CD"	1	161	1039	47	0	36
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	23	"AB"	0	160	1041	48	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	24	"CD"	1	165	1073	49	0	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	1	"D"	0	165	1075	49	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	2	"AB"	0	165	1075	49	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	3	"A"	1	168	1111	51	0	36
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	4	"AB"	0	168	1115	51	3	1
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	5	"D"	0	168	1115	51	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	6	"AB"	0	168	1115	51	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	7	"AB"	0	168	1115	51	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	8	"B"	1	167	1120	52	0	5
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	9	"CD"	1	170	1154	53	0	34
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	10	"CD"	1	172	1187	55	2	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	11	"C"	0	172	1198	55	1	10
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	12	"CD"	1	175	1232	57	0	34
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	13	"A"	1	176	1260	59	3	25
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	14	"B"	1	179	1296	60	5	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	15	"CD"	1	182	1331	62	3	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	16	"C"	0	181	1344	63	1	12
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	1	"C"	0	181	1344	63	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	2	"AB"	0	181	1344	63	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	3	"AB"	0	181	1344	63	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	4	"CD"	1	184	1380	65	0	36
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	5	"A"	1	186	1407	66	2	25
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	6	"CD"	1	188	1441	68	4	30
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	7	"AB"	0	188	1443	68	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	8	"D"	0	188	1443	68	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	9	"D"	0	188	1443	68	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	10	"B"	1	191	1475	69	0	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	11	"B"	1	193	1510	71	4	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	12	"A"	1	196	1541	73	0	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	13	"C"	0	196	1542	73	1	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	14	"CD"	1	200	1575	74	0	33
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	15	"CD"	1	202	1608	76	2	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	16	"AB"	0	202	1609	76	1	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	1	"AB"	0	202	1609	76	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	2	"CD"	1	205	1644	78	0	35
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	3	"B"	1	207	1674	79	3	27
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	4	"A"	1	209	1707	81	3	30
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	5	"AB"	0	209	1708	81	1	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	6	"AB"	0	209	1710	81	0	2
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	7	"D"	0	209	1710	81	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	8	"A"	1	211	1747	83	0	37
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	9	"D"	0	211	1750	83	3	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	10	"AB"	0	211	1750	83	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	11	"C"	0	211	1756	83	0	6
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	12	"CD"	1	213	1788	85	0	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	13	"CD"	1	215	1823	87	2	33
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	14	"C"	0	215	1825	87	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	15	"CD"	1	219	1859	88	0	34
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	16	"B"	1	220	1889	90	2	28
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	1	"AB"	0	220	1892	90	2	1
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	2	"B"	1	222	1925	92	0	33
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	3	"AB"	0	222	1928	92	3	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	4	"C"	0	222	1928	92	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	5	"D"	0	222	1928	92	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	6	"B"	1	224	1960	94	0	32
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	7	"CD"	1	227	1993	95	2	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	8	"CD"	1	229	2025	97	1	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	9	"C"	0	229	2027	97	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	10	"A"	1	232	2058	98	0	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	11	"A"	1	234	2091	100	2	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	12	"AB"	0	234	2092	100	1	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	13	"B"	1	236	2122	102	0	30
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	14	"A"	1	239	2149	103	0	27
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	15	"D"	0	239	2149	103	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	16	"C"	0	239	2149	103	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	17	"CD"	1	242	2186	105	0	37
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	18	"AB"	0	242	2188	105	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	19	"CD"	1	246	2219	106	0	31
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	20	"D"	0	245	2221	107	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	21	"AB"	0	245	2221	107	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	22	"AB"	0	245	2221	107	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	23	"CD"	1	249	2256	108	0	35
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	24	"CD"	1	251	2292	110	1	35
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	1	"C"	0	251	2294	110	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	2	"C"	0	251	2294	110	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	3	"D"	0	251	2294	110	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	4	"E"	1	252	2322	112	0	28
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	5	"AB"	0	252	2324	112	2	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	6	"D"	0	252	2324	112	0	0
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	7	"CD"	1	255	2360	114	0	36
"NP"	3	5	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	8	"F"	1	257	2391	115	2	29
