"date","subj","keyb","phase","sess","trial","snum","stim","vtft","ftpks","pk1acc","totpks","pos1rt","neg1rt","fc","pz1","pz2","pz3","lsess"
"2006-11-02","At","left",1,65,49,3,"S0100",2,1,"*",3,979,-1,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,50,7,"S2000",2,0,"*",4,-1,1018,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,51,5,"S0002",2,0,"+",1,1123,3832,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,52,2,"S0010",2,0,"*",3,1207,-1,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,53,4,"S1000",3,0,"*",4,1310,-1,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,54,6,"S0020",2,0,"*",2,-1,1368,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,55,1,"S0001",2,0,"+",1,5479,674,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,56,8,"S0200",3,0,"+",1,1003,4517,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,57,6,"S0020",3,1,"*",2,-1,650,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,58,4,"S1000",3,0,"+",1,3849,1839,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,59,3,"S0100",3,0,"+",1,6063,792,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,60,5,"S0002",3,0,"+",1,1001,4385,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,61,2,"S0010",2,0,"*",2,1843,-1,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,62,1,"S0001",3,1,"*",5,874,-1,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,63,7,"S2000",2,1,"*",2,-1,484,"",-1,-1,-1,46
"2006-11-02","At","left",1,65,64,8,"S0200",3,0,"+",1,2351,4403,"",-1,-1,-1,46
"2006-11-03","At","left",1,66,1,7,"S2000",2,0,"*",2,3896,1269,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,2,5,"S0002",3,1,"*",11,-1,963,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,3,2,"S0010",3,0,"+",1,3958,900,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,4,1,"S0001",3,0,"+",1,7750,777,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,5,8,"S0200",2,0,"+",1,795,9494,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,6,4,"S0100",3,0,"*",9,1124,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,7,6,"S0020",2,3,"*",6,-1,670,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,8,3,"S1000",3,0,"*",6,1387,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,9,7,"S2000",3,0,"*",2,-1,1432,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,10,6,"S0020",2,0,"*",5,-1,1042,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,11,1,"S0001",2,1,"*",5,818,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,12,2,"S0010",3,0,"*",7,1113,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,13,5,"S0002",3,0,"+",1,756,6134,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,14,4,"S0100",3,0,"*",2,2845,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,15,8,"S0200",2,2,"*",3,-1,514,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,16,3,"S1000",2,0,"*",3,1102,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,17,5,"S0002",3,2,"*",8,-1,652,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,18,6,"S0020",2,0,"*",1,-1,3994,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,19,1,"S0001",2,0,"*",1,2236,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,20,2,"S0010",3,2,"*",6,652,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,21,7,"S2000",2,1,"*",3,-1,632,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,22,3,"S1000",2,0,"*",5,1083,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,23,8,"S0200",3,1,"*",4,-1,837,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,24,4,"S0100",2,0,"+",1,4464,673,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,25,1,"S0001",2,0,"*",3,1083,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,26,6,"S0020",3,0,"+",1,1861,15118,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,27,2,"S0010",3,0,"*",3,1719,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,28,8,"S0200",2,0,"*",3,-1,1189,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,29,7,"S2000",3,1,"*",8,-1,959,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,30,3,"S1000",3,1,"*",6,897,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,31,5,"S0002",3,2,"*",5,-1,527,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,32,4,"S0100",2,0,"*",2,1125,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,33,1,"S0001",3,0,"*",3,1657,4472,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,34,6,"S0020",3,0,"*",2,-1,2475,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,35,4,"S1000",2,1,"*",6,897,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,36,8,"S0200",3,0,"+",1,2496,4014,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,37,3,"S0100",3,1,"*",2,919,2805,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,38,7,"S2000",3,1,"*",3,-1,927,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,39,2,"S0010",3,0,"+",1,5388,3706,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,40,5,"S0002",3,3,"*",8,-1,610,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,41,6,"S0020",2,2,"*",5,-1,794,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,42,2,"S0010",2,0,"+",1,6110,507,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,43,3,"S0100",2,0,"+",1,3932,1450,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,44,7,"S2000",3,1,"*",8,-1,958,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,45,4,"S1000",3,0,"*",6,1430,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,46,8,"S0200",3,3,"*",6,-1,568,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,47,5,"S0002",2,2,"*",6,-1,815,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,48,1,"S0001",3,0,"+",1,6908,466,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,49,8,"S0200",2,3,"*",6,-1,445,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,50,3,"S0100",3,0,"+",1,5488,629,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,51,5,"S0002",2,0,"+",1,1040,3755,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,52,7,"S2000",2,1,"*",3,-1,938,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,53,2,"S0010",2,0,"*",3,1166,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,54,1,"S0001",2,0,"*",4,1061,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,55,6,"S0020",2,0,"*",2,-1,1204,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,56,4,"S1000",3,1,"*",8,1004,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,57,4,"S1000",3,1,"*",6,919,-1,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,58,7,"S2000",2,0,"+",1,1840,3567,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,59,5,"S0002",3,2,"*",5,-1,588,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,60,2,"S0010",3,0,"+",2,3008,1716,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,61,6,"S0020",2,2,"*",5,-1,731,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,62,1,"S0001",2,0,"+",1,5038,2372,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,63,3,"S0100",3,0,"*",4,1120,4715,"",-1,-1,-1,47
"2006-11-03","At","left",1,66,64,8,"S0200",3,2,"*",4,-1,547,"",-1,-1,-1,47
"2006-11-06","At","left",1,67,1,5,"S0002",2,0,"+",1,1390,5819,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,2,2,"S0010",2,0,"+",1,10746,569,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,3,8,"S0200",2,0,"+",1,1494,9516,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,4,6,"S0020",2,0,"*",4,-1,1112,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,5,4,"S0100",3,0,"+",1,7037,1214,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,6,1,"S0001",3,0,"+",1,27520,982,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,7,7,"S2000",3,2,"*",5,-1,652,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,8,3,"S1000",2,0,"*",4,1124,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,9,5,"S0002",3,1,"*",4,-1,677,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,10,1,"S0001",2,0,"+",1,14012,3710,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,11,4,"S0100",3,0,"+",1,8550,715,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,12,7,"S2000",3,1,"*",6,-1,898,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,13,2,"S0010",3,0,"+",1,7161,1041,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,14,3,"S1000",2,0,"*",3,1021,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,15,6,"S0020",2,1,"*",5,-1,777,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,16,8,"S0200",2,1,"*",2,-1,939,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,17,3,"S1000",2,0,"*",2,1980,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,18,7,"S2000",2,0,"+",1,1164,7565,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,19,4,"S0100",2,0,"*",4,1268,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,20,1,"S0001",2,0,"*",5,1288,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,21,6,"S0020",2,2,"*",4,-1,691,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,22,5,"S0002",3,0,"+",1,1103,5418,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,23,2,"S0010",2,0,"*",4,1083,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,24,8,"S0200",2,0,"+",1,1513,10701,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,25,7,"S2000",2,0,"*",2,-1,1352,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,26,1,"S0001",2,0,"*",3,1190,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,27,5,"S0002",2,1,"*",6,-1,735,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,28,3,"S1000",3,0,"*",4,1876,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,29,8,"S0200",2,2,"*",6,-1,531,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,30,2,"S0010",2,0,"*",2,1369,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,31,4,"S0100",2,0,"*",3,1308,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,32,6,"S0020",2,0,"*",1,-1,3072,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,33,6,"S0020",3,1,"*",4,-1,716,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,34,8,"S0200",3,0,"+",1,1245,7911,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,35,4,"S1000",3,0,"*",4,1805,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,36,3,"S0100",3,2,"*",8,713,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,37,5,"S0002",2,0,"+",1,631,7998,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,38,1,"S0001",2,0,"*",2,1654,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,39,7,"S2000",2,1,"*",6,-1,549,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,40,2,"S0010",2,0,"*",1,3732,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,41,5,"S0002",2,0,"*",1,-1,2969,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,42,6,"S0020",2,0,"*",5,-1,1164,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,43,2,"S0010",3,0,"*",3,1368,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,44,4,"S1000",2,0,"*",2,1271,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,45,8,"S0200",2,1,"*",5,-1,858,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,46,1,"S0001",3,0,"*",2,1204,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,47,3,"S0100",2,0,"*",2,1840,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,48,7,"S2000",2,1,"*",3,-1,876,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,49,3,"S0100",3,0,"*",2,2188,4146,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,50,6,"S0020",3,1,"*",3,-1,979,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,51,2,"S0010",2,2,"*",6,757,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,52,8,"S0200",3,1,"*",5,-1,548,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,53,5,"S0002",2,0,"+",1,630,7151,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,54,4,"S1000",3,0,"+",1,3715,1736,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,55,1,"S0001",2,1,"*",6,978,6966,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,56,7,"S2000",2,0,"+",1,3115,4715,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,57,8,"S0200",3,0,"+",1,982,4372,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,58,1,"S0001",2,1,"*",4,917,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,59,5,"S0002",3,0,"*",1,-1,4475,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,60,4,"S1000",2,1,"*",3,733,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,61,7,"S2000",2,1,"*",2,-1,899,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,62,2,"S0010",3,0,"*",7,1205,-1,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,63,6,"S0020",2,0,"*",2,-1,1510,"",-1,-1,-1,48
"2006-11-06","At","left",1,67,64,3,"S0100",2,0,"+",1,7130,772,"",-1,-1,-1,48
"2006-11-07","At","left",1,68,1,8,"S0200",3,1,"*",2,-1,920,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,2,1,"S0001",2,0,"+",1,29145,11661,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,3,4,"S0100",2,0,"+",1,15577,667,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,4,7,"S2000",3,1,"*",2,-1,1002,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,5,5,"S0002",2,1,"*",3,-1,879,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,6,2,"S0010",3,0,"*",4,1394,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,7,6,"S0020",2,1,"*",3,-1,715,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,8,3,"S1000",3,1,"*",7,961,6784,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,9,6,"S0020",3,1,"*",3,-1,673,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,10,5,"S0002",3,0,"+",1,1313,7055,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,11,1,"S0001",2,0,"+",1,7927,955,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,12,2,"S0010",2,0,"*",3,1308,4185,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,13,8,"S0200",3,0,"*",1,-1,3979,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,14,4,"S0100",2,0,"+",1,5847,919,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,15,7,"S2000",3,0,"*",1,-1,15033,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,16,3,"S1000",2,0,"+",1,8165,4044,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,17,2,"S0010",3,1,"*",3,1001,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,18,7,"S2000",2,0,"*",2,-1,1430,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,19,3,"S1000",2,0,"+",1,6147,1704,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,20,1,"S0001",2,0,"*",1,3319,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,21,6,"S0020",3,2,"*",6,-1,652,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,22,8,"S0200",2,0,"*",3,-1,1472,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,23,4,"S0100",2,0,"+",1,6188,2067,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,24,5,"S0002",2,0,"*",1,-1,3461,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,25,3,"S1000",2,1,"*",5,980,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,26,6,"S0020",2,0,"*",3,-1,1021,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,27,4,"S0100",3,1,"*",4,960,6723,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,28,7,"S2000",3,0,"+",1,1186,7174,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,29,8,"S0200",3,0,"+",1,1657,4016,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,30,1,"S0001",2,0,"+",1,12557,10486,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,31,5,"S0002",2,0,"+",1,1165,6579,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,32,2,"S0010",2,0,"+",1,5391,856,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,33,6,"S0020",2,0,"*",2,-1,1372,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,34,1,"S0001",3,1,"*",8,982,8590,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,35,5,"S0002",2,0,"+",1,1553,11361,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,36,7,"S2000",2,0,"+",1,1452,7526,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,37,4,"S1000",3,1,"*",4,938,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,38,3,"S0100",2,2,"*",6,777,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,39,8,"S0200",2,1,"*",6,-1,980,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,40,2,"S0010",2,0,"*",1,2763,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,41,6,"S0020",3,0,"+",1,1413,3817,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,42,3,"S0100",3,0,"*",2,1800,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,43,7,"S2000",2,1,"*",2,-1,883,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,44,8,"S0200",3,1,"*",5,-1,794,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,45,4,"S1000",3,1,"*",5,899,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,46,1,"S0001",2,0,"+",1,9646,714,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,47,5,"S0002",2,0,"+",1,1168,5167,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,48,2,"S0010",2,1,"*",4,960,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,49,1,"S0001",3,0,"*",5,1204,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,50,5,"S0002",2,0,"*",1,-1,4600,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,51,4,"S1000",2,0,"*",3,1039,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,52,2,"S0010",2,0,"*",3,1430,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,53,6,"S0020",3,0,"*",4,-1,1406,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,54,8,"S0200",3,0,"+",1,1003,4365,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,55,3,"S0100",2,1,"*",5,815,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,56,7,"S2000",3,0,"*",4,-1,1223,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,57,2,"S0010",3,2,"*",5,732,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,58,6,"S0020",2,0,"*",3,-1,1019,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,59,4,"S1000",3,0,"*",5,1244,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,60,1,"S0001",2,0,"*",3,1204,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,61,8,"S0200",3,0,"+",1,1141,9816,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,62,7,"S2000",2,0,"*",2,-1,1020,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,63,3,"S0100",2,0,"*",3,1165,-1,"",-1,-1,-1,49
"2006-11-07","At","left",1,68,64,5,"S0002",3,0,"+",1,1204,6699,"",-1,-1,-1,49
"2006-11-08","At","left",1,69,1,4,"S0100",2,0,"+",1,10008,4222,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,2,1,"S0001",2,0,"+",1,9787,3647,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,3,6,"S0020",3,0,"*",2,-1,2520,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,4,7,"S2000",3,1,"*",7,-1,841,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,5,2,"S0010",3,0,"*",5,1516,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,6,5,"S0002",3,0,"+",1,795,6783,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,7,8,"S0200",2,2,"*",6,-1,542,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,8,3,"S1000",3,0,"*",4,1144,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,9,7,"S2000",2,0,"*",1,-1,5071,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,10,2,"S0010",2,1,"*",6,816,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,11,3,"S1000",3,0,"*",2,1206,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,12,5,"S0002",2,0,"+",1,940,6440,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,13,8,"S0200",2,1,"*",2,-1,713,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,14,4,"S0100",3,0,"*",1,3075,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,15,1,"S0001",3,1,"*",6,837,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,16,6,"S0020",2,0,"+",1,2719,4565,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,17,3,"S1000",2,0,"*",4,1042,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,18,5,"S0002",3,0,"*",4,-1,1268,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,19,7,"S2000",3,2,"*",6,-1,693,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,20,4,"S0100",3,0,"*",5,1411,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,21,8,"S0200",3,0,"+",1,2620,4919,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,22,6,"S0020",2,0,"+",1,1589,9054,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,23,1,"S0001",2,1,"*",5,795,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,24,2,"S0010",3,0,"*",6,1165,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,25,6,"S0020",2,1,"*",4,-1,924,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,26,3,"S1000",2,1,"*",4,939,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,27,1,"S0001",3,0,"*",4,1411,5800,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,28,7,"S2000",3,0,"+",1,1062,4078,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,29,5,"S0002",3,0,"*",9,-1,1062,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,30,4,"S0100",2,1,"*",3,738,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,31,8,"S0200",3,0,"*",1,-1,5702,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,32,2,"S0010",3,0,"*",5,1705,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,33,5,"S0002",3,0,"*",1,-1,4948,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,34,4,"S1000",2,0,"*",4,1020,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,35,3,"S0100",2,0,"+",1,6161,879,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,36,8,"S0200",2,2,"*",4,-1,470,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,37,2,"S0010",3,2,"*",9,776,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,38,7,"S2000",3,1,"*",3,-1,877,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,39,6,"S0020",2,0,"*",2,-1,1452,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,40,1,"S0001",3,2,"*",7,713,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,41,2,"S0010",3,1,"*",7,876,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,42,6,"S0020",3,3,"*",8,-1,589,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,43,1,"S0001",2,0,"*",1,2123,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,44,5,"S0002",3,0,"+",1,651,7744,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,45,4,"S1000",2,1,"*",4,719,4964,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,46,7,"S2000",2,1,"*",3,-1,671,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,47,8,"S0200",3,2,"*",10,-1,774,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,48,3,"S0100",2,1,"*",3,987,3968,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,49,7,"S2000",2,0,"+",1,1491,3267,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,50,1,"S0001",2,1,"*",4,711,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,51,4,"S1000",3,0,"+",1,4902,711,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,52,6,"S0020",2,0,"*",2,-1,1532,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,53,3,"S0100",2,0,"*",1,2420,-1,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,54,8,"S0200",2,1,"*",3,-1,670,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,55,5,"S0002",2,0,"+",1,2073,4729,"",-1,-1,-1,50
"2006-11-08","At","left",1,69,56,2,"S0010",3,1,"*",8,1005,-1,"",-1,-1,-1,50
