"date","subj","cbal","keyb","phase","block","trial","stim","vtft","ftpks","pk1acc","totpks","pos1rt","neg1rt"
2007-01-16,1,1,"left",1,1,64,"S0002",2,0,"*",1,-1,2455
2007-01-16,1,1,"left",1,2,1,"S0002",2,0,"*",1,-1,2026
2007-01-16,1,1,"left",1,2,2,"S2000",3,0,"*",4,-1,1471
2007-01-16,1,1,"left",1,2,3,"S1000",3,0,"*",3,1819,-1
2007-01-16,1,1,"left",1,2,4,"S0200",3,0,"*",2,-1,1737
2007-01-16,1,1,"left",1,2,5,"S0010",2,0,"*",1,2577,-1
2007-01-16,1,1,"left",1,2,6,"S0100",3,0,"*",3,1593,-1
2007-01-16,1,1,"left",1,2,7,"S0020",3,0,"*",3,-1,1163
2007-01-16,1,1,"left",1,2,8,"S0001",3,0,"*",2,2681,-1
2007-01-16,1,1,"left",1,2,9,"S0100",3,0,"*",2,1758,-1
2007-01-16,1,1,"left",1,2,10,"S0020",3,0,"*",2,-1,2987
2007-01-16,1,1,"left",1,2,11,"S0010",2,0,"*",1,4097,-1
2007-01-16,1,1,"left",1,2,12,"S2000",2,0,"*",1,-1,2045
2007-01-16,1,1,"left",1,2,13,"S0001",2,0,"*",2,1921,-1
2007-01-16,1,1,"left",1,2,14,"S0002",2,0,"*",2,-1,1676
2007-01-16,1,1,"left",1,2,15,"S1000",2,0,"*",2,1061,-1
2007-01-16,1,1,"left",1,2,16,"S0200",3,0,"*",4,-1,1081
2007-01-16,1,1,"left",1,2,17,"S0002",3,0,"*",1,-1,3378
2007-01-16,1,1,"left",1,2,18,"S0010",3,0,"*",1,3213,-1
2007-01-16,1,1,"left",1,2,19,"S0001",2,0,"*",1,2414,-1
2007-01-16,1,1,"left",1,2,20,"S0200",3,0,"*",1,-1,3172
2007-01-16,1,1,"left",1,2,21,"S1000",2,0,"*",1,2947,-1
2007-01-16,1,1,"left",1,2,22,"S0020",2,0,"*",1,-1,3089
2007-01-16,1,1,"left",1,2,23,"S2000",3,0,"*",2,-1,2414
2007-01-16,1,1,"left",1,2,24,"S0100",2,0,"*",1,4013,-1
2007-01-16,1,1,"left",1,2,25,"S0010",3,0,"*",2,1572,-1
2007-01-16,1,1,"left",1,2,26,"S0200",3,0,"*",2,-1,2537
2007-01-16,1,1,"left",1,2,27,"S2000",2,0,"*",1,-1,3501
2007-01-16,1,1,"left",1,2,28,"S0100",2,0,"*",1,2557,-1
2007-01-16,1,1,"left",1,2,29,"S0001",2,0,"*",1,2784,-1
2007-01-16,1,1,"left",1,2,30,"S0002",3,0,"*",1,-1,3666
2007-01-16,1,1,"left",1,2,31,"S0020",3,0,"*",3,-1,1820
2007-01-16,1,1,"left",1,2,32,"S1000",3,0,"*",2,2456,-1
2007-01-16,1,1,"left",1,2,33,"S0200",2,0,"*",2,-1,1962
2007-01-16,1,1,"left",1,2,34,"S0010",2,0,"*",1,2373,-1
2007-01-16,1,1,"left",1,2,35,"S1000",2,0,"*",1,2086,-1
2007-01-16,1,1,"left",1,2,36,"S0002",3,0,"*",3,-1,1717
2007-01-16,1,1,"left",1,2,37,"S0001",2,0,"*",1,4403,-1
2007-01-16,1,1,"left",1,2,38,"S0100",3,0,"*",3,2025,-1
2007-01-16,1,1,"left",1,2,39,"S2000",3,0,"*",1,-1,3070
2007-01-16,1,1,"left",1,2,40,"S0020",3,0,"*",2,-1,2272
2007-01-16,1,1,"left",1,2,41,"S0001",3,0,"*",1,3296,-1
2007-01-16,1,1,"left",1,2,42,"S0002",3,0,"*",2,-1,2251
2007-01-16,1,1,"left",1,2,43,"S2000",3,0,"*",2,-1,1574
2007-01-16,1,1,"left",1,2,44,"S0100",2,1,"*",2,896,-1
2007-01-16,1,1,"left",1,2,45,"S0020",2,0,"*",2,-1,1718
2007-01-16,1,1,"left",1,2,46,"S0200",2,0,"*",2,-1,1143
2007-01-16,1,1,"left",1,2,47,"S1000",3,0,"*",2,2742,-1
2007-01-16,1,1,"left",1,2,48,"S0010",2,0,"*",2,1349,-1
2007-01-16,1,1,"left",1,2,49,"S0020",3,0,"*",3,-1,2418
2007-01-16,1,1,"left",1,2,50,"S0010",3,0,"*",4,1411,-1
2007-01-16,1,1,"left",1,2,51,"S2000",3,0,"*",2,-1,2825
2007-01-16,1,1,"left",1,2,52,"S0200",3,0,"*",1,-1,3789
2007-01-16,1,1,"left",1,2,53,"S1000",3,0,"*",3,1573,-1
2007-01-16,1,1,"left",1,2,54,"S0002",2,1,"*",4,-1,754
2007-01-16,1,1,"left",1,2,55,"S0001",2,1,"*",4,773,-1
2007-01-16,1,1,"left",1,2,56,"S0100",2,1,"*",5,896,-1
2007-01-16,1,1,"left",1,2,57,"S2000",3,1,"*",4,-1,875
2007-01-16,1,1,"left",1,2,58,"S0100",3,1,"*",3,938,-1
2007-01-16,1,1,"left",1,2,59,"S0200",2,1,"*",2,-1,939
2007-01-16,1,1,"left",1,2,60,"S0020",3,0,"*",3,-1,1696
2007-01-16,1,1,"left",1,2,61,"S1000",2,1,"*",5,897,-1
2007-01-16,1,1,"left",1,2,62,"S0001",3,0,"*",3,1204,-1
2007-01-16,1,1,"left",1,2,63,"S0002",2,1,"*",2,-1,938
2007-01-16,1,1,"left",1,2,64,"S0010",3,1,"*",3,938,-1
2007-01-16,1,1,"left",2,1,1,"S3420",2,1,"*",2,1005,-1
2007-01-16,1,1,"left",2,1,2,"S7860",3,1,"*",4,-1,841
2007-01-16,1,1,"left",2,1,3,"S3420",3,0,"*",2,2111,-1
2007-01-16,1,1,"left",2,1,4,"S3420",3,0,"*",3,1374,-1
2007-01-16,1,1,"left",2,1,5,"S7860",3,0,"*",2,-1,1578
2007-01-16,1,1,"left",2,1,6,"S3420",2,0,"*",2,1476,-1
2007-01-16,1,1,"left",2,1,7,"S7860",2,2,"*",3,-1,636
2007-01-16,1,1,"left",2,1,8,"S7860",2,1,"*",2,-1,881
2007-01-16,1,1,"left",2,1,9,"S3420",2,0,"*",1,3180,-1
2007-01-16,1,1,"left",2,1,10,"S3420",3,1,"*",5,862,-1
2007-01-16,1,1,"left",2,1,11,"S7860",2,0,"*",2,-1,1539
2007-01-16,1,1,"left",2,1,12,"S7860",2,0,"*",3,-1,1313
2007-01-16,1,1,"left",2,1,13,"S3420",2,0,"*",1,2381,-1
2007-01-16,1,1,"left",2,1,14,"S7860",2,0,"*",2,-1,1211
2007-01-16,1,1,"left",2,1,15,"S7860",3,0,"*",4,-1,1539
2007-01-16,1,1,"left",2,1,16,"S3420",2,0,"*",2,1847,-1
2007-01-16,1,1,"left",2,1,17,"S3420",3,1,"*",4,842,-1
2007-01-16,1,1,"left",2,1,18,"S7860",2,1,"*",3,-1,903
2007-01-16,1,1,"left",2,1,19,"S3420",2,0,"*",2,1847,-1
2007-01-16,1,1,"left",2,1,20,"S7860",2,0,"*",2,-1,1149
2007-01-16,1,1,"left",2,1,21,"S7860",2,0,"*",3,-1,1068
2007-01-16,1,1,"left",2,1,22,"S3420",3,1,"*",5,841,-1
2007-01-16,1,1,"left",2,1,23,"S3420",2,0,"*",3,1087,-1
2007-01-16,1,1,"left",2,1,24,"S7860",2,1,"*",3,-1,965
2007-01-16,1,1,"left",2,1,25,"S3420",3,0,"*",4,1416,-1
2007-01-16,1,1,"left",2,1,26,"S7860",2,1,"*",3,-1,821
2007-01-16,1,1,"left",2,1,27,"S3420",2,0,"*",2,1416,-1
2007-01-16,1,1,"left",2,1,28,"S7860",3,0,"*",4,-1,1170
2007-01-16,1,1,"left",2,1,29,"S3420",3,0,"*",4,1396,-1
2007-01-16,1,1,"left",2,1,30,"S3420",3,0,"*",3,1560,-1
2007-01-16,1,1,"left",2,1,31,"S7860",3,0,"*",5,-1,1847
2007-01-16,1,1,"left",2,1,32,"S7860",3,1,"*",4,-1,842
2007-01-16,1,1,"left",3,1,1,"S7860",2,1,"*",3,-1,924
2007-01-16,1,1,"left",3,1,2,"S7860",3,1,"*",4,-1,821
2007-01-16,1,1,"left",3,1,3,"S3420",2,1,"*",3,923,-1
2007-01-16,1,1,"left",3,1,4,"S3420",3,1,"*",4,986,-1
2007-01-16,1,1,"left",3,1,5,"S7860",2,1,"*",2,-1,1005
2007-01-16,1,1,"left",3,1,6,"S7860",3,1,"*",3,-1,945
2007-01-16,1,1,"left",3,1,7,"S3420",3,0,"*",3,1847,-1
2007-01-16,1,1,"left",3,1,8,"S7860",2,0,"*",2,-1,1683
2007-01-16,1,1,"left",3,1,9,"S3420",3,0,"*",3,1929,-1
2007-01-16,1,1,"left",3,1,10,"S3420",3,0,"*",1,5702,-1
2007-01-16,1,1,"left",3,1,11,"S7860",3,0,"*",2,-1,2256
2007-01-16,1,1,"left",3,1,12,"S7860",3,0,"*",3,-1,1395
2007-01-16,1,1,"left",3,1,13,"S3420",2,0,"*",2,1764,-1
2007-01-16,1,1,"left",3,1,14,"S3420",3,0,"*",5,1129,-1
2007-01-16,1,1,"left",3,1,15,"S7860",2,0,"*",2,-1,1416
2007-01-16,1,1,"left",3,1,16,"S3420",2,0,"*",2,1211,-1
2007-01-16,1,1,"left",3,1,17,"S7860",3,0,"*",1,-1,8860
2007-01-16,1,1,"left",3,1,18,"S7860",2,1,"*",6,-1,965
2007-01-16,1,1,"left",3,1,19,"S3420",2,0,"*",2,1949,-1
2007-01-16,1,1,"left",3,1,20,"S3420",2,1,"*",2,924,-1
2007-01-16,1,1,"left",3,2,1,"S7860",2,0,"R",1,-1,1149
2007-01-16,1,1,"left",3,2,2,"S7860",2,1,"*",4,-1,883
2007-01-16,1,1,"left",3,2,3,"S3820",2,0,"L",1,2134,-1
2007-01-16,1,1,"left",3,2,4,"S3420",3,1,"*",7,904,-1
2007-01-16,1,1,"left",3,2,5,"S3420",3,0,"*",2,1211,-1
2007-01-16,1,1,"left",3,2,6,"S3820",2,0,"L",1,1437,-1
2007-01-16,1,1,"left",3,2,7,"S3420",2,0,"*",3,1047,-1
2007-01-16,1,1,"left",3,2,8,"S3420",2,0,"L",1,801,-1
2007-01-16,1,1,"left",3,2,9,"S3420",3,0,"*",4,1641,-1
2007-01-16,1,1,"left",3,2,10,"S3420",3,0,"*",3,1026,-1
2007-01-16,1,1,"left",3,2,11,"S7460",2,0,"R",1,-1,924
2007-01-16,1,1,"left",3,2,12,"S3420",3,0,"*",6,1109,-1
2007-01-16,1,1,"left",3,2,13,"S7860",3,0,"*",3,-1,1150
2007-01-16,1,1,"left",3,2,14,"S3420",3,1,"*",4,904,-1
2007-01-16,1,1,"left",3,2,15,"S7820",3,0,"R",1,-1,1744
2007-01-16,1,1,"left",3,2,16,"S7860",3,0,"*",4,-1,1252
2007-01-16,1,1,"left",3,2,17,"S3460",3,0,"L",1,841,-1
2007-01-16,1,1,"left",3,2,18,"S3420",2,0,"*",3,1211,-1
2007-01-16,1,1,"left",3,2,19,"S3860",2,0,"R",1,-1,781
2007-01-16,1,1,"left",3,2,20,"S7860",3,1,"*",5,-1,841
2007-01-16,1,1,"left",3,2,21,"S3420",2,0,"L",1,862,-1
2007-01-16,1,1,"left",3,2,22,"S7860",2,1,"*",5,-1,924
2007-01-16,1,1,"left",3,2,23,"S7460",3,0,"R",1,-1,821
2007-01-16,1,1,"left",3,2,24,"S7860",2,1,"*",2,-1,801
2007-01-16,1,1,"left",3,2,25,"S7420",3,0,"L",1,882,-1
2007-01-16,1,1,"left",3,2,26,"S3420",2,1,"*",4,903,-1
2007-01-16,1,1,"left",3,2,27,"S7860",3,1,"*",7,-1,904
2007-01-16,1,1,"left",3,2,28,"S7860",2,1,"*",3,-1,862
2007-01-16,1,1,"left",3,2,29,"S7860",3,0,"R",1,-1,719
2007-01-16,1,1,"left",3,2,30,"S3420",3,0,"*",2,1375,-1
2007-01-16,1,1,"left",3,2,31,"S7820",2,0,"R",1,-1,821
2007-01-16,1,1,"left",3,2,32,"S7860",2,1,"*",4,-1,739
2007-01-16,1,1,"left",3,2,33,"S7420",2,0,"L",1,821,-1
2007-01-16,1,1,"left",3,2,34,"S7860",2,1,"*",5,-1,842
2007-01-16,1,1,"left",3,2,35,"S7860",3,1,"*",5,-1,801
2007-01-16,1,1,"left",3,2,36,"S3860",2,0,"R",1,-1,822
2007-01-16,1,1,"left",3,2,37,"S3420",2,0,"*",4,1170,-1
2007-01-16,1,1,"left",3,2,38,"S3420",2,1,"*",4,883,-1
2007-01-16,1,1,"left",3,2,39,"S7860",3,1,"*",8,-1,841
2007-01-16,1,1,"left",3,2,40,"S3460",2,0,"L",1,801,-1
2007-01-16,2,1,"right",1,1,1,"S0200",3,0,"+",1,14208,5821
2007-01-16,2,1,"right",1,1,2,"S0002",3,0,"+",1,4101,2458
2007-01-16,2,1,"right",1,1,3,"S1000",3,1,"*",6,-1,736
2007-01-16,2,1,"right",1,1,4,"S2000",3,0,"+",1,18026,653
2007-01-16,2,1,"right",1,1,5,"S0010",2,0,"*",1,-1,8507
2007-01-16,2,1,"right",1,1,6,"S0020",2,0,"+",1,21244,6231
2007-01-16,2,1,"right",1,1,7,"S0001",2,0,"*",2,-1,1966
2007-01-16,2,1,"right",1,1,8,"S0100",3,0,"+",1,3196,24852
2007-01-16,2,1,"right",1,1,9,"S0200",3,0,"+",1,18309,755
2007-01-16,2,1,"right",1,1,10,"S0002",2,0,"+",1,15747,4672
2007-01-16,2,1,"right",1,1,11,"S0010",2,0,"*",1,-1,2354
2007-01-16,2,1,"right",1,1,12,"S0100",2,0,"+",2,673,1104
2007-01-16,2,1,"right",1,1,13,"S0020",2,1,"*",3,673,3401
2007-01-16,2,1,"right",1,1,14,"S2000",2,0,"+",1,4877,529
2007-01-16,2,1,"right",1,1,15,"S1000",2,0,"*",3,-1,1165
2007-01-16,2,1,"right",1,1,16,"S0001",3,0,"+",1,1862,5389
2007-01-16,2,1,"right",1,1,17,"S0200",2,0,"+",1,4796,592
2007-01-16,2,1,"right",1,1,18,"S0100",2,0,"+",1,712,3666
2007-01-16,2,1,"right",1,1,19,"S0002",3,1,"*",2,590,1471
2007-01-16,2,1,"right",1,1,20,"S0010",2,1,"*",4,-1,774
2007-01-16,2,1,"right",1,1,21,"S0020",3,0,"+",4,1903,1184
2007-01-16,2,1,"right",1,1,22,"S0001",2,0,"*",3,-1,1594
2007-01-16,2,1,"right",1,1,23,"S2000",3,1,"*",2,632,1288
2007-01-16,2,1,"right",1,1,24,"S1000",2,1,"*",4,-1,878
2007-01-16,2,1,"right",1,1,25,"S0100",3,0,"+",1,2312,5082
2007-01-16,2,1,"right",1,1,26,"S2000",2,1,"*",5,714,2068
2007-01-16,2,1,"right",1,1,27,"S0200",3,1,"*",8,673,-1
2007-01-16,2,1,"right",1,1,28,"S1000",2,0,"*",1,-1,2600
2007-01-16,2,1,"right",1,1,29,"S0020",3,0,"+",1,5470,2148
2007-01-16,2,1,"right",1,1,30,"S0010",2,0,"+",1,2395,4179
2007-01-16,2,1,"right",1,1,31,"S0001",3,1,"*",6,-1,775
2007-01-16,2,1,"right",1,1,32,"S0002",3,0,"*",5,1922,-1
2007-01-16,2,1,"right",1,1,33,"S2000",3,0,"+",1,4179,918
2007-01-16,2,1,"right",1,1,34,"S0100",2,0,"*",2,-1,1123
2007-01-16,2,1,"right",1,1,35,"S0010",2,0,"+",1,855,2558
2007-01-16,2,1,"right",1,1,36,"S0002",3,0,"+",1,3911,2537
2007-01-16,2,1,"right",1,1,37,"S0020",2,0,"+",1,2271,897
2007-01-16,2,1,"right",1,1,38,"S0001",2,0,"*",1,-1,5326
2007-01-16,2,1,"right",1,1,39,"S1000",2,0,"*",3,-1,1471
2007-01-16,2,1,"right",1,1,40,"S0200",2,0,"*",1,3131,-1
2007-01-16,2,1,"right",1,1,41,"S0001",2,1,"*",2,-1,692
2007-01-16,2,1,"right",1,1,42,"S1000",3,0,"*",2,-1,2968
2007-01-16,2,1,"right",1,1,43,"S0002",2,0,"*",1,3152,-1
2007-01-16,2,1,"right",1,1,44,"S2000",2,0,"*",1,3173,-1
2007-01-16,2,1,"right",1,1,45,"S0100",3,0,"*",7,-1,1122
2007-01-16,2,1,"right",1,1,46,"S0020",3,0,"+",1,4898,2909
2007-01-16,2,1,"right",1,1,47,"S0200",3,0,"*",1,3521,-1
2007-01-16,2,1,"right",1,1,48,"S0010",3,0,"*",3,-1,2475
2007-01-16,2,1,"right",1,1,49,"S0001",2,0,"*",1,-1,2988
2007-01-16,2,1,"right",1,1,50,"S2000",3,0,"*",2,2968,-1
2007-01-16,2,1,"right",1,1,51,"S0100",3,0,"*",4,-1,1942
2007-01-16,2,1,"right",1,1,52,"S0020",2,0,"*",1,2085,-1
2007-01-16,2,1,"right",1,1,53,"S0010",2,0,"*",2,-1,1697
2007-01-16,2,1,"right",1,1,54,"S0002",2,0,"*",1,2560,-1
2007-01-16,2,1,"right",1,1,55,"S1000",3,0,"*",3,-1,2558
2007-01-16,2,1,"right",1,1,56,"S0200",2,1,"*",6,814,-1
2007-01-16,2,1,"right",1,1,57,"S0002",3,0,"+",1,6843,917
2007-01-16,2,1,"right",1,1,58,"S0001",2,0,"*",4,-1,1286
2007-01-16,2,1,"right",1,1,59,"S0020",3,1,"*",9,895,-1
2007-01-16,2,1,"right",1,1,60,"S0100",2,0,"*",5,-1,1082
2007-01-16,2,1,"right",1,1,61,"S0010",3,0,"*",1,-1,3296
2007-01-16,2,1,"right",1,1,62,"S0200",2,0,"*",1,3666,-1
2007-01-16,2,1,"right",1,1,63,"S1000",2,0,"*",1,-1,3584
2007-01-16,2,1,"right",1,1,64,"S2000",3,0,"*",3,2168,-1
2007-01-16,2,1,"right",1,2,1,"S0200",3,0,"*",4,1081,-1
2007-01-16,2,1,"right",1,2,2,"S0010",3,0,"*",1,-1,4302
2007-01-16,2,1,"right",1,2,3,"S2000",2,0,"+",1,9756,2004
2007-01-16,2,1,"right",1,2,4,"S0002",2,1,"*",2,650,-1
2007-01-16,2,1,"right",1,2,5,"S0001",3,0,"*",1,-1,5286
2007-01-16,2,1,"right",1,2,6,"S0020",3,0,"*",1,4158,-1
2007-01-16,2,1,"right",1,2,7,"S0100",2,1,"*",2,-1,425
2007-01-16,2,1,"right",1,2,8,"S1000",2,0,"*",1,-1,2968
2007-01-16,2,1,"right",1,2,9,"S2000",3,0,"*",4,1677,-1
2007-01-16,2,1,"right",1,2,10,"S0100",2,1,"*",3,-1,568
2007-01-16,2,1,"right",1,2,11,"S0200",2,0,"*",1,8363,-1
2007-01-16,2,1,"right",1,2,12,"S0001",2,2,"*",7,-1,425
2007-01-16,2,1,"right",1,2,13,"S0002",3,1,"*",2,549,-1
2007-01-16,2,1,"right",1,2,14,"S1000",3,0,"*",4,-1,1204
2007-01-16,2,1,"right",1,2,15,"S0020",3,0,"*",1,3071,-1
2007-01-16,2,1,"right",1,2,16,"S0010",3,0,"*",3,-1,1472
2007-01-16,2,1,"right",1,2,17,"S0020",3,0,"*",4,1779,-1
2007-01-16,2,1,"right",1,2,18,"S0002",3,0,"*",5,1615,-1
2007-01-16,2,1,"right",1,2,19,"S0010",3,0,"*",7,-1,1188
2007-01-16,2,1,"right",1,2,20,"S0100",2,0,"*",1,-1,2559
2007-01-16,2,1,"right",1,2,21,"S2000",2,0,"*",1,9572,-1
2007-01-16,2,1,"right",1,2,22,"S0001",3,0,"*",6,-1,1471
2007-01-16,2,1,"right",1,2,23,"S1000",2,0,"*",1,-1,3685
2007-01-16,2,1,"right",1,2,24,"S0200",2,0,"*",1,5082,-1
2007-01-16,2,1,"right",1,2,25,"S0100",2,0,"*",1,-1,4404
2007-01-16,2,1,"right",1,2,26,"S1000",2,0,"*",1,-1,3687
2007-01-16,2,1,"right",1,2,27,"S0002",2,0,"*",1,6925,-1
2007-01-16,2,1,"right",1,2,28,"S0020",2,1,"*",6,938,-1
2007-01-16,2,1,"right",1,2,29,"S0010",2,0,"*",2,-1,1718
2007-01-16,2,1,"right",1,2,30,"S0200",3,0,"*",2,2558,-1
2007-01-16,2,1,"right",1,2,31,"S2000",3,0,"*",1,11417,-1
2007-01-16,2,1,"right",1,2,32,"S0001",2,0,"*",2,-1,1963
2007-01-16,2,1,"right",1,2,33,"S0010",3,0,"*",2,-1,2825
2007-01-16,2,1,"right",1,2,34,"S0200",2,0,"*",1,3237,-1
2007-01-16,2,1,"right",1,2,35,"S1000",3,0,"*",3,-1,2311
2007-01-16,2,1,"right",1,2,36,"S0001",2,0,"*",4,-1,1410
2007-01-16,2,1,"right",1,2,37,"S0002",2,0,"*",2,1678,-1
2007-01-16,2,1,"right",1,2,38,"S0020",3,0,"*",4,1656,-1
2007-01-16,2,1,"right",1,2,39,"S0100",3,0,"*",2,-1,2804
2007-01-16,2,1,"right",1,2,40,"S2000",3,0,"*",1,3503,-1
2007-01-16,2,1,"right",1,2,41,"S1000",2,0,"*",1,-1,3543
2007-01-16,2,1,"right",1,2,42,"S0020",2,1,"*",5,714,-1
2007-01-16,2,1,"right",1,2,43,"S0002",3,0,"*",7,1082,-1
2007-01-16,2,1,"right",1,2,44,"S0001",2,0,"*",1,-1,19172
2007-01-16,2,1,"right",1,2,45,"S0100",3,0,"*",3,-1,1841
2007-01-16,2,1,"right",1,2,46,"S2000",3,0,"*",4,1882,-1
2007-01-16,2,1,"right",1,2,47,"S0200",3,0,"*",3,2519,-1
2007-01-16,2,1,"right",1,2,48,"S0010",3,1,"*",8,-1,878
2007-01-16,2,1,"right",1,2,49,"S0001",2,0,"*",3,-1,1390
2007-01-16,2,1,"right",1,2,50,"S0002",3,0,"*",1,8424,-1
2007-01-16,2,1,"right",1,2,51,"S0100",2,0,"*",1,-1,2088
2007-01-16,2,1,"right",1,2,52,"S2000",2,0,"*",1,2394,-1
2007-01-16,2,1,"right",1,2,53,"S0020",3,0,"*",1,3093,-1
2007-01-16,2,1,"right",1,2,54,"S1000",2,0,"*",1,-1,3011
2007-01-16,2,1,"right",1,2,55,"S0200",2,0,"*",1,2765,-1
2007-01-16,2,1,"right",1,2,56,"S0010",2,0,"*",2,-1,1616
2007-01-16,2,1,"right",1,2,57,"S0002",3,0,"*",3,2071,-1
2007-01-16,2,1,"right",1,2,58,"S0020",2,0,"*",1,3873,-1
2007-01-16,2,1,"right",1,2,59,"S0001",3,0,"*",11,-1,1205
2007-01-16,2,1,"right",1,2,60,"S0100",2,0,"*",6,-1,1020
2007-01-16,2,1,"right",1,2,61,"S0200",2,1,"*",8,755,-1
2007-01-16,2,1,"right",1,2,62,"S1000",3,0,"*",8,-1,1431
2007-01-16,2,1,"right",1,2,63,"S0010",3,0,"*",6,-1,1309
2007-01-16,2,1,"right",1,2,64,"S2000",3,0,"*",2,2887,-1
2007-01-16,2,1,"right",2,1,1,"S7860",2,0,"*",1,5210,-1
