"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Sample","Cue","Target","Acc","RT","Resp","Condition","Congruency"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeStudy","1","kaross","jacket",NA,NA,NA,NA,"unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeStudy","2","frisket","mask",NA,NA,NA,NA,"matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeStudy","3","leggiadrous","elegant",NA,NA,NA,NA,"unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeStudy","4","carcanet","necklace",NA,NA,NA,NA,"matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","1","picaroon","cheat",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","2","surquedry","arrogance",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","3","levisomnous","observant",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","4","trammel","impede",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","5","gallionic","careless",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","6","quidnunc","gossip",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","7","insulse","boring",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","8","esculent","edible",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","9","hauberk","garment",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","10","conspue","despise",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","11","recondite","hidden",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","12","roke","mist",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","13","subluxation","dislocation",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","14","subvention","grant",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","15","mendicant","beggar",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","16","morigerous","obedient",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","17","umiak","boat",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","18","subduce","withdraw",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","19","limpid","clear",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","20","burgeon","flourish",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","21","peculate","embezzle",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","22","gossamer","flimsy",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","23","interstice","space",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","24","rebarbative","repellent",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","25","frampold","quarrelsome",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","26","subsecive","spare",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","27","coriaceous","tough",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","28","famulus","assistant",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","29","intractable","unmanageable",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","30","plangent","noisy",NA,NA,NA,"2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","31","recreant","surrendering",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Study","32","immure","imprison",NA,NA,NA,"1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeMeaning","1","achene","fruit","0","0","",NA,"unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeMeaning","2","infandous","horrible","0","9794","heasvy",NA,"matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeMeaning","3","gadoid","fish","0","6115","rare",NA,"unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","PracticeMeaning","4","desman","mole","0","9572","horri",NA,"matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","1","everse","overthrow","0","7361","train","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","2","roil","billow","0","5588","rare","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","3","floccose","woolly","0","6185","water","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","4","valinch","tube","0","6082","fast","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","5","inculcate","instil","0","8753","calculate","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","6","inchoate","undeveloped","0","6454","boat","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","7","renitent","resistant","0","6002","repeat","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","8","superate","overcome","0","6627","frown","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","9","hispid","bristly","0","5822","insipid","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","10","descry","discover","0","6101","cry","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","11","imprecation","curse","0","7800","impregnate","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","12","lassitude","tiredness","0","4518","sleepy","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","13","perpend","consider","0","4173","tall","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","14","effulgent","shining","0","4277","waste","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","15","falchion","sword","0","7613","daft","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","16","immolate","sacrifice","0","6522","cease","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","17","sodality","fellowship","0","8000","together","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","18","subdolous","crafty","0","6628","underneath","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","19","objurgate","rebuke","0","7643","halt","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","20","mechlin","lace","0","6535","maudlin","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","21","succursal","branch","0","5770","feed","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","22","glabrous","smooth","0","9844","joint","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","23","threnody","lament","0","4518","hairy","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","24","maunder","ramble","0","5785","sad","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","25","kedge","anchor","0","5984","boat","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","26","blandish","flatter","0","0","","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","27","tyro","beginner","0","5737","bad","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","28","compendious","concise","0","7773","bookworm","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","29","frond","leaf","0","5841","branch","2","unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","30","stanchion","support","1","6253","support","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","31","tantivy","quick","0","4624","dance","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","Meaning","32","stentorian","loud","0","7815","support","1","matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","1","frisket","mask","1","4044","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","2","infandous","horrible","0","4885","No","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","3","desman","mole","1","3569","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","4","leggiadrous","jacket","1","3097","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","5","carcanet","necklace","1","3795","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","6","achene","fish","0","4585","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","7","kaross","elegant","1","4894","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativePrac","8","gadoid","fruit","1","2807","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","1","conspue","despise","1","4869","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","2","subsecive","quarrelsome","0","4480","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","3","subduce","obedient","0","4014","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","4","plangent","unmanageable","1","4574","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","5","blandish","flatter","1","3542","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","6","mendicant","dislocation","0","2700","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","7","recondite","mist","1","4461","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","8","perpend","consider","1","2959","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","9","picaroon","arrogance","0","3767","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","10","compendious","leaf","1","3134","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","11","rebarbative","flimsy","1","4386","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","12","kedge","anchor","1","2480","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","13","gallionic","careless","1","6574","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","14","coriaceous","tough","1","4083","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","15","subvention","grant","1","2054","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","16","superate","resistant","1","4481","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","17","maunder","beginner","1","5218","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","18","stentorian","loud","1","3446","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","19","levisomnous","gossip","0","4280","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","20","hauberk","garment","1","3007","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","21","imprecation","bristly","1","5064","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","22","descry","discover","1","5329","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","23","effulgent","tiredness","0","2503","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","24","insulse","boring","0","3399","No","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","25","gossamer","repellent","1","2333","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","26","quidnunc","observant","0","5737","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","27","umiak","boat","1","3002","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","28","falchion","fellowship","0","3964","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","29","floccose","woolly","1","2280","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","30","roke","hidden","1","3365","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","31","subdolous","crafty","1","4588","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","32","esculent","edible","0","4469","No","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","33","trammel","impede","1","2815","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","34","objurgate","rebuke","1","2782","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","35","surquedry","cheat","1","4636","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","36","threnody","lament","1","4456","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","37","hispid","curse","0","4262","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","38","famulus","assistant","1","1861","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","39","frampold","spare","0","3471","Yes","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","40","recreant","surrendering","0","4150","No","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","41","valinch","overthrow","1","4373","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","42","sodality","sword","1","3179","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","43","burgeon","flourish","1","3070","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","44","limpid","clear","1","3604","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","45","glabrous","branch","0","5129","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","46","interstice","space","1","4719","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","47","peculate","embezzle","1","3119","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","48","frond","concise","1","2548","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","49","roil","billow","0","4902","No","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","50","everse","tube","0","3071","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","51","immure","imprison","1","2143","Yes","Study","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","52","morigerous","withdraw","1","4332","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","53","intractable","noisy","1","5331","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","54","lassitude","shining","0","4139","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","55","renitent","overcome","1","5673","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","56","stanchion","support","1","1860","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","57","subluxation","beggar","1","5141","No","Study","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","58","inculcate","instil","1","3360","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","59","immolate","sacrifice","0","4472","No","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","60","mechlin","lace","1","2868","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","61","tyro","ramble","1","5926","No","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","62","tantivy","quick","1","2826","Yes","Meaning","Matched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","63","succursal","smooth","0","3397","Yes","Meaning","Unmatched"
"1","TPL3","female","60","Paid","1","Associative Recognition","AssociativeRecognition","64","inchoate","undeveloped","0","5772","No","Meaning","Matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeStudy","1","leggiadrous","elegant",NA,NA,NA,NA,"unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeStudy","2","gadoid","fish",NA,NA,NA,NA,"matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeStudy","3","carcanet","necklace",NA,NA,NA,NA,"matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeStudy","4","desman","mole",NA,NA,NA,NA,"unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","1","minatory","threatening",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","2","inimical","hostile",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","3","famulus","assistant",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","4","tyro","beginner",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","5","inchoate","undeveloped",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","6","droze","drip",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","7","immure","imprison",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","8","zamindar","landlord",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","9","interstice","space",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","10","succursal","branch",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","11","everse","overthrow",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","12","abjure","reject",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","13","trammel","impede",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","14","sententious","moralising",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","15","maunder","ramble",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","16","coriaceous","tough",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","17","subdolous","crafty",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","18","hispid","bristly",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","19","plangent","noisy",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","20","glabrous","smooth",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","21","quidnunc","gossip",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","22","sodality","fellowship",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","23","subsecive","spare",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","24","subvention","grant",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","25","gossamer","flimsy",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","26","surquedry","arrogance",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","27","renitent","resistant",NA,NA,NA,"2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","28","tantivy","quick",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","29","superate","overcome",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","30","spoffish","fussy",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","31","lassitude","tiredness",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Study","32","picaroon","cheat",NA,NA,NA,"1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeMeaning","1","achene","fruit","0","6715","painful",NA,"matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeMeaning","2","infandous","horrible","0","7798","childish",NA,"matched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeMeaning","3","kaross","jacket","0","8916","guilty",NA,"unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","PracticeMeaning","4","frisket","mask","0","4438","angry",NA,"unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","1","limpid","clear","0","9299","paralysed","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","2","conspue","despise","0","5498","cheat","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","3","imprecation","curse","0","9526","eating","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","4","threnody","lament","0","7545","happy","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","5","immolate","sacrifice","0","4834","stop","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","6","morigerous","obedient","0","3399","rich","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","7","frond","leaf","0","6536","famous","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","8","kedge","anchor","0","8782","bed","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","9","pertinacious","unyielding","0","9826","ambitiou","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","10","frampold","quarrelsome","0","8051","trumpet","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","11","contumacious","rebellious","0","8646","contaminant","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","12","burgeon","flourish","0","9917","br","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","13","stentorian","loud","0","7088","oldage","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","14","orotund","pompous","0","8762","happy","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","15","stanchion","support","0","5760","fast","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","16","gallionic","careless","0","9661","interstellar","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","17","clancular","secret","0","4352","angry","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","18","falchion","sword","0","6169","bird","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","19","encomium","tribute","0","8285","enclosure","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","20","peculate","embezzle","0","4990","envy","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","21","menald","spotty","0","3648","rich","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","22","roke","mist","0","7912","cheap","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","23","recreant","surrendering","0","6023","lxurious","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","24","blandish","flatter","0","7735","pompous","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","25","objurgate","rebuke","0","6632","arrest","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","26","esurient","hungry","0","8774","happy","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","27","hauberk","garment","0","6394","trifle","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","28","slake","quench","0","8024","animal","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","29","stolid","unemotional","0","6491","strong","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","30","levisomnous","observant","0","8283","mobile","1","matched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","31","mechlin","lace","0","6793","driver","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","Meaning","32","compendious","concise","0","9511","flattering","2","unmatched"
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","1",NA,"fish","1","4877","Yes","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","2",NA,"mask","1","1622","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","3",NA,"elegant","1","2711","Yes","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","4",NA,"fruit","1","2083","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","5",NA,"necklace","1","1381","Yes","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","6",NA,"mole","0","1555","No","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","7",NA,"horrible","0","1736","No","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemPrac","8",NA,"jacket","0","1932","No","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","1",NA,"quarrelsome","1","3324","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","2",NA,"repellent","0","2436","Yes","Foil",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","3",NA,"anchor","1","1505","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","4",NA,"boring","1","2652","No","Foil",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","5",NA,"dislocation","1","3333","No","Foil",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","6",NA,"hungry","1","1304","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","7",NA,"drip","0","1230","No","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","8",NA,"rebuke","1","1640","Yes","Meaning",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","9",NA,"withdraw","1","1516","No","Foil",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","10",NA,"fussy","0","1774","No","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","11",NA,"assistant","0","2778","No","Study",NA
"10","TPL3","male","20","Paid","1","Item Recognition","ItemRecognition","12",NA,"tube","1","1373","No","Foil",NA
