"subj"	"group"	"cb"	"age"	"gender"	"hand"	"block"	"trial"	"stimtype"	"stim1"	"stim2"	"outcome"	"resp"	"rt"	"acc"
609	3	2	19	"m"	"r"	1	29	8	6	0	1	1	0.40084	1
609	3	2	19	"m"	"r"	1	30	12	7	8	1	1	0.72925	1
609	3	2	19	"m"	"r"	1	31	3	1	2	2	1	0.4154	-1
609	3	2	19	"m"	"r"	1	32	8	6	0	1	1	0.31926	1
609	3	2	19	"m"	"r"	1	33	18	15	16	1	1	0.44832	1
609	3	2	19	"m"	"r"	1	34	4	3	0	2	1	0.3779	-1
609	3	2	19	"m"	"r"	1	35	11	8	0	2	1	0.31222	-1
609	3	2	19	"m"	"r"	1	36	2	2	0	1	1	0.35263	1
609	3	2	19	"m"	"r"	2	37	18	16	15	1	3	0.45598	100
609	3	2	19	"m"	"r"	2	38	17	14	0	2	1	0.25738	-1
609	3	2	19	"m"	"r"	2	39	11	8	0	2	1	0.2631	-1
609	3	2	19	"m"	"r"	2	40	9	6	5	2	3	0.46233	-100
609	3	2	19	"m"	"r"	2	41	7	5	0	1	3	0.2648	100
609	3	2	19	"m"	"r"	2	42	16	13	0	2	3	0.35149	-100
609	3	2	19	"m"	"r"	2	43	6	4	3	1	3	0.49675	100
609	3	2	19	"m"	"r"	2	44	12	8	7	1	3	0.28914	100
609	3	2	19	"m"	"r"	2	45	5	4	0	2	3	0.40844	-100
609	3	2	19	"m"	"r"	2	46	2	2	0	1	1	0.46432	1
609	3	2	19	"m"	"r"	2	47	9	6	5	2	1	0.23992	-1
609	3	2	19	"m"	"r"	2	48	1	1	0	1	3	0.29675	100
609	3	2	19	"m"	"r"	2	49	6	3	4	1	1	0.28066	1
609	3	2	19	"m"	"r"	2	50	7	5	0	1	1	0.27259	1
609	3	2	19	"m"	"r"	2	51	5	4	0	2	1	0.30313	-1
609	3	2	19	"m"	"r"	2	52	10	7	0	2	1	0.30548	-1
609	3	2	19	"m"	"r"	2	53	8	6	0	1	1	0.24138	1
609	3	2	19	"m"	"r"	2	54	11	8	0	2	1	0.41579	-1
609	3	2	19	"m"	"r"	2	55	4	3	0	2	1	0.36009	-1
609	3	2	19	"m"	"r"	2	56	14	10	0	1	3	0.27305	100
609	3	2	19	"m"	"r"	2	57	4	3	0	2	1	0.61589	-1
609	3	2	19	"m"	"r"	2	58	15	12	11	2	1	0.74443	-1
609	3	2	19	"m"	"r"	2	59	18	15	16	1	1	0.28089	1
609	3	2	19	"m"	"r"	2	60	14	10	0	1	3	0.31307	100
609	3	2	19	"m"	"r"	2	61	12	7	8	1	1	0.55106	1
609	3	2	19	"m"	"r"	2	62	8	6	0	1	3	0.48855	100
609	3	2	19	"m"	"r"	2	63	1	1	0	1	1	0.39139	1
609	3	2	19	"m"	"r"	2	64	17	14	0	2	1	0.51174	-1
609	3	2	19	"m"	"r"	2	65	2	2	0	1	1	0.39185	1
609	3	2	19	"m"	"r"	2	66	3	2	1	2	1	1.9208	-1
609	3	2	19	"m"	"r"	2	67	15	11	12	2	1	0.34453	-1
609	3	2	19	"m"	"r"	2	68	13	9	0	1	1	0.35209	1
609	3	2	19	"m"	"r"	2	69	10	7	0	2	1	0.33572	-1
609	3	2	19	"m"	"r"	2	70	16	13	0	2	1	0.27207	-1
609	3	2	19	"m"	"r"	2	71	3	1	2	2	3	0.67187	-100
609	3	2	19	"m"	"r"	2	72	13	9	0	1	3	0.39178	100
609	3	2	19	"m"	"r"	3	73	15	12	11	2	1	0.28825	-1
609	3	2	19	"m"	"r"	3	74	2	2	0	1	3	0.49782	100
609	3	2	19	"m"	"r"	3	75	8	6	0	1	3	0.28692	100
609	3	2	19	"m"	"r"	3	76	13	9	0	1	3	0.25749	100
609	3	2	19	"m"	"r"	3	77	17	14	0	2	1	0.52111	-1
609	3	2	19	"m"	"r"	3	78	16	13	0	2	1	0.63415	-1
609	3	2	19	"m"	"r"	3	79	5	4	0	2	1	0.25634	-1
609	3	2	19	"m"	"r"	3	80	4	3	0	2	1	0.37553	-1
609	3	2	19	"m"	"r"	3	81	13	9	0	1	3	0.29717	100
609	3	2	19	"m"	"r"	3	82	3	1	2	2	3	0.57643	-100
609	3	2	19	"m"	"r"	3	83	1	1	0	1	3	0.28972	100
609	3	2	19	"m"	"r"	3	84	6	4	3	1	1	0.33699	1
609	3	2	19	"m"	"r"	3	85	18	16	15	1	1	0.58636	1
609	3	2	19	"m"	"r"	3	86	5	4	0	2	1	0.28157	-1
609	3	2	19	"m"	"r"	3	87	18	15	16	1	1	0.408	1
609	3	2	19	"m"	"r"	3	88	15	11	12	2	1	0.2647	-1
609	3	2	19	"m"	"r"	3	89	12	8	7	1	1	0.84077	1
609	3	2	19	"m"	"r"	3	90	6	3	4	1	1	0.34528	1
609	3	2	19	"m"	"r"	3	91	1	1	0	1	3	0.54391	100
609	3	2	19	"m"	"r"	3	92	11	8	0	2	1	0.55994	-1
609	3	2	19	"m"	"r"	3	93	10	7	0	2	1	0.27327	-1
609	3	2	19	"m"	"r"	3	94	9	6	5	2	1	0.28983	-1
609	3	2	19	"m"	"r"	3	95	17	14	0	2	1	0.36911	-1
609	3	2	19	"m"	"r"	3	96	4	3	0	2	1	0.35199	-1
609	3	2	19	"m"	"r"	3	97	11	8	0	2	1	0.28197	-1
609	3	2	19	"m"	"r"	3	98	12	7	8	1	1	0.36167	1
609	3	2	19	"m"	"r"	3	99	7	5	0	1	3	0.32696	100
609	3	2	19	"m"	"r"	3	100	9	6	5	2	1	0.33588	-1
609	3	2	19	"m"	"r"	3	101	2	2	0	1	3	0.38587	100
609	3	2	19	"m"	"r"	3	102	8	6	0	1	3	0.34294	100
609	3	2	19	"m"	"r"	3	103	10	7	0	2	1	0.40821	-1
609	3	2	19	"m"	"r"	3	104	14	10	0	1	3	0.36071	100
609	3	2	19	"m"	"r"	3	105	7	5	0	1	3	0.30379	100
609	3	2	19	"m"	"r"	3	106	3	2	1	2	3	0.23977	-100
609	3	2	19	"m"	"r"	3	107	16	13	0	2	1	0.28053	-1
609	3	2	19	"m"	"r"	3	108	14	10	0	1	3	0.28628	100
609	3	2	19	"m"	"r"	4	109	3	1	2	2	1	0.32682	-1
609	3	2	19	"m"	"r"	4	110	15	11	12	2	1	0.3374	-1
609	3	2	19	"m"	"r"	4	111	17	14	0	2	1	0.22278	-1
609	3	2	19	"m"	"r"	4	112	18	15	16	1	3	0.34366	100
609	3	2	19	"m"	"r"	4	113	8	6	0	1	3	0.304	100
609	3	2	19	"m"	"r"	4	114	16	13	0	2	1	0.39962	-1
609	3	2	19	"m"	"r"	4	115	4	3	0	2	1	0.50448	-1
609	3	2	19	"m"	"r"	4	116	11	8	0	2	1	0.37562	-1
609	3	2	19	"m"	"r"	4	117	6	3	4	1	1	0.47303	1
609	3	2	19	"m"	"r"	4	118	8	6	0	1	3	0.40609	100
609	3	2	19	"m"	"r"	4	119	16	13	0	2	1	0.32789	-1
609	3	2	19	"m"	"r"	4	120	10	7	0	2	1	0.48932	-1
609	3	2	19	"m"	"r"	4	121	9	6	5	2	1	0.31151	-1
609	3	2	19	"m"	"r"	4	122	1	1	0	1	3	0.29537	100
609	3	2	19	"m"	"r"	4	123	9	6	5	2	1	0.38509	-1
609	3	2	19	"m"	"r"	4	124	10	7	0	2	1	0.45692	-1
609	3	2	19	"m"	"r"	4	125	5	4	0	2	1	0.70572	-1
609	3	2	19	"m"	"r"	4	126	14	10	0	1	3	1.3197	100
609	3	2	19	"m"	"r"	4	127	13	9	0	1	3	0.30365	100
609	3	2	19	"m"	"r"	4	128	11	8	0	2	2	0.37601	-20
609	3	2	19	"m"	"r"	4	129	3	2	1	2	1	0.48658	-1
609	3	2	19	"m"	"r"	4	130	7	5	0	1	3	0.24847	100
609	3	2	19	"m"	"r"	4	131	12	7	8	1	3	0.3746	100
609	3	2	19	"m"	"r"	4	132	1	1	0	1	3	0.27971	100
609	3	2	19	"m"	"r"	4	133	18	16	15	1	3	0.3909	100
609	3	2	19	"m"	"r"	4	134	12	8	7	1	3	0.40569	100
609	3	2	19	"m"	"r"	4	135	2	2	0	1	3	0.33592	100
609	3	2	19	"m"	"r"	4	136	5	4	0	2	1	0.67923	-1
609	3	2	19	"m"	"r"	4	137	13	9	0	1	3	0.41693	100
609	3	2	19	"m"	"r"	4	138	6	4	3	1	3	0.41558	100
609	3	2	19	"m"	"r"	4	139	4	3	0	2	1	0.39221	-1
609	3	2	19	"m"	"r"	4	140	2	2	0	1	3	0.40995	100
609	3	2	19	"m"	"r"	4	141	14	10	0	1	3	0.32045	100
609	3	2	19	"m"	"r"	4	142	15	12	11	2	1	0.42282	-1
609	3	2	19	"m"	"r"	4	143	7	5	0	1	3	0.24803	100
609	3	2	19	"m"	"r"	4	144	17	14	0	2	1	0.31235	-1
609	3	2	19	"m"	"r"	5	145	4	3	0	2	1	0.41742	-1
609	3	2	19	"m"	"r"	5	146	8	6	0	1	3	0.35229	100
609	3	2	19	"m"	"r"	5	147	15	12	11	2	1	0.48157	-1
609	3	2	19	"m"	"r"	5	148	10	7	0	2	1	0.28031	-1
609	3	2	19	"m"	"r"	5	149	3	1	2	2	1	0.28814	-1
609	3	2	19	"m"	"r"	5	150	12	8	7	1	3	0.49458	100
609	3	2	19	"m"	"r"	5	151	2	2	0	1	3	0.2579	100
609	3	2	19	"m"	"r"	5	152	1	1	0	1	3	0.30358	100
609	3	2	19	"m"	"r"	5	153	16	13	0	2	1	0.56751	-1
609	3	2	19	"m"	"r"	5	154	3	2	1	2	1	0.28156	-1
609	3	2	19	"m"	"r"	5	155	14	10	0	1	3	0.30439	100
609	3	2	19	"m"	"r"	5	156	5	4	0	2	1	0.31216	-1
609	3	2	19	"m"	"r"	5	157	18	16	15	1	3	0.27947	100
609	3	2	19	"m"	"r"	5	158	7	5	0	1	3	0.27998	100
609	3	2	19	"m"	"r"	5	159	18	15	16	1	3	0.41498	100
609	3	2	19	"m"	"r"	5	160	10	7	0	2	1	0.28004	-1
609	3	2	19	"m"	"r"	5	161	1	1	0	1	3	0.45634	100
609	3	2	19	"m"	"r"	5	162	7	5	0	1	3	0.34315	100
609	3	2	19	"m"	"r"	5	163	6	3	4	1	1	1.0966	1
609	3	2	19	"m"	"r"	5	164	12	7	8	1	3	0.58412	100
609	3	2	19	"m"	"r"	5	165	14	10	0	1	3	0.32896	100
609	3	2	19	"m"	"r"	5	166	2	2	0	1	3	0.44864	100
609	3	2	19	"m"	"r"	5	167	9	6	5	2	1	0.30451	-1
609	3	2	19	"m"	"r"	5	168	4	3	0	2	1	0.4409	-1
609	3	2	19	"m"	"r"	5	169	13	9	0	1	3	0.55368	100
609	3	2	19	"m"	"r"	5	170	5	4	0	2	1	0.3042	-1
609	3	2	19	"m"	"r"	5	171	16	13	0	2	1	0.55234	-1
609	3	2	19	"m"	"r"	5	172	17	14	0	2	1	0.30324	-1
609	3	2	19	"m"	"r"	5	173	15	11	12	2	1	0.32135	-1
609	3	2	19	"m"	"r"	5	174	11	8	0	2	1	0.31342	-1
609	3	2	19	"m"	"r"	5	175	8	6	0	1	3	0.36016	100
609	3	2	19	"m"	"r"	5	176	13	9	0	1	3	0.31369	100
609	3	2	19	"m"	"r"	5	177	9	6	5	2	1	0.35237	-1
609	3	2	19	"m"	"r"	5	178	6	4	3	1	3	0.33703	100
609	3	2	19	"m"	"r"	5	179	17	14	0	2	1	0.42433	-1
609	3	2	19	"m"	"r"	5	180	11	8	0	2	1	0.44125	-1
609	3	2	19	"m"	"r"	6	181	7	5	0	1	3	0.4647	100
609	3	2	19	"m"	"r"	6	182	17	14	0	2	1	0.8408	-1
609	3	2	19	"m"	"r"	6	183	16	13	0	2	1	0.31239	-1
609	3	2	19	"m"	"r"	6	184	18	16	15	1	3	0.49629	100
609	3	2	19	"m"	"r"	6	185	1	1	0	1	3	0.3433	100
609	3	2	19	"m"	"r"	6	186	2	2	0	1	3	0.28903	100
609	3	2	19	"m"	"r"	6	187	1	1	0	1	3	0.48891	100
609	3	2	19	"m"	"r"	6	188	5	4	0	2	1	0.44927	-1
609	3	2	19	"m"	"r"	6	189	17	14	0	2	1	0.39214	-1
609	3	2	19	"m"	"r"	6	190	5	4	0	2	1	0.28955	-1
609	3	2	19	"m"	"r"	6	191	11	8	0	2	1	0.40793	-1
609	3	2	19	"m"	"r"	6	192	9	6	5	2	1	0.25637	-1
609	3	2	19	"m"	"r"	6	193	3	1	2	2	1	0.50487	-1
609	3	2	19	"m"	"r"	6	194	12	7	8	1	3	0.35191	100
609	3	2	19	"m"	"r"	6	195	15	12	11	2	1	0.40806	-1
609	3	2	19	"m"	"r"	6	196	6	4	3	1	3	0.27962	100
609	3	2	19	"m"	"r"	6	197	2	2	0	1	3	0.32067	100
609	3	2	19	"m"	"r"	6	198	16	13	0	2	1	0.52597	-1
609	3	2	19	"m"	"r"	6	199	8	6	0	1	3	0.31134	100
609	3	2	19	"m"	"r"	6	200	14	10	0	1	3	0.26394	100
609	3	2	19	"m"	"r"	6	201	7	5	0	1	1	0.25651	1
609	3	2	19	"m"	"r"	6	202	4	3	0	2	1	0.2883	-1
609	3	2	19	"m"	"r"	6	203	10	7	0	2	1	0.27995	-1
609	3	2	19	"m"	"r"	6	204	13	9	0	1	3	0.26397	100
609	3	2	19	"m"	"r"	6	205	9	6	5	2	1	0.57558	-1
609	3	2	19	"m"	"r"	6	206	14	10	0	1	3	0.50412	100
609	3	2	19	"m"	"r"	6	207	8	6	0	1	3	0.36786	100
609	3	2	19	"m"	"r"	6	208	12	8	7	1	3	0.37551	100
609	3	2	19	"m"	"r"	6	209	4	3	0	2	1	0.35326	-1
609	3	2	19	"m"	"r"	6	210	15	11	12	2	1	0.36716	-1
609	3	2	19	"m"	"r"	6	211	6	3	4	1	3	0.28913	100
609	3	2	19	"m"	"r"	6	212	13	9	0	1	3	0.34462	100
609	3	2	19	"m"	"r"	6	213	11	8	0	2	1	0.23911	-1
609	3	2	19	"m"	"r"	6	214	3	2	1	2	1	0.29415	-1
609	3	2	19	"m"	"r"	6	215	10	7	0	2	1	0.25847	-1
609	3	2	19	"m"	"r"	6	216	18	15	16	1	3	0.41538	100
610	2	1	20	"m"	"r"	1	1	10	7	0	2	1	0.27348	-1
610	2	1	20	"m"	"r"	1	2	7	5	0	1	1	0.28015	1
610	2	1	20	"m"	"r"	1	3	16	13	0	2	1	0.29597	-1
610	2	1	20	"m"	"r"	1	4	14	10	0	1	2	0.24826	20
610	2	1	20	"m"	"r"	1	5	6	4	3	1	1	0.26376	1
610	2	1	20	"m"	"r"	1	6	5	4	0	2	2	0.24076	-20
610	2	1	20	"m"	"r"	1	7	1	1	0	1	2	0.2802	20
610	2	1	20	"m"	"r"	1	8	14	10	0	1	3	0.31315	100
610	2	1	20	"m"	"r"	1	9	17	14	0	2	1	0.32169	-1
610	2	1	20	"m"	"r"	1	10	18	15	16	1	3	0.28047	100
610	2	1	20	"m"	"r"	1	11	11	8	0	2	1	0.25652	-1
610	2	1	20	"m"	"r"	1	12	3	2	1	2	1	0.36225	-1
610	2	1	20	"m"	"r"	1	13	8	6	0	1	1	0.25577	1
610	2	1	20	"m"	"r"	1	14	13	9	0	1	1	0.29505	1
610	2	1	20	"m"	"r"	1	15	6	3	4	1	1	0.36725	1
610	2	1	20	"m"	"r"	1	16	4	3	0	2	1	0.26258	-1
610	2	1	20	"m"	"r"	1	17	13	9	0	1	3	0.31235	100
610	2	1	20	"m"	"r"	1	18	15	11	12	2	1	0.36985	-1
610	2	1	20	"m"	"r"	1	19	8	6	0	1	3	0.32061	100
610	2	1	20	"m"	"r"	1	20	9	6	5	2	1	0.35947	-1
610	2	1	20	"m"	"r"	1	21	17	14	0	2	1	0.31291	-1
610	2	1	20	"m"	"r"	1	22	18	16	15	1	3	0.28933	100
610	2	1	20	"m"	"r"	1	23	1	1	0	1	3	0.24028	100
610	2	1	20	"m"	"r"	1	24	10	7	0	2	2	0.32894	-20
610	2	1	20	"m"	"r"	1	25	2	2	0	1	1	0.28843	1
610	2	1	20	"m"	"r"	1	26	12	7	8	1	1	0.35337	1
610	2	1	20	"m"	"r"	1	27	11	8	0	2	1	0.30315	-1
610	2	1	20	"m"	"r"	1	28	2	2	0	1	1	0.26583	1
610	2	1	20	"m"	"r"	1	29	7	5	0	1	1	0.40852	1
610	2	1	20	"m"	"r"	1	30	15	12	11	2	1	0.3292	-1
610	2	1	20	"m"	"r"	1	31	4	3	0	2	1	0.30337	-1
610	2	1	20	"m"	"r"	1	32	5	4	0	2	1	0.33579	-1
610	2	1	20	"m"	"r"	1	33	16	13	0	2	1	0.26497	-1
610	2	1	20	"m"	"r"	1	34	12	8	7	1	3	0.54263	100
610	2	1	20	"m"	"r"	1	35	3	1	2	2	1	0.32039	-1
610	2	1	20	"m"	"r"	1	36	9	6	5	2	1	0.25701	-1
610	2	1	20	"m"	"r"	2	37	14	10	0	1	3	0.28838	100
610	2	1	20	"m"	"r"	2	38	4	3	0	2	1	0.33686	-1
610	2	1	20	"m"	"r"	2	39	18	15	16	1	3	0.27363	100
610	2	1	20	"m"	"r"	2	40	17	14	0	2	1	0.20803	-1
610	2	1	20	"m"	"r"	2	41	12	7	8	1	3	0.33607	100
610	2	1	20	"m"	"r"	2	42	10	7	0	2	1	0.26425	-1
610	2	1	20	"m"	"r"	2	43	4	3	0	2	1	0.26227	-1
610	2	1	20	"m"	"r"	2	44	3	2	1	2	1	0.32744	-1
610	2	1	20	"m"	"r"	2	45	10	7	0	2	1	0.34487	-1
610	2	1	20	"m"	"r"	2	46	9	6	5	2	1	0.31295	-1
610	2	1	20	"m"	"r"	2	47	5	4	0	2	1	0.32789	-1
610	2	1	20	"m"	"r"	2	48	15	11	12	2	1	0.26605	-1
610	2	1	20	"m"	"r"	2	49	9	6	5	2	1	0.25596	-1
610	2	1	20	"m"	"r"	2	50	8	6	0	1	1	0.3846	1
610	2	1	20	"m"	"r"	2	51	14	10	0	1	3	0.43188	100
610	2	1	20	"m"	"r"	2	52	6	3	4	1	1	0.36101	1
610	2	1	20	"m"	"r"	2	53	5	4	0	2	1	0.39191	-1
610	2	1	20	"m"	"r"	2	54	13	9	0	1	3	0.33644	100
610	2	1	20	"m"	"r"	2	55	3	1	2	2	1	0.28798	-1
610	2	1	20	"m"	"r"	2	56	7	5	0	1	1	0.41588	1
610	2	1	20	"m"	"r"	2	57	17	14	0	2	1	0.26495	-1
610	2	1	20	"m"	"r"	2	58	11	8	0	2	1	0.88713	-1
610	2	1	20	"m"	"r"	2	59	13	9	0	1	3	0.41589	100
610	2	1	20	"m"	"r"	2	60	6	4	3	1	3	0.34444	100
610	2	1	20	"m"	"r"	2	61	2	2	0	1	3	0.31122	100
610	2	1	20	"m"	"r"	2	62	18	16	15	1	3	0.26479	100
610	2	1	20	"m"	"r"	2	63	1	1	0	1	3	0.29662	100
610	2	1	20	"m"	"r"	2	64	2	2	0	1	3	0.26514	100
610	2	1	20	"m"	"r"	2	65	7	5	0	1	3	0.38518	100
610	2	1	20	"m"	"r"	2	66	1	1	0	1	3	0.2571	100
610	2	1	20	"m"	"r"	2	67	16	13	0	2	1	0.44896	-1
610	2	1	20	"m"	"r"	2	68	12	8	7	1	3	0.38568	100
610	2	1	20	"m"	"r"	2	69	8	6	0	1	3	0.45676	100
610	2	1	20	"m"	"r"	2	70	16	13	0	2	1	0.32754	-1
610	2	1	20	"m"	"r"	2	71	11	8	0	2	1	0.44802	-1
610	2	1	20	"m"	"r"	2	72	15	12	11	2	1	0.42296	-1
610	2	1	20	"m"	"r"	3	73	17	14	0	2	1	0.27114	-1
610	2	1	20	"m"	"r"	3	74	9	6	5	2	3	0.30424	-100
610	2	1	20	"m"	"r"	3	75	6	3	4	1	3	0.28813	100
610	2	1	20	"m"	"r"	3	76	1	1	0	1	3	0.30344	100
610	2	1	20	"m"	"r"	3	77	11	8	0	2	1	0.37759	-1
610	2	1	20	"m"	"r"	3	78	16	13	0	2	1	0.2859	-1
610	2	1	20	"m"	"r"	3	79	3	2	1	2	1	0.40046	-1
610	2	1	20	"m"	"r"	3	80	16	13	0	2	1	0.30437	-1
610	2	1	20	"m"	"r"	3	81	9	6	5	2	1	0.28777	-1
610	2	1	20	"m"	"r"	3	82	8	6	0	1	3	0.25584	100
610	2	1	20	"m"	"r"	3	83	4	3	0	2	1	0.43301	-1
610	2	1	20	"m"	"r"	3	84	15	12	11	2	1	0.25651	-1
610	2	1	20	"m"	"r"	3	85	5	4	0	2	1	0.30472	-1
610	2	1	20	"m"	"r"	3	86	14	10	0	1	1	0.41667	1
610	2	1	20	"m"	"r"	3	87	12	8	7	1	3	0.4157	100
610	2	1	20	"m"	"r"	3	88	11	8	0	2	1	0.40014	-1
610	2	1	20	"m"	"r"	3	89	1	1	0	1	3	0.31344	100
610	2	1	20	"m"	"r"	3	90	7	5	0	1	1	0.48906	1
610	2	1	20	"m"	"r"	3	91	5	4	0	2	1	0.40081	-1
610	2	1	20	"m"	"r"	3	92	6	4	3	1	3	0.66548	100
610	2	1	20	"m"	"r"	3	93	2	2	0	1	3	0.33536	100
610	2	1	20	"m"	"r"	3	94	18	15	16	1	3	0.32108	100
610	2	1	20	"m"	"r"	3	95	15	11	12	2	1	0.4308	-1
610	2	1	20	"m"	"r"	3	96	10	7	0	2	1	0.3121	-1
610	2	1	20	"m"	"r"	3	97	17	14	0	2	1	0.43912	-1
610	2	1	20	"m"	"r"	3	98	18	16	15	1	3	0.38618	100
610	2	1	20	"m"	"r"	3	99	13	9	0	1	3	0.51218	100
610	2	1	20	"m"	"r"	3	100	12	7	8	1	3	0.2956	100
610	2	1	20	"m"	"r"	3	101	2	2	0	1	3	0.50478	100
610	2	1	20	"m"	"r"	3	102	10	7	0	2	1	0.54297	-1
610	2	1	20	"m"	"r"	3	103	7	5	0	1	3	0.36988	100
610	2	1	20	"m"	"r"	3	104	4	3	0	2	1	0.31996	-1
610	2	1	20	"m"	"r"	3	105	3	1	2	2	1	0.2805	-1
610	2	1	20	"m"	"r"	3	106	13	9	0	1	3	0.2567	100
610	2	1	20	"m"	"r"	3	107	14	10	0	1	3	0.2638	100
610	2	1	20	"m"	"r"	3	108	8	6	0	1	3	0.41594	100
610	2	1	20	"m"	"r"	4	109	10	7	0	2	1	0.32803	-1
610	2	1	20	"m"	"r"	4	110	18	16	15	1	3	0.28854	100
610	2	1	20	"m"	"r"	4	111	4	3	0	2	1	0.39275	-1
610	2	1	20	"m"	"r"	4	112	2	2	0	1	3	0.29663	100
610	2	1	20	"m"	"r"	4	113	7	5	0	1	3	0.31314	100
610	2	1	20	"m"	"r"	4	114	13	9	0	1	3	0.27162	100
610	2	1	20	"m"	"r"	4	115	11	8	0	2	1	0.4013	-1
610	2	1	20	"m"	"r"	4	116	10	7	0	2	1	0.79946	-1
610	2	1	20	"m"	"r"	4	117	14	10	0	1	3	0.31056	100
610	2	1	20	"m"	"r"	4	118	7	5	0	1	3	0.31316	100
610	2	1	20	"m"	"r"	4	119	17	14	0	2	1	0.17616	-1
610	2	1	20	"m"	"r"	4	120	15	12	11	2	1	0.25569	-1
610	2	1	20	"m"	"r"	4	121	9	6	5	2	1	0.28901	-1
610	2	1	20	"m"	"r"	4	122	13	9	0	1	3	0.38429	100
610	2	1	20	"m"	"r"	4	123	5	4	0	2	1	0.49607	-1
610	2	1	20	"m"	"r"	4	124	11	8	0	2	1	0.41585	-1
610	2	1	20	"m"	"r"	4	125	1	1	0	1	3	0.39953	100
610	2	1	20	"m"	"r"	4	126	2	2	0	1	3	0.38466	100
610	2	1	20	"m"	"r"	4	127	3	1	2	2	1	0.57666	-1
610	2	1	20	"m"	"r"	4	128	1	1	0	1	3	0.31252	100
610	2	1	20	"m"	"r"	4	129	4	3	0	2	1	0.34653	-1
610	2	1	20	"m"	"r"	4	130	14	10	0	1	3	0.47228	100
610	2	1	20	"m"	"r"	4	131	17	14	0	2	1	0.60796	-1
610	2	1	20	"m"	"r"	4	132	15	11	12	2	1	0.36842	-1
610	2	1	20	"m"	"r"	4	133	16	13	0	2	1	0.2712	-1
610	2	1	20	"m"	"r"	4	134	12	8	7	1	3	0.29649	100
610	2	1	20	"m"	"r"	4	135	8	6	0	1	3	0.28826	100
610	2	1	20	"m"	"r"	4	136	16	13	0	2	1	0.48735	-1
610	2	1	20	"m"	"r"	4	137	6	4	3	1	3	0.4236	100
610	2	1	20	"m"	"r"	4	138	3	2	1	2	1	0.45715	-1
610	2	1	20	"m"	"r"	4	139	18	15	16	1	3	0.35355	100
610	2	1	20	"m"	"r"	4	140	6	3	4	1	3	0.24891	100
610	2	1	20	"m"	"r"	4	141	5	4	0	2	1	0.40072	-1
610	2	1	20	"m"	"r"	4	142	8	6	0	1	3	0.3692	100
610	2	1	20	"m"	"r"	4	143	12	7	8	1	3	0.42325	100
610	2	1	20	"m"	"r"	4	144	9	6	5	2	1	0.36743	-1
610	2	1	20	"m"	"r"	5	145	15	12	11	2	1	0.25649	-1
610	2	1	20	"m"	"r"	5	146	2	2	0	1	3	0.36692	100
610	2	1	20	"m"	"r"	5	147	13	9	0	1	3	0.28789	100
610	2	1	20	"m"	"r"	5	148	18	16	15	1	3	0.4154	100
610	2	1	20	"m"	"r"	5	149	5	4	0	2	1	0.58972	-1
610	2	1	20	"m"	"r"	5	150	13	9	0	1	3	1.7364	100
610	2	1	20	"m"	"r"	5	151	18	15	16	1	3	0.30554	100
610	2	1	20	"m"	"r"	5	152	11	8	0	2	1	0.28828	-1
610	2	1	20	"m"	"r"	5	153	7	5	0	1	3	0.32025	100
610	2	1	20	"m"	"r"	5	154	6	3	4	1	3	0.3205	100
610	2	1	20	"m"	"r"	5	155	4	3	0	2	1	0.31835	-1
610	2	1	20	"m"	"r"	5	156	9	6	5	2	1	0.32039	-1
610	2	1	20	"m"	"r"	5	157	14	10	0	1	3	0.88952	100
610	2	1	20	"m"	"r"	5	158	1	1	0	1	3	0.24212	100
610	2	1	20	"m"	"r"	5	159	8	6	0	1	3	0.33776	100
610	2	1	20	"m"	"r"	5	160	2	2	0	1	3	0.38239	100
610	2	1	20	"m"	"r"	5	161	4	3	0	2	1	0.48578	-1
610	2	1	20	"m"	"r"	5	162	16	13	0	2	1	0.98374	-1
610	2	1	20	"m"	"r"	5	163	17	14	0	2	1	0.25469	-1
610	2	1	20	"m"	"r"	5	164	5	4	0	2	1	0.31921	-1
610	2	1	20	"m"	"r"	5	165	12	7	8	1	3	0.27893	100
610	2	1	20	"m"	"r"	5	166	16	13	0	2	1	0.4781	-1
610	2	1	20	"m"	"r"	5	167	1	1	0	1	3	0.26481	100
610	2	1	20	"m"	"r"	5	168	10	7	0	2	1	0.24101	-1
610	2	1	20	"m"	"r"	5	169	15	11	12	2	1	0.25482	-1
610	2	1	20	"m"	"r"	5	170	10	7	0	2	1	0.29578	-1
610	2	1	20	"m"	"r"	5	171	8	6	0	1	3	0.27986	100
610	2	1	20	"m"	"r"	5	172	14	10	0	1	3	0.32752	100
610	2	1	20	"m"	"r"	5	173	12	8	7	1	3	0.40733	100
610	2	1	20	"m"	"r"	5	174	11	8	0	2	1	0.26458	-1
610	2	1	20	"m"	"r"	5	175	17	14	0	2	1	0.48141	-1
610	2	1	20	"m"	"r"	5	176	9	6	5	2	1	0.36018	-1
610	2	1	20	"m"	"r"	5	177	3	2	1	2	1	0.97635	-1
610	2	1	20	"m"	"r"	5	178	6	4	3	1	3	0.28732	100
610	2	1	20	"m"	"r"	5	179	3	1	2	2	1	0.43353	-1
610	2	1	20	"m"	"r"	5	180	7	5	0	1	3	0.91236	100
610	2	1	20	"m"	"r"	6	181	3	1	2	2	1	0.35959	-1
610	2	1	20	"m"	"r"	6	182	15	11	12	2	1	0.67144	-1
610	2	1	20	"m"	"r"	6	183	3	2	1	2	1	0.52066	-1
