"subj"	"group"	"cb"	"age"	"gender"	"hand"	"trial"	"stimtype"	"stim1"	"stim2"	"rating"
638	3	1	25	"m"	"r"	21	6	3	4	2
638	3	1	25	"m"	"r"	22	16	13	0	3
638	3	1	25	"m"	"r"	23	4	3	0	5
638	3	1	25	"m"	"r"	24	2	2	0	299
639	2	2	23	"m"	"r"	1	1	1	0	549
639	2	2	23	"m"	"r"	2	6	3	4	509
639	2	2	23	"m"	"r"	3	23	15	0	121
639	2	2	23	"m"	"r"	4	8	6	0	596
639	2	2	23	"m"	"r"	5	9	5	6	1
639	2	2	23	"m"	"r"	6	13	9	0	565
639	2	2	23	"m"	"r"	7	18	15	16	479
639	2	2	23	"m"	"r"	8	24	16	0	86
639	2	2	23	"m"	"r"	9	5	4	0	96
639	2	2	23	"m"	"r"	10	22	13	14	462
639	2	2	23	"m"	"r"	11	20	11	0	295
639	2	2	23	"m"	"r"	12	19	9	10	10
639	2	2	23	"m"	"r"	13	21	12	0	179
639	2	2	23	"m"	"r"	14	15	11	12	385
639	2	2	23	"m"	"r"	15	10	7	0	9
639	2	2	23	"m"	"r"	16	14	10	0	595
639	2	2	23	"m"	"r"	17	7	5	0	598
639	2	2	23	"m"	"r"	18	4	3	0	125
639	2	2	23	"m"	"r"	19	12	7	8	476
639	2	2	23	"m"	"r"	20	11	8	0	7
639	2	2	23	"m"	"r"	21	3	1	2	8
639	2	2	23	"m"	"r"	22	16	13	0	122
639	2	2	23	"m"	"r"	23	17	14	0	115
639	2	2	23	"m"	"r"	24	2	2	0	598
640	2	1	41	"M"	"R"	1	4	3	0	420.7227
640	2	1	41	"M"	"R"	2	23	15	0	479.6406
640	2	1	41	"M"	"R"	3	1	1	0	185.4297
640	2	1	41	"M"	"R"	4	20	11	0	299.6328
640	2	1	41	"M"	"R"	5	10	7	0	594.4609
640	2	1	41	"M"	"R"	6	8	6	0	189.3086
640	2	1	41	"M"	"R"	7	15	11	12	479.9062
640	2	1	41	"M"	"R"	8	2	2	0	311.1875
640	2	1	41	"M"	"R"	9	9	5	6	303.2461
640	2	1	41	"M"	"R"	10	5	4	0	545.3828
640	2	1	41	"M"	"R"	11	19	9	10	309.3594
640	2	1	41	"M"	"R"	12	17	14	0	118.3242
640	2	1	41	"M"	"R"	13	22	13	14	183.8047
640	2	1	41	"M"	"R"	14	21	12	0	182.3359
640	2	1	41	"M"	"R"	15	12	7	8	306.8906
640	2	1	41	"M"	"R"	16	14	10	0	422.1523
640	2	1	41	"M"	"R"	17	16	13	0	483.7539
640	2	1	41	"M"	"R"	18	18	15	16	435.4688
640	2	1	41	"M"	"R"	19	7	5	0	308.0625
640	2	1	41	"M"	"R"	20	13	9	0	471.1641
640	2	1	41	"M"	"R"	21	11	8	0	471.1641
640	2	1	41	"M"	"R"	22	6	3	4	471.1641
640	2	1	41	"M"	"R"	23	24	16	0	181.2148
640	2	1	41	"M"	"R"	24	3	1	2	306.7109
641	3	2	49	"m"	"r"	1	23	15	0	180.4883
641	3	2	49	"m"	"r"	2	8	6	0	301.1016
641	3	2	49	"m"	"r"	3	1	1	0	299.8945
641	3	2	49	"m"	"r"	4	19	9	10	60.7891
641	3	2	49	"m"	"r"	5	4	3	0	120.4766
641	3	2	49	"m"	"r"	6	3	1	2	420.543
641	3	2	49	"m"	"r"	7	21	12	0	0.51172
641	3	2	49	"m"	"r"	8	15	11	12	0.77344
641	3	2	49	"m"	"r"	9	14	10	0	301.0156
641	3	2	49	"m"	"r"	10	22	13	14	2.8945
641	3	2	49	"m"	"r"	11	24	16	0	179.1953
641	3	2	49	"m"	"r"	12	16	13	0	298.2188
641	3	2	49	"m"	"r"	13	5	4	0	0.039062
641	3	2	49	"m"	"r"	14	2	2	0	119.5938
641	3	2	49	"m"	"r"	15	13	9	0	61.5234
641	3	2	49	"m"	"r"	16	10	7	0	0.83594
641	3	2	49	"m"	"r"	17	7	5	0	299.543
641	3	2	49	"m"	"r"	18	20	11	0	420.7734
641	3	2	49	"m"	"r"	19	17	14	0	6.3555
641	3	2	49	"m"	"r"	20	11	8	0	59.5469
641	3	2	49	"m"	"r"	21	18	15	16	0.21094
641	3	2	49	"m"	"r"	22	9	5	6	2.0312
641	3	2	49	"m"	"r"	23	12	7	8	1.4766
641	3	2	49	"m"	"r"	24	6	3	4	0.47656
642	2	1	21	"f"	"l"	1	6	3	4	481.3906
642	2	1	21	"f"	"l"	2	9	5	6	180.4766
642	2	1	21	"f"	"l"	3	10	7	0	239.4609
642	2	1	21	"f"	"l"	4	22	13	14	60.1836
642	2	1	21	"f"	"l"	5	19	9	10	4.1992
642	2	1	21	"f"	"l"	6	11	8	0	478.8711
642	2	1	21	"f"	"l"	7	12	7	8	595.3359
642	2	1	21	"f"	"l"	8	23	15	0	68.0117
642	2	1	21	"f"	"l"	9	17	14	0	54.6836
642	2	1	21	"f"	"l"	10	1	1	0	591.3398
642	2	1	21	"f"	"l"	11	18	15	16	596.6719
642	2	1	21	"f"	"l"	12	15	11	12	172.3125
642	2	1	21	"f"	"l"	13	13	9	0	599.3398
642	2	1	21	"f"	"l"	14	3	1	2	190.9727
642	2	1	21	"f"	"l"	15	16	13	0	122.9961
642	2	1	21	"f"	"l"	16	5	4	0	307.6016
642	2	1	21	"f"	"l"	17	20	11	0	59.5234
642	2	1	21	"f"	"l"	18	21	12	0	59.3555
642	2	1	21	"f"	"l"	19	2	2	0	427.2344
642	2	1	21	"f"	"l"	20	4	3	0	365.0898
642	2	1	21	"f"	"l"	21	24	16	0	186.6484
642	2	1	21	"f"	"l"	22	14	10	0	522.207
642	2	1	21	"f"	"l"	23	8	6	0	521.3711
642	2	1	21	"f"	"l"	24	7	5	0	521.3711
643	3	2	21	"f"	"r"	1	16	13	0	61
643	3	2	21	"f"	"r"	2	13	9	0	598
643	3	2	21	"f"	"r"	3	22	13	14	28
643	3	2	21	"f"	"r"	4	23	15	0	238
643	3	2	21	"f"	"r"	5	8	6	0	599
643	3	2	21	"f"	"r"	6	1	1	0	480
643	3	2	21	"f"	"r"	7	11	8	0	234
643	3	2	21	"f"	"r"	8	19	9	10	597
643	3	2	21	"f"	"r"	9	24	16	0	376
643	3	2	21	"f"	"r"	10	21	12	0	183
643	3	2	21	"f"	"r"	11	5	4	0	493
643	3	2	21	"f"	"r"	12	7	5	0	596
643	3	2	21	"f"	"r"	13	20	11	0	169
643	3	2	21	"f"	"r"	14	12	7	8	423
643	3	2	21	"f"	"r"	15	17	14	0	2
643	3	2	21	"f"	"r"	16	2	2	0	596
643	3	2	21	"f"	"r"	17	18	15	16	597
643	3	2	21	"f"	"r"	18	4	3	0	357
643	3	2	21	"f"	"r"	19	6	3	4	599
643	3	2	21	"f"	"r"	20	15	11	12	3
643	3	2	21	"f"	"r"	21	10	7	0	145
643	3	2	21	"f"	"r"	22	9	5	6	427
643	3	2	21	"f"	"r"	23	14	10	0	599
643	3	2	21	"f"	"r"	24	3	1	2	437
644	2	1	19	"F"	"R"	1	18	15	16	598
644	2	1	19	"F"	"R"	2	17	14	0	1
644	2	1	19	"F"	"R"	3	14	10	0	599
644	2	1	19	"F"	"R"	4	22	13	14	538
644	2	1	19	"F"	"R"	5	11	8	0	2
644	2	1	19	"F"	"R"	6	3	1	2	1
644	2	1	19	"F"	"R"	7	1	1	0	599
644	2	1	19	"F"	"R"	8	23	15	0	120
644	2	1	19	"F"	"R"	9	8	6	0	596
644	2	1	19	"F"	"R"	10	19	9	10	63
644	2	1	19	"F"	"R"	11	10	7	0	2
644	2	1	19	"F"	"R"	12	12	7	8	598
644	2	1	19	"F"	"R"	13	13	9	0	599
644	2	1	19	"F"	"R"	14	5	4	0	1
644	2	1	19	"F"	"R"	15	16	13	0	1
644	2	1	19	"F"	"R"	16	20	11	0	421
644	2	1	19	"F"	"R"	17	7	5	0	598
644	2	1	19	"F"	"R"	18	6	3	4	596
644	2	1	19	"F"	"R"	19	4	3	0	1
644	2	1	19	"F"	"R"	20	21	12	0	452
644	2	1	19	"F"	"R"	21	9	5	6	2
644	2	1	19	"F"	"R"	22	15	11	12	57
644	2	1	19	"F"	"R"	23	2	2	0	599
644	2	1	19	"F"	"R"	24	24	16	0	121
645	3	2	20	"F"	"R"	1	7	5	0	599.8398
645	3	2	20	"F"	"R"	2	9	5	6	180.1406
645	3	2	20	"F"	"R"	3	21	12	0	62.8438
645	3	2	20	"F"	"R"	4	23	15	0	234.293
645	3	2	20	"F"	"R"	5	22	13	14	177.9805
645	3	2	20	"F"	"R"	6	13	9	0	597.5039
645	3	2	20	"F"	"R"	7	15	11	12	61.3477
645	3	2	20	"F"	"R"	8	11	8	0	0.19922
645	3	2	20	"F"	"R"	9	10	7	0	58.0156
645	3	2	20	"F"	"R"	10	3	1	2	58.6758
645	3	2	20	"F"	"R"	11	8	6	0	543.3477
645	3	2	20	"F"	"R"	12	19	9	10	296.2656
645	3	2	20	"F"	"R"	13	18	15	16	598.9922
645	3	2	20	"F"	"R"	14	12	7	8	594.6562
645	3	2	20	"F"	"R"	15	20	11	0	174.625
645	3	2	20	"F"	"R"	16	2	2	0	597.8164
645	3	2	20	"F"	"R"	17	16	13	0	2.0156
645	3	2	20	"F"	"R"	18	5	4	0	125.4766
645	3	2	20	"F"	"R"	19	17	14	0	1.8555
645	3	2	20	"F"	"R"	20	1	1	0	598.4883
645	3	2	20	"F"	"R"	21	24	16	0	472.5312
645	3	2	20	"F"	"R"	22	4	3	0	56.8359
645	3	2	20	"F"	"R"	23	6	3	4	598.4922
645	3	2	20	"F"	"R"	24	14	10	0	596.1562
6002	3	1	19	"f"	"R"	1	15	11	12	417.8633
6002	3	1	19	"f"	"R"	2	24	16	0	296.4219
6002	3	1	19	"f"	"R"	3	5	4	0	478.2617
6002	3	1	19	"f"	"R"	4	18	15	16	295.0703
6002	3	1	19	"f"	"R"	5	21	12	0	289.0703
6002	3	1	19	"f"	"R"	6	3	1	2	413.1797
6002	3	1	19	"f"	"R"	7	7	5	0	411.4727
6002	3	1	19	"f"	"R"	8	11	8	0	298.3281
6002	3	1	19	"f"	"R"	9	13	9	0	417.0547
6002	3	1	19	"f"	"R"	10	22	13	14	241.6289
6002	3	1	19	"f"	"R"	11	2	2	0	249.7148
6002	3	1	19	"f"	"R"	12	16	13	0	298.7305
6002	3	1	19	"f"	"R"	13	17	14	0	366.5039
6002	3	1	19	"f"	"R"	14	4	3	0	308.4883
6002	3	1	19	"f"	"R"	15	12	7	8	368.5234
6002	3	1	19	"f"	"R"	16	10	7	0	483.6367
6002	3	1	19	"f"	"R"	17	19	9	10	297.1094
6002	3	1	19	"f"	"R"	18	23	15	0	380.0547
6002	3	1	19	"f"	"R"	19	9	5	6	228.1836
6002	3	1	19	"f"	"R"	20	14	10	0	356.4727
6002	3	1	19	"f"	"R"	21	6	3	4	534.4492
6002	3	1	19	"f"	"R"	22	8	6	0	383.0742
6002	3	1	19	"f"	"R"	23	20	11	0	242.6133
6002	3	1	19	"f"	"R"	24	1	1	0	268.0781
6003	3	2	18	"m"	"r"	1	20	11	0	92.8633
6003	3	2	18	"m"	"r"	2	2	2	0	598.5742
6003	3	2	18	"m"	"r"	3	11	8	0	88.3008
6003	3	2	18	"m"	"r"	4	15	11	12	0.29688
6003	3	2	18	"m"	"r"	5	12	7	8	535.5586
6003	3	2	18	"m"	"r"	6	14	10	0	599.7422
6003	3	2	18	"m"	"r"	7	10	7	0	1.9336
6003	3	2	18	"m"	"r"	8	21	12	0	123.7188
6003	3	2	18	"m"	"r"	9	24	16	0	310.9922
6003	3	2	18	"m"	"r"	10	8	6	0	598.4961
6003	3	2	18	"m"	"r"	11	19	9	10	157.25
6003	3	2	18	"m"	"r"	12	23	15	0	124.4062
6003	3	2	18	"m"	"r"	13	4	3	0	1.707
6003	3	2	18	"m"	"r"	14	3	1	2	0.26953
6003	3	2	18	"m"	"r"	15	1	1	0	599.0117
6003	3	2	18	"m"	"r"	16	17	14	0	0.089844
6003	3	2	18	"m"	"r"	17	5	4	0	0.35547
6003	3	2	18	"m"	"r"	18	22	13	14	143.7031
6003	3	2	18	"m"	"r"	19	16	13	0	63.3086
6003	3	2	18	"m"	"r"	20	7	5	0	580.8984
6003	3	2	18	"m"	"r"	21	6	3	4	597.1562
6003	3	2	18	"m"	"r"	22	18	15	16	599.6484
6003	3	2	18	"m"	"r"	23	9	5	6	0.60547
6003	3	2	18	"m"	"r"	24	13	9	0	599.9648
6005	3	2	25	"f"	"r"	1	8	6	0	422
6005	3	2	25	"f"	"r"	2	1	1	0	299
6005	3	2	25	"f"	"r"	3	5	4	0	239
6005	3	2	25	"f"	"r"	4	11	8	0	239
6005	3	2	25	"f"	"r"	5	17	14	0	113
6005	3	2	25	"f"	"r"	6	21	12	0	181
6005	3	2	25	"f"	"r"	7	10	7	0	241
6005	3	2	25	"f"	"r"	8	22	13	14	302
6005	3	2	25	"f"	"r"	9	19	9	10	298
6005	3	2	25	"f"	"r"	10	3	1	2	300
6005	3	2	25	"f"	"r"	11	23	15	0	239
6005	3	2	25	"f"	"r"	12	2	2	0	300
6005	3	2	25	"f"	"r"	13	12	7	8	181
6005	3	2	25	"f"	"r"	14	6	3	4	361
6005	3	2	25	"f"	"r"	15	7	5	0	298
6005	3	2	25	"f"	"r"	16	14	10	0	298
6005	3	2	25	"f"	"r"	17	16	13	0	298
6005	3	2	25	"f"	"r"	18	9	5	6	298
6005	3	2	25	"f"	"r"	19	18	15	16	298
6005	3	2	25	"f"	"r"	20	4	3	0	297
6005	3	2	25	"f"	"r"	21	15	11	12	297
6005	3	2	25	"f"	"r"	22	24	16	0	245
6005	3	2	25	"f"	"r"	23	20	11	0	295
6005	3	2	25	"f"	"r"	24	13	9	0	301
6006	2	1	19	"f"	"r"	1	17	14	0	3
6006	2	1	19	"f"	"r"	2	12	7	8	598
6006	2	1	19	"f"	"r"	3	14	10	0	598
6006	2	1	19	"f"	"r"	4	6	3	4	598
6006	2	1	19	"f"	"r"	5	11	8	0	1
6006	2	1	19	"f"	"r"	6	1	1	0	599
6006	2	1	19	"f"	"r"	7	5	4	0	60
6006	2	1	19	"f"	"r"	8	13	9	0	596
6006	2	1	19	"f"	"r"	9	10	7	0	1
6006	2	1	19	"f"	"r"	10	21	12	0	122
6006	2	1	19	"f"	"r"	11	2	2	0	599
6006	2	1	19	"f"	"r"	12	19	9	10	300
6006	2	1	19	"f"	"r"	13	23	15	0	11
6006	2	1	19	"f"	"r"	14	18	15	16	594
6006	2	1	19	"f"	"r"	15	20	11	0	298
6006	2	1	19	"f"	"r"	16	9	5	6	3
6006	2	1	19	"f"	"r"	17	22	13	14	303
6006	2	1	19	"f"	"r"	18	4	3	0	2
6006	2	1	19	"f"	"r"	19	7	5	0	597
6006	2	1	19	"f"	"r"	20	8	6	0	598
6006	2	1	19	"f"	"r"	21	24	16	0	3
6006	2	1	19	"f"	"r"	22	15	11	12	5
6006	2	1	19	"f"	"r"	23	16	13	0	6
6006	2	1	19	"f"	"r"	24	3	1	2	3
6007	3	2	22	"m"	"r"	1	17	14	0	0.46484
6007	3	2	22	"m"	"r"	2	22	13	14	480.0703
6007	3	2	22	"m"	"r"	3	24	16	0	120.2969
6007	3	2	22	"m"	"r"	4	16	13	0	0.86328
6007	3	2	22	"m"	"r"	5	7	5	0	599.3984
6007	3	2	22	"m"	"r"	6	6	3	4	599.8711
6007	3	2	22	"m"	"r"	7	21	12	0	419.0977
6007	3	2	22	"m"	"r"	8	10	7	0	3.0742
6007	3	2	22	"m"	"r"	9	19	9	10	60.6445
6007	3	2	22	"m"	"r"	10	13	9	0	596.9023
6007	3	2	22	"m"	"r"	11	9	5	6	1.043
6007	3	2	22	"m"	"r"	12	1	1	0	596.9375
6007	3	2	22	"m"	"r"	13	15	11	12	0.3125
6007	3	2	22	"m"	"r"	14	8	6	0	597.3789
6007	3	2	22	"m"	"r"	15	11	8	0	1.5781
6007	3	2	22	"m"	"r"	16	12	7	8	595.5859
6007	3	2	22	"m"	"r"	17	2	2	0	597.3477
6007	3	2	22	"m"	"r"	18	3	1	2	2.9883
6007	3	2	22	"m"	"r"	19	23	15	0	121.2578
6007	3	2	22	"m"	"r"	20	14	10	0	598.5664
6007	3	2	22	"m"	"r"	21	18	15	16	598.9766
6007	3	2	22	"m"	"r"	22	5	4	0	1.5
6007	3	2	22	"m"	"r"	23	4	3	0	0.59375
6007	3	2	22	"m"	"r"	24	20	11	0	418.6289
6008	2	1	18	"f"	"r"	1	2	2	0	598.4023
6008	2	1	18	"f"	"r"	2	20	11	0	62.7422
6008	2	1	18	"f"	"r"	3	6	3	4	595.4023
6008	2	1	18	"f"	"r"	4	13	9	0	598.5703
6008	2	1	18	"f"	"r"	5	16	13	0	3.0977
6008	2	1	18	"f"	"r"	6	14	10	0	595.9062
6008	2	1	18	"f"	"r"	7	1	1	0	596.0742
6008	2	1	18	"f"	"r"	8	24	16	0	60.4219
6008	2	1	18	"f"	"r"	9	22	13	14	383.4766
6008	2	1	18	"f"	"r"	10	23	15	0	123.3984
6008	2	1	18	"f"	"r"	11	19	9	10	9.6016
6008	2	1	18	"f"	"r"	12	15	11	12	7.4375
6008	2	1	18	"f"	"r"	13	12	7	8	493.9414
6008	2	1	18	"f"	"r"	14	8	6	0	598.4102
6008	2	1	18	"f"	"r"	15	3	1	2	8.4336
6008	2	1	18	"f"	"r"	16	10	7	0	54.4297
6008	2	1	18	"f"	"r"	17	4	3	0	14.2773
6008	2	1	18	"f"	"r"	18	11	8	0	15.2812
6008	2	1	18	"f"	"r"	19	5	4	0	3.6211
6008	2	1	18	"f"	"r"	20	9	5	6	8.7852
6008	2	1	18	"f"	"r"	21	7	5	0	585.4258
6008	2	1	18	"f"	"r"	22	17	14	0	4.7812
6008	2	1	18	"f"	"r"	23	21	12	0	288.3594
6008	2	1	18	"f"	"r"	24	18	15	16	598.2578
6009	3	2	18	"f"	"r"	1	2	2	0	238.168
6009	3	2	18	"f"	"r"	2	22	13	14	373.6953
6009	3	2	18	"f"	"r"	3	15	11	12	5.8516
6009	3	2	18	"f"	"r"	4	4	3	0	179.7188
6009	3	2	18	"f"	"r"	5	19	9	10	494.7188
6009	3	2	18	"f"	"r"	6	14	10	0	580.7148
6009	3	2	18	"f"	"r"	7	3	1	2	365.9766
6009	3	2	18	"f"	"r"	8	21	12	0	226.9883
6009	3	2	18	"f"	"r"	9	24	16	0	380.3281
6009	3	2	18	"f"	"r"	10	6	3	4	597.8555
6009	3	2	18	"f"	"r"	11	7	5	0	502.3789
6009	3	2	18	"f"	"r"	12	1	1	0	591.7344
6009	3	2	18	"f"	"r"	13	10	7	0	80.793
6009	3	2	18	"f"	"r"	14	13	9	0	578.0078
6009	3	2	18	"f"	"r"	15	17	14	0	95.7578
6009	3	2	18	"f"	"r"	16	12	7	8	121.9883
6009	3	2	18	"f"	"r"	17	18	15	16	597.5898
6009	3	2	18	"f"	"r"	18	8	6	0	588.9727
6009	3	2	18	"f"	"r"	19	23	15	0	301.1367
6009	3	2	18	"f"	"r"	20	9	5	6	421.8125
6009	3	2	18	"f"	"r"	21	16	13	0	142.5039
6009	3	2	18	"f"	"r"	22	11	8	0	139.0352
6009	3	2	18	"f"	"r"	23	5	4	0	62.5859
6009	3	2	18	"f"	"r"	24	20	11	0	2.4023
