"cond"	"subj"	"phase"	"blk"	"trial"	"stim"	"resp"	"rt"
1	1006	1	8	2	43	2	311
1	1006	1	8	3	3	3	460
1	1006	1	8	4	20	1	411
1	1006	1	8	5	35	2	528
1	1006	1	8	6	25	2	501
1	1006	1	8	7	16	2	442
1	1006	1	8	8	42	1	398
1	1006	1	9	1	32	1	312
1	1006	1	9	2	11	2	575
1	1006	1	9	3	30	2	427
1	1006	1	9	4	15	3	1140
1	1006	1	9	5	37	3	1577
1	1006	1	9	6	5	2	313
1	1006	1	9	7	47	3	1165
1	1006	1	9	8	22	3	484
1	1006	1	10	1	39	3	415
1	1006	1	10	2	7	1	324
1	1006	1	10	3	2	2	421
1	1006	1	10	4	29	3	490
1	1006	1	10	5	45	1	419
1	1006	1	10	6	24	2	519
1	1006	1	10	7	14	2	285
1	1006	1	10	8	34	3	246
1	1006	1	11	1	19	2	329
1	1006	1	11	2	18	1	954
1	1006	1	11	3	41	1	3708
1	1006	1	11	4	4	2	294
1	1006	1	11	5	46	1	2826
1	1006	1	11	6	10	3	540
1	1006	1	11	7	36	3	877
1	1006	1	11	8	26	1	1765
1	1006	1	12	1	21	2	415
1	1006	1	12	2	48	2	142
1	1006	1	12	3	40	2	310
1	1006	1	12	4	31	1	450
1	1006	1	12	5	1	1	323
1	1006	1	12	6	27	2	233
1	1006	1	12	7	12	3	278
1	1006	1	12	8	13	3	6681
1	1006	2	1	1	0	2	8069
1	1006	2	1	2	0	1	6729
1	1006	2	1	3	0	2	7953
1	1006	2	1	4	0	2	5129
1	1006	2	1	5	0	3	5416
1	1006	2	1	6	0	2	3062
1	1006	2	1	7	0	2	9279
1	1006	2	1	8	0	3	4738
1	1006	2	1	9	0	3	4034
1	1006	2	1	10	0	2	10855
1	1006	2	1	11	0	2	4706
1	1006	2	1	12	0	3	9850
1	1006	2	1	13	0	1	6487
1	1006	2	1	14	0	1	3473
1	1006	2	1	15	0	4	3130
1	1006	2	1	16	0	2	3066
1	1006	2	1	17	0	2	2355
1	1006	2	1	18	0	1	8849
1	1006	2	1	19	0	2	4134
1	1006	2	1	20	0	4	3726
1	1006	2	1	21	0	1	2655
1	1006	2	1	22	0	1	4152
1	1006	2	1	23	0	2	4438
1	1006	2	1	24	0	1	5698
1	1006	2	1	25	0	1	5612
1	1006	2	1	26	0	2	3696
1	1006	2	1	27	0	3	7364
1	1006	2	1	28	0	2	6553
1	1006	2	1	29	0	2	2615
1	1006	2	1	30	0	2	5035
1	1008	1	1	1	45	1	5344
1	1008	1	1	2	15	3	2537
1	1008	1	1	3	9	2	491
1	1008	1	1	4	32	1	3040
1	1008	1	1	5	4	2	2923
1	1008	1	1	6	42	2	2009
1	1008	1	1	7	25	3	1169
1	1008	1	1	8	23	2	1862
1	1008	1	2	1	8	1	1708
1	1008	1	2	2	35	2	6
1	1008	1	2	3	5	2	10830
1	1008	1	2	4	30	3	752
1	1008	1	2	5	46	3	1875
1	1008	1	2	6	20	1	1100
1	1008	1	2	7	37	3	2041
1	1008	1	2	8	18	1	1133
1	1008	1	3	1	36	3	515
1	1008	1	3	2	21	2	2414
1	1008	1	3	3	41	1	1973
1	1008	1	3	4	12	3	301
1	1008	1	3	5	6	3	1088
1	1008	1	3	6	26	1	2447
1	1008	1	3	7	47	2	2692
1	1008	1	3	8	14	1	1319
1	1008	1	4	1	24	3	555
1	1008	1	4	2	29	2	63
1	1008	1	4	3	48	2	351
1	1008	1	4	4	40	2	293
1	1008	1	4	5	17	1	1633
1	1008	1	4	6	31	1	653
1	1008	1	4	7	3	2	395
1	1008	1	4	8	10	3	3571
1	1008	1	5	1	44	3	567
1	1008	1	5	2	22	3	705
1	1008	1	5	3	13	1	487
1	1008	1	5	4	28	2	891
1	1008	1	5	5	2	1	465
1	1008	1	5	6	38	3	754
1	1008	1	5	7	33	2	296
1	1008	1	5	8	11	2	404
1	1008	1	6	1	27	2	1445
1	1008	1	6	2	7	1	416
1	1008	1	6	3	19	1	922
1	1008	1	6	4	43	2	455
1	1008	1	6	5	1	1	244
1	1008	1	6	6	34	3	606
1	1008	1	6	7	39	2	1008
1	1008	1	6	8	16	3	770
1	1008	1	7	1	3	2	201
1	1008	1	7	2	35	2	249
1	1008	1	7	3	9	2	357
1	1008	1	7	4	42	1	863
1	1008	1	7	5	15	2	758
1	1008	1	7	6	21	2	327
1	1008	1	7	7	45	1	1303
1	1008	1	7	8	26	2	834
1	1008	1	8	1	48	2	679
1	1008	1	8	2	7	1	343
1	1008	1	8	3	34	3	3056
1	1008	1	8	4	5	2	1210
1	1008	1	8	5	20	3	395
1	1008	1	8	6	14	1	823
1	1008	1	8	7	28	3	315
1	1008	1	8	8	40	3	1902
1	1008	1	9	1	31	1	339
1	1008	1	9	2	4	3	552
1	1008	1	9	3	24	3	718
1	1008	1	9	4	17	2	302
1	1008	1	9	5	29	2	284
1	1008	1	9	6	38	2	1951
1	1008	1	9	7	12	3	916
1	1008	1	9	8	43	2	270
1	1008	1	10	1	30	3	311
1	1008	1	10	2	36	3	532
1	1008	1	10	3	6	3	722
1	1008	1	10	4	10	3	545
1	1008	1	10	5	22	3	446
1	1008	1	10	6	13	1	328
1	1008	1	10	7	39	2	445
1	1008	1	10	8	47	2	370
1	1008	1	11	1	25	1	430
1	1008	1	11	2	8	1	750
1	1008	1	11	3	16	3	2256
1	1008	1	11	4	1	1	515
1	1008	1	11	5	46	1	1536
1	1008	1	11	6	32	1	509
1	1008	1	11	7	41	2	1349
1	1008	1	11	8	23	2	357
1	1008	1	12	1	37	2	3066
1	1008	1	12	2	19	1	469
1	1008	1	12	3	27	2	79
1	1008	1	12	4	2	1	272
1	1008	1	12	5	33	2	213
1	1008	1	12	6	18	2	253
1	1008	1	12	7	44	3	516
1	1008	1	12	8	11	2	455
1	1008	2	1	1	0	2	12123
1	1008	2	1	2	0	2	10684
1	1008	2	1	3	0	3	7272
1	1008	2	1	4	0	3	11035
1	1008	2	1	5	0	2	6513
1	1008	2	1	6	0	4	4722
1	1008	2	1	7	0	3	4610
1	1008	2	1	8	0	3	3615
1	1008	2	1	9	0	3	2859
1	1008	2	1	10	0	2	4069
1	1008	2	1	11	0	2	8967
1	1008	2	1	12	0	4	3318
1	1008	2	1	13	0	1	7878
1	1008	2	1	14	0	2	6481
1	1008	2	1	15	0	2	3299
1	1008	2	1	16	0	2	5865
1	1008	2	1	17	0	2	4983
1	1008	2	1	18	0	1	5292
1	1008	2	1	19	0	2	3222
1	1008	2	1	20	0	2	3082
1	1008	2	1	21	0	1	4851
1	1008	2	1	22	0	3	2166
1	1008	2	1	23	0	2	5692
1	1008	2	1	24	0	3	2620
1	1008	2	1	25	0	2	6320
1	1008	2	1	26	0	2	4705
1	1008	2	1	27	0	3	5978
1	1008	2	1	28	0	2	6504
1	1008	2	1	29	0	2	2962
1	1008	2	1	30	0	3	1976
1	1009	1	1	1	44	2	1506
1	1009	1	1	2	16	2	853
1	1009	1	1	3	12	3	1049
1	1009	1	1	4	38	2	1087
1	1009	1	1	5	24	1	1593
1	1009	1	1	6	32	2	1080
1	1009	1	1	7	30	2	960
1	1009	1	1	8	3	3	3350
1	1009	1	2	1	10	3	633
1	1009	1	2	2	23	2	602
1	1009	1	2	3	1	3	693
1	1009	1	2	4	17	1	519
1	1009	1	2	5	37	3	481
1	1009	1	2	6	34	3	711
1	1009	1	2	7	26	3	386
1	1009	1	2	8	47	2	535
1	1009	1	3	1	35	2	600
1	1009	1	3	2	25	3	408
1	1009	1	3	3	11	2	366
1	1009	1	3	4	19	1	1721
1	1009	1	3	5	2	2	593
1	1009	1	3	6	48	2	469
1	1009	1	3	7	41	2	434
1	1009	1	3	8	14	2	353
1	1009	1	4	1	39	3	325
1	1009	1	4	2	46	2	502
1	1009	1	4	3	15	3	706
1	1009	1	4	4	7	1	2420
1	1009	1	4	5	31	3	328
1	1009	1	4	6	21	2	321
1	1009	1	4	7	5	1	755
1	1009	1	4	8	29	2	747
1	1009	1	5	1	9	2	307
1	1009	1	5	2	45	3	419
1	1009	1	5	3	28	3	765
1	1009	1	5	4	4	2	519
1	1009	1	5	5	13	1	1490
1	1009	1	5	6	33	3	334
1	1009	1	5	7	42	3	445
1	1009	1	5	8	22	3	774
1	1009	1	6	1	36	1	557
1	1009	1	6	2	18	1	315
1	1009	1	6	3	6	1	371
1	1009	1	6	4	8	2	906
1	1009	1	6	5	43	3	3138
1	1009	1	6	6	27	3	438
1	1009	1	6	7	40	2	861
1	1009	1	6	8	20	1	1259
1	1009	1	7	1	35	3	380
1	1009	1	7	2	9	2	342
1	1009	1	7	3	19	1	314
1	1009	1	7	4	45	2	357
1	1009	1	7	5	15	2	327
1	1009	1	7	6	3	2	307
1	1009	1	7	7	30	3	557
1	1009	1	7	8	37	1	512
1	1009	1	8	1	36	1	499
1	1009	1	8	2	22	2	823
1	1009	1	8	3	16	2	504
1	1009	1	8	4	42	3	811
1	1009	1	8	5	48	3	714
1	1009	1	8	6	28	2	1158
1	1009	1	8	7	8	1	546
1	1009	1	8	8	6	1	825
1	1009	1	9	1	24	3	378
1	1009	1	9	2	34	2	356
1	1009	1	9	3	27	3	314
1	1009	1	9	4	43	1	458
1	1009	1	9	5	14	2	617
1	1009	1	9	6	11	2	541
1	1009	1	9	7	4	2	366
1	1009	1	9	8	39	2	580
1	1009	1	10	1	1	3	983
1	1009	1	10	2	20	1	508
1	1009	1	10	3	10	3	364
1	1009	1	10	4	44	2	365
1	1009	1	10	5	25	3	481
1	1009	1	10	6	13	3	304
1	1009	1	10	7	41	1	499
1	1009	1	10	8	32	2	848
1	1009	1	11	1	12	3	351
1	1009	1	11	2	17	2	302
1	1009	1	11	3	38	2	825
1	1009	1	11	4	47	2	512
1	1009	1	11	5	29	1	1175
1	1009	1	11	6	31	3	699
1	1009	1	11	7	5	1	370
1	1009	1	11	8	23	2	326
1	1009	1	12	1	46	3	689
1	1009	1	12	2	21	2	352
1	1009	1	12	3	7	1	613
1	1009	1	12	4	26	1	1059
1	1009	1	12	5	33	3	1009
1	1009	1	12	6	18	1	706
1	1009	1	12	7	40	3	465
1	1009	1	12	8	2	2	490
1	1009	2	1	1	0	2	6508
1	1009	2	1	2	0	2	3597
1	1009	2	1	3	0	3	3922
1	1009	2	1	4	0	3	3682
1	1009	2	1	5	0	2	2212
1	1009	2	1	6	0	2	4774
1	1009	2	1	7	0	2	5012
1	1009	2	1	8	0	3	2217
1	1009	2	1	9	0	3	2508
1	1009	2	1	10	0	4	3804
1	1009	2	1	11	0	3	3874
1	1009	2	1	12	0	3	2291
1	1009	2	1	13	0	2	4355
1	1009	2	1	14	0	2	1533
1	1009	2	1	15	0	3	3256
1	1009	2	1	16	0	1	2027
1	1009	2	1	17	0	2	3013
1	1009	2	1	18	0	1	2522
1	1009	2	1	19	0	1	1736
1	1009	2	1	20	0	2	1543
1	1009	2	1	21	0	1	3741
1	1009	2	1	22	0	2	3436
1	1009	2	1	23	0	2	3246
1	1009	2	1	24	0	3	1995
1	1009	2	1	25	0	1	2853
1	1009	2	1	26	0	4	4303
1	1009	2	1	27	0	2	5218
1	1009	2	1	28	0	4	3029
1	1009	2	1	29	0	4	1944
1	1009	2	1	30	0	3	2583
1	1016	1	1	1	16	2	1056
1	1016	1	1	2	47	2	1629
1	1016	1	1	3	11	2	970
1	1016	1	1	4	6	1	1536
1	1016	1	1	5	41	2	626
1	1016	1	1	6	32	1	52
1	1016	1	1	7	24	3	3633
1	1016	1	1	8	28	3	887
1	1016	1	2	1	1	3	935
1	1016	1	2	2	10	3	654
1	1016	1	2	3	31	1	931
1	1016	1	2	4	37	3	1192
1	1016	1	2	5	17	1	746
1	1016	1	2	6	45	3	1215
1	1016	1	2	7	29	2	289
1	1016	1	2	8	21	2	915
1	1016	1	3	1	44	2	1227
1	1016	1	3	2	4	2	2321
1	1016	1	3	3	35	2	698
1	1016	1	3	4	30	3	872
1	1016	1	3	5	23	2	572
1	1016	1	3	6	7	1	689
1	1016	1	3	7	13	3	504
1	1016	1	3	8	38	2	1040
1	1016	1	4	1	33	2	521
1	1016	1	4	2	3	3	994
1	1016	1	4	3	25	1	502
1	1016	1	4	4	18	3	1202
1	1016	1	4	5	20	1	919
1	1016	1	4	6	40	2	1330
1	1016	1	4	7	43	2	1257
1	1016	1	4	8	8	1	820
1	1016	1	5	1	34	3	1252
1	1016	1	5	2	15	2	1062
1	1016	1	5	3	5	1	816
1	1016	1	5	4	22	3	1462
1	1016	1	5	5	48	2	826
1	1016	1	5	6	9	2	548
1	1016	1	5	7	42	2	693
1	1016	1	5	8	27	2	495
1	1016	1	6	1	46	2	845
1	1016	1	6	2	26	3	419
1	1016	1	6	3	19	2	955
1	1016	1	6	4	39	3	394
1	1016	1	6	5	14	2	559
1	1016	1	6	6	36	3	429
1	1016	1	6	7	12	3	482
1	1016	1	6	8	2	2	435
1	1016	1	7	1	33	2	489
1	1016	1	7	2	4	2	1219
1	1016	1	7	3	38	2	450
1	1016	1	7	4	13	3	745
1	1016	1	7	5	11	2	448
1	1016	1	7	6	24	3	929
1	1016	1	7	7	43	2	296
1	1016	1	7	8	30	2	324
1	1016	1	8	1	5	2	600
1	1016	1	8	2	42	1	612
1	1016	1	8	3	18	3	841
1	1016	1	8	4	32	1	456
1	1016	1	8	5	22	3	1094
1	1016	1	8	6	44	3	509
1	1016	1	8	7	25	2	506
1	1016	1	8	8	12	3	520
1	1016	1	9	1	45	3	1113
1	1016	1	9	2	14	3	505
1	1016	1	9	3	19	1	356
1	1016	1	9	4	40	2	525
1	1016	1	9	5	36	3	340
1	1016	1	9	6	26	3	341
1	1016	1	9	7	10	1	782
1	1016	1	9	8	2	2	516
1	1016	1	10	1	20	3	512
1	1016	1	10	2	41	1	496
1	1016	1	10	3	6	3	421
1	1016	1	10	4	48	2	481
1	1016	1	10	5	7	1	512
1	1016	1	10	6	29	3	422
1	1016	1	10	7	15	3	498
1	1016	1	10	8	31	1	306
1	1016	1	11	1	16	2	906
1	1016	1	11	2	8	1	737
1	1016	1	11	3	37	3	438
1	1016	1	11	4	47	3	452
1	1016	1	11	5	28	1	370
1	1016	1	11	6	23	2	334
1	1016	1	11	7	3	2	770
1	1016	1	11	8	35	2	342
1	1016	1	12	1	1	1	352
1	1016	1	12	2	46	2	310
1	1016	1	12	3	17	2	377
1	1016	1	12	4	27	2	1458
1	1016	1	12	5	34	3	292
1	1016	1	12	6	39	3	473
1	1016	1	12	7	21	2	503
1	1016	1	12	8	9	2	491
1	1016	2	1	1	0	2	8390
1	1016	2	1	2	0	1	8340
1	1016	2	1	3	0	2	5397
1	1016	2	1	4	0	1	3922
1	1016	2	1	5	0	2	4385
1	1016	2	1	6	0	3	3455
1	1016	2	1	7	0	3	4426
1	1016	2	1	8	0	3	2325
1	1016	2	1	9	0	2	2109
1	1016	2	1	10	0	2	4580
1	1016	2	1	11	0	1	3898
1	1016	2	1	12	0	3	3339
1	1016	2	1	13	0	3	2482
1	1016	2	1	14	0	1	1803
1	1016	2	1	15	0	2	2816
1	1016	2	1	16	0	1	4051
1	1016	2	1	17	0	2	2758
1	1016	2	1	18	0	2	2676
1	1016	2	1	19	0	2	2773
1	1016	2	1	20	0	2	1771
1	1016	2	1	21	0	1	3233
1	1016	2	1	22	0	2	1523
1	1016	2	1	23	0	2	2306
1	1016	2	1	24	0	1	2378
1	1016	2	1	25	0	2	3551
1	1016	2	1	26	0	2	3950
1	1016	2	1	27	0	2	4389
1	1016	2	1	28	0	2	2490
1	1016	2	1	29	0	2	1754
1	1016	2	1	30	0	3	3433
1	1017	1	1	1	46	2	1369
1	1017	1	1	2	30	2	872
1	1017	1	1	3	19	1	1790
1	1017	1	1	4	37	3	468
1	1017	1	1	5	4	2	2484
1	1017	1	1	6	14	2	1272
1	1017	1	1	7	35	3	2158
1	1017	1	1	8	7	1	1795
1	1017	1	2	1	41	1	524
1	1017	1	2	2	47	1	1036
1	1017	1	2	3	21	2	1049
1	1017	1	2	4	5	1	621
1	1017	1	2	5	33	2	1360
1	1017	1	2	6	8	1	1144
1	1017	1	2	7	25	2	1061
1	1017	1	2	8	15	3	1078
1	1017	1	3	1	2	1	1276
1	1017	1	3	2	18	1	517
1	1017	1	3	3	28	1	939
1	1017	1	3	4	43	2	784
1	1017	1	3	5	34	3	1000
1	1017	1	3	6	40	2	420
1	1017	1	3	7	24	1	1155
1	1017	1	3	8	12	3	817
1	1017	1	4	1	27	1	2387
1	1017	1	4	2	48	1	1678
1	1017	1	4	3	6	1	1570
1	1017	1	4	4	16	3	793
1	1017	1	4	5	20	3	2487
1	1017	1	4	6	38	2	491
1	1017	1	4	7	32	1	1093
1	1017	1	4	8	10	3	591
1	1017	1	5	1	39	3	1425
1	1017	1	5	2	26	3	946
1	1017	1	5	3	31	1	544
1	1017	1	5	4	17	3	1180
1	1017	1	5	5	44	3	524
1	1017	1	5	6	23	2	984
1	1017	1	5	7	9	2	892
1	1017	1	5	8	3	3	816
1	1017	1	6	1	11	2	803
1	1017	1	6	2	42	1	1319
1	1017	1	6	3	36	3	597
1	1017	1	6	4	22	2	1006
1	1017	1	6	5	29	3	718
1	1017	1	6	6	1	3	1147
1	1017	1	6	7	45	3	710
1	1017	1	6	8	13	3	504
1	1017	1	7	1	3	3	807
1	1017	1	7	2	25	2	1180
1	1017	1	7	3	38	2	396
1	1017	1	7	4	18	1	838
1	1017	1	7	5	19	2	1404
1	1017	1	7	6	12	3	1319
1	1017	1	7	7	44	3	390
1	1017	1	7	8	34	3	508
1	1017	1	8	1	4	2	451
1	1017	1	8	2	9	2	589
1	1017	1	8	3	40	2	355
1	1017	1	8	4	35	2	420
1	1017	1	8	5	48	2	1004
1	1017	1	8	6	26	1	1886
1	1017	1	8	7	16	2	477
1	1017	1	8	8	21	3	1255
1	1017	1	9	1	29	3	633
1	1017	1	9	2	13	3	1097
1	1017	1	9	3	36	3	502
1	1017	1	9	4	47	3	718
1	1017	1	9	5	7	1	1052
1	1017	1	9	6	2	2	1220
1	1017	1	9	7	23	2	440
1	1017	1	9	8	39	3	542
1	1017	1	10	1	45	3	2164
1	1017	1	10	2	37	3	398
1	1017	1	10	3	27	1	842
1	1017	1	10	4	1	3	483
1	1017	1	10	5	20	2	641
1	1017	1	10	6	14	2	505
1	1017	1	10	7	32	1	583
1	1017	1	10	8	8	1	715
1	1017	1	11	1	24	1	284
1	1017	1	11	2	15	3	957
1	1017	1	11	3	33	2	477
1	1017	1	11	4	5	2	1013
1	1017	1	11	5	30	2	537
1	1017	1	11	6	41	1	479
1	1017	1	11	7	10	3	936
1	1017	1	11	8	43	3	900
1	1017	1	12	1	42	1	440
1	1017	1	12	2	6	3	1693
1	1017	1	12	3	11	1	1131
1	1017	1	12	4	17	2	1141
1	1017	1	12	5	31	1	436
1	1017	1	12	6	46	1	434
1	1017	1	12	7	22	3	905
1	1017	1	12	8	28	2	1262
1	1017	2	1	1	0	3	18118
1	1017	2	1	2	0	4	7875
1	1017	2	1	3	0	3	6366
1	1017	2	1	4	0	1	6933
1	1017	2	1	5	0	3	6677
1	1017	2	1	6	0	3	2816
1	1017	2	1	7	0	1	7636
1	1017	2	1	8	0	2	3040
1	1017	2	1	9	0	1	3699
1	1017	2	1	10	0	2	2428
1	1017	2	1	11	0	3	5638
1	1017	2	1	12	0	2	7762
1	1017	2	1	13	0	3	5041
1	1017	2	1	14	0	3	2541
1	1017	2	1	15	0	2	5587
1	1017	2	1	16	0	1	5801
1	1017	2	1	17	0	3	3774
1	1017	2	1	18	0	3	4292
1	1017	2	1	19	0	3	3685
1	1017	2	1	20	0	2	2726
1	1017	2	1	21	0	1	3781
1	1017	2	1	22	0	4	2347
1	1017	2	1	23	0	2	4273
1	1017	2	1	24	0	1	4419
1	1017	2	1	25	0	4	5543
1	1017	2	1	26	0	3	3494
1	1017	2	1	27	0	1	3182
1	1017	2	1	28	0	4	2140
1	1017	2	1	29	0	1	1787
1	1017	2	1	30	0	3	2119
1	1018	1	1	1	16	2	2503
1	1018	1	1	2	23	2	2649
1	1018	1	1	3	37	3	1130
1	1018	1	1	4	12	3	1383
1	1018	1	1	5	45	1	2104
1	1018	1	1	6	30	2	1268
1	1018	1	1	7	31	3	1100
1	1018	1	1	8	2	2	711
1	1018	1	2	1	13	3	981
1	1018	1	2	2	42	1	908
1	1018	1	2	3	46	2	1295
1	1018	1	2	4	1	3	694
1	1018	1	2	5	26	3	849
1	1018	1	2	6	35	2	183
1	1018	1	2	7	22	3	865
1	1018	1	2	8	11	2	635
1	1018	1	3	1	24	3	1148
1	1018	1	3	2	18	1	736
1	1018	1	3	3	9	2	208
1	1018	1	3	4	25	2	418
1	1018	1	3	5	43	2	479
1	1018	1	3	6	32	1	509
1	1018	1	3	7	6	1	407
1	1018	1	3	8	39	3	789
1	1018	1	4	1	29	3	783
1	1018	1	4	2	33	2	819
1	1018	1	4	3	15	3	1176
1	1018	1	4	4	7	1	763
1	1018	1	4	5	48	2	1722
1	1018	1	4	6	41	1	685
1	1018	1	4	7	4	2	521
1	1018	1	4	8	21	2	1016
1	1018	1	5	1	40	2	434
1	1018	1	5	2	8	1	157
1	1018	1	5	3	34	3	747
1	1018	1	5	4	17	1	925
1	1018	1	5	5	47	3	515
1	1018	1	5	6	3	3	492
1	1018	1	5	7	20	1	750
1	1018	1	5	8	27	1	671
1	1018	1	6	1	38	2	563
1	1018	1	6	2	10	2	580
1	1018	1	6	3	14	2	1104
1	1018	1	6	4	44	3	661
1	1018	1	6	5	36	3	715
1	1018	1	6	6	28	1	1031
1	1018	1	6	7	5	1	1151
1	1018	1	6	8	19	1	928
1	1018	1	7	1	37	3	730
1	1018	1	7	2	43	2	444
1	1018	1	7	3	26	3	514
1	1018	1	7	4	6	1	431
1	1018	1	7	5	24	3	420
1	1018	1	7	6	11	2	371
1	1018	1	7	7	16	2	415
1	1018	1	7	8	33	2	521
1	1018	1	8	1	38	2	698
1	1018	1	8	2	30	2	375
1	1018	1	8	3	44	3	679
1	1018	1	8	4	22	2	531
1	1018	1	8	5	31	1	303
1	1018	1	8	6	18	2	475
1	1018	1	8	7	4	2	582
1	1018	1	8	8	9	2	544
1	1018	1	9	1	41	1	943
1	1018	1	9	2	28	1	521
1	1018	1	9	3	15	3	592
1	1018	1	9	4	36	3	824
1	1018	1	9	5	1	1	799
1	1018	1	9	6	47	3	435
1	1018	1	9	7	10	3	1316
1	1018	1	9	8	19	1	1040
1	1018	1	10	1	29	3	635
1	1018	1	10	2	32	1	34
1	1018	1	10	3	20	1	924
1	1018	1	10	4	17	1	799
1	1018	1	10	5	40	2	748
1	1018	1	10	6	7	1	609
1	1018	1	10	7	48	2	317
1	1018	1	10	8	5	3	309
1	1018	1	11	1	23	2	696
1	1018	1	11	2	2	2	670
1	1018	1	11	3	42	1	593
1	1018	1	11	4	13	2	605
1	1018	1	11	5	8	1	334
1	1018	1	11	6	27	1	852
1	1018	1	11	7	46	1	453
1	1018	1	11	8	34	3	539
1	1018	1	12	1	45	1	637
1	1018	1	12	2	3	3	511
1	1018	1	12	3	14	2	323
1	1018	1	12	4	12	3	503
1	1018	1	12	5	21	2	331
1	1018	1	12	6	25	2	368
1	1018	1	12	7	39	3	383
1	1018	1	12	8	35	2	815
1	1018	2	1	1	0	3	13978
1	1018	2	1	2	0	3	9875
1	1018	2	1	3	0	4	5079
1	1018	2	1	4	0	4	2633
1	1018	2	1	5	0	3	2884
1	1018	2	1	6	0	3	2373
1	1018	2	1	7	0	3	3466
1	1018	2	1	8	0	2	3333
1	1018	2	1	9	0	1	4002
1	1018	2	1	10	0	1	2351
1	1018	2	1	11	0	2	8190
1	1018	2	1	12	0	2	2516
1	1018	2	1	13	0	3	2924
1	1018	2	1	14	0	3	1875
1	1018	2	1	15	0	3	2948
1	1018	2	1	16	0	2	2794
1	1018	2	1	17	0	4	2863
1	1018	2	1	18	0	2	2888
1	1018	2	1	19	0	4	1802
1	1018	2	1	20	0	2	3430
1	1018	2	1	21	0	1	3889
1	1018	2	1	22	0	4	3722
1	1018	2	1	23	0	2	3153
1	1018	2	1	24	0	1	3600
1	1018	2	1	25	0	4	5013
1	1018	2	1	26	0	3	2256
1	1018	2	1	27	0	4	5298
1	1018	2	1	28	0	3	2723
1	1018	2	1	29	0	3	1106
1	1018	2	1	30	0	3	1674
1	1019	1	1	1	2	2	1952
1	1019	1	1	2	26	3	1645
1	1019	1	1	3	40	3	1198
1	1019	1	1	4	36	2	1204
1	1019	1	1	5	46	1	2217
1	1019	1	1	6	15	3	1926
1	1019	1	1	7	11	2	1104
1	1019	1	1	8	21	2	1056
1	1019	1	2	1	37	1	435
1	1019	1	2	2	1	3	484
1	1019	1	2	3	17	1	471
1	1019	1	2	4	12	3	527
1	1019	1	2	5	23	2	591
1	1019	1	2	6	30	2	977
1	1019	1	2	7	47	2	774
1	1019	1	2	8	33	3	1012
1	1019	1	3	1	39	2	903
1	1019	1	3	2	20	1	459
1	1019	1	3	3	18	1	475
1	1019	1	3	4	34	2	548
1	1019	1	3	5	10	3	475
1	1019	1	3	6	28	2	772
1	1019	1	3	7	4	2	1009
1	1019	1	3	8	45	2	936
1	1019	1	4	1	31	3	71
1	1019	1	4	2	13	3	721
1	1019	1	4	3	42	3	1056
1	1019	1	4	4	43	2	898
1	1019	1	4	5	25	3	622
1	1019	1	4	6	8	1	638
1	1019	1	4	7	22	3	997
1	1019	1	4	8	6	1	527
1	1019	1	5	1	32	2	2707
1	1019	1	5	2	9	2	662
1	1019	1	5	3	41	2	1134
1	1019	1	5	4	3	3	963
1	1019	1	5	5	16	2	1000
1	1019	1	5	6	19	1	1722
1	1019	1	5	7	27	1	1100
1	1019	1	5	8	44	1	1142
1	1019	1	6	1	38	1	859
1	1019	1	6	2	29	1	943
