"cond"	"subj"	"phase"	"blk"	"trial"	"stim"	"resp"	"rt"
1	5002	1	2	8	43	1	856
1	5002	1	3	1	11	3	1275
1	5002	1	3	2	20	3	664
1	5002	1	3	3	32	2	716
1	5002	1	3	4	29	1	422
1	5002	1	3	5	1	2	612
1	5002	1	3	6	13	2	813
1	5002	1	3	7	39	2	630
1	5002	1	3	8	44	1	658
1	5002	1	4	1	3	1	1221
1	5002	1	4	2	28	2	729
1	5002	1	4	3	48	3	679
1	5002	1	4	4	24	2	796
1	5002	1	4	5	12	2	837
1	5002	1	4	6	41	2	583
1	5002	1	4	7	33	3	807
1	5002	1	4	8	18	2	454
1	5002	1	5	1	8	1	733
1	5002	1	5	2	31	3	989
1	5002	1	5	3	16	1	792
1	5002	1	5	4	45	2	506
1	5002	1	5	5	30	1	769
1	5002	1	5	6	21	1	749
1	5002	1	5	7	2	3	817
1	5002	1	5	8	38	1	570
1	5002	1	6	1	47	2	605
1	5002	1	6	2	37	1	270
1	5002	1	6	3	15	1	436
1	5002	1	6	4	7	2	475
1	5002	1	6	5	5	3	1652
1	5002	1	6	6	35	1	674
1	5002	1	6	7	27	3	541
1	5002	1	6	8	22	1	498
1	5002	1	7	1	11	3	613
1	5002	1	7	2	30	1	332
1	5002	1	7	3	39	2	457
1	5002	1	7	4	13	2	489
1	5002	1	7	5	45	1	618
1	5002	1	7	6	34	2	625
1	5002	1	7	7	24	2	612
1	5002	1	7	8	2	3	694
1	5002	1	8	1	25	3	639
1	5002	1	8	2	37	1	588
1	5002	1	8	3	12	2	713
1	5002	1	8	4	14	3	660
1	5002	1	8	5	32	2	644
1	5002	1	8	6	47	2	628
1	5002	1	8	7	22	1	637
1	5002	1	8	8	5	3	1459
1	5002	1	9	1	29	1	625
1	5002	1	9	2	43	1	592
1	5002	1	9	3	6	2	691
1	5002	1	9	4	18	2	1011
1	5002	1	9	5	42	3	593
1	5002	1	9	6	35	1	684
1	5002	1	9	7	7	2	677
1	5002	1	9	8	20	3	1006
1	5002	1	10	1	48	3	864
1	5002	1	10	2	23	3	1595
1	5002	1	10	3	33	3	1208
1	5002	1	10	4	28	2	356
1	5002	1	10	5	10	1	739
1	5002	1	10	6	3	1	601
1	5002	1	10	7	41	2	674
1	5002	1	10	8	15	1	636
1	5002	1	11	1	26	2	732
1	5002	1	11	2	40	3	524
1	5002	1	11	3	31	3	391
1	5002	1	11	4	46	3	1200
1	5002	1	11	5	1	2	467
1	5002	1	11	6	9	1	596
1	5002	1	11	7	21	1	596
1	5002	1	11	8	17	3	909
1	5002	1	12	1	38	1	1004
1	5002	1	12	2	4	1	741
1	5002	1	12	3	44	3	816
1	5002	1	12	4	36	1	516
1	5002	1	12	5	16	1	537
1	5002	1	12	6	8	3	656
1	5002	1	12	7	27	3	769
1	5002	1	12	8	19	2	725
1	5002	2	1	1	0	3	8854
1	5002	2	1	2	0	2	6954
1	5002	2	1	3	0	2	5090
1	5002	2	1	4	0	2	8531
1	5002	2	1	5	0	3	5869
1	5002	2	1	6	0	1	3712
1	5002	2	1	7	0	2	3409
1	5002	2	1	8	0	2	3852
1	5002	2	1	9	0	1	3856
1	5002	2	1	10	0	2	2515
1	5002	2	1	11	0	1	3923
1	5002	2	1	12	0	2	1971
1	5002	2	1	13	0	1	4504
1	5002	2	1	14	0	2	1897
1	5002	2	1	15	0	1	2417
1	5002	2	1	16	0	2	3613
1	5002	2	1	17	0	2	3282
1	5002	2	1	18	0	1	8074
1	5002	2	1	19	0	2	5534
1	5002	2	1	20	0	2	2990
1	5002	2	1	21	0	1	4355
1	5002	2	1	22	0	2	2346
1	5002	2	1	23	0	2	7065
1	5002	2	1	24	0	1	3852
1	5002	2	1	25	0	2	4967
1	5002	2	1	26	0	2	2630
1	5002	2	1	27	0	2	7800
1	5002	2	1	28	0	3	3192
1	5002	2	1	29	0	1	1485
1	5002	2	1	30	0	2	1862
1	5003	1	1	1	21	2	126
1	5003	1	1	2	3	1	1535
1	5003	1	1	3	43	1	1606
1	5003	1	1	4	42	3	429
1	5003	1	1	5	17	1	6223
1	5003	1	1	6	12	2	838
1	5003	1	1	7	28	2	1861
1	5003	1	1	8	36	2	2204
1	5003	1	2	1	47	2	381
1	5003	1	2	2	37	1	324
1	5003	1	2	3	6	2	748
1	5003	1	2	4	14	3	1393
1	5003	1	2	5	25	3	819
1	5003	1	2	6	10	1	277
1	5003	1	2	7	35	1	1858
1	5003	1	2	8	24	2	612
1	5003	1	3	1	15	1	178
1	5003	1	3	2	4	1	231
1	5003	1	3	3	7	2	253
1	5003	1	3	4	45	2	446
1	5003	1	3	5	22	1	209
1	5003	1	3	6	32	2	354
1	5003	1	3	7	39	2	831
1	5003	1	3	8	30	2	813
1	5003	1	4	1	18	2	240
1	5003	1	4	2	9	2	896
1	5003	1	4	3	19	2	337
1	5003	1	4	4	33	3	1454
1	5003	1	4	5	44	1	616
1	5003	1	4	6	38	1	738
1	5003	1	4	7	2	3	638
1	5003	1	4	8	27	3	299
1	5003	1	5	1	13	2	37
1	5003	1	5	2	46	3	496
1	5003	1	5	3	31	3	293
1	5003	1	5	4	11	3	341
1	5003	1	5	5	5	3	449
1	5003	1	5	6	23	3	338
1	5003	1	5	7	40	3	570
1	5003	1	5	8	29	1	277
1	5003	1	6	1	20	3	1625
1	5003	1	6	2	48	3	282
1	5003	1	6	3	16	1	990
1	5003	1	6	4	34	2	1153
1	5003	1	6	5	26	2	438
1	5003	1	6	6	41	2	284
1	5003	1	6	7	1	2	249
1	5003	1	6	8	8	3	476
1	5003	1	7	1	42	3	365
1	5003	1	7	2	36	1	372
1	5003	1	7	3	17	1	19
1	5003	1	7	4	45	2	571
1	5003	1	7	5	29	1	799
1	5003	1	7	6	3	1	849
1	5003	1	7	7	24	2	293
1	5003	1	7	8	7	2	376
1	5003	1	8	1	35	1	448
1	5003	1	8	2	30	1	610
1	5003	1	8	3	14	3	251
1	5003	1	8	4	12	2	368
1	5003	1	8	5	37	1	641
1	5003	1	8	6	20	3	483
1	5003	1	8	7	47	2	290
1	5003	1	8	8	2	3	175
1	5003	1	9	1	11	3	148
1	5003	1	9	2	16	1	519
1	5003	1	9	3	4	1	643
1	5003	1	9	4	31	2	2347
1	5003	1	9	5	22	1	1724
1	5003	1	9	6	46	3	446
1	5003	1	9	7	28	2	574
1	5003	1	9	8	39	2	1087
1	5003	1	10	1	25	3	93
1	5003	1	10	2	34	2	534
1	5003	1	10	3	48	3	372
1	5003	1	10	4	8	3	495
1	5003	1	10	5	6	2	820
1	5003	1	10	6	21	1	807
1	5003	1	10	7	40	3	407
1	5003	1	10	8	15	1	594
1	5003	1	11	1	38	1	438
1	5003	1	11	2	27	3	351
1	5003	1	11	3	5	3	1210
1	5003	1	11	4	44	1	539
1	5003	1	11	5	23	3	272
1	5003	1	11	6	18	2	871
1	5003	1	11	7	9	1	444
1	5003	1	11	8	32	2	153
1	5003	1	12	1	1	2	193
1	5003	1	12	2	43	1	250
1	5003	1	12	3	13	2	281
1	5003	1	12	4	19	2	359
1	5003	1	12	5	41	2	532
1	5003	1	12	6	10	1	489
1	5003	1	12	7	26	2	199
1	5003	1	12	8	33	3	763
1	5003	2	1	1	0	2	11833
1	5003	2	1	2	0	2	4512
1	5003	2	1	3	0	1	5665
1	5003	2	1	4	0	2	6076
1	5003	2	1	5	0	3	8343
1	5003	2	1	6	0	3	2904
1	5003	2	1	7	0	2	5136
1	5003	2	1	8	0	3	6424
1	5003	2	1	9	0	2	4949
1	5003	2	1	10	0	1	4100
1	5003	2	1	11	0	3	3750
1	5003	2	1	12	0	3	2605
1	5003	2	1	13	0	2	2145
1	5003	2	1	14	0	3	4471
1	5003	2	1	15	0	2	2970
1	5003	2	1	16	0	2	4903
1	5003	2	1	17	0	2	7104
1	5003	2	1	18	0	3	4530
1	5003	2	1	19	0	2	2106
1	5003	2	1	20	0	2	1418
1	5003	2	1	21	0	2	4717
1	5003	2	1	22	0	3	11109
1	5003	2	1	23	0	3	2561
1	5003	2	1	24	0	3	3016
1	5003	2	1	25	0	4	3731
1	5003	2	1	26	0	3	2027
1	5003	2	1	27	0	3	3918
1	5003	2	1	28	0	3	3630
1	5003	2	1	29	0	2	2274
1	5003	2	1	30	0	2	1676
1	5004	1	1	1	7	2	1569
1	5004	1	1	2	40	3	1832
1	5004	1	1	3	17	3	434
1	5004	1	1	4	47	2	435
1	5004	1	1	5	32	2	366
1	5004	1	1	6	21	1	1227
1	5004	1	1	7	26	2	485
1	5004	1	1	8	3	3	4764
1	5004	1	2	1	34	2	283
1	5004	1	2	2	13	2	284
1	5004	1	2	3	1	2	270
1	5004	1	2	4	23	3	945
1	5004	1	2	5	38	1	1133
1	5004	1	2	6	30	1	321
1	5004	1	2	7	8	3	318
1	5004	1	2	8	46	3	587
1	5004	1	3	1	37	1	495
1	5004	1	3	2	48	1	1635
1	5004	1	3	3	14	2	252
1	5004	1	3	4	20	1	293
1	5004	1	3	5	4	1	724
1	5004	1	3	6	33	3	248
1	5004	1	3	7	25	3	296
1	5004	1	3	8	11	3	352
1	5004	1	4	1	39	2	350
1	5004	1	4	2	6	2	316
1	5004	1	4	3	27	3	382
1	5004	1	4	4	18	2	214
1	5004	1	4	5	10	1	972
1	5004	1	4	6	43	1	313
1	5004	1	4	7	19	2	414
1	5004	1	4	8	35	1	388
1	5004	1	5	1	9	2	774
1	5004	1	5	2	22	1	306
1	5004	1	5	3	28	2	577
1	5004	1	5	4	44	1	579
1	5004	1	5	5	42	3	371
1	5004	1	5	6	31	3	363
1	5004	1	5	7	2	3	766
1	5004	1	5	8	16	1	379
1	5004	1	6	1	36	1	279
1	5004	1	6	2	41	2	278
1	5004	1	6	3	29	1	253
1	5004	1	6	4	45	2	285
1	5004	1	6	5	12	2	634
1	5004	1	6	6	15	1	287
1	5004	1	6	7	5	3	574
1	5004	1	6	8	24	2	462
1	5004	1	7	1	1	2	354
1	5004	1	7	2	16	1	1114
1	5004	1	7	3	40	3	356
1	5004	1	7	4	11	3	312
1	5004	1	7	5	35	1	295
1	5004	1	7	6	48	3	289
1	5004	1	7	7	30	1	328
1	5004	1	7	8	19	2	363
1	5004	1	8	1	7	2	405
1	5004	1	8	2	26	2	379
1	5004	1	8	3	38	1	401
1	5004	1	8	4	32	2	436
1	5004	1	8	5	44	1	300
1	5004	1	8	6	14	3	634
1	5004	1	8	7	24	2	230
1	5004	1	8	8	6	2	485
1	5004	1	9	1	10	1	398
1	5004	1	9	2	27	3	288
1	5004	1	9	3	36	1	523
1	5004	1	9	4	23	3	362
1	5004	1	9	5	43	1	255
1	5004	1	9	6	3	3	637
1	5004	1	9	7	39	2	426
1	5004	1	9	8	13	2	1080
1	5004	1	10	1	8	3	330
1	5004	1	10	2	4	1	255
1	5004	1	10	3	17	3	543
1	5004	1	10	4	46	3	267
1	5004	1	10	5	33	3	696
1	5004	1	10	6	21	1	380
1	5004	1	10	7	29	1	485
1	5004	1	10	8	42	3	253
1	5004	1	11	1	22	1	820
1	5004	1	11	2	12	2	229
1	5004	1	11	3	5	3	302
1	5004	1	11	4	25	3	272
1	5004	1	11	5	47	2	268
1	5004	1	11	6	31	3	315
1	5004	1	11	7	15	1	528
1	5004	1	11	8	37	1	340
1	5004	1	12	1	2	3	438
1	5004	1	12	2	45	2	354
1	5004	1	12	3	34	2	439
1	5004	1	12	4	18	2	433
1	5004	1	12	5	20	3	607
1	5004	1	12	6	9	1	486
1	5004	1	12	7	28	2	443
1	5004	1	12	8	41	2	385
1	5004	2	1	1	0	3	6428
1	5004	2	1	2	0	3	4408
1	5004	2	1	3	0	2	3285
1	5004	2	1	4	0	3	3391
1	5004	2	1	5	0	2	5139
1	5004	2	1	6	0	2	3411
1	5004	2	1	7	0	3	2575
1	5004	2	1	8	0	3	2861
1	5004	2	1	9	0	3	3095
1	5004	2	1	10	0	3	3927
1	5004	2	1	11	0	3	4647
1	5004	2	1	12	0	3	3427
1	5004	2	1	13	0	2	4861
1	5004	2	1	14	0	2	1176
1	5004	2	1	15	0	1	2173
1	5004	2	1	16	0	1	1834
1	5004	2	1	17	0	2	3213
1	5004	2	1	18	0	2	3881
1	5004	2	1	19	0	2	1819
1	5004	2	1	20	0	3	1374
1	5004	2	1	21	0	1	3147
1	5004	2	1	22	0	3	2058
1	5004	2	1	23	0	2	2388
1	5004	2	1	24	0	1	1440
1	5004	2	1	25	0	2	7146
1	5004	2	1	26	0	2	3099
1	5004	2	1	27	0	3	4091
1	5004	2	1	28	0	2	2636
1	5004	2	1	29	0	3	2535
1	5004	2	1	30	0	2	1783
1	5008	1	1	1	44	3	1528
1	5008	1	1	2	13	3	539
1	5008	1	1	3	33	2	419
1	5008	1	1	4	30	1	741
1	5008	1	1	5	40	3	956
1	5008	1	1	6	6	1	1476
1	5008	1	1	7	8	1	1184
1	5008	1	1	8	21	1	2172
1	5008	1	2	1	34	2	969
1	5008	1	2	2	25	3	199
1	5008	1	2	3	11	3	1471
1	5008	1	2	4	18	2	423
1	5008	1	2	5	5	3	301
1	5008	1	2	6	39	2	1618
1	5008	1	2	7	19	2	1810
1	5008	1	2	8	45	2	1581
1	5008	1	3	1	27	3	831
1	5008	1	3	2	23	3	562
1	5008	1	3	3	48	3	728
1	5008	1	3	4	1	3	985
1	5008	1	3	5	35	1	424
1	5008	1	3	6	15	3	897
1	5008	1	3	7	10	1	3064
1	5008	1	3	8	41	1	1697
1	5008	1	4	1	43	2	1218
1	5008	1	4	2	36	1	349
1	5008	1	4	3	42	3	622
1	5008	1	4	4	2	2	451
1	5008	1	4	5	16	2	760
1	5008	1	4	6	12	2	1471
1	5008	1	4	7	24	2	332
1	5008	1	4	8	26	1	1700
1	5008	1	5	1	7	2	1225
1	5008	1	5	2	29	1	1669
1	5008	1	5	3	14	3	944
1	5008	1	5	4	32	2	780
1	5008	1	5	5	22	1	1162
1	5008	1	5	6	4	1	554
1	5008	1	5	7	37	1	463
1	5008	1	5	8	47	2	427
1	5008	1	6	1	3	1	710
1	5008	1	6	2	31	3	980
1	5008	1	6	3	38	1	171
1	5008	1	6	4	9	2	871
1	5008	1	6	5	46	3	161
1	5008	1	6	6	17	1	574
1	5008	1	6	7	20	3	607
1	5008	1	6	8	28	2	958
1	5008	1	7	1	4	2	651
1	5008	1	7	2	18	1	89
1	5008	1	7	3	26	2	359
1	5008	1	7	4	22	1	850
1	5008	1	7	5	43	1	693
1	5008	1	7	6	37	1	459
1	5008	1	7	7	7	2	1237
1	5008	1	7	8	34	2	1215
1	5008	1	8	1	44	1	562
1	5008	1	8	2	14	3	312
1	5008	1	8	3	2	2	1082
1	5008	1	8	4	29	1	431
1	5008	1	8	5	42	3	455
1	5008	1	8	6	12	2	903
1	5008	1	8	7	32	1	346
1	5008	1	8	8	19	1	454
1	5008	1	9	1	36	1	280
1	5008	1	9	2	39	2	252
1	5008	1	9	3	13	1	316
1	5008	1	9	4	48	3	306
1	5008	1	9	5	6	2	944
1	5008	1	9	6	21	1	471
1	5008	1	9	7	28	2	1337
1	5008	1	9	8	8	1	452
1	5008	1	10	1	15	1	322
1	5008	1	10	2	47	3	347
1	5008	1	10	3	11	2	327
1	5008	1	10	4	5	2	684
1	5008	1	10	5	38	1	276
1	5008	1	10	6	31	3	500
1	5008	1	10	7	25	1	784
1	5008	1	10	8	24	3	337
1	5008	1	11	1	40	3	404
1	5008	1	11	2	16	1	546
1	5008	1	11	3	23	3	303
1	5008	1	11	4	33	3	735
1	5008	1	11	5	3	1	622
1	5008	1	11	6	30	1	779
1	5008	1	11	7	10	2	1354
1	5008	1	11	8	46	3	510
1	5008	1	12	1	27	3	282
1	5008	1	12	2	17	1	267
1	5008	1	12	3	1	2	816
1	5008	1	12	4	41	3	1698
1	5008	1	12	5	9	2	1170
1	5008	1	12	6	45	1	482
1	5008	1	12	7	35	3	352
1	5008	1	12	8	20	1	323
1	5008	2	1	1	0	2	6529
1	5008	2	1	2	0	3	3370
1	5008	2	1	3	0	1	3209
1	5008	2	1	4	0	2	3756
1	5008	2	1	5	0	2	2394
1	5008	2	1	6	0	2	2391
1	5008	2	1	7	0	1	2212
1	5008	2	1	8	0	2	1864
1	5008	2	1	9	0	2	2529
1	5008	2	1	10	0	3	3032
1	5008	2	1	11	0	2	4323
1	5008	2	1	12	0	1	2011
1	5008	2	1	13	0	1	3031
1	5008	2	1	14	0	2	2787
1	5008	2	1	15	0	3	3287
1	5008	2	1	16	0	2	3296
1	5008	2	1	17	0	3	2209
1	5008	2	1	18	0	2	4101
1	5008	2	1	19	0	3	2023
1	5008	2	1	20	0	2	2065
1	5008	2	1	21	0	3	3035
1	5008	2	1	22	0	3	1590
1	5008	2	1	23	0	2	3443
1	5008	2	1	24	0	1	2438
1	5008	2	1	25	0	1	3208
1	5008	2	1	26	0	2	4684
1	5008	2	1	27	0	1	2487
1	5008	2	1	28	0	2	2920
1	5008	2	1	29	0	1	1648
1	5008	2	1	30	0	1	1706
1	5009	1	1	1	8	3	1130
1	5009	1	1	2	31	2	2748
1	5009	1	1	3	29	1	511
1	5009	1	1	4	17	3	1406
1	5009	1	1	5	41	2	1048
1	5009	1	1	6	44	1	845
1	5009	1	1	7	2	2	278
1	5009	1	1	8	20	3	882
1	5009	1	2	1	4	1	637
1	5009	1	2	2	7	2	413
1	5009	1	2	3	43	2	908
1	5009	1	2	4	39	2	805
1	5009	1	2	5	18	2	561
1	5009	1	2	6	22	1	644
1	5009	1	2	7	27	3	878
1	5009	1	2	8	32	2	766
1	5009	1	3	1	23	3	288
1	5009	1	3	2	35	2	712
1	5009	1	3	3	5	3	1026
1	5009	1	3	4	47	3	942
1	5009	1	3	5	42	3	460
1	5009	1	3	6	14	2	674
1	5009	1	3	7	9	2	829
1	5009	1	3	8	30	1	614
1	5009	1	4	1	24	2	292
1	5009	1	4	2	10	1	125
1	5009	1	4	3	40	2	2282
1	5009	1	4	4	34	2	478
1	5009	1	4	5	15	1	776
1	5009	1	4	6	46	3	707
1	5009	1	4	7	6	2	574
1	5009	1	4	8	26	3	595
1	5009	1	5	1	37	1	367
1	5009	1	5	2	21	1	364
1	5009	1	5	3	13	2	216
1	5009	1	5	4	12	2	140
1	5009	1	5	5	33	1	952
1	5009	1	5	6	28	2	497
1	5009	1	5	7	1	3	943
1	5009	1	5	8	48	3	323
1	5009	1	6	1	19	2	940
1	5009	1	6	2	38	3	945
1	5009	1	6	3	25	3	361
1	5009	1	6	4	3	3	1059
1	5009	1	6	5	36	1	787
1	5009	1	6	6	16	1	536
1	5009	1	6	7	11	3	915
1	5009	1	6	8	45	2	553
1	5009	1	7	1	1	3	526
1	5009	1	7	2	12	2	1077
1	5009	1	7	3	20	3	325
1	5009	1	7	4	31	3	531
1	5009	1	7	5	37	2	519
1	5009	1	7	6	18	2	743
1	5009	1	7	7	43	1	860
1	5009	1	7	8	28	2	1284
1	5009	1	8	1	48	3	856
1	5009	1	8	2	23	2	1262
1	5009	1	8	3	3	1	555
1	5009	1	8	4	27	3	585
1	5009	1	8	5	13	2	322
1	5009	1	8	6	33	3	629
1	5009	1	8	7	7	2	661
1	5009	1	8	8	42	3	317
1	5009	1	9	1	22	1	930
1	5009	1	9	2	14	3	250
1	5009	1	9	3	29	3	818
1	5009	1	9	4	36	2	840
1	5009	1	9	5	39	2	579
1	5009	1	9	6	6	2	529
1	5009	1	9	7	9	1	391
1	5009	1	9	8	46	3	510
1	5009	1	10	1	41	2	478
1	5009	1	10	2	35	3	505
1	5009	1	10	3	21	1	542
1	5009	1	10	4	26	2	320
1	5009	1	10	5	17	3	756
1	5009	1	10	6	8	3	223
1	5009	1	10	7	2	3	20
1	5009	1	10	8	45	2	871
1	5009	1	11	1	4	1	778
1	5009	1	11	2	40	3	726
1	5009	1	11	3	11	3	550
1	5009	1	11	4	30	2	848
1	5009	1	11	5	32	2	434
1	5009	1	11	6	47	2	467
1	5009	1	11	7	24	2	477
1	5009	1	11	8	15	1	448
1	5009	1	12	1	10	1	918
1	5009	1	12	2	38	1	790
1	5009	1	12	3	5	3	338
1	5009	1	12	4	16	1	527
1	5009	1	12	5	19	2	689
1	5009	1	12	6	44	1	545
1	5009	1	12	7	25	3	656
1	5009	1	12	8	34	1	494
1	5009	2	1	1	0	3	8600
1	5009	2	1	2	0	1	6887
1	5009	2	1	3	0	3	5024
1	5009	2	1	4	0	1	4149
1	5009	2	1	5	0	3	2788
1	5009	2	1	6	0	2	3009
1	5009	2	1	7	0	3	3518
1	5009	2	1	8	0	1	2893
1	5009	2	1	9	0	2	2422
1	5009	2	1	10	0	4	2097
1	5009	2	1	11	0	3	5010
1	5009	2	1	12	0	4	4462
1	5009	2	1	13	0	4	2929
1	5009	2	1	14	0	3	2449
1	5009	2	1	15	0	4	3356
1	5009	2	1	16	0	1	3698
1	5009	2	1	17	0	1	2650
1	5009	2	1	18	0	2	3533
1	5009	2	1	19	0	2	3413
1	5009	2	1	20	0	1	3274
1	5009	2	1	21	0	2	4458
1	5009	2	1	22	0	4	4253
1	5009	2	1	23	0	2	4800
1	5009	2	1	24	0	3	2174
1	5009	2	1	25	0	1	4506
1	5009	2	1	26	0	2	4987
1	5009	2	1	27	0	1	3433
1	5009	2	1	28	0	2	3157
1	5009	2	1	29	0	2	1867
1	5009	2	1	30	0	4	1876
1	5010	1	1	1	17	1	2821
1	5010	1	1	2	39	2	1440
1	5010	1	1	3	46	3	723
1	5010	1	1	4	22	3	1419
1	5010	1	1	5	26	2	880
1	5010	1	1	6	7	1	2858
1	5010	1	1	7	33	1	1200
1	5010	1	1	8	4	2	1181
1	5010	1	2	1	21	2	937
1	5010	1	2	2	44	1	900
1	5010	1	2	3	9	2	1199
1	5010	1	2	4	6	3	2223
1	5010	1	2	5	29	1	1034
1	5010	1	2	6	34	2	720
1	5010	1	2	7	38	1	913
1	5010	1	2	8	16	2	788
1	5010	1	3	1	43	1	1677
1	5010	1	3	2	32	2	501
1	5010	1	3	3	19	1	1398
1	5010	1	3	4	27	2	2345
1	5010	1	3	5	13	1	1640
1	5010	1	3	6	10	1	4834
1	5010	1	3	7	3	1	500
1	5010	1	3	8	37	1	2168
1	5010	1	4	1	35	1	1692
1	5010	1	4	2	15	1	806
1	5010	1	4	3	11	2	972
1	5010	1	4	4	28	1	940
1	5010	1	4	5	42	3	1724
1	5010	1	4	6	45	2	516
1	5010	1	4	7	1	2	1428
1	5010	1	4	8	23	3	1354
1	5010	1	5	1	47	2	925
1	5010	1	5	2	18	2	2004
1	5010	1	5	3	5	3	603
1	5010	1	5	4	41	2	842
1	5010	1	5	5	31	2	1268
1	5010	1	5	6	12	2	650
1	5010	1	5	7	20	1	1904
1	5010	1	5	8	30	2	977
1	5010	1	6	1	14	3	2382
1	5010	1	6	2	25	3	2523
1	5010	1	6	3	24	2	1451
1	5010	1	6	4	8	3	606
1	5010	1	6	5	40	2	1314
