"","cond","subj","phase","block","trial","stim","resp","rt"
"2296","noload",8,"exp",8,6,2,"A",2394
"2297","noload",8,"exp",8,7,5,"A",3617
"2298","noload",8,"exp",8,8,7,"B",4350
"2299","noload",8,"exp",8,9,10,"B",2017
"2300","noload",8,"exp",8,10,3,"A",2614
"2301","noload",8,"exp",9,1,6,"B",3690
"2302","noload",8,"exp",9,2,4,"A",1221
"2303","noload",8,"exp",9,3,10,"B",1781
"2304","noload",8,"exp",9,4,7,"B",1841
"2305","noload",8,"exp",9,5,1,"A",1148
"2306","noload",8,"exp",9,6,5,"A",1295
"2307","noload",8,"exp",9,7,9,"B",1580
"2308","noload",8,"exp",9,8,8,"A",1984
"2309","noload",8,"exp",9,9,2,"A",5046
"2310","noload",8,"exp",9,10,3,"A",2625
"2311","noload",8,"exp",10,1,6,"B",3877
"2312","noload",8,"exp",10,2,3,"A",3065
"2313","noload",8,"exp",10,3,9,"B",1145
"2314","noload",8,"exp",10,4,7,"B",3899
"2315","noload",8,"exp",10,5,5,"A",6413
"2316","noload",8,"exp",10,6,4,"A",3257
"2317","noload",8,"exp",10,7,10,"B",1394
"2318","noload",8,"exp",10,8,2,"A",2332
"2319","noload",8,"exp",10,9,8,"B",1990
"2320","noload",8,"exp",10,10,1,"A",3899
"2321","noload",8,"exp",11,1,7,"B",2227
"2322","noload",8,"exp",11,2,6,"B",2144
"2323","noload",8,"exp",11,3,10,"B",3664
"2324","noload",8,"exp",11,4,5,"A",3707
"2325","noload",8,"exp",11,5,1,"A",1732
"2326","noload",8,"exp",11,6,8,"B",2387
"2327","noload",8,"exp",11,7,3,"A",4251
"2328","noload",8,"exp",11,8,9,"B",2321
"2329","noload",8,"exp",11,9,2,"A",5979
"2330","noload",8,"exp",11,10,4,"A",3477
"2331","noload",8,"exp",12,1,6,"B",9847
"2332","noload",8,"exp",12,2,3,"A",3274
"2333","noload",8,"exp",12,3,5,"A",2499
"2334","noload",8,"exp",12,4,1,"A",3255
"2335","noload",8,"exp",12,5,4,"A",4112
"2336","noload",8,"exp",12,6,9,"B",1532
"2337","noload",8,"exp",12,7,7,"B",5137
"2338","noload",8,"exp",12,8,2,"A",2841
"2339","noload",8,"exp",12,9,8,"B",3312
"2340","noload",8,"exp",12,10,10,"A",8711
"2341","load",1,"prac",0,1,0,"B",5827
"2342","load",1,"prac",0,2,0,"A",4210
"2343","load",1,"prac",0,3,0,"A",1211
"2344","load",1,"prac",0,4,0,"A",2603
"2345","load",1,"prac",0,5,0,"B",1419
"2346","load",1,"prac",0,6,0,"B",4564
"2347","load",1,"prac",0,7,0,"A",831
"2348","load",1,"prac",0,8,0,"A",509
"2349","load",1,"prac",0,9,0,"B",710
"2350","load",1,"prac",0,10,0,"B",1465
"2351","load",1,"exp",1,1,1,"A",6524
"2352","load",1,"exp",1,2,8,"B",5571
"2353","load",1,"exp",1,3,3,"A",3322
"2354","load",1,"exp",1,4,5,"A",5120
"2355","load",1,"exp",1,5,9,"A",1271
"2356","load",1,"exp",1,6,2,"A",3030
"2357","load",1,"exp",1,7,4,"B",4549
"2358","load",1,"exp",1,8,7,"B",2496
"2359","load",1,"exp",1,9,6,"B",3956
"2360","load",1,"exp",1,10,10,"B",772
"2361","load",1,"exp",2,1,3,"A",2786
"2362","load",1,"exp",2,2,2,"A",2780
"2363","load",1,"exp",2,3,10,"B",4614
"2364","load",1,"exp",2,4,4,"B",4287
"2365","load",1,"exp",2,5,8,"B",2452
"2366","load",1,"exp",2,6,1,"A",5098
"2367","load",1,"exp",2,7,7,"B",2931
"2368","load",1,"exp",2,8,9,"A",2168
"2369","load",1,"exp",2,9,5,"A",2615
"2370","load",1,"exp",2,10,6,"B",999
"2371","load",1,"exp",3,1,4,"B",2972
"2372","load",1,"exp",3,2,7,"B",1664
"2373","load",1,"exp",3,3,2,"A",1440
"2374","load",1,"exp",3,4,3,"A",2106
"2375","load",1,"exp",3,5,1,"A",2827
"2376","load",1,"exp",3,6,5,"B",5827
"2377","load",1,"exp",3,7,10,"B",1587
"2378","load",1,"exp",3,8,8,"B",3079
"2379","load",1,"exp",3,9,6,"B",1111
"2380","load",1,"exp",3,10,9,"A",1195
"2381","load",1,"exp",4,1,10,"B",2265
"2382","load",1,"exp",4,2,9,"A",4197
"2383","load",1,"exp",4,3,4,"B",2125
"2384","load",1,"exp",4,4,3,"A",2046
"2385","load",1,"exp",4,5,7,"B",1218
"2386","load",1,"exp",4,6,8,"B",930
"2387","load",1,"exp",4,7,5,"B",1052
"2388","load",1,"exp",4,8,1,"A",787
"2389","load",1,"exp",4,9,2,"A",1682
"2390","load",1,"exp",4,10,6,"B",819
"2391","load",1,"exp",5,1,3,"A",1115
"2392","load",1,"exp",5,2,6,"B",1663
"2393","load",1,"exp",5,3,7,"B",960
"2394","load",1,"exp",5,4,9,"A",810
"2395","load",1,"exp",5,5,4,"B",633
"2396","load",1,"exp",5,6,2,"A",909
"2397","load",1,"exp",5,7,8,"B",745
"2398","load",1,"exp",5,8,10,"B",986
"2399","load",1,"exp",5,9,5,"A",1043
"2400","load",1,"exp",5,10,1,"A",842
"2401","load",1,"exp",6,1,2,"A",992
"2402","load",1,"exp",6,2,6,"B",1049
"2403","load",1,"exp",6,3,4,"B",1391
"2404","load",1,"exp",6,4,1,"A",921
"2405","load",1,"exp",6,5,9,"A",835
"2406","load",1,"exp",6,6,8,"B",1281
"2407","load",1,"exp",6,7,10,"B",1919
"2408","load",1,"exp",6,8,5,"A",984
"2409","load",1,"exp",6,9,7,"B",2208
"2410","load",1,"exp",6,10,3,"A",622
"2411","load",1,"exp",7,1,7,"B",2042
"2412","load",1,"exp",7,2,5,"A",1390
"2413","load",1,"exp",7,3,6,"B",1017
"2414","load",1,"exp",7,4,9,"A",736
"2415","load",1,"exp",7,5,4,"B",593
"2416","load",1,"exp",7,6,8,"B",1304
"2417","load",1,"exp",7,7,2,"A",677
"2418","load",1,"exp",7,8,10,"B",1032
"2419","load",1,"exp",7,9,1,"A",1023
"2420","load",1,"exp",7,10,3,"A",1222
"2421","load",1,"exp",8,1,6,"B",1007
"2422","load",1,"exp",8,2,9,"A",935
"2423","load",1,"exp",8,3,1,"A",1074
"2424","load",1,"exp",8,4,2,"A",711
"2425","load",1,"exp",8,5,3,"A",538
"2426","load",1,"exp",8,6,10,"B",898
"2427","load",1,"exp",8,7,8,"B",957
"2428","load",1,"exp",8,8,5,"A",503
"2429","load",1,"exp",8,9,7,"B",625
"2430","load",1,"exp",8,10,4,"B",502
"2431","load",1,"exp",9,1,3,"A",678
"2432","load",1,"exp",9,2,4,"B",809
"2433","load",1,"exp",9,3,6,"B",984
"2434","load",1,"exp",9,4,1,"A",881
"2435","load",1,"exp",9,5,8,"B",877
"2436","load",1,"exp",9,6,7,"B",1850
"2437","load",1,"exp",9,7,10,"B",644
"2438","load",1,"exp",9,8,5,"A",744
"2439","load",1,"exp",9,9,9,"A",842
"2440","load",1,"exp",9,10,2,"A",1016
"2441","load",1,"exp",10,1,8,"A",881
"2442","load",1,"exp",10,2,1,"A",1149
"2443","load",1,"exp",10,3,9,"B",832
"2444","load",1,"exp",10,4,7,"B",1517
"2445","load",1,"exp",10,5,5,"A",722
"2446","load",1,"exp",10,6,3,"A",3252
"2447","load",1,"exp",10,7,4,"B",590
"2448","load",1,"exp",10,8,2,"A",1476
"2449","load",1,"exp",10,9,6,"B",763
"2450","load",1,"exp",10,10,10,"B",1051
"2451","load",1,"exp",11,1,7,"B",881
"2452","load",1,"exp",11,2,9,"A",749
"2453","load",1,"exp",11,3,10,"B",541
"2454","load",1,"exp",11,4,8,"B",806
"2455","load",1,"exp",11,5,1,"A",917
"2456","load",1,"exp",11,6,6,"B",544
"2457","load",1,"exp",11,7,5,"A",1176
"2458","load",1,"exp",11,8,3,"A",858
"2459","load",1,"exp",11,9,4,"B",807
"2460","load",1,"exp",11,10,2,"A",2389
"2461","load",1,"exp",12,1,1,"A",1037
"2462","load",1,"exp",12,2,10,"B",612
"2463","load",1,"exp",12,3,8,"B",698
"2464","load",1,"exp",12,4,2,"A",861
"2465","load",1,"exp",12,5,3,"A",906
"2466","load",1,"exp",12,6,9,"A",757
"2467","load",1,"exp",12,7,5,"A",806
"2468","load",1,"exp",12,8,6,"B",1509
"2469","load",1,"exp",12,9,4,"B",1018
"2470","load",1,"exp",12,10,7,"B",1203
"2471","load",11,"prac",0,1,0,"A",27425
"2472","load",11,"prac",0,2,0,"B",13501
"2473","load",11,"prac",0,3,0,"A",22497
"2474","load",11,"prac",0,4,0,"A",7578
"2475","load",11,"prac",0,5,0,"B",11741
"2476","load",11,"prac",0,6,0,"A",1693
"2477","load",11,"prac",0,7,0,"B",4957
"2478","load",11,"prac",0,8,0,"B",859
"2479","load",11,"prac",0,9,0,"B",1224
"2480","load",11,"prac",0,10,0,"A",729
"2481","load",11,"exp",1,1,3,"A",16343
"2482","load",11,"exp",1,2,10,"B",3127
"2483","load",11,"exp",1,3,8,"B",8836
"2484","load",11,"exp",1,4,5,"A",5131
"2485","load",11,"exp",1,5,6,"B",5250
"2486","load",11,"exp",1,6,7,"B",7734
"2487","load",11,"exp",1,7,4,"A",4723
"2488","load",11,"exp",1,8,9,"B",6377
"2489","load",11,"exp",1,9,1,"A",4278
"2490","load",11,"exp",1,10,2,"A",4283
"2491","load",11,"exp",2,1,8,"B",14624
"2492","load",11,"exp",2,2,1,"A",4860
"2493","load",11,"exp",2,3,7,"B",3981
"2494","load",11,"exp",2,4,3,"A",6893
"2495","load",11,"exp",2,5,6,"B",6647
"2496","load",11,"exp",2,6,10,"B",2618
"2497","load",11,"exp",2,7,5,"A",1386
"2498","load",11,"exp",2,8,4,"A",5141
"2499","load",11,"exp",2,9,9,"B",1148
"2500","load",11,"exp",2,10,2,"A",3327
"2501","load",11,"exp",3,1,2,"A",2580
"2502","load",11,"exp",3,2,10,"B",1669
"2503","load",11,"exp",3,3,4,"A",2709
"2504","load",11,"exp",3,4,3,"A",3522
"2505","load",11,"exp",3,5,5,"B",866
"2506","load",11,"exp",3,6,1,"A",1198
"2507","load",11,"exp",3,7,6,"B",1376
"2508","load",11,"exp",3,8,9,"B",1115
"2509","load",11,"exp",3,9,8,"B",1055
"2510","load",11,"exp",3,10,7,"B",2229
"2511","load",11,"exp",4,1,1,"A",2180
"2512","load",11,"exp",4,2,10,"B",2691
"2513","load",11,"exp",4,3,6,"B",1072
"2514","load",11,"exp",4,4,4,"A",4085
"2515","load",11,"exp",4,5,7,"B",1202
"2516","load",11,"exp",4,6,9,"B",1427
"2517","load",11,"exp",4,7,5,"B",3244
"2518","load",11,"exp",4,8,2,"A",1797
"2519","load",11,"exp",4,9,8,"B",1058
"2520","load",11,"exp",4,10,3,"A",2664
"2521","load",11,"exp",5,1,5,"B",1612
"2522","load",11,"exp",5,2,9,"B",2479
"2523","load",11,"exp",5,3,4,"A",1171
"2524","load",11,"exp",5,4,3,"A",2469
"2525","load",11,"exp",5,5,10,"A",2683
"2526","load",11,"exp",5,6,2,"A",1560
"2527","load",11,"exp",5,7,6,"B",4380
"2528","load",11,"exp",5,8,1,"A",1790
"2529","load",11,"exp",5,9,7,"B",939
"2530","load",11,"exp",5,10,8,"B",933
"2531","load",11,"exp",6,1,1,"A",2002
"2532","load",11,"exp",6,2,8,"B",1672
"2533","load",11,"exp",6,3,7,"B",1496
"2534","load",11,"exp",6,4,5,"B",1119
"2535","load",11,"exp",6,5,4,"A",4083
"2536","load",11,"exp",6,6,9,"B",1711
"2537","load",11,"exp",6,7,3,"A",1230
"2538","load",11,"exp",6,8,10,"B",2478
"2539","load",11,"exp",6,9,6,"B",4210
"2540","load",11,"exp",6,10,2,"B",2074
"2541","load",11,"exp",7,1,10,"B",1038
"2542","load",11,"exp",7,2,8,"B",1157
"2543","load",11,"exp",7,3,4,"A",3128
"2544","load",11,"exp",7,4,3,"A",1286
"2545","load",11,"exp",7,5,9,"B",820
"2546","load",11,"exp",7,6,1,"A",1234
"2547","load",11,"exp",7,7,5,"A",577
"2548","load",11,"exp",7,8,6,"B",1257
"2549","load",11,"exp",7,9,7,"B",872
"2550","load",11,"exp",7,10,2,"B",1333
"2551","load",11,"exp",8,1,3,"A",2146
"2552","load",11,"exp",8,2,9,"B",1378
"2553","load",11,"exp",8,3,10,"B",972
"2554","load",11,"exp",8,4,8,"B",1046
"2555","load",11,"exp",8,5,1,"B",828
"2556","load",11,"exp",8,6,2,"B",1018
"2557","load",11,"exp",8,7,4,"A",2066
"2558","load",11,"exp",8,8,7,"B",2165
"2559","load",11,"exp",8,9,5,"B",2948
"2560","load",11,"exp",8,10,6,"B",1911
"2561","load",11,"exp",9,1,1,"A",2674
"2562","load",11,"exp",9,2,6,"B",1551
"2563","load",11,"exp",9,3,3,"A",1044
"2564","load",11,"exp",9,4,5,"B",1163
"2565","load",11,"exp",9,5,2,"A",1181
"2566","load",11,"exp",9,6,4,"A",1006
"2567","load",11,"exp",9,7,7,"B",1254
"2568","load",11,"exp",9,8,9,"B",1366
"2569","load",11,"exp",9,9,10,"A",1281
"2570","load",11,"exp",9,10,8,"B",1103
"2571","load",11,"exp",10,1,6,"B",1040
"2572","load",11,"exp",10,2,1,"A",2119
"2573","load",11,"exp",10,3,7,"B",1544
"2574","load",11,"exp",10,4,8,"B",2125
"2575","load",11,"exp",10,5,5,"A",1694
"2576","load",11,"exp",10,6,9,"A",3454
"2577","load",11,"exp",10,7,4,"A",3328
"2578","load",11,"exp",10,8,10,"A",1303
"2579","load",11,"exp",10,9,3,"A",1044
"2580","load",11,"exp",10,10,2,"A",1291
"2581","load",11,"exp",11,1,6,"B",1724
"2582","load",11,"exp",11,2,1,"A",1051
"2583","load",11,"exp",11,3,5,"B",1537
"2584","load",11,"exp",11,4,2,"A",1062
"2585","load",11,"exp",11,5,10,"A",1068
"2586","load",11,"exp",11,6,4,"A",1010
"2587","load",11,"exp",11,7,3,"A",810
"2588","load",11,"exp",11,8,7,"A",761
"2589","load",11,"exp",11,9,9,"B",2585
"2590","load",11,"exp",11,10,8,"B",2858
"2591","load",11,"exp",12,1,10,"A",4449
"2592","load",11,"exp",12,2,1,"A",1841
"2593","load",11,"exp",12,3,4,"A",2347
"2594","load",11,"exp",12,4,3,"A",3956
"2595","load",11,"exp",12,5,6,"B",2213
"2596","load",11,"exp",12,6,2,"A",2979
"2597","load",11,"exp",12,7,7,"B",1270
"2598","load",11,"exp",12,8,9,"B",3061
"2599","load",11,"exp",12,9,8,"B",1605
"2600","load",11,"exp",12,10,5,"A",4791
"2601","load",15,"prac",0,1,0,"A",1448243
"2602","load",15,"prac",0,2,0,"B",12429
"2603","load",15,"prac",0,3,0,"B",19734
"2604","load",15,"prac",0,4,0,"A",3472
"2605","load",15,"prac",0,5,0,"A",1106
"2606","load",15,"prac",0,6,0,"B",1222
"2607","load",15,"prac",0,7,0,"A",503
"2608","load",15,"prac",0,8,0,"B",496
"2609","load",15,"prac",0,9,0,"A",730
"2610","load",15,"prac",0,10,0,"B",299
"2611","load",15,"exp",1,1,10,"B",7725
"2612","load",15,"exp",1,2,7,"A",2138
"2613","load",15,"exp",1,3,8,"B",2650
"2614","load",15,"exp",1,4,1,"A",969
"2615","load",15,"exp",1,5,9,"B",930
"2616","load",15,"exp",1,6,2,"B",1053
"2617","load",15,"exp",1,7,5,"B",691
"2618","load",15,"exp",1,8,4,"A",1014
"2619","load",15,"exp",1,9,3,"A",909
"2620","load",15,"exp",1,10,6,"B",1049
"2621","load",15,"exp",2,1,10,"B",2779
"2622","load",15,"exp",2,2,3,"A",821
"2623","load",15,"exp",2,3,4,"A",851
"2624","load",15,"exp",2,4,8,"B",912
"2625","load",15,"exp",2,5,6,"B",1163
"2626","load",15,"exp",2,6,1,"A",796
"2627","load",15,"exp",2,7,2,"A",684
"2628","load",15,"exp",2,8,5,"A",718
"2629","load",15,"exp",2,9,9,"B",944
"2630","load",15,"exp",2,10,7,"A",747
"2631","load",15,"exp",3,1,10,"B",1514
"2632","load",15,"exp",3,2,5,"A",672
"2633","load",15,"exp",3,3,4,"A",819
"2634","load",15,"exp",3,4,9,"B",610
"2635","load",15,"exp",3,5,7,"A",1944
"2636","load",15,"exp",3,6,6,"B",575
"2637","load",15,"exp",3,7,8,"B",582
"2638","load",15,"exp",3,8,2,"B",572
"2639","load",15,"exp",3,9,3,"A",611
"2640","load",15,"exp",3,10,1,"B",441
"2641","load",15,"exp",4,1,5,"A",690
"2642","load",15,"exp",4,2,6,"B",949
"2643","load",15,"exp",4,3,3,"A",1231
"2644","load",15,"exp",4,4,8,"B",687
"2645","load",15,"exp",4,5,9,"B",946
"2646","load",15,"exp",4,6,1,"A",859
"2647","load",15,"exp",4,7,2,"B",537
"2648","load",15,"exp",4,8,10,"B",609
"2649","load",15,"exp",4,9,4,"A",727
"2650","load",15,"exp",4,10,7,"A",617
"2651","load",15,"exp",5,1,1,"A",673
"2652","load",15,"exp",5,2,7,"A",564
"2653","load",15,"exp",5,3,5,"A",538
"2654","load",15,"exp",5,4,3,"A",755
"2655","load",15,"exp",5,5,4,"A",578
"2656","load",15,"exp",5,6,9,"A",810
"2657","load",15,"exp",5,7,8,"B",985
"2658","load",15,"exp",5,8,2,"B",946
"2659","load",15,"exp",5,9,6,"B",620
"2660","load",15,"exp",5,10,10,"B",609
"2661","load",15,"exp",6,1,7,"A",637
"2662","load",15,"exp",6,2,10,"B",722
"2663","load",15,"exp",6,3,1,"A",788
"2664","load",15,"exp",6,4,8,"B",1059
"2665","load",15,"exp",6,5,2,"B",457
"2666","load",15,"exp",6,6,5,"A",1236
"2667","load",15,"exp",6,7,3,"B",708
"2668","load",15,"exp",6,8,9,"B",663
"2669","load",15,"exp",6,9,4,"A",667
"2670","load",15,"exp",6,10,6,"B",719
"2671","load",15,"exp",7,1,7,"A",692
"2672","load",15,"exp",7,2,10,"B",1079
"2673","load",15,"exp",7,3,8,"B",556
"2674","load",15,"exp",7,4,2,"B",595
"2675","load",15,"exp",7,5,5,"A",602
"2676","load",15,"exp",7,6,9,"B",624
"2677","load",15,"exp",7,7,3,"B",389
"2678","load",15,"exp",7,8,1,"A",514
"2679","load",15,"exp",7,9,4,"A",891
"2680","load",15,"exp",7,10,6,"A",807
"2681","load",15,"exp",8,1,3,"A",724
"2682","load",15,"exp",8,2,4,"A",726
"2683","load",15,"exp",8,3,5,"A",440
"2684","load",15,"exp",8,4,1,"B",963
"2685","load",15,"exp",8,5,6,"A",700
"2686","load",15,"exp",8,6,9,"B",895
"2687","load",15,"exp",8,7,8,"B",859
"2688","load",15,"exp",8,8,2,"B",584
"2689","load",15,"exp",8,9,7,"A",799
"2690","load",15,"exp",8,10,10,"B",638
"2691","load",15,"exp",9,1,4,"A",791
"2692","load",15,"exp",9,2,3,"A",1030
"2693","load",15,"exp",9,3,1,"A",1021
"2694","load",15,"exp",9,4,8,"B",757
"2695","load",15,"exp",9,5,10,"B",1109
"2696","load",15,"exp",9,6,5,"A",634
"2697","load",15,"exp",9,7,7,"A",606
"2698","load",15,"exp",9,8,9,"B",676
"2699","load",15,"exp",9,9,2,"B",744
"2700","load",15,"exp",9,10,6,"B",713
"2701","load",15,"exp",10,1,5,"A",802
"2702","load",15,"exp",10,2,8,"B",1169
"2703","load",15,"exp",10,3,1,"A",675
"2704","load",15,"exp",10,4,10,"B",774
"2705","load",15,"exp",10,5,6,"B",918
"2706","load",15,"exp",10,6,3,"A",593
"2707","load",15,"exp",10,7,9,"A",663
"2708","load",15,"exp",10,8,4,"A",651
"2709","load",15,"exp",10,9,2,"B",1039
"2710","load",15,"exp",10,10,7,"A",582
"2711","load",15,"exp",11,1,6,"B",2301
"2712","load",15,"exp",11,2,3,"A",760
"2713","load",15,"exp",11,3,1,"A",1400
"2714","load",15,"exp",11,4,5,"A",690
"2715","load",15,"exp",11,5,10,"B",1381
"2716","load",15,"exp",11,6,7,"A",1904
"2717","load",15,"exp",11,7,4,"A",2217
"2718","load",15,"exp",11,8,9,"B",1015
"2719","load",15,"exp",11,9,8,"B",622
"2720","load",15,"exp",11,10,2,"B",515
"2721","load",15,"exp",12,1,7,"A",967
"2722","load",15,"exp",12,2,1,"A",911
"2723","load",15,"exp",12,3,4,"A",683
"2724","load",15,"exp",12,4,8,"B",1022
"2725","load",15,"exp",12,5,9,"B",1045
"2726","load",15,"exp",12,6,2,"B",1419
"2727","load",15,"exp",12,7,6,"B",901
"2728","load",15,"exp",12,8,10,"B",688
"2729","load",15,"exp",12,9,3,"A",947
"2730","load",15,"exp",12,10,5,"A",845
"2731","load",17,"prac",0,1,0,"A",6041
"2732","load",17,"prac",0,2,0,"A",3984
"2733","load",17,"prac",0,3,0,"B",4576
"2734","load",17,"prac",0,4,0,"B",1531
"2735","load",17,"prac",0,5,0,"B",4496
"2736","load",17,"prac",0,6,0,"B",4574
"2737","load",17,"prac",0,7,0,"A",1370
"2738","load",17,"prac",0,8,0,"A",1813
"2739","load",17,"prac",0,9,0,"A",961
"2740","load",17,"prac",0,10,0,"B",891
"2741","load",17,"exp",1,1,7,"B",8058
"2742","load",17,"exp",1,2,5,"B",8683
"2743","load",17,"exp",1,3,6,"B",6407
"2744","load",17,"exp",1,4,8,"B",2883
"2745","load",17,"exp",1,5,2,"A",7849
"2746","load",17,"exp",1,6,1,"A",13010
"2747","load",17,"exp",1,7,4,"B",3751
"2748","load",17,"exp",1,8,3,"B",3902
"2749","load",17,"exp",1,9,9,"A",1569
"2750","load",17,"exp",1,10,10,"B",1237
"2751","load",17,"exp",2,1,5,"A",1906
"2752","load",17,"exp",2,2,10,"B",1721
"2753","load",17,"exp",2,3,6,"B",1272
"2754","load",17,"exp",2,4,1,"A",1047
"2755","load",17,"exp",2,5,9,"B",1502
"2756","load",17,"exp",2,6,3,"A",1364
"2757","load",17,"exp",2,7,7,"B",1487
"2758","load",17,"exp",2,8,8,"B",6343
"2759","load",17,"exp",2,9,2,"A",2292
"2760","load",17,"exp",2,10,4,"B",1167
"2761","load",17,"exp",3,1,1,"A",1383
"2762","load",17,"exp",3,2,3,"A",1122
"2763","load",17,"exp",3,3,5,"A",1254
"2764","load",17,"exp",3,4,6,"B",2741
"2765","load",17,"exp",3,5,7,"B",1089
"2766","load",17,"exp",3,6,8,"B",1398
"2767","load",17,"exp",3,7,4,"B",1696
"2768","load",17,"exp",3,8,2,"A",1248
"2769","load",17,"exp",3,9,9,"A",1071
"2770","load",17,"exp",3,10,10,"B",1701
"2771","load",17,"exp",4,1,2,"A",2721
"2772","load",17,"exp",4,2,3,"A",829
"2773","load",17,"exp",4,3,9,"A",923
"2774","load",17,"exp",4,4,5,"A",1526
"2775","load",17,"exp",4,5,7,"B",1115
"2776","load",17,"exp",4,6,8,"B",1663
"2777","load",17,"exp",4,7,6,"B",1391
"2778","load",17,"exp",4,8,10,"B",1979
"2779","load",17,"exp",4,9,4,"B",657
"2780","load",17,"exp",4,10,1,"A",3812
"2781","load",17,"exp",5,1,4,"B",1066
"2782","load",17,"exp",5,2,3,"A",1487
"2783","load",17,"exp",5,3,9,"A",871
"2784","load",17,"exp",5,4,6,"B",627
"2785","load",17,"exp",5,5,8,"B",824
"2786","load",17,"exp",5,6,7,"B",1207
"2787","load",17,"exp",5,7,1,"A",2296
"2788","load",17,"exp",5,8,5,"A",1091
"2789","load",17,"exp",5,9,10,"B",840
"2790","load",17,"exp",5,10,2,"A",3157
"2791","load",17,"exp",6,1,4,"B",1034
"2792","load",17,"exp",6,2,1,"A",673
"2793","load",17,"exp",6,3,10,"B",661
"2794","load",17,"exp",6,4,3,"A",1033
"2795","load",17,"exp",6,5,6,"B",2416
"2796","load",17,"exp",6,6,7,"B",2022
"2797","load",17,"exp",6,7,5,"A",859
"2798","load",17,"exp",6,8,2,"A",1160
"2799","load",17,"exp",6,9,9,"A",795
"2800","load",17,"exp",6,10,8,"B",875
"2801","load",17,"exp",7,1,7,"B",2338
"2802","load",17,"exp",7,2,3,"A",987
"2803","load",17,"exp",7,3,4,"B",1411
"2804","load",17,"exp",7,4,5,"A",2861
"2805","load",17,"exp",7,5,6,"B",1412
"2806","load",17,"exp",7,6,8,"B",1902
"2807","load",17,"exp",7,7,1,"A",1526
"2808","load",17,"exp",7,8,2,"A",1468
"2809","load",17,"exp",7,9,9,"A",1908
"2810","load",17,"exp",7,10,10,"B",1451
"2811","load",17,"exp",8,1,6,"B",1104
"2812","load",17,"exp",8,2,9,"A",1029
"2813","load",17,"exp",8,3,7,"B",1340
"2814","load",17,"exp",8,4,10,"B",872
"2815","load",17,"exp",8,5,8,"B",1557
"2816","load",17,"exp",8,6,1,"A",954
"2817","load",17,"exp",8,7,5,"B",1476
"2818","load",17,"exp",8,8,3,"A",1003
"2819","load",17,"exp",8,9,4,"B",2387
"2820","load",17,"exp",8,10,2,"A",1611
"2821","load",17,"exp",9,1,1,"A",942
"2822","load",17,"exp",9,2,10,"B",841
"2823","load",17,"exp",9,3,3,"A",663
"2824","load",17,"exp",9,4,9,"A",651
"2825","load",17,"exp",9,5,6,"B",799
"2826","load",17,"exp",9,6,8,"B",1214
"2827","load",17,"exp",9,7,4,"B",1582
"2828","load",17,"exp",9,8,5,"A",1442
"2829","load",17,"exp",9,9,2,"A",571
"2830","load",17,"exp",9,10,7,"B",1010
"2831","load",17,"exp",10,1,6,"B",1229
"2832","load",17,"exp",10,2,1,"A",910
"2833","load",17,"exp",10,3,3,"A",1176
"2834","load",17,"exp",10,4,9,"A",811
"2835","load",17,"exp",10,5,4,"B",1290
"2836","load",17,"exp",10,6,5,"A",2792
"2837","load",17,"exp",10,7,10,"B",1761
"2838","load",17,"exp",10,8,2,"A",2815
"2839","load",17,"exp",10,9,7,"B",1239
"2840","load",17,"exp",10,10,8,"B",2216
"2841","load",17,"exp",11,1,2,"A",1060
"2842","load",17,"exp",11,2,3,"A",1786
"2843","load",17,"exp",11,3,6,"B",2134
"2844","load",17,"exp",11,4,4,"B",806
"2845","load",17,"exp",11,5,8,"B",2149
"2846","load",17,"exp",11,6,9,"A",1222
"2847","load",17,"exp",11,7,1,"A",1430
"2848","load",17,"exp",11,8,10,"B",1151
"2849","load",17,"exp",11,9,7,"B",2418
"2850","load",17,"exp",11,10,5,"A",809
"2851","load",17,"exp",12,1,9,"A",812
"2852","load",17,"exp",12,2,3,"A",731
"2853","load",17,"exp",12,3,8,"B",5053
"2854","load",17,"exp",12,4,4,"B",903
"2855","load",17,"exp",12,5,6,"A",1154
"2856","load",17,"exp",12,6,1,"A",2917
"2857","load",17,"exp",12,7,2,"A",1402
"2858","load",17,"exp",12,8,10,"B",884
"2859","load",17,"exp",12,9,7,"B",1360
"2860","load",17,"exp",12,10,5,"A",1228
"2861","load",19,"prac",0,1,0,"B",8585
"2862","load",19,"prac",0,2,0,"A",2728
"2863","load",19,"prac",0,3,0,"B",4980
"2864","load",19,"prac",0,4,0,"A",1200
"2865","load",19,"prac",0,5,0,"A",2497
"2866","load",19,"prac",0,6,0,"A",1573
"2867","load",19,"prac",0,7,0,"B",3354
"2868","load",19,"prac",0,8,0,"A",2319
"2869","load",19,"prac",0,9,0,"B",1114
"2870","load",19,"prac",0,10,0,"B",1870
"2871","load",19,"exp",1,1,7,"A",4348
"2872","load",19,"exp",1,2,8,"B",2847
"2873","load",19,"exp",1,3,9,"B",1846
"2874","load",19,"exp",1,4,6,"B",1840
"2875","load",19,"exp",1,5,4,"A",1323
"2876","load",19,"exp",1,6,10,"B",1976
"2877","load",19,"exp",1,7,2,"B",1917
"2878","load",19,"exp",1,8,5,"A",2230
"2879","load",19,"exp",1,9,3,"A",1091
"2880","load",19,"exp",1,10,1,"A",1608
"2881","load",19,"exp",2,1,5,"A",2483
"2882","load",19,"exp",2,2,9,"B",2054
"2883","load",19,"exp",2,3,10,"B",1114
