"","cond","subj","phase","block","trial","stim","resp","rt"
"1163","noload",24,"exp",12,3,5,"A",622
"1164","noload",24,"exp",12,4,1,"A",483
"1165","noload",24,"exp",12,5,8,"B",525
"1166","noload",24,"exp",12,6,10,"B",566
"1167","noload",24,"exp",12,7,6,"B",573
"1168","noload",24,"exp",12,8,4,"B",564
"1169","noload",24,"exp",12,9,7,"B",540
"1170","noload",24,"exp",12,10,9,"A",500
"1171","noload",26,"prac",0,1,0,"B",4427
"1172","noload",26,"prac",0,2,0,"A",3163
"1173","noload",26,"prac",0,3,0,"A",824
"1174","noload",26,"prac",0,4,0,"A",743
"1175","noload",26,"prac",0,5,0,"A",392
"1176","noload",26,"prac",0,6,0,"A",341
"1177","noload",26,"prac",0,7,0,"B",437
"1178","noload",26,"prac",0,8,0,"B",480
"1179","noload",26,"prac",0,9,0,"B",411
"1180","noload",26,"prac",0,10,0,"B",855
"1181","noload",26,"exp",1,1,7,"B",3290
"1182","noload",26,"exp",1,2,8,"B",2402
"1183","noload",26,"exp",1,3,2,"B",1752
"1184","noload",26,"exp",1,4,4,"A",2406
"1185","noload",26,"exp",1,5,6,"B",1773
"1186","noload",26,"exp",1,6,10,"B",1371
"1187","noload",26,"exp",1,7,5,"A",774
"1188","noload",26,"exp",1,8,9,"B",710
"1189","noload",26,"exp",1,9,1,"A",1321
"1190","noload",26,"exp",1,10,3,"A",870
"1191","noload",26,"exp",2,1,3,"A",1413
"1192","noload",26,"exp",2,2,10,"B",719
"1193","noload",26,"exp",2,3,6,"B",1217
"1194","noload",26,"exp",2,4,2,"B",1009
"1195","noload",26,"exp",2,5,8,"B",889
"1196","noload",26,"exp",2,6,5,"A",836
"1197","noload",26,"exp",2,7,9,"B",1138
"1198","noload",26,"exp",2,8,4,"A",1814
"1199","noload",26,"exp",2,9,7,"A",1233
"1200","noload",26,"exp",2,10,1,"A",1121
"1201","noload",26,"exp",3,1,8,"B",1146
"1202","noload",26,"exp",3,2,10,"B",621
"1203","noload",26,"exp",3,3,5,"A",1635
"1204","noload",26,"exp",3,4,1,"A",773
"1205","noload",26,"exp",3,5,4,"A",837
"1206","noload",26,"exp",3,6,2,"A",739
"1207","noload",26,"exp",3,7,9,"B",692
"1208","noload",26,"exp",3,8,3,"A",919
"1209","noload",26,"exp",3,9,6,"B",802
"1210","noload",26,"exp",3,10,7,"A",1056
"1211","noload",26,"exp",4,1,1,"A",759
"1212","noload",26,"exp",4,2,4,"A",631
"1213","noload",26,"exp",4,3,9,"B",508
"1214","noload",26,"exp",4,4,6,"B",597
"1215","noload",26,"exp",4,5,7,"A",1067
"1216","noload",26,"exp",4,6,3,"A",1601
"1217","noload",26,"exp",4,7,5,"A",788
"1218","noload",26,"exp",4,8,8,"B",852
"1219","noload",26,"exp",4,9,10,"B",945
"1220","noload",26,"exp",4,10,2,"B",939
"1221","noload",26,"exp",5,1,10,"B",1102
"1222","noload",26,"exp",5,2,9,"B",803
"1223","noload",26,"exp",5,3,3,"A",738
"1224","noload",26,"exp",5,4,6,"B",419
"1225","noload",26,"exp",5,5,2,"B",702
"1226","noload",26,"exp",5,6,7,"A",705
"1227","noload",26,"exp",5,7,5,"A",531
"1228","noload",26,"exp",5,8,4,"A",1227
"1229","noload",26,"exp",5,9,8,"B",395
"1230","noload",26,"exp",5,10,1,"A",1609
"1231","noload",26,"exp",6,1,6,"B",1465
"1232","noload",26,"exp",6,2,3,"A",1377
"1233","noload",26,"exp",6,3,7,"A",523
"1234","noload",26,"exp",6,4,4,"A",452
"1235","noload",26,"exp",6,5,1,"A",367
"1236","noload",26,"exp",6,6,10,"B",477
"1237","noload",26,"exp",6,7,5,"A",1032
"1238","noload",26,"exp",6,8,8,"B",671
"1239","noload",26,"exp",6,9,9,"B",546
"1240","noload",26,"exp",6,10,2,"B",441
"1241","noload",26,"exp",7,1,4,"A",749
"1242","noload",26,"exp",7,2,7,"A",781
"1243","noload",26,"exp",7,3,5,"A",733
"1244","noload",26,"exp",7,4,2,"B",910
"1245","noload",26,"exp",7,5,8,"B",1370
"1246","noload",26,"exp",7,6,9,"B",1925
"1247","noload",26,"exp",7,7,6,"B",1165
"1248","noload",26,"exp",7,8,1,"A",2959
"1249","noload",26,"exp",7,9,10,"B",4147
"1250","noload",26,"exp",7,10,3,"A",1725
"1251","noload",26,"exp",8,1,3,"A",1188
"1252","noload",26,"exp",8,2,2,"B",806
"1253","noload",26,"exp",8,3,7,"A",965
"1254","noload",26,"exp",8,4,10,"B",1806
"1255","noload",26,"exp",8,5,6,"B",2458
"1256","noload",26,"exp",8,6,5,"A",4239
"1257","noload",26,"exp",8,7,1,"A",3014
"1258","noload",26,"exp",8,8,9,"B",2936
"1259","noload",26,"exp",8,9,8,"B",1965
"1260","noload",26,"exp",8,10,4,"A",3027
"1261","noload",26,"exp",9,1,2,"B",1179
"1262","noload",26,"exp",9,2,5,"A",1293
"1263","noload",26,"exp",9,3,4,"A",1338
"1264","noload",26,"exp",9,4,10,"B",919
"1265","noload",26,"exp",9,5,8,"B",1618
"1266","noload",26,"exp",9,6,1,"A",1508
"1267","noload",26,"exp",9,7,9,"B",475
"1268","noload",26,"exp",9,8,6,"B",358
"1269","noload",26,"exp",9,9,3,"A",1460
"1270","noload",26,"exp",9,10,7,"A",892
"1271","noload",26,"exp",10,1,1,"A",851
"1272","noload",26,"exp",10,2,7,"A",672
"1273","noload",26,"exp",10,3,10,"B",1779
"1274","noload",26,"exp",10,4,3,"A",639
"1275","noload",26,"exp",10,5,9,"B",837
"1276","noload",26,"exp",10,6,5,"A",690
"1277","noload",26,"exp",10,7,4,"A",549
"1278","noload",26,"exp",10,8,8,"B",557
"1279","noload",26,"exp",10,9,2,"B",549
"1280","noload",26,"exp",10,10,6,"B",620
"1281","noload",26,"exp",11,1,10,"B",627
"1282","noload",26,"exp",11,2,2,"B",407
"1283","noload",26,"exp",11,3,3,"B",708
"1284","noload",26,"exp",11,4,1,"A",1303
"1285","noload",26,"exp",11,5,6,"B",1172
"1286","noload",26,"exp",11,6,7,"B",4886
"1287","noload",26,"exp",11,7,8,"B",2630
"1288","noload",26,"exp",11,8,5,"A",1589
"1289","noload",26,"exp",11,9,9,"B",3369
"1290","noload",26,"exp",11,10,4,"A",4862
"1291","noload",26,"exp",12,1,4,"A",6102
"1292","noload",26,"exp",12,2,7,"A",3244
"1293","noload",26,"exp",12,3,5,"A",1862
"1294","noload",26,"exp",12,4,10,"B",3919
"1295","noload",26,"exp",12,5,2,"B",3009
"1296","noload",26,"exp",12,6,6,"B",1907
"1297","noload",26,"exp",12,7,1,"A",1723
"1298","noload",26,"exp",12,8,3,"A",971
"1299","noload",26,"exp",12,9,8,"B",1444
"1300","noload",26,"exp",12,10,9,"B",2316
"1301","noload",28,"prac",0,1,0,"B",5783
"1302","noload",28,"prac",0,2,0,"A",1944
"1303","noload",28,"prac",0,3,0,"A",8879
"1304","noload",28,"prac",0,4,0,"A",2132
"1305","noload",28,"prac",0,5,0,"B",2628
"1306","noload",28,"prac",0,6,0,"B",1652
"1307","noload",28,"prac",0,7,0,"B",1541
"1308","noload",28,"prac",0,8,0,"A",5162
"1309","noload",28,"prac",0,9,0,"B",1169
"1310","noload",28,"prac",0,10,0,"A",1506
"1311","noload",28,"exp",1,1,3,"A",6159
"1312","noload",28,"exp",1,2,1,"A",2307
"1313","noload",28,"exp",1,3,2,"A",2382
"1314","noload",28,"exp",1,4,10,"B",2166
"1315","noload",28,"exp",1,5,4,"A",1845
"1316","noload",28,"exp",1,6,7,"B",5024
"1317","noload",28,"exp",1,7,9,"B",2619
"1318","noload",28,"exp",1,8,5,"A",3034
"1319","noload",28,"exp",1,9,6,"B",7643
"1320","noload",28,"exp",1,10,8,"A",12475
"1321","noload",28,"exp",2,1,3,"A",54751
"1322","noload",28,"exp",2,2,1,"A",2755
"1323","noload",28,"exp",2,3,7,"B",14542
"1324","noload",28,"exp",2,4,2,"A",9100
"1325","noload",28,"exp",2,5,4,"A",6426
"1326","noload",28,"exp",2,6,8,"B",8340
"1327","noload",28,"exp",2,7,6,"B",3628
"1328","noload",28,"exp",2,8,10,"B",3769
"1329","noload",28,"exp",2,9,5,"A",2832
"1330","noload",28,"exp",2,10,9,"B",3223
"1331","noload",28,"exp",3,1,7,"B",7311
"1332","noload",28,"exp",3,2,5,"A",8955
"1333","noload",28,"exp",3,3,6,"B",2493
"1334","noload",28,"exp",3,4,10,"B",2033
"1335","noload",28,"exp",3,5,9,"B",3092
"1336","noload",28,"exp",3,6,1,"A",6947
"1337","noload",28,"exp",3,7,3,"A",4444
"1338","noload",28,"exp",3,8,4,"A",5147
"1339","noload",28,"exp",3,9,2,"B",4387
"1340","noload",28,"exp",3,10,8,"B",2292
"1341","noload",28,"exp",4,1,3,"A",5853
"1342","noload",28,"exp",4,2,1,"A",3259
"1343","noload",28,"exp",4,3,9,"A",5429
"1344","noload",28,"exp",4,4,7,"B",2834
"1345","noload",28,"exp",4,5,10,"B",4923
"1346","noload",28,"exp",4,6,6,"B",3674
"1347","noload",28,"exp",4,7,5,"A",6388
"1348","noload",28,"exp",4,8,4,"B",6960
"1349","noload",28,"exp",4,9,8,"B",6552
"1350","noload",28,"exp",4,10,2,"B",7070
"1351","noload",28,"exp",5,1,1,"A",3139
"1352","noload",28,"exp",5,2,10,"B",3824
"1353","noload",28,"exp",5,3,6,"B",2357
"1354","noload",28,"exp",5,4,4,"A",3566
"1355","noload",28,"exp",5,5,5,"A",2380
"1356","noload",28,"exp",5,6,3,"A",2068
"1357","noload",28,"exp",5,7,7,"A",2855
"1358","noload",28,"exp",5,8,9,"B",3294
"1359","noload",28,"exp",5,9,2,"A",7574
"1360","noload",28,"exp",5,10,8,"B",7720
"1361","noload",28,"exp",6,1,5,"A",4062
"1362","noload",28,"exp",6,2,3,"A",14619
"1363","noload",28,"exp",6,3,1,"A",4407
"1364","noload",28,"exp",6,4,9,"B",4088
"1365","noload",28,"exp",6,5,7,"A",13493
"1366","noload",28,"exp",6,6,4,"A",2745
"1367","noload",28,"exp",6,7,10,"B",2452
"1368","noload",28,"exp",6,8,2,"B",3705
"1369","noload",28,"exp",6,9,8,"B",3267
"1370","noload",28,"exp",6,10,6,"B",3339
"1371","noload",28,"exp",7,1,7,"B",21674
"1372","noload",28,"exp",7,2,6,"B",3297
"1373","noload",28,"exp",7,3,4,"A",5689
"1374","noload",28,"exp",7,4,5,"A",3245
"1375","noload",28,"exp",7,5,10,"B",3511
"1376","noload",28,"exp",7,6,2,"A",8024
"1377","noload",28,"exp",7,7,1,"A",3226
"1378","noload",28,"exp",7,8,8,"B",3780
"1379","noload",28,"exp",7,9,9,"B",8059
"1380","noload",28,"exp",7,10,3,"A",3725
"1381","noload",28,"exp",8,1,9,"B",5834
"1382","noload",28,"exp",8,2,8,"B",4441
"1383","noload",28,"exp",8,3,7,"B",9065
"1384","noload",28,"exp",8,4,1,"A",2984
"1385","noload",28,"exp",8,5,10,"B",1899
"1386","noload",28,"exp",8,6,3,"A",6308
"1387","noload",28,"exp",8,7,2,"A",5266
"1388","noload",28,"exp",8,8,6,"B",2997
"1389","noload",28,"exp",8,9,4,"A",3159
"1390","noload",28,"exp",8,10,5,"A",2148
"1391","noload",28,"exp",9,1,10,"B",20011
"1392","noload",28,"exp",9,2,7,"B",3322
"1393","noload",28,"exp",9,3,6,"B",2097
"1394","noload",28,"exp",9,4,5,"A",3219
"1395","noload",28,"exp",9,5,9,"B",1854
"1396","noload",28,"exp",9,6,1,"A",2648
"1397","noload",28,"exp",9,7,3,"A",4231
"1398","noload",28,"exp",9,8,4,"A",3838
"1399","noload",28,"exp",9,9,8,"B",3858
"1400","noload",28,"exp",9,10,2,"B",3271
"1401","noload",28,"exp",10,1,9,"B",14638
"1402","noload",28,"exp",10,2,1,"A",26314
"1403","noload",28,"exp",10,3,6,"B",5630
"1404","noload",28,"exp",10,4,10,"B",1653
"1405","noload",28,"exp",10,5,8,"B",1862
"1406","noload",28,"exp",10,6,4,"B",3072
"1407","noload",28,"exp",10,7,2,"B",2736
"1408","noload",28,"exp",10,8,7,"B",2778
"1409","noload",28,"exp",10,9,5,"A",6212
"1410","noload",28,"exp",10,10,3,"A",2775
"1411","noload",28,"exp",11,1,2,"B",45177
"1412","noload",28,"exp",11,2,7,"B",6571
"1413","noload",28,"exp",11,3,9,"B",2607
"1414","noload",28,"exp",11,4,6,"B",6015
"1415","noload",28,"exp",11,5,1,"A",2985
"1416","noload",28,"exp",11,6,4,"A",3419
"1417","noload",28,"exp",11,7,5,"A",2543
"1418","noload",28,"exp",11,8,8,"B",3969
"1419","noload",28,"exp",11,9,10,"B",1889
"1420","noload",28,"exp",11,10,3,"A",4938
"1421","noload",28,"exp",12,1,3,"A",5091
"1422","noload",28,"exp",12,2,9,"B",3116
"1423","noload",28,"exp",12,3,1,"A",2362
"1424","noload",28,"exp",12,4,5,"A",1539
"1425","noload",28,"exp",12,5,6,"B",2088
"1426","noload",28,"exp",12,6,7,"B",5099
"1427","noload",28,"exp",12,7,10,"B",2467
"1428","noload",28,"exp",12,8,2,"A",4376
"1429","noload",28,"exp",12,9,4,"A",4666
"1430","noload",28,"exp",12,10,8,"B",3171
"1431","noload",30,"prac",0,1,0,"A",2205
"1432","noload",30,"prac",0,2,0,"A",3308
"1433","noload",30,"prac",0,3,0,"B",2899
"1434","noload",30,"prac",0,4,0,"B",3017
"1435","noload",30,"prac",0,5,0,"A",2827
"1436","noload",30,"prac",0,6,0,"B",579
"1437","noload",30,"prac",0,7,0,"A",410
"1438","noload",30,"prac",0,8,0,"B",551
"1439","noload",30,"prac",0,9,0,"B",479
"1440","noload",30,"prac",0,10,0,"A",328
"1441","noload",30,"exp",1,1,6,"B",2768
"1442","noload",30,"exp",1,2,7,"B",1690
"1443","noload",30,"exp",1,3,5,"A",1163
"1444","noload",30,"exp",1,4,4,"B",813
"1445","noload",30,"exp",1,5,2,"A",907
"1446","noload",30,"exp",1,6,1,"A",519
"1447","noload",30,"exp",1,7,9,"A",783
"1448","noload",30,"exp",1,8,10,"B",766
"1449","noload",30,"exp",1,9,8,"B",782
"1450","noload",30,"exp",1,10,3,"A",702
"1451","noload",30,"exp",2,1,10,"B",720
"1452","noload",30,"exp",2,2,8,"B",576
"1453","noload",30,"exp",2,3,9,"A",536
"1454","noload",30,"exp",2,4,4,"B",688
"1455","noload",30,"exp",2,5,2,"A",723
"1456","noload",30,"exp",2,6,6,"B",485
"1457","noload",30,"exp",2,7,3,"A",559
"1458","noload",30,"exp",2,8,1,"A",854
"1459","noload",30,"exp",2,9,7,"B",483
"1460","noload",30,"exp",2,10,5,"A",445
"1461","noload",30,"exp",3,1,7,"B",699
"1462","noload",30,"exp",3,2,1,"A",589
"1463","noload",30,"exp",3,3,9,"A",548
"1464","noload",30,"exp",3,4,10,"B",732
"1465","noload",30,"exp",3,5,5,"A",476
"1466","noload",30,"exp",3,6,3,"A",631
"1467","noload",30,"exp",3,7,2,"A",603
"1468","noload",30,"exp",3,8,8,"B",449
"1469","noload",30,"exp",3,9,6,"B",556
"1470","noload",30,"exp",3,10,4,"B",468
"1471","noload",30,"exp",4,1,5,"A",862
"1472","noload",30,"exp",4,2,3,"A",603
"1473","noload",30,"exp",4,3,4,"B",481
"1474","noload",30,"exp",4,4,7,"B",827
"1475","noload",30,"exp",4,5,1,"A",1018
"1476","noload",30,"exp",4,6,6,"B",737
"1477","noload",30,"exp",4,7,10,"B",626
"1478","noload",30,"exp",4,8,9,"A",615
"1479","noload",30,"exp",4,9,2,"A",621
"1480","noload",30,"exp",4,10,8,"B",690
"1481","noload",30,"exp",5,1,9,"A",710
"1482","noload",30,"exp",5,2,1,"A",568
"1483","noload",30,"exp",5,3,10,"B",607
"1484","noload",30,"exp",5,4,3,"A",437
"1485","noload",30,"exp",5,5,7,"B",273
"1486","noload",30,"exp",5,6,2,"A",419
"1487","noload",30,"exp",5,7,8,"B",239
"1488","noload",30,"exp",5,8,5,"A",273
"1489","noload",30,"exp",5,9,4,"B",307
"1490","noload",30,"exp",5,10,6,"A",307
"1491","noload",30,"exp",6,1,9,"A",1066
"1492","noload",30,"exp",6,2,1,"A",575
"1493","noload",30,"exp",6,3,10,"B",662
"1494","noload",30,"exp",6,4,2,"A",555
"1495","noload",30,"exp",6,5,3,"A",562
"1496","noload",30,"exp",6,6,7,"B",538
"1497","noload",30,"exp",6,7,8,"B",578
"1498","noload",30,"exp",6,8,5,"A",664
"1499","noload",30,"exp",6,9,6,"B",572
"1500","noload",30,"exp",6,10,4,"B",483
"1501","noload",30,"exp",7,1,2,"A",721
"1502","noload",30,"exp",7,2,4,"B",595
"1503","noload",30,"exp",7,3,8,"B",777
"1504","noload",30,"exp",7,4,1,"A",665
"1505","noload",30,"exp",7,5,3,"A",509
"1506","noload",30,"exp",7,6,9,"A",550
"1507","noload",30,"exp",7,7,10,"B",542
"1508","noload",30,"exp",7,8,5,"A",486
"1509","noload",30,"exp",7,9,7,"B",656
"1510","noload",30,"exp",7,10,6,"B",676
"1511","noload",30,"exp",8,1,1,"A",830
"1512","noload",30,"exp",8,2,5,"A",572
"1513","noload",30,"exp",8,3,8,"B",835
"1514","noload",30,"exp",8,4,2,"A",1360
"1515","noload",30,"exp",8,5,6,"B",587
"1516","noload",30,"exp",8,6,10,"B",642
"1517","noload",30,"exp",8,7,3,"A",646
"1518","noload",30,"exp",8,8,4,"B",587
"1519","noload",30,"exp",8,9,7,"A",530
"1520","noload",30,"exp",8,10,9,"A",634
"1521","noload",30,"exp",9,1,10,"B",925
"1522","noload",30,"exp",9,2,9,"A",568
"1523","noload",30,"exp",9,3,8,"B",511
"1524","noload",30,"exp",9,4,6,"B",632
"1525","noload",30,"exp",9,5,7,"B",605
"1526","noload",30,"exp",9,6,3,"A",707
"1527","noload",30,"exp",9,7,5,"A",694
"1528","noload",30,"exp",9,8,4,"B",537
"1529","noload",30,"exp",9,9,2,"A",464
"1530","noload",30,"exp",9,10,1,"A",458
"1531","noload",30,"exp",10,1,5,"A",711
"1532","noload",30,"exp",10,2,8,"B",505
"1533","noload",30,"exp",10,3,1,"A",563
"1534","noload",30,"exp",10,4,10,"B",426
"1535","noload",30,"exp",10,5,7,"B",599
"1536","noload",30,"exp",10,6,9,"A",493
"1537","noload",30,"exp",10,7,4,"B",567
"1538","noload",30,"exp",10,8,6,"B",526
"1539","noload",30,"exp",10,9,2,"A",598
"1540","noload",30,"exp",10,10,3,"A",444
"1541","noload",30,"exp",11,1,1,"A",575
"1542","noload",30,"exp",11,2,3,"A",630
"1543","noload",30,"exp",11,3,5,"A",507
"1544","noload",30,"exp",11,4,9,"A",404
"1545","noload",30,"exp",11,5,6,"B",641
"1546","noload",30,"exp",11,6,4,"B",997
"1547","noload",30,"exp",11,7,8,"B",429
"1548","noload",30,"exp",11,8,10,"B",585
"1549","noload",30,"exp",11,9,7,"B",432
"1550","noload",30,"exp",11,10,2,"A",572
"1551","noload",30,"exp",12,1,3,"A",618
"1552","noload",30,"exp",12,2,6,"B",2352
"1553","noload",30,"exp",12,3,4,"B",2905
"1554","noload",30,"exp",12,4,1,"A",2222
"1555","noload",30,"exp",12,5,8,"B",1212
"1556","noload",30,"exp",12,6,5,"A",860
"1557","noload",30,"exp",12,7,2,"A",1257
"1558","noload",30,"exp",12,8,9,"B",1497
"1559","noload",30,"exp",12,9,7,"B",1134
"1560","noload",30,"exp",12,10,10,"B",1810
"1561","noload",32,"prac",0,1,0,"B",9106
"1562","noload",32,"prac",0,2,0,"A",11759
"1563","noload",32,"prac",0,3,0,"B",10718
"1564","noload",32,"prac",0,4,0,"B",70433
"1565","noload",32,"prac",0,5,0,"B",849
"1566","noload",32,"prac",0,6,0,"B",1391
"1567","noload",32,"prac",0,7,0,"B",633
"1568","noload",32,"prac",0,8,0,"B",430
"1569","noload",32,"prac",0,9,0,"B",314
"1570","noload",32,"prac",0,10,0,"A",523
"1571","noload",32,"exp",1,1,8,"B",5545
"1572","noload",32,"exp",1,2,5,"A",1250
"1573","noload",32,"exp",1,3,9,"A",992
"1574","noload",32,"exp",1,4,10,"B",1081
"1575","noload",32,"exp",1,5,4,"B",876
"1576","noload",32,"exp",1,6,6,"B",712
"1577","noload",32,"exp",1,7,1,"A",697
"1578","noload",32,"exp",1,8,3,"A",731
"1579","noload",32,"exp",1,9,7,"B",667
"1580","noload",32,"exp",1,10,2,"A",782
"1581","noload",32,"exp",2,1,7,"B",868
"1582","noload",32,"exp",2,2,8,"B",673
"1583","noload",32,"exp",2,3,3,"A",965
"1584","noload",32,"exp",2,4,6,"B",622
"1585","noload",32,"exp",2,5,9,"A",1043
"1586","noload",32,"exp",2,6,1,"A",1562
"1587","noload",32,"exp",2,7,2,"A",654
"1588","noload",32,"exp",2,8,5,"A",691
"1589","noload",32,"exp",2,9,4,"B",853
"1590","noload",32,"exp",2,10,10,"B",578
"1591","noload",32,"exp",3,1,10,"B",968
"1592","noload",32,"exp",3,2,5,"A",1201
"1593","noload",32,"exp",3,3,9,"A",738
"1594","noload",32,"exp",3,4,7,"B",4772
"1595","noload",32,"exp",3,5,6,"B",2120
"1596","noload",32,"exp",3,6,8,"B",2522
"1597","noload",32,"exp",3,7,1,"A",2252
"1598","noload",32,"exp",3,8,2,"B",841
"1599","noload",32,"exp",3,9,3,"A",1189
"1600","noload",32,"exp",3,10,4,"A",5064
"1601","noload",32,"exp",4,1,5,"A",1504
"1602","noload",32,"exp",4,2,9,"A",2631
"1603","noload",32,"exp",4,3,4,"B",3574
"1604","noload",32,"exp",4,4,7,"A",2949
"1605","noload",32,"exp",4,5,10,"B",2361
"1606","noload",32,"exp",4,6,8,"B",1250
"1607","noload",32,"exp",4,7,2,"A",1296
"1608","noload",32,"exp",4,8,3,"A",2046
"1609","noload",32,"exp",4,9,1,"B",1713
"1610","noload",32,"exp",4,10,6,"B",2848
"1611","noload",32,"exp",5,1,10,"B",2175
"1612","noload",32,"exp",5,2,1,"A",1262
"1613","noload",32,"exp",5,3,7,"B",2108
"1614","noload",32,"exp",5,4,2,"A",2366
"1615","noload",32,"exp",5,5,5,"A",1686
"1616","noload",32,"exp",5,6,4,"A",3190
"1617","noload",32,"exp",5,7,8,"B",1329
"1618","noload",32,"exp",5,8,9,"B",4606
"1619","noload",32,"exp",5,9,3,"A",1432
"1620","noload",32,"exp",5,10,6,"B",1361
"1621","noload",32,"exp",6,1,1,"A",1290
"1622","noload",32,"exp",6,2,10,"B",1065
"1623","noload",32,"exp",6,3,9,"A",1230
"1624","noload",32,"exp",6,4,4,"A",1918
"1625","noload",32,"exp",6,5,7,"B",2806
"1626","noload",32,"exp",6,6,5,"A",2255
"1627","noload",32,"exp",6,7,8,"B",2971
"1628","noload",32,"exp",6,8,2,"A",4222
"1629","noload",32,"exp",6,9,3,"A",3734
"1630","noload",32,"exp",6,10,6,"B",3246
"1631","noload",32,"exp",7,1,4,"A",2868
"1632","noload",32,"exp",7,2,10,"B",2107
"1633","noload",32,"exp",7,3,8,"B",1756
"1634","noload",32,"exp",7,4,3,"A",2506
"1635","noload",32,"exp",7,5,1,"A",2621
"1636","noload",32,"exp",7,6,2,"A",2333
"1637","noload",32,"exp",7,7,9,"B",2070
"1638","noload",32,"exp",7,8,5,"A",6217
"1639","noload",32,"exp",7,9,7,"B",2219
"1640","noload",32,"exp",7,10,6,"B",2552
"1641","noload",32,"exp",8,1,3,"A",3348
"1642","noload",32,"exp",8,2,7,"B",2939
"1643","noload",32,"exp",8,3,8,"B",1647
"1644","noload",32,"exp",8,4,5,"A",1552
"1645","noload",32,"exp",8,5,10,"B",1205
"1646","noload",32,"exp",8,6,9,"B",2599
"1647","noload",32,"exp",8,7,1,"A",1718
"1648","noload",32,"exp",8,8,2,"A",2277
"1649","noload",32,"exp",8,9,4,"A",2497
"1650","noload",32,"exp",8,10,6,"B",1221
"1651","noload",32,"exp",9,1,4,"B",70
"1652","noload",32,"exp",9,2,6,"B",4191
"1653","noload",32,"exp",9,3,7,"B",2120
"1654","noload",32,"exp",9,4,8,"A",2137
"1655","noload",32,"exp",9,5,1,"A",1146
"1656","noload",32,"exp",9,6,3,"A",3243
"1657","noload",32,"exp",9,7,2,"A",4038
"1658","noload",32,"exp",9,8,9,"B",3492
"1659","noload",32,"exp",9,9,5,"A",1845
"1660","noload",32,"exp",9,10,10,"B",1519
"1661","noload",32,"exp",10,1,2,"A",3122
"1662","noload",32,"exp",10,2,7,"B",2960
"1663","noload",32,"exp",10,3,6,"B",2051
"1664","noload",32,"exp",10,4,3,"B",2327
"1665","noload",32,"exp",10,5,1,"A",3056
"1666","noload",32,"exp",10,6,10,"B",6129
"1667","noload",32,"exp",10,7,8,"B",4086
"1668","noload",32,"exp",10,8,5,"A",2226
"1669","noload",32,"exp",10,9,4,"A",1583
"1670","noload",32,"exp",10,10,9,"B",4931
"1671","noload",32,"exp",11,1,4,"A",3760
"1672","noload",32,"exp",11,2,9,"B",6328
"1673","noload",32,"exp",11,3,10,"B",1878
"1674","noload",32,"exp",11,4,5,"A",895
"1675","noload",32,"exp",11,5,8,"A",1467
"1676","noload",32,"exp",11,6,6,"B",1555
"1677","noload",32,"exp",11,7,1,"A",1239
"1678","noload",32,"exp",11,8,7,"B",5143
"1679","noload",32,"exp",11,9,2,"A",926
"1680","noload",32,"exp",11,10,3,"A",5785
"1681","noload",32,"exp",12,1,10,"B",2741
"1682","noload",32,"exp",12,2,9,"B",1792
"1683","noload",32,"exp",12,3,2,"A",3661
"1684","noload",32,"exp",12,4,4,"A",3143
"1685","noload",32,"exp",12,5,1,"A",1316
"1686","noload",32,"exp",12,6,6,"B",1586
"1687","noload",32,"exp",12,7,3,"A",2933
"1688","noload",32,"exp",12,8,7,"B",1866
"1689","noload",32,"exp",12,9,8,"B",2148
"1690","noload",32,"exp",12,10,5,"A",3060
"1691","noload",34,"prac",0,1,0,"B",3361
"1692","noload",34,"prac",0,2,0,"A",2839
"1693","noload",34,"prac",0,3,0,"A",1023
"1694","noload",34,"prac",0,4,0,"B",1686
"1695","noload",34,"prac",0,5,0,"B",1174
"1696","noload",34,"prac",0,6,0,"A",1128
"1697","noload",34,"prac",0,7,0,"A",762
"1698","noload",34,"prac",0,8,0,"A",684
"1699","noload",34,"prac",0,9,0,"B",911
"1700","noload",34,"prac",0,10,0,"B",1210
"1701","noload",34,"exp",1,1,10,"B",1536
"1702","noload",34,"exp",1,2,6,"B",1189
"1703","noload",34,"exp",1,3,3,"A",3622
"1704","noload",34,"exp",1,4,7,"B",2211
"1705","noload",34,"exp",1,5,2,"A",1968
"1706","noload",34,"exp",1,6,5,"A",1319
"1707","noload",34,"exp",1,7,9,"B",3812
"1708","noload",34,"exp",1,8,8,"B",3258
"1709","noload",34,"exp",1,9,4,"A",4308
"1710","noload",34,"exp",1,10,1,"A",2839
"1711","noload",34,"exp",2,1,2,"A",3426
"1712","noload",34,"exp",2,2,1,"A",2262
"1713","noload",34,"exp",2,3,9,"B",2994
"1714","noload",34,"exp",2,4,7,"B",3364
"1715","noload",34,"exp",2,5,4,"A",3450
"1716","noload",34,"exp",2,6,8,"B",3341
"1717","noload",34,"exp",2,7,10,"B",1682
"1718","noload",34,"exp",2,8,5,"A",1538
"1719","noload",34,"exp",2,9,6,"B",1736
"1720","noload",34,"exp",2,10,3,"A",3110
"1721","noload",34,"exp",3,1,9,"B",2352
"1722","noload",34,"exp",3,2,3,"A",2345
"1723","noload",34,"exp",3,3,10,"B",1954
"1724","noload",34,"exp",3,4,7,"B",3241
"1725","noload",34,"exp",3,5,8,"B",3442
"1726","noload",34,"exp",3,6,4,"A",2597
"1727","noload",34,"exp",3,7,2,"A",2773
"1728","noload",34,"exp",3,8,5,"A",1888
"1729","noload",34,"exp",3,9,6,"B",1753
