"cond"	"subj"	"phase"	"blk"	"trial"	"stim"	"resp"	"rt"
1	4005	0	0	0	0	0	0
1	4005	1	1	1	12	0	0
1	4005	1	1	2	13	0	0
1	4005	1	1	3	29	0	0
1	4005	1	1	4	6	0	0
1	4005	1	1	5	19	0	0
1	4005	1	1	6	45	2	1752
1	4005	1	1	7	34	1	900
1	4005	1	1	8	39	3	1649
1	4005	0	0	0	0	0	0
1	4005	1	2	1	20	0	0
1	4005	1	2	2	14	2	1813
1	4005	1	2	3	30	0	0
1	4005	1	2	4	11	0	0
1	4005	1	2	5	44	0	0
1	4005	1	2	6	37	0	0
1	4005	1	2	7	2	2	1219
1	4005	1	2	8	36	3	1568
1	4005	0	0	0	0	0	0
1	4005	1	3	1	26	2	823
1	4005	1	3	2	33	1	937
1	4005	1	3	3	42	3	1371
1	4005	1	3	4	22	2	973
1	4005	1	3	5	43	0	0
1	4005	1	3	6	4	2	1730
1	4005	1	3	7	7	0	0
1	4005	1	3	8	15	0	0
1	4005	0	0	0	0	0	0
1	4005	1	4	1	46	0	0
1	4005	1	4	2	3	0	0
1	4005	1	4	3	21	0	0
1	4005	1	4	4	25	0	0
1	4005	1	4	5	9	0	0
1	4005	1	4	6	38	0	0
1	4005	1	4	7	35	0	0
1	4005	1	4	8	16	0	0
1	4005	0	0	0	0	0	0
1	4005	1	5	1	40	0	0
1	4005	1	5	2	10	0	0
1	4005	1	5	3	18	3	1418
1	4005	1	5	4	24	0	0
1	4005	1	5	5	48	0	0
1	4005	1	5	6	1	0	0
1	4005	1	5	7	31	0	0
1	4005	1	5	8	28	0	0
1	4005	0	0	0	0	0	0
1	4005	1	6	1	32	1	1009
1	4005	1	6	2	27	0	0
1	4005	1	6	3	23	0	0
1	4005	1	6	4	47	0	0
1	4005	1	6	5	5	0	0
1	4005	1	6	6	8	0	0
1	4005	1	6	7	17	0	0
1	4005	1	6	8	41	0	0
1	4005	0	0	0	0	0	0
1	4005	1	7	1	20	0	0
1	4005	1	7	2	40	0	0
1	4005	1	7	3	10	2	723
1	4005	1	7	4	25	0	0
1	4005	1	7	5	3	0	0
1	4005	1	7	6	35	0	0
1	4005	1	7	7	13	0	0
1	4005	1	7	8	48	0	0
1	4005	0	0	0	0	0	0
1	4005	1	8	1	4	2	1429
1	4005	1	8	2	23	0	0
1	4005	1	8	3	8	1	1004
1	4005	1	8	4	30	0	0
1	4005	1	8	5	39	0	0
1	4005	1	8	6	33	0	0
1	4005	1	8	7	18	0	0
1	4005	1	8	8	46	0	0
1	4005	0	0	0	0	0	0
1	4005	1	9	1	19	0	0
1	4005	1	9	2	31	0	0
1	4005	1	9	3	45	0	0
1	4005	1	9	4	27	0	0
1	4005	1	9	5	5	0	0
1	4005	1	9	6	38	0	0
1	4005	1	9	7	12	0	0
1	4005	1	9	8	16	0	0
1	4005	0	0	0	0	0	0
1	4005	1	10	1	28	2	987
1	4005	1	10	2	24	0	0
1	4005	1	10	3	47	2	445
1	4005	1	10	4	14	2	1415
1	4005	1	10	5	11	1	1959
1	4005	1	10	6	36	3	518
1	4005	1	10	7	1	0	0
1	4005	1	10	8	41	0	0
1	4005	0	0	0	0	0	0
1	4005	1	11	1	34	3	1104
1	4005	1	11	2	22	0	0
1	4005	1	11	3	43	0	0
1	4005	1	11	4	2	0	0
1	4005	1	11	5	29	0	0
1	4005	1	11	6	7	0	0
1	4005	1	11	7	17	0	0
1	4005	1	11	8	42	0	0
1	4005	0	0	0	0	0	0
1	4005	1	12	1	26	3	1802
1	4005	1	12	2	44	0	0
1	4005	1	12	3	15	0	0
1	4005	1	12	4	21	0	0
1	4005	1	12	5	6	0	0
1	4005	1	12	6	9	0	0
1	4005	1	12	7	32	2	1350
1	4005	1	12	8	37	0	0
1	4005	2	1	1	0	2	5703
1	4005	2	1	2	0	2	3553
1	4005	2	1	3	0	1	5144
1	4005	2	1	4	0	3	4479
1	4005	2	1	5	0	3	2289
1	4005	2	1	6	0	2	3426
1	4005	2	1	7	0	3	2886
1	4005	2	1	8	0	3	4390
1	4005	2	1	9	0	2	2692
1	4005	2	1	10	0	1	2597
1	4005	2	1	11	0	2	3536
1	4005	2	1	12	0	3	1872
1	4005	2	1	13	0	2	3305
1	4005	2	1	14	0	2	2362
1	4005	2	1	15	0	3	3447
1	4005	2	1	16	0	1	2274
1	4005	2	1	17	0	2	1891
1	4005	2	1	18	0	2	3852
1	4005	2	1	19	0	2	2550
1	4005	2	1	20	0	3	1381
1	4005	2	1	21	0	1	2345
1	4005	2	1	22	0	3	3592
1	4005	2	1	23	0	1	2445
1	4005	2	1	24	0	1	1943
1	4005	2	1	25	0	1	5181
1	4005	2	1	26	0	1	4164
1	4005	2	1	27	0	2	3082
1	4005	2	1	28	0	1	3108
1	4005	2	1	29	0	3	2380
1	4005	2	1	30	0	2	1785
1	4006	0	0	0	0	0	0
1	4006	1	1	1	29	0	0
1	4006	1	1	2	9	0	0
1	4006	1	1	3	4	2	1567
1	4006	1	1	4	35	2	1166
1	4006	1	1	5	43	2	1601
1	4006	1	1	6	22	3	1482
1	4006	1	1	7	13	1	1441
1	4006	1	1	8	37	0	0
1	4006	0	0	0	0	0	0
1	4006	1	2	1	46	1	884
1	4006	1	2	2	14	1	670
1	4006	1	2	3	3	2	1004
1	4006	1	2	4	21	2	994
1	4006	1	2	5	34	3	1180
1	4006	1	2	6	30	3	1187
1	4006	1	2	7	40	3	1849
1	4006	1	2	8	7	1	1015
1	4006	0	0	0	0	0	0
1	4006	1	3	1	18	3	1728
1	4006	1	3	2	36	3	1696
1	4006	1	3	3	8	1	1448
1	4006	1	3	4	26	0	0
1	4006	1	3	5	5	2	973
1	4006	1	3	6	41	3	1385
1	4006	1	3	7	47	2	1976
1	4006	1	3	8	23	0	0
1	4006	0	0	0	0	0	0
1	4006	1	4	1	1	1	1083
1	4006	1	4	2	24	3	1142
1	4006	1	4	3	27	2	1937
1	4006	1	4	4	16	1	1920
1	4006	1	4	5	45	3	1692
1	4006	1	4	6	39	2	1192
1	4006	1	4	7	10	3	1024
1	4006	1	4	8	32	1	953
1	4006	0	0	0	0	0	0
1	4006	1	5	1	11	2	949
1	4006	1	5	2	6	3	1216
1	4006	1	5	3	15	2	1129
1	4006	1	5	4	28	3	991
1	4006	1	5	5	20	1	1019
1	4006	1	5	6	48	1	1932
1	4006	1	5	7	42	1	1645
1	4006	1	5	8	31	1	1420
1	4006	0	0	0	0	0	0
1	4006	1	6	1	2	1	876
1	4006	1	6	2	33	2	1007
1	4006	1	6	3	38	1	1468
1	4006	1	6	4	25	1	1048
1	4006	1	6	5	17	2	1038
1	4006	1	6	6	12	3	842
1	4006	1	6	7	44	1	830
1	4006	1	6	8	19	1	977
1	4006	0	0	0	0	0	0
1	4006	1	7	1	16	3	1049
1	4006	1	7	2	11	2	891
1	4006	1	7	3	28	1	953
1	4006	1	7	4	41	3	1460
1	4006	1	7	5	35	2	1091
1	4006	1	7	6	43	2	1532
1	4006	1	7	7	5	2	1263
1	4006	1	7	8	23	2	1011
1	4006	0	0	0	0	0	0
1	4006	1	8	1	46	1	976
1	4006	1	8	2	42	1	1686
1	4006	1	8	3	34	3	1515
1	4006	1	8	4	20	1	1487
1	4006	1	8	5	12	3	1017
1	4006	1	8	6	17	2	1167
1	4006	1	8	7	30	3	1553
1	4006	1	8	8	6	3	1529
1	4006	0	0	0	0	0	0
1	4006	1	9	1	31	1	939
1	4006	1	9	2	29	2	1005
1	4006	1	9	3	47	3	1812
1	4006	1	9	4	24	3	1397
1	4006	1	9	5	40	1	1093
1	4006	1	9	6	13	3	1504
1	4006	1	9	7	9	3	1532
1	4006	1	9	8	1	3	1241
1	4006	0	0	0	0	0	0
1	4006	1	10	1	39	3	1050
1	4006	1	10	2	19	0	0
1	4006	1	10	3	7	1	1321
1	4006	1	10	4	14	1	1133
1	4006	1	10	5	36	3	1658
1	4006	1	10	6	27	1	1771
1	4006	1	10	7	48	1	1423
1	4006	1	10	8	3	3	1124
1	4006	0	0	0	0	0	0
1	4006	1	11	1	10	3	1088
1	4006	1	11	2	21	3	875
1	4006	1	11	3	2	1	814
1	4006	1	11	4	18	2	1100
1	4006	1	11	5	33	3	1929
1	4006	1	11	6	26	1	1851
1	4006	1	11	7	38	2	1640
1	4006	1	11	8	45	1	1758
1	4006	0	0	0	0	0	0
1	4006	1	12	1	4	2	1242
1	4006	1	12	2	25	2	1307
1	4006	1	12	3	22	2	1540
1	4006	1	12	4	44	0	0
1	4006	1	12	5	8	1	1553
1	4006	1	12	6	37	1	1847
1	4006	1	12	7	32	1	1314
1	4006	1	12	8	15	2	1504
1	4006	2	1	1	0	4	28836
1	4006	2	1	2	0	4	6586
1	4006	2	1	3	0	1	6473
1	4006	2	1	4	0	2	4723
1	4006	2	1	5	0	4	2115
1	4006	2	1	6	0	4	1731
1	4006	2	1	7	0	4	2522
1	4006	2	1	8	0	3	3050
1	4006	2	1	9	0	2	3444
1	4006	2	1	10	0	2	2527
1	4006	2	1	11	0	2	4558
1	4006	2	1	12	0	4	2133
1	4006	2	1	13	0	2	2357
1	4006	2	1	14	0	4	2034
1	4006	2	1	15	0	1	2909
1	4006	2	1	16	0	1	1917
1	4006	2	1	17	0	2	2669
1	4006	2	1	18	0	3	5030
1	4006	2	1	19	0	2	2419
1	4006	2	1	20	0	3	1591
1	4006	2	1	21	0	1	3043
1	4006	2	1	22	0	3	2838
1	4006	2	1	23	0	1	2705
1	4006	2	1	24	0	1	2561
1	4006	2	1	25	0	4	4719
1	4006	2	1	26	0	4	2088
1	4006	2	1	27	0	2	4089
1	4006	2	1	28	0	4	2898
1	4006	2	1	29	0	1	1651
1	4006	2	1	30	0	1	3549
1	4007	0	0	0	0	0	0
1	4007	1	1	1	11	0	0
1	4007	1	1	2	40	2	1720
1	4007	1	1	3	4	2	575
1	4007	1	1	4	13	3	1057
1	4007	1	1	5	23	1	781
1	4007	1	1	6	44	2	771
1	4007	1	1	7	28	2	1106
1	4007	1	1	8	31	3	1017
1	4007	0	0	0	0	0	0
1	4007	1	2	1	42	1	792
1	4007	1	2	2	45	1	1173
1	4007	1	2	3	24	1	908
1	4007	1	2	4	6	1	1131
1	4007	1	2	5	35	2	1352
1	4007	1	2	6	9	2	1607
1	4007	1	2	7	27	1	1097
1	4007	1	2	8	18	1	1006
1	4007	0	0	0	0	0	0
1	4007	1	3	1	48	2	757
1	4007	1	3	2	30	2	1019
1	4007	1	3	3	19	1	816
1	4007	1	3	4	10	3	1500
1	4007	1	3	5	41	1	805
1	4007	1	3	6	16	2	1210
1	4007	1	3	7	3	3	1169
1	4007	1	3	8	33	2	1841
1	4007	0	0	0	0	0	0
1	4007	1	4	1	14	2	1424
1	4007	1	4	2	32	1	1073
1	4007	1	4	3	2	2	1132
1	4007	1	4	4	29	2	1163
1	4007	1	4	5	43	2	843
1	4007	1	4	6	37	3	1111
1	4007	1	4	7	22	3	1696
1	4007	1	4	8	8	0	0
1	4007	0	0	0	0	0	0
1	4007	1	5	1	39	3	1245
1	4007	1	5	2	34	2	1127
1	4007	1	5	3	20	1	1441
1	4007	1	5	4	25	2	1349
1	4007	1	5	5	46	1	1170
1	4007	1	5	6	12	0	0
1	4007	1	5	7	5	0	0
1	4007	1	5	8	15	2	1093
1	4007	0	0	0	0	0	0
1	4007	1	6	1	26	3	1129
1	4007	1	6	2	7	1	1374
1	4007	1	6	3	47	1	1389
1	4007	1	6	4	38	2	1108
1	4007	1	6	5	17	2	1530
1	4007	1	6	6	36	3	1907
1	4007	1	6	7	21	3	1579
1	4007	1	6	8	1	2	1924
1	4007	0	0	0	0	0	0
1	4007	1	7	1	37	3	924
1	4007	1	7	2	46	1	840
1	4007	1	7	3	12	3	822
1	4007	1	7	4	24	3	1449
1	4007	1	7	5	31	1	1507
1	4007	1	7	6	13	2	938
1	4007	1	7	7	30	2	1641
1	4007	1	7	8	6	3	1051
1	4007	0	0	0	0	0	0
1	4007	1	8	1	45	3	1745
1	4007	1	8	2	40	2	819
1	4007	1	8	3	10	3	1307
1	4007	1	8	4	28	2	975
1	4007	1	8	5	14	2	1096
1	4007	1	8	6	1	0	0
1	4007	1	8	7	20	2	1334
1	4007	1	8	8	36	3	1389
1	4007	0	0	0	0	0	0
1	4007	1	9	1	19	3	904
1	4007	1	9	2	27	0	0
1	4007	1	9	3	3	2	1538
1	4007	1	9	4	17	2	1641
1	4007	1	9	5	41	1	1427
1	4007	1	9	6	48	2	907
1	4007	1	9	7	34	3	1173
1	4007	1	9	8	7	1	1673
1	4007	0	0	0	0	0	0
1	4007	1	10	1	33	2	796
1	4007	1	10	2	11	2	871
1	4007	1	10	3	25	2	1246
1	4007	1	10	4	44	3	832
1	4007	1	10	5	5	1	1185
1	4007	1	10	6	15	3	1683
1	4007	1	10	7	38	2	1158
1	4007	1	10	8	21	2	1244
1	4007	0	0	0	0	0	0
1	4007	1	11	1	9	2	1299
1	4007	1	11	2	32	1	1709
1	4007	1	11	3	4	0	0
1	4007	1	11	4	39	3	1078
1	4007	1	11	5	18	3	1761
1	4007	1	11	6	23	2	842
1	4007	1	11	7	29	3	1376
1	4007	1	11	8	43	2	791
1	4007	0	0	0	0	0	0
1	4007	1	12	1	22	3	1456
1	4007	1	12	2	26	1	1313
1	4007	1	12	3	42	1	1367
1	4007	1	12	4	2	2	1698
1	4007	1	12	5	16	2	1387
1	4007	1	12	6	47	3	1056
1	4007	1	12	7	35	3	1395
1	4007	1	12	8	8	1	1560
1	4007	2	1	1	0	2	12553
1	4007	2	1	2	0	3	12227
1	4007	2	1	3	0	4	8754
1	4007	2	1	4	0	3	7746
1	4007	2	1	5	0	3	7836
1	4007	2	1	6	0	3	5209
1	4007	2	1	7	0	3	9077
1	4007	2	1	8	0	4	10641
1	4007	2	1	9	0	2	10687
1	4007	2	1	10	0	2	7571
1	4007	2	1	11	0	2	8507
1	4007	2	1	12	0	2	8700
1	4007	2	1	13	0	2	7096
1	4007	2	1	14	0	2	4274
1	4007	2	1	15	0	2	4612
1	4007	2	1	16	0	2	8240
1	4007	2	1	17	0	2	10206
1	4007	2	1	18	0	3	5396
1	4007	2	1	19	0	3	6291
1	4007	2	1	20	0	2	9116
1	4007	2	1	21	0	1	7751
1	4007	2	1	22	0	3	4744
1	4007	2	1	23	0	1	9335
1	4007	2	1	24	0	2	3369
1	4007	2	1	25	0	2	4070
1	4007	2	1	26	0	3	4368
1	4007	2	1	27	0	2	6879
1	4007	2	1	28	0	2	3922
1	4007	2	1	29	0	3	2594
1	4007	2	1	30	0	3	3207
1	4008	0	0	0	0	0	0
1	4008	1	1	1	10	3	1635
1	4008	1	1	2	31	1	1087
1	4008	1	1	3	15	2	741
1	4008	1	1	4	28	1	1869
1	4008	1	1	5	37	3	1335
1	4008	1	1	6	46	1	1287
1	4008	1	1	7	23	2	1321
1	4008	1	1	8	2	2	1825
1	4008	0	0	0	0	0	0
1	4008	1	2	1	39	3	1046
1	4008	1	2	2	48	2	1033
1	4008	1	2	3	29	2	818
1	4008	1	2	4	34	3	1023
1	4008	1	2	5	18	3	1077
1	4008	1	2	6	12	2	1718
1	4008	1	2	7	22	3	834
1	4008	1	2	8	4	3	1704
1	4008	0	0	0	0	0	0
1	4008	1	3	1	35	2	1004
1	4008	1	3	2	6	3	1349
1	4008	1	3	3	24	3	1399
1	4008	1	3	4	42	2	1030
1	4008	1	3	5	44	3	1396
1	4008	1	3	6	9	2	1282
1	4008	1	3	7	14	0	0
1	4008	1	3	8	27	2	1410
1	4008	0	0	0	0	0	0
1	4008	1	4	1	41	1	1274
1	4008	1	4	2	45	1	1313
1	4008	1	4	3	1	1	972
1	4008	1	4	4	13	1	926
1	4008	1	4	5	33	2	890
1	4008	1	4	6	30	3	876
1	4008	1	4	7	20	1	759
1	4008	1	4	8	7	2	952
1	4008	0	0	0	0	0	0
1	4008	1	5	1	17	3	1611
1	4008	1	5	2	25	2	1276
1	4008	1	5	3	43	2	816
1	4008	1	5	4	8	1	1172
1	4008	1	5	5	21	2	959
1	4008	1	5	6	40	2	1395
1	4008	1	5	7	5	0	0
1	4008	1	5	8	32	1	1075
1	4008	0	0	0	0	0	0
1	4008	1	6	1	19	2	1049
1	4008	1	6	2	16	1	1249
1	4008	1	6	3	47	3	931
1	4008	1	6	4	38	2	1408
1	4008	1	6	5	3	2	1408
1	4008	1	6	6	26	3	1251
1	4008	1	6	7	11	1	1110
1	4008	1	6	8	36	3	1389
1	4008	0	0	0	0	0	0
1	4008	1	7	1	1	1	1492
1	4008	1	7	2	8	1	1275
1	4008	1	7	3	30	2	1442
1	4008	1	7	4	14	1	1115
1	4008	1	7	5	42	1	990
1	4008	1	7	6	21	2	1266
1	4008	1	7	7	31	1	714
1	4008	1	7	8	46	1	759
1	4008	0	0	0	0	0	0
1	4008	1	8	1	37	3	688
1	4008	1	8	2	5	1	856
1	4008	1	8	3	10	2	1193
1	4008	1	8	4	44	2	1403
1	4008	1	8	5	13	3	1637
1	4008	1	8	6	34	2	1292
1	4008	1	8	7	23	3	1057
1	4008	1	8	8	26	3	1026
1	4008	0	0	0	0	0	0
1	4008	1	9	1	39	3	1182
1	4008	1	9	2	17	1	915
1	4008	1	9	3	47	3	1467
1	4008	1	9	4	25	2	1068
1	4008	1	9	5	22	3	1346
1	4008	1	9	6	9	1	1335
1	4008	1	9	7	3	3	1150
1	4008	1	9	8	32	3	1210
1	4008	0	0	0	0	0	0
1	4008	1	10	1	20	2	1346
1	4008	1	10	2	7	3	703
1	4008	1	10	3	33	3	780
1	4008	1	10	4	18	1	753
1	4008	1	10	5	41	1	1173
1	4008	1	10	6	28	1	985
1	4008	1	10	7	2	3	967
1	4008	1	10	8	48	2	994
1	4008	0	0	0	0	0	0
1	4008	1	11	1	16	1	1628
1	4008	1	11	2	19	1	1123
1	4008	1	11	3	27	1	797
1	4008	1	11	4	4	3	825
1	4008	1	11	5	45	3	723
1	4008	1	11	6	12	1	693
1	4008	1	11	7	35	3	699
1	4008	1	11	8	40	2	1015
1	4008	0	0	0	0	0	0
1	4008	1	12	1	36	3	1100
1	4008	1	12	2	11	1	858
1	4008	1	12	3	29	3	906
1	4008	1	12	4	24	3	1166
1	4008	1	12	5	38	2	817
1	4008	1	12	6	43	2	1113
1	4008	1	12	7	15	1	1356
1	4008	1	12	8	6	1	903
1	4008	2	1	1	0	3	14096
1	4008	2	1	2	0	2	5942
1	4008	2	1	3	0	3	3791
1	4008	2	1	4	0	3	3532
1	4008	2	1	5	0	2	2635
1	4008	2	1	6	0	3	2502
1	4008	2	1	7	0	1	2815
1	4008	2	1	8	0	2	2579
1	4008	2	1	9	0	2	3023
1	4008	2	1	10	0	3	3155
1	4008	2	1	11	0	3	5873
1	4008	2	1	12	0	3	3108
1	4008	2	1	13	0	4	2403
1	4008	2	1	14	0	2	3424
1	4008	2	1	15	0	4	3084
1	4008	2	1	16	0	1	1821
1	4008	2	1	17	0	3	1744
1	4008	2	1	18	0	2	4039
1	4008	2	1	19	0	3	2642
1	4008	2	1	20	0	2	1613
1	4008	2	1	21	0	1	3312
1	4008	2	1	22	0	2	1856
1	4008	2	1	23	0	1	2817
1	4008	2	1	24	0	2	1422
1	4008	2	1	25	0	2	4809
1	4008	2	1	26	0	3	4341
1	4008	2	1	27	0	2	3205
1	4008	2	1	28	0	2	2201
1	4008	2	1	29	0	2	2502
1	4008	2	1	30	0	2	1598
1	4013	0	0	0	0	0	0
1	4013	1	1	1	30	0	0
1	4013	1	1	2	39	0	0
1	4013	1	1	3	14	0	0
1	4013	1	1	4	6	0	0
1	4013	1	1	5	46	0	0
1	4013	1	1	6	10	0	0
1	4013	1	1	7	35	0	0
1	4013	1	1	8	22	0	0
1	4013	0	0	0	0	0	0
1	4013	1	2	1	44	0	0
1	4013	1	2	2	12	3	1578
1	4013	1	2	3	40	2	1866
1	4013	1	2	4	13	1	1130
1	4013	1	2	5	28	0	0
1	4013	1	2	6	1	0	0
1	4013	1	2	7	19	3	1380
1	4013	1	2	8	34	3	1828
1	4013	0	0	0	0	0	0
1	4013	1	3	1	2	0	0
1	4013	1	3	2	42	0	0
1	4013	1	3	3	25	2	1816
1	4013	1	3	4	21	1	1998
1	4013	1	3	5	16	0	0
1	4013	1	3	6	43	2	1248
1	4013	1	3	7	36	3	1215
1	4013	1	3	8	8	2	1363
1	4013	0	0	0	0	0	0
1	4013	1	4	1	27	1	1864
1	4013	1	4	2	41	1	1103
1	4013	1	4	3	47	1	1346
1	4013	1	4	4	23	2	1608
1	4013	1	4	5	3	2	1883
1	4013	1	4	6	32	3	1656
1	4013	1	4	7	7	1	1188
1	4013	1	4	8	18	2	1421
1	4013	0	0	0	0	0	0
1	4013	1	5	1	48	2	943
1	4013	1	5	2	15	3	1948
1	4013	1	5	3	33	2	890
1	4013	1	5	4	5	2	1245
1	4013	1	5	5	38	2	1618
1	4013	1	5	6	20	0	0
1	4013	1	5	7	26	3	1446
1	4013	1	5	8	11	2	1555
1	4013	0	0	0	0	0	0
1	4013	1	6	1	31	1	1487
1	4013	1	6	2	29	3	1252
1	4013	1	6	3	24	2	1275
1	4013	1	6	4	37	3	1445
1	4013	1	6	5	9	0	0
1	4013	1	6	6	17	0	0
1	4013	1	6	7	45	1	1416
1	4013	1	6	8	4	2	1976
1	4013	0	0	0	0	0	0
1	4013	1	7	1	8	1	1798
1	4013	1	7	2	15	2	1649
1	4013	1	7	3	34	3	1068
1	4013	1	7	4	43	2	1038
1	4013	1	7	5	28	1	1538
1	4013	1	7	6	20	3	1716
1	4013	1	7	7	3	0	0
1	4013	1	7	8	39	3	1298
1	4013	0	0	0	0	0	0
1	4013	1	8	1	7	1	1715
1	4013	1	8	2	6	2	1390
1	4013	1	8	3	21	3	1019
1	4013	1	8	4	18	1	1882
1	4013	1	8	5	32	1	1203
1	4013	1	8	6	47	3	1060
1	4013	1	8	7	27	1	963
1	4013	1	8	8	42	1	1293
1	4013	0	0	0	0	0	0
1	4013	1	9	1	12	2	1418
1	4013	1	9	2	17	3	1766
1	4013	1	9	3	23	1	1014
1	4013	1	9	4	5	1	1559
1	4013	1	9	5	35	3	1284
1	4013	1	9	6	46	1	1598
1	4013	1	9	7	41	1	1533
1	4013	1	9	8	30	2	1081
1	4013	0	0	0	0	0	0
1	4013	1	10	1	19	3	1192
1	4013	1	10	2	37	3	960
1	4013	1	10	3	1	0	0
1	4013	1	10	4	10	3	1890
1	4013	1	10	5	29	3	974
1	4013	1	10	6	16	0	0
1	4013	1	10	7	45	1	1826
1	4013	1	10	8	31	1	1748
1	4013	0	0	0	0	0	0
1	4013	1	11	1	4	2	1801
1	4013	1	11	2	33	2	1179
1	4013	1	11	3	14	2	1803
1	4013	1	11	4	9	2	1199
1	4013	1	11	5	24	0	0
1	4013	1	11	6	48	2	1147
1	4013	1	11	7	26	0	0
1	4013	1	11	8	40	0	0
1	4013	0	0	0	0	0	0
1	4013	1	12	1	22	3	1940
1	4013	1	12	2	2	1	849
1	4013	1	12	3	38	2	897
1	4013	1	12	4	11	2	1282
1	4013	1	12	5	44	2	1123
1	4013	1	12	6	13	2	1439
1	4013	1	12	7	25	3	1620
1	4013	1	12	8	36	0	0
1	4013	2	1	1	0	3	10511
1	4013	2	1	2	0	2	6593
1	4013	2	1	3	0	1	6264
1	4013	2	1	4	0	2	3267
1	4013	2	1	5	0	2	6621
1	4013	2	1	6	0	1	5297
1	4013	2	1	7	0	3	3147
1	4013	2	1	8	0	2	2370
1	4013	2	1	9	0	2	4359
1	4013	2	1	10	0	4	3758
1	4013	2	1	11	0	3	5277
1	4013	2	1	12	0	2	3215
1	4013	2	1	13	0	2	4755
1	4013	2	1	14	0	2	3298
1	4013	2	1	15	0	3	5794
1	4013	2	1	16	0	1	4384
1	4013	2	1	17	0	1	3622
1	4013	2	1	18	0	2	4449
1	4013	2	1	19	0	2	2309
1	4013	2	1	20	0	3	3557
1	4013	2	1	21	0	1	6203
1	4013	2	1	22	0	2	4424
1	4013	2	1	23	0	2	4708
1	4013	2	1	24	0	3	3725
1	4013	2	1	25	0	2	7988
1	4013	2	1	26	0	2	7451
1	4013	2	1	27	0	2	5118
1	4013	2	1	28	0	3	4871
1	4013	2	1	29	0	3	2658
1	4013	2	1	30	0	3	2939
1	4014	0	0	0	0	0	0
1	4014	1	1	1	4	0	0
1	4014	1	1	2	11	2	1590
1	4014	1	1	3	44	3	1509
1	4014	1	1	4	24	3	1356
1	4014	1	1	5	34	2	1665
1	4014	1	1	6	40	2	1268
1	4014	1	1	7	17	2	855
1	4014	1	1	8	28	1	1443
1	4014	0	0	0	0	0	0
1	4014	1	2	1	5	1	1156
1	4014	1	2	2	43	2	1054
1	4014	1	2	3	15	2	919
1	4014	1	2	4	33	1	1188
1	4014	1	2	5	25	2	1325
1	4014	1	2	6	19	1	1290
1	4014	1	2	7	12	0	0
1	4014	1	2	8	39	2	636
1	4014	0	0	0	0	0	0
1	4014	1	3	1	27	1	1087
1	4014	1	3	2	46	1	1004
1	4014	1	3	3	9	2	1194
1	4014	1	3	4	1	1	1202
1	4014	1	3	5	18	3	1189
1	4014	1	3	6	21	2	881
1	4014	1	3	7	37	3	800
1	4014	1	3	8	35	2	1325
1	4014	0	0	0	0	0	0
1	4014	1	4	1	30	2	1453
1	4014	1	4	2	7	1	1242
1	4014	1	4	3	38	2	1428
1	4014	1	4	4	48	2	1143
1	4014	1	4	5	2	1	1410
1	4014	1	4	6	16	1	1120
1	4014	1	4	7	23	2	1398
1	4014	1	4	8	36	1	1700
1	4014	0	0	0	0	0	0
1	4014	1	5	1	41	1	982
1	4014	1	5	2	22	1	906
1	4014	1	5	3	6	1	978
1	4014	1	5	4	14	2	1007
1	4014	1	5	5	26	0	0
1	4014	1	5	6	31	2	1502
1	4014	1	5	7	10	3	1027
1	4014	1	5	8	45	1	1884
1	4014	0	0	0	0	0	0
1	4014	1	6	1	8	1	1040
1	4014	1	6	2	3	3	1169
1	4014	1	6	3	20	1	1761
1	4014	1	6	4	29	3	1530
1	4014	1	6	5	47	2	1348
1	4014	1	6	6	13	3	1179
1	4014	1	6	7	42	2	1047
1	4014	1	6	8	32	1	1737
1	4014	0	0	0	0	0	0
1	4014	1	7	1	38	1	1852
1	4014	1	7	2	12	3	1755
1	4014	1	7	3	46	0	0
1	4014	1	7	4	1	3	1478
1	4014	1	7	5	25	3	1008
1	4014	1	7	6	19	1	1374
1	4014	1	7	7	31	3	920
1	4014	1	7	8	17	1	733
1	4014	0	0	0	0	0	0
1	4014	1	8	1	32	2	1156
1	4014	1	8	2	4	2	1559
1	4014	1	8	3	42	0	0
1	4014	1	8	4	22	2	1338
1	4014	1	8	5	47	3	896
1	4014	1	8	6	29	3	1735
1	4014	1	8	7	10	3	1595
1	4014	1	8	8	14	2	1014
1	4014	0	0	0	0	0	0
1	4014	1	9	1	35	3	1787
1	4014	1	9	2	13	3	983
1	4014	1	9	3	41	2	1098
1	4014	1	9	4	26	1	1423
1	4014	1	9	5	44	2	1981
1	4014	1	9	6	21	2	952
1	4014	1	9	7	3	3	1082
1	4014	1	9	8	11	2	1088
1	4014	0	0	0	0	0	0
1	4014	1	10	1	45	2	1362
1	4014	1	10	2	20	2	921
1	4014	1	10	3	9	2	696
1	4014	1	10	4	2	1	978
1	4014	1	10	5	40	2	1138
1	4014	1	10	6	27	3	1165
1	4014	1	10	7	36	3	750
1	4014	1	10	8	15	3	704
1	4014	0	0	0	0	0	0
1	4014	1	11	1	48	2	801
1	4014	1	11	2	23	2	690
1	4014	1	11	3	6	3	955
1	4014	1	11	4	30	2	772
1	4014	1	11	5	16	2	872
1	4014	1	11	6	7	3	913
1	4014	1	11	7	33	1	1877
1	4014	1	11	8	37	3	993
1	4014	0	0	0	0	0	0
1	4014	1	12	1	43	2	1336
1	4014	1	12	2	39	3	828
