"DAU","Participant","Condition","Block","SubBlock","Trial","StimulusNo","Length","Orientation","Category","Difficulty","Response","Correct","RT"
"PLY12",1009,"EasyMed",2,2,205,22,167.32,78.878,1,"Medium",76,1,0.72065
"PLY12",1009,"EasyMed",2,2,206,8,109.84,199.37,0,"Medium",68,1,0.58081
"PLY12",1009,"EasyMed",2,2,207,8,109.84,199.37,0,"Medium",68,1,0.73033
"PLY12",1009,"EasyMed",2,2,208,23,198.79,110.6,1,"Medium",76,1,0.58081
"PLY12",1009,"EasyMed",2,2,209,7,78.368,167.68,0,"Medium",68,1,0.60032
"PLY12",1009,"EasyMed",2,2,210,8,109.84,199.37,0,"Medium",68,1,0.64585
"PLY12",1009,"EasyMed",2,2,211,21,135.84,47.187,1,"Medium",76,1,0.58568
"PLY12",1009,"EasyMed",2,2,212,23,198.79,110.6,1,"Medium",68,0,0.47028
"PLY12",1009,"EasyMed",2,2,213,10,172.79,262.78,0,"Medium",68,1,0.86538
"PLY12",1009,"EasyMed",2,2,214,21,135.84,47.187,1,"Medium",76,1,2.8955
"PLY12",1009,"EasyMed",2,2,215,24,230.26,142.32,1,"Medium",76,1,0.66035
"PLY12",1009,"EasyMed",2,2,216,23,198.79,110.6,1,"Medium",76,1,0.56503
"PLY12",1009,"EasyMed",2,2,217,7,78.368,167.68,0,"Medium",68,1,0.6702
"PLY12",1009,"EasyMed",2,2,218,24,230.26,142.32,1,"Medium",76,1,0.5354
"PLY12",1009,"EasyMed",2,2,219,24,230.26,142.32,1,"Medium",76,1,0.44588
"PLY12",1009,"EasyMed",2,2,220,24,230.26,142.32,1,"Medium",76,1,0.44042
"PLY12",1009,"EasyMed",2,2,221,25,261.74,174.01,1,"Medium",76,1,0.49087
"PLY12",1009,"EasyMed",2,2,222,8,109.84,199.37,0,"Medium",68,1,0.61506
"PLY12",1009,"EasyMed",2,2,223,21,135.84,47.187,1,"Medium",68,0,1.2752
"PLY12",1009,"EasyMed",2,2,224,8,109.84,199.37,0,"Medium",68,1,0.69513
"PLY12",1009,"EasyMed",2,2,225,24,230.26,142.32,1,"Medium",76,1,0.92501
"PLY12",1009,"EasyMed",2,2,226,21,135.84,47.187,1,"Medium",76,1,1.6602
"PLY12",1009,"EasyMed",2,2,227,7,78.368,167.68,0,"Medium",68,1,0.76543
"PLY12",1009,"EasyMed",2,2,228,6,46.895,135.96,0,"Medium",68,1,0.48559
"PLY12",1009,"EasyMed",2,2,229,23,198.79,110.6,1,"Medium",76,1,0.90584
"PLY12",1009,"EasyMed",2,2,230,24,230.26,142.32,1,"Medium",76,1,0.49555
"PLY12",1009,"EasyMed",2,2,231,9,141.32,231.09,0,"Medium",68,1,0.67522
"PLY12",1009,"EasyMed",2,2,232,10,172.79,262.78,0,"Medium",68,1,0.67495
"PLY12",1009,"EasyMed",2,2,233,9,141.32,231.09,0,"Medium",68,1,0.48078
"PLY12",1009,"EasyMed",2,2,234,25,261.74,174.01,1,"Medium",76,1,0.45494
"PLY12",1009,"EasyMed",2,2,235,22,167.32,78.878,1,"Medium",76,1,0.45043
"PLY12",1009,"EasyMed",2,2,236,24,230.26,142.32,1,"Medium",76,1,0.565
"PLY12",1009,"EasyMed",2,2,237,22,167.32,78.878,1,"Medium",76,1,0.55019
"PLY12",1009,"EasyMed",2,2,238,8,109.84,199.37,0,"Medium",68,1,0.67493
"PLY12",1009,"EasyMed",2,2,239,21,135.84,47.187,1,"Medium",76,1,1.2308
"PLY12",1009,"EasyMed",2,2,240,25,261.74,174.01,1,"Medium",76,1,0.66
"PLY12",1009,"EasyMed",2,2,241,21,135.84,47.187,1,"Medium",76,1,1.2458
"PLY12",1009,"EasyMed",2,2,242,6,46.895,135.96,0,"Medium",68,1,0.56068
"PLY12",1009,"EasyMed",2,2,243,10,172.79,262.78,0,"Medium",68,1,0.84055
"PLY12",1009,"EasyMed",2,2,244,8,109.84,199.37,0,"Medium",68,1,0.50509
"PLY12",1009,"EasyMed",2,2,245,9,141.32,231.09,0,"Medium",68,1,0.44557
"PLY12",1009,"EasyMed",2,2,246,7,78.368,167.68,0,"Medium",68,1,0.59037
"PLY12",1009,"EasyMed",2,2,247,10,172.79,262.78,0,"Medium",68,1,0.58085
"PLY12",1009,"EasyMed",2,2,248,7,78.368,167.68,0,"Medium",68,1,0.53537
"PLY12",1009,"EasyMed",2,2,249,25,261.74,174.01,1,"Medium",76,1,0.68086
"PLY12",1009,"EasyMed",2,2,250,22,167.32,78.878,1,"Medium",76,1,0.39511
"PLY12",1009,"EasyMed",2,3,251,6,46.895,135.96,0,"Medium",68,1,0.5456
"PLY12",1009,"EasyMed",2,3,252,25,261.74,174.01,1,"Medium",76,1,0.55043
"PLY12",1009,"EasyMed",2,3,253,10,172.79,262.78,0,"Medium",68,1,0.76594
"PLY12",1009,"EasyMed",2,3,254,10,172.79,262.78,0,"Medium",68,1,0.78512
"PLY12",1009,"EasyMed",2,3,255,21,135.84,47.187,1,"Medium",76,1,1.2553
"PLY12",1009,"EasyMed",2,3,256,24,230.26,142.32,1,"Medium",76,1,0.60516
"PLY12",1009,"EasyMed",2,3,257,23,198.79,110.6,1,"Medium",76,1,0.68069
"PLY12",1009,"EasyMed",2,3,258,21,135.84,47.187,1,"Medium",76,1,0.98494
"PLY12",1009,"EasyMed",2,3,259,22,167.32,78.878,1,"Medium",76,1,0.54536
"PLY12",1009,"EasyMed",2,3,260,21,135.84,47.187,1,"Medium",76,1,0.47025
"PLY12",1009,"EasyMed",2,3,261,9,141.32,231.09,0,"Medium",68,1,0.73544
"PLY12",1009,"EasyMed",2,3,262,7,78.368,167.68,0,"Medium",68,1,0.46556
"PLY12",1009,"EasyMed",2,3,263,23,198.79,110.6,1,"Medium",76,1,0.86571
"PLY12",1009,"EasyMed",2,3,264,7,78.368,167.68,0,"Medium",68,1,0.63561
"PLY12",1009,"EasyMed",2,3,265,25,261.74,174.01,1,"Medium",76,1,0.5358
"PLY12",1009,"EasyMed",2,3,266,21,135.84,47.187,1,"Medium",76,1,1.0809
"PLY12",1009,"EasyMed",2,3,267,22,167.32,78.878,1,"Medium",76,1,0.58039
"PLY12",1009,"EasyMed",2,3,268,6,46.895,135.96,0,"Medium",68,1,0.51491
"PLY12",1009,"EasyMed",2,3,269,6,46.895,135.96,0,"Medium",68,1,0.50582
"PLY12",1009,"EasyMed",2,3,270,25,261.74,174.01,1,"Medium",76,1,0.58559
"PLY12",1009,"EasyMed",2,3,271,10,172.79,262.78,0,"Medium",68,1,0.80511
"PLY12",1009,"EasyMed",2,3,272,7,78.368,167.68,0,"Medium",68,1,0.57996
"PLY12",1009,"EasyMed",2,3,273,8,109.84,199.37,0,"Medium",68,1,0.39545
"PLY12",1009,"EasyMed",2,3,274,22,167.32,78.878,1,"Medium",76,1,0.4953
"PLY12",1009,"EasyMed",2,3,275,6,46.895,135.96,0,"Medium",68,1,0.52516
"PLY12",1009,"EasyMed",2,3,276,9,141.32,231.09,0,"Medium",68,1,0.70502
"PLY12",1009,"EasyMed",2,3,277,7,78.368,167.68,0,"Medium",68,1,0.58584
"PLY12",1009,"EasyMed",2,3,278,23,198.79,110.6,1,"Medium",76,1,0.51532
"PLY12",1009,"EasyMed",2,3,279,23,198.79,110.6,1,"Medium",76,1,0.6552
"PLY12",1009,"EasyMed",2,3,280,6,46.895,135.96,0,"Medium",68,1,0.49068
"PLY12",1009,"EasyMed",2,3,281,10,172.79,262.78,0,"Medium",68,1,0.67519
"PLY12",1009,"EasyMed",2,3,282,25,261.74,174.01,1,"Medium",76,1,0.51499
"PLY12",1009,"EasyMed",2,3,283,21,135.84,47.187,1,"Medium",76,1,0.65518
"PLY12",1009,"EasyMed",2,3,284,24,230.26,142.32,1,"Medium",76,1,0.53004
"PLY12",1009,"EasyMed",2,3,285,10,172.79,262.78,0,"Medium",68,1,0.75054
"PLY12",1009,"EasyMed",2,3,286,8,109.84,199.37,0,"Medium",68,1,1.1901
"PLY12",1009,"EasyMed",2,3,287,10,172.79,262.78,0,"Medium",68,1,0.75562
"PLY12",1009,"EasyMed",2,3,288,22,167.32,78.878,1,"Medium",76,1,2.1855
"PLY12",1009,"EasyMed",2,3,289,6,46.895,135.96,0,"Medium",68,1,0.73569
"PLY12",1009,"EasyMed",2,3,290,22,167.32,78.878,1,"Medium",76,1,0.95025
"PLY12",1009,"EasyMed",2,3,291,6,46.895,135.96,0,"Medium",68,1,0.46507
"PLY12",1009,"EasyMed",2,3,292,25,261.74,174.01,1,"Medium",76,1,0.70521
"PLY12",1009,"EasyMed",2,3,293,25,261.74,174.01,1,"Medium",76,1,0.45076
"PLY12",1009,"EasyMed",2,3,294,9,141.32,231.09,0,"Medium",68,1,0.96527
"PLY12",1009,"EasyMed",2,3,295,6,46.895,135.96,0,"Medium",68,1,0.74045
"PLY12",1009,"EasyMed",2,3,296,21,135.84,47.187,1,"Medium",76,1,1.6257
"PLY12",1009,"EasyMed",2,3,297,24,230.26,142.32,1,"Medium",76,1,0.52049
"PLY12",1009,"EasyMed",2,3,298,9,141.32,231.09,0,"Medium",68,1,0.57535
"PLY12",1009,"EasyMed",2,3,299,9,141.32,231.09,0,"Medium",68,1,0.60554
"PLY12",1009,"EasyMed",2,3,300,7,78.368,167.68,0,"Medium",68,1,0.52503
"PLY12",1010,"EasyMed",1,1,1,26,157.74,25,1,"Easy",68,0,0.86714
"PLY12",1010,"EasyMed",1,1,2,28,220.68,88.411,1,"Easy",68,0,1.2105
"PLY12",1010,"EasyMed",1,1,3,29,252.16,120.1,1,"Easy",68,0,0.92575
"PLY12",1010,"EasyMed",1,1,4,30,285,151.82,1,"Easy",68,0,0.6709
"PLY12",1010,"EasyMed",1,1,5,28,220.68,88.411,1,"Easy",68,0,0.60003
"PLY12",1010,"EasyMed",1,1,6,4,119.42,253.28,0,"Easy",76,0,0.31583
"PLY12",1010,"EasyMed",1,1,7,4,119.42,253.28,0,"Easy",68,1,1.5951
"PLY12",1010,"EasyMed",1,1,8,26,157.74,25,1,"Easy",76,1,0.6159
"PLY12",1010,"EasyMed",1,1,9,26,157.74,25,1,"Easy",76,1,0.62012
"PLY12",1010,"EasyMed",1,1,10,27,189.21,56.691,1,"Easy",76,1,0.38525
"PLY12",1010,"EasyMed",1,1,11,4,119.42,253.28,0,"Easy",68,1,0.67577
"PLY12",1010,"EasyMed",1,1,12,1,25,158.15,0,"Easy",76,0,0.68092
"PLY12",1010,"EasyMed",1,1,13,27,189.21,56.691,1,"Easy",76,1,1.2255
"PLY12",1010,"EasyMed",1,1,14,26,157.74,25,1,"Easy",76,1,0.45069
"PLY12",1010,"EasyMed",1,1,15,27,189.21,56.691,1,"Easy",76,1,0.43046
"PLY12",1010,"EasyMed",1,1,16,2,56.474,189.87,0,"Easy",76,0,0.675
"PLY12",1010,"EasyMed",1,1,17,1,25,158.15,0,"Easy",76,0,0.7152
"PLY12",1010,"EasyMed",1,1,18,30,285,151.82,1,"Easy",76,1,0.66031
"PLY12",1010,"EasyMed",1,1,19,27,189.21,56.691,1,"Easy",76,1,0.68551
"PLY12",1010,"EasyMed",1,1,20,2,56.474,189.87,0,"Easy",76,0,0.64999
"PLY12",1010,"EasyMed",1,1,21,3,87.947,221.56,0,"Easy",68,1,0.95587
"PLY12",1010,"EasyMed",1,1,22,29,252.16,120.1,1,"Easy",76,1,0.56065
"PLY12",1010,"EasyMed",1,1,23,5,150.89,285,0,"Easy",76,0,0.66585
"PLY12",1010,"EasyMed",1,1,24,28,220.68,88.411,1,"Easy",76,1,0.54007
"PLY12",1010,"EasyMed",1,1,25,2,56.474,189.87,0,"Easy",76,0,0.83061
"PLY12",1010,"EasyMed",1,1,26,29,252.16,120.1,1,"Easy",76,1,1.3301
"PLY12",1010,"EasyMed",1,1,27,5,150.89,285,0,"Easy",68,1,1.0456
"PLY12",1010,"EasyMed",1,1,28,3,87.947,221.56,0,"Easy",76,0,1.2206
"PLY12",1010,"EasyMed",1,1,29,28,220.68,88.411,1,"Easy",76,1,0.74553
"PLY12",1010,"EasyMed",1,1,30,2,56.474,189.87,0,"Easy",68,1,1.1451
"PLY12",1010,"EasyMed",1,1,31,3,87.947,221.56,0,"Easy",68,1,1.0708
"PLY12",1010,"EasyMed",1,1,32,3,87.947,221.56,0,"Easy",68,1,0.7
"PLY12",1010,"EasyMed",1,1,33,2,56.474,189.87,0,"Easy",68,1,0.79557
"PLY12",1010,"EasyMed",1,1,34,27,189.21,56.691,1,"Easy",76,1,0.67533
"PLY12",1010,"EasyMed",1,1,35,1,25,158.15,0,"Easy",68,1,0.74053
"PLY12",1010,"EasyMed",1,1,36,27,189.21,56.691,1,"Easy",76,1,0.66507
"PLY12",1010,"EasyMed",1,1,37,3,87.947,221.56,0,"Easy",68,1,0.99521
"PLY12",1010,"EasyMed",1,1,38,29,252.16,120.1,1,"Easy",76,1,0.6951
"PLY12",1010,"EasyMed",1,1,39,30,285,151.82,1,"Easy",76,1,0.67491
"PLY12",1010,"EasyMed",1,1,40,30,285,151.82,1,"Easy",76,1,0.99593
"PLY12",1010,"EasyMed",1,1,41,4,119.42,253.28,0,"Easy",68,1,0.82562
"PLY12",1010,"EasyMed",1,1,42,27,189.21,56.691,1,"Easy",76,1,0.72582
"PLY12",1010,"EasyMed",1,1,43,30,285,151.82,1,"Easy",76,1,1.005
"PLY12",1010,"EasyMed",1,1,44,26,157.74,25,1,"Easy",76,1,0.94057
"PLY12",1010,"EasyMed",1,1,45,4,119.42,253.28,0,"Easy",68,1,0.75577
"PLY12",1010,"EasyMed",1,1,46,4,119.42,253.28,0,"Easy",68,1,1.0006
"PLY12",1010,"EasyMed",1,1,47,4,119.42,253.28,0,"Easy",68,1,0.64541
"PLY12",1010,"EasyMed",1,1,48,1,25,158.15,0,"Easy",76,0,1.5053
"PLY12",1010,"EasyMed",1,1,49,5,150.89,285,0,"Easy",68,1,1.2902
"PLY12",1010,"EasyMed",1,1,50,1,25,158.15,0,"Easy",68,1,0.8207
"PLY12",1010,"EasyMed",1,2,51,1,25,158.15,0,"Easy",68,1,0.92572
"PLY12",1010,"EasyMed",1,2,52,29,252.16,120.1,1,"Easy",76,1,1.2058
"PLY12",1010,"EasyMed",1,2,53,28,220.68,88.411,1,"Easy",76,1,3.4755
"PLY12",1010,"EasyMed",1,2,54,5,150.89,285,0,"Easy",68,1,1.0006
"PLY12",1010,"EasyMed",1,2,55,29,252.16,120.1,1,"Easy",76,1,0.62054
"PLY12",1010,"EasyMed",1,2,56,2,56.474,189.87,0,"Easy",76,0,2.0807
"PLY12",1010,"EasyMed",1,2,57,4,119.42,253.28,0,"Easy",68,1,0.60007
"PLY12",1010,"EasyMed",1,2,58,3,87.947,221.56,0,"Easy",68,1,1.3506
"PLY12",1010,"EasyMed",1,2,59,30,285,151.82,1,"Easy",76,1,0.43534
"PLY12",1010,"EasyMed",1,2,60,30,285,151.82,1,"Easy",76,1,0.59086
"PLY12",1010,"EasyMed",1,2,61,4,119.42,253.28,0,"Easy",68,1,0.71527
"PLY12",1010,"EasyMed",1,2,62,29,252.16,120.1,1,"Easy",76,1,0.54022
"PLY12",1010,"EasyMed",1,2,63,27,189.21,56.691,1,"Easy",76,1,0.83067
"PLY12",1010,"EasyMed",1,2,64,4,119.42,253.28,0,"Easy",68,1,0.62519
"PLY12",1010,"EasyMed",1,2,65,27,189.21,56.691,1,"Easy",76,1,0.79038
"PLY12",1010,"EasyMed",1,2,66,26,157.74,25,1,"Easy",76,1,0.65611
"PLY12",1010,"EasyMed",1,2,67,5,150.89,285,0,"Easy",68,1,1.2758
"PLY12",1010,"EasyMed",1,2,68,2,56.474,189.87,0,"Easy",68,1,0.65498
"PLY12",1010,"EasyMed",1,2,69,2,56.474,189.87,0,"Easy",68,1,1.4358
"PLY12",1010,"EasyMed",1,2,70,3,87.947,221.56,0,"Easy",68,1,0.6601
"PLY12",1010,"EasyMed",1,2,71,26,157.74,25,1,"Easy",76,1,0.57518
"PLY12",1010,"EasyMed",1,2,72,3,87.947,221.56,0,"Easy",68,1,0.87023
"PLY12",1010,"EasyMed",1,2,73,3,87.947,221.56,0,"Easy",68,1,0.61523
"PLY12",1010,"EasyMed",1,2,74,4,119.42,253.28,0,"Easy",68,1,0.64538
"PLY12",1010,"EasyMed",1,2,75,1,25,158.15,0,"Easy",68,1,1.7253
"PLY12",1010,"EasyMed",1,2,76,3,87.947,221.56,0,"Easy",68,1,1.9506
"PLY12",1010,"EasyMed",1,2,77,26,157.74,25,1,"Easy",76,1,1.5155
"PLY12",1010,"EasyMed",1,2,78,2,56.474,189.87,0,"Easy",68,1,1.4057
"PLY12",1010,"EasyMed",1,2,79,28,220.68,88.411,1,"Easy",76,1,0.51554
"PLY12",1010,"EasyMed",1,2,80,2,56.474,189.87,0,"Easy",68,1,0.78073
"PLY12",1010,"EasyMed",1,2,81,28,220.68,88.411,1,"Easy",76,1,0.62521
"PLY12",1010,"EasyMed",1,2,82,29,252.16,120.1,1,"Easy",76,1,0.62038
"PLY12",1010,"EasyMed",1,2,83,30,285,151.82,1,"Easy",76,1,0.56058
"PLY12",1010,"EasyMed",1,2,84,26,157.74,25,1,"Easy",76,1,0.83572
"PLY12",1010,"EasyMed",1,2,85,1,25,158.15,0,"Easy",68,1,0.65025
"PLY12",1010,"EasyMed",1,2,86,29,252.16,120.1,1,"Easy",76,1,0.67516
"PLY12",1010,"EasyMed",1,2,87,27,189.21,56.691,1,"Easy",76,1,0.51527
"PLY12",1010,"EasyMed",1,2,88,26,157.74,25,1,"Easy",76,1,0.34043
"PLY12",1010,"EasyMed",1,2,89,28,220.68,88.411,1,"Easy",76,1,0.89091
"PLY12",1010,"EasyMed",1,2,90,5,150.89,285,0,"Easy",68,1,0.77543
"PLY12",1010,"EasyMed",1,2,91,28,220.68,88.411,1,"Easy",76,1,0.71066
"PLY12",1010,"EasyMed",1,2,92,3,87.947,221.56,0,"Easy",68,1,0.97124
"PLY12",1010,"EasyMed",1,2,93,5,150.89,285,0,"Easy",68,1,0.87571
"PLY12",1010,"EasyMed",1,2,94,27,189.21,56.691,1,"Easy",76,1,0.61083
"PLY12",1010,"EasyMed",1,2,95,5,150.89,285,0,"Easy",68,1,0.65509
"PLY12",1010,"EasyMed",1,2,96,27,189.21,56.691,1,"Easy",76,1,0.70586
"PLY12",1010,"EasyMed",1,2,97,5,150.89,285,0,"Easy",68,1,0.95573
"PLY12",1010,"EasyMed",1,2,98,2,56.474,189.87,0,"Easy",68,1,0.86559
"PLY12",1010,"EasyMed",1,2,99,3,87.947,221.56,0,"Easy",68,1,0.7408
"PLY12",1010,"EasyMed",1,2,100,30,285,151.82,1,"Easy",76,1,0.70031
"PLY12",1010,"EasyMed",1,3,101,3,87.947,221.56,0,"Easy",68,1,0.80519
"PLY12",1010,"EasyMed",1,3,102,5,150.89,285,0,"Easy",68,1,0.83996
"PLY12",1010,"EasyMed",1,3,103,26,157.74,25,1,"Easy",76,1,0.57114
"PLY12",1010,"EasyMed",1,3,104,29,252.16,120.1,1,"Easy",76,1,0.82573
"PLY12",1010,"EasyMed",1,3,105,29,252.16,120.1,1,"Easy",76,1,0.68589
"PLY12",1010,"EasyMed",1,3,106,1,25,158.15,0,"Easy",68,1,0.65534
"PLY12",1010,"EasyMed",1,3,107,4,119.42,253.28,0,"Easy",68,1,0.78588
"PLY12",1010,"EasyMed",1,3,108,4,119.42,253.28,0,"Easy",68,1,0.70542
"PLY12",1010,"EasyMed",1,3,109,4,119.42,253.28,0,"Easy",68,1,0.45005
"PLY12",1010,"EasyMed",1,3,110,2,56.474,189.87,0,"Easy",68,1,0.53071
"PLY12",1010,"EasyMed",1,3,111,1,25,158.15,0,"Easy",68,1,0.66012
"PLY12",1010,"EasyMed",1,3,112,28,220.68,88.411,1,"Easy",76,1,0.65571
"PLY12",1010,"EasyMed",1,3,113,2,56.474,189.87,0,"Easy",68,1,0.74559
"PLY12",1010,"EasyMed",1,3,114,29,252.16,120.1,1,"Easy",76,1,0.6505
"PLY12",1010,"EasyMed",1,3,115,2,56.474,189.87,0,"Easy",68,1,1.0603
"PLY12",1010,"EasyMed",1,3,116,5,150.89,285,0,"Easy",68,1,0.93552
"PLY12",1010,"EasyMed",1,3,117,1,25,158.15,0,"Easy",68,1,0.69501
"PLY12",1010,"EasyMed",1,3,118,5,150.89,285,0,"Easy",68,1,0.88586
"PLY12",1010,"EasyMed",1,3,119,26,157.74,25,1,"Easy",76,1,0.81542
"PLY12",1010,"EasyMed",1,3,120,3,87.947,221.56,0,"Easy",68,1,0.88058
"PLY12",1010,"EasyMed",1,3,121,27,189.21,56.691,1,"Easy",76,1,0.66095
"PLY12",1010,"EasyMed",1,3,122,30,285,151.82,1,"Easy",76,1,1.145
"PLY12",1010,"EasyMed",1,3,123,1,25,158.15,0,"Easy",68,1,0.76054
"PLY12",1010,"EasyMed",1,3,124,30,285,151.82,1,"Easy",76,1,0.59567
"PLY12",1010,"EasyMed",1,3,125,5,150.89,285,0,"Easy",68,1,0.60051
"PLY12",1010,"EasyMed",1,3,126,29,252.16,120.1,1,"Easy",76,1,0.65533
"PLY12",1010,"EasyMed",1,3,127,30,285,151.82,1,"Easy",76,1,0.55013
"PLY12",1010,"EasyMed",1,3,128,5,150.89,285,0,"Easy",76,0,0.365
"PLY12",1010,"EasyMed",1,3,129,3,87.947,221.56,0,"Easy",68,1,0.88519
"PLY12",1010,"EasyMed",1,3,130,26,157.74,25,1,"Easy",76,1,0.65569
"PLY12",1010,"EasyMed",1,3,131,27,189.21,56.691,1,"Easy",76,1,0.56052
"PLY12",1010,"EasyMed",1,3,132,4,119.42,253.28,0,"Easy",68,1,0.68073
"PLY12",1010,"EasyMed",1,3,133,1,25,158.15,0,"Easy",68,1,1.0402
"PLY12",1010,"EasyMed",1,3,134,1,25,158.15,0,"Easy",68,1,0.62074
"PLY12",1010,"EasyMed",1,3,135,29,252.16,120.1,1,"Easy",76,1,0.8409
"PLY12",1010,"EasyMed",1,3,136,27,189.21,56.691,1,"Easy",76,1,0.7155
"PLY12",1010,"EasyMed",1,3,137,28,220.68,88.411,1,"Easy",76,1,0.55566
"PLY12",1010,"EasyMed",1,3,138,28,220.68,88.411,1,"Easy",76,1,0.53542
"PLY12",1010,"EasyMed",1,3,139,26,157.74,25,1,"Easy",76,1,0.54498
"PLY12",1010,"EasyMed",1,3,140,30,285,151.82,1,"Easy",76,1,0.3908
"PLY12",1010,"EasyMed",1,3,141,2,56.474,189.87,0,"Easy",76,0,0.72531
"PLY12",1010,"EasyMed",1,3,142,1,25,158.15,0,"Easy",68,1,0.49119
"PLY12",1010,"EasyMed",1,3,143,28,220.68,88.411,1,"Easy",76,1,0.75
"PLY12",1010,"EasyMed",1,3,144,29,252.16,120.1,1,"Easy",76,1,0.67587
"PLY12",1010,"EasyMed",1,3,145,30,285,151.82,1,"Easy",76,1,0.60001
"PLY12",1010,"EasyMed",1,3,146,30,285,151.82,1,"Easy",76,1,0.46582
"PLY12",1010,"EasyMed",1,3,147,28,220.68,88.411,1,"Easy",76,1,0.60001
"PLY12",1010,"EasyMed",1,3,148,5,150.89,285,0,"Easy",76,0,0.41087
"PLY12",1010,"EasyMed",1,3,149,28,220.68,88.411,1,"Easy",76,1,0.60069
"PLY12",1010,"EasyMed",1,3,150,26,157.74,25,1,"Easy",76,1,0.90031
"PLY12",1010,"EasyMed",2,1,151,6,46.895,135.96,0,"Medium",68,1,2.1605
"PLY12",1010,"EasyMed",2,1,152,24,230.26,142.32,1,"Medium",76,1,1.6355
"PLY12",1010,"EasyMed",2,1,153,22,167.32,78.878,1,"Medium",76,1,0.77095
"PLY12",1010,"EasyMed",2,1,154,8,109.84,199.37,0,"Medium",68,1,0.86512
"PLY12",1010,"EasyMed",2,1,155,25,261.74,174.01,1,"Medium",76,1,1.0703
"PLY12",1010,"EasyMed",2,1,156,21,135.84,47.187,1,"Medium",76,1,0.56552
"PLY12",1010,"EasyMed",2,1,157,9,141.32,231.09,0,"Medium",68,1,0.7354
"PLY12",1010,"EasyMed",2,1,158,7,78.368,167.68,0,"Medium",68,1,0.52582
"PLY12",1010,"EasyMed",2,1,159,23,198.79,110.6,1,"Medium",76,1,1.5259
"PLY12",1010,"EasyMed",2,1,160,25,261.74,174.01,1,"Medium",76,1,0.63093
"PLY12",1010,"EasyMed",2,1,161,24,230.26,142.32,1,"Medium",76,1,0.54542
"PLY12",1010,"EasyMed",2,1,162,6,46.895,135.96,0,"Medium",68,1,0.84024
"PLY12",1010,"EasyMed",2,1,163,25,261.74,174.01,1,"Medium",76,1,0.90058
"PLY12",1010,"EasyMed",2,1,164,24,230.26,142.32,1,"Medium",76,1,0.63534
"PLY12",1010,"EasyMed",2,1,165,22,167.32,78.878,1,"Medium",76,1,0.77584
"PLY12",1010,"EasyMed",2,1,166,22,167.32,78.878,1,"Medium",76,1,0.72501
"PLY12",1010,"EasyMed",2,1,167,25,261.74,174.01,1,"Medium",76,1,0.43015
"PLY12",1010,"EasyMed",2,1,168,21,135.84,47.187,1,"Medium",76,1,0.51068
"PLY12",1010,"EasyMed",2,1,169,25,261.74,174.01,1,"Medium",76,1,0.59083
"PLY12",1010,"EasyMed",2,1,170,22,167.32,78.878,1,"Medium",76,1,0.59535
"PLY12",1010,"EasyMed",2,1,171,9,141.32,231.09,0,"Medium",68,1,0.95523
"PLY12",1010,"EasyMed",2,1,172,7,78.368,167.68,0,"Medium",68,1,0.92005
"PLY12",1010,"EasyMed",2,1,173,22,167.32,78.878,1,"Medium",76,1,0.85526
"PLY12",1010,"EasyMed",2,1,174,6,46.895,135.96,0,"Medium",68,1,0.86013
"PLY12",1010,"EasyMed",2,1,175,7,78.368,167.68,0,"Medium",68,1,0.99593
"PLY12",1010,"EasyMed",2,1,176,21,135.84,47.187,1,"Medium",76,1,0.78087
"PLY12",1010,"EasyMed",2,1,177,9,141.32,231.09,0,"Medium",68,1,1.0953
"PLY12",1010,"EasyMed",2,1,178,22,167.32,78.878,1,"Medium",76,1,0.58523
"PLY12",1010,"EasyMed",2,1,179,21,135.84,47.187,1,"Medium",76,1,0.84559
"PLY12",1010,"EasyMed",2,1,180,25,261.74,174.01,1,"Medium",76,1,0.93556
"PLY12",1010,"EasyMed",2,1,181,6,46.895,135.96,0,"Medium",68,1,1.4659
"PLY12",1010,"EasyMed",2,1,182,24,230.26,142.32,1,"Medium",76,1,0.81
"PLY12",1010,"EasyMed",2,1,183,10,172.79,262.78,0,"Medium",68,1,0.9109
"PLY12",1010,"EasyMed",2,1,184,24,230.26,142.32,1,"Medium",76,1,0.61511
"PLY12",1010,"EasyMed",2,1,185,21,135.84,47.187,1,"Medium",76,1,0.59498
"PLY12",1010,"EasyMed",2,1,186,8,109.84,199.37,0,"Medium",68,1,0.99068
"PLY12",1010,"EasyMed",2,1,187,10,172.79,262.78,0,"Medium",68,1,1.1203
"PLY12",1010,"EasyMed",2,1,188,7,78.368,167.68,0,"Medium",68,1,1.2305
"PLY12",1010,"EasyMed",2,1,189,23,198.79,110.6,1,"Medium",76,1,0.795
"PLY12",1010,"EasyMed",2,1,190,23,198.79,110.6,1,"Medium",76,1,0.68586
"PLY12",1010,"EasyMed",2,1,191,8,109.84,199.37,0,"Medium",68,1,0.79037
"PLY12",1010,"EasyMed",2,1,192,8,109.84,199.37,0,"Medium",68,1,0.58094
"PLY12",1010,"EasyMed",2,1,193,10,172.79,262.78,0,"Medium",68,1,0.62017
"PLY12",1010,"EasyMed",2,1,194,8,109.84,199.37,0,"Medium",68,1,0.70523
"PLY12",1010,"EasyMed",2,1,195,24,230.26,142.32,1,"Medium",76,1,0.58506
"PLY12",1010,"EasyMed",2,1,196,25,261.74,174.01,1,"Medium",76,1,0.51053
"PLY12",1010,"EasyMed",2,1,197,7,78.368,167.68,0,"Medium",76,0,1.0208
