"date"	"subj"	"phase"	"blk"	"trial"	"stimtype"	"stim"	"trialtype"	"acc"	"resp"	"rt"
"03-13-2014"	28001	1	1	1	"A"	"A.bmp"	"L+"	1	"c"	7757
"03-13-2014"	28001	1	1	2	"AB"	"AB.bmp"	"R+"	1	"m"	5322
"03-13-2014"	28001	1	1	3	"BA"	"BA.bmp"	"R+"	1	"m"	4294
"03-13-2014"	28001	1	1	4	"B"	"B.bmp"	"L+"	1	"c"	2503
"03-13-2014"	28001	1	1	5	"AB"	"AB.bmp"	"R+"	0	"c"	1765
"03-13-2014"	28001	1	1	6	"B"	"B.bmp"	"L+"	0	"m"	1324
"03-13-2014"	28001	1	1	7	"BA"	"BA.bmp"	"R+"	0	"c"	2398
"03-13-2014"	28001	1	1	8	"A"	"A.bmp"	"L+"	1	"c"	5243
"03-13-2014"	28001	1	1	9	"AB"	"AB.bmp"	"R+"	1	"m"	1979
"03-13-2014"	28001	1	1	10	"A"	"A.bmp"	"L+"	1	"c"	1430
"03-13-2014"	28001	1	1	11	"BA"	"BA.bmp"	"R+"	1	"m"	1781
"03-13-2014"	28001	1	1	12	"B"	"B.bmp"	"L+"	1	"c"	678
"03-13-2014"	28001	1	1	13	"A"	"A.bmp"	"L+"	1	"c"	916
"03-13-2014"	28001	1	1	14	"BA"	"BA.bmp"	"R+"	1	"m"	1349
"03-13-2014"	28001	1	1	15	"AB"	"AB.bmp"	"R+"	0	"c"	1084
"03-13-2014"	28001	1	1	16	"B"	"B.bmp"	"L+"	0	"m"	928
"03-13-2014"	28001	1	1	17	"A"	"A.bmp"	"L+"	1	"c"	1615
"03-13-2014"	28001	1	1	18	"BA"	"BA.bmp"	"R+"	1	"m"	1118
"03-13-2014"	28001	1	1	19	"B"	"B.bmp"	"L+"	0	"m"	824
"03-13-2014"	28001	1	1	20	"AB"	"AB.bmp"	"R+"	0	"c"	805
"03-13-2014"	28001	1	1	21	"BA"	"BA.bmp"	"R+"	0	"c"	5670
"03-13-2014"	28001	1	1	22	"B"	"B.bmp"	"L+"	0	"m"	3939
"03-13-2014"	28001	1	1	23	"A"	"A.bmp"	"L+"	1	"c"	946
"03-13-2014"	28001	1	1	24	"AB"	"AB.bmp"	"R+"	0	"c"	557
"03-13-2014"	28001	1	1	25	"A"	"A.bmp"	"L+"	0	"m"	2415
"03-13-2014"	28001	1	1	26	"BA"	"BA.bmp"	"R+"	0	"c"	1782
"03-13-2014"	28001	1	1	27	"B"	"B.bmp"	"L+"	0	"m"	652
"03-13-2014"	28001	1	1	28	"AB"	"AB.bmp"	"R+"	0	"c"	545
"03-13-2014"	28001	1	1	29	"A"	"A.bmp"	"L+"	0	"m"	926
"03-13-2014"	28001	1	1	30	"B"	"B.bmp"	"L+"	0	"m"	664
"03-13-2014"	28001	1	1	31	"BA"	"BA.bmp"	"R+"	1	"m"	815
"03-13-2014"	28001	1	1	32	"AB"	"AB.bmp"	"R+"	1	"m"	675
"03-13-2014"	28001	1	1	33	"B"	"B.bmp"	"L+"	0	"m"	3823
"03-13-2014"	28001	1	1	34	"AB"	"AB.bmp"	"R+"	0	"c"	837
"03-13-2014"	28001	1	1	35	"BA"	"BA.bmp"	"R+"	0	"c"	854
"03-13-2014"	28001	1	1	36	"A"	"A.bmp"	"L+"	0	"m"	1118
"03-13-2014"	28001	1	1	37	"BA"	"BA.bmp"	"R+"	0	"c"	685
"03-13-2014"	28001	1	1	38	"B"	"B.bmp"	"L+"	0	"m"	920
"03-13-2014"	28001	1	1	39	"AB"	"AB.bmp"	"R+"	0	"c"	479
"03-13-2014"	28001	1	1	40	"A"	"A.bmp"	"L+"	1	"c"	487
"03-13-2014"	28001	1	1	41	"B"	"B.bmp"	"L+"	0	"m"	626
"03-13-2014"	28001	1	1	42	"BA"	"BA.bmp"	"R+"	1	"m"	584
"03-13-2014"	28001	1	1	43	"A"	"A.bmp"	"L+"	1	"c"	651
"03-13-2014"	28001	1	1	44	"AB"	"AB.bmp"	"R+"	1	"m"	684
"03-13-2014"	28001	1	1	45	"BA"	"BA.bmp"	"R+"	1	"m"	692
"03-13-2014"	28001	1	1	46	"A"	"A.bmp"	"L+"	1	"c"	582
"03-13-2014"	28001	1	1	47	"B"	"B.bmp"	"L+"	0	"m"	552
"03-13-2014"	28001	1	1	48	"AB"	"AB.bmp"	"R+"	0	"c"	514
"03-13-2014"	28001	1	1	49	"B"	"B.bmp"	"L+"	0	"m"	937
"03-13-2014"	28001	1	1	50	"BA"	"BA.bmp"	"R+"	1	"m"	7898
"03-13-2014"	28001	1	1	51	"A"	"A.bmp"	"L+"	0	"m"	629
"03-13-2014"	28001	1	1	52	"AB"	"AB.bmp"	"R+"	0	"c"	748
"03-13-2014"	28001	1	1	53	"B"	"B.bmp"	"L+"	0	"m"	920
"03-13-2014"	28001	1	1	54	"AB"	"AB.bmp"	"R+"	0	"c"	651
"03-13-2014"	28001	1	1	55	"BA"	"BA.bmp"	"R+"	1	"m"	666
"03-13-2014"	28001	1	1	56	"A"	"A.bmp"	"L+"	0	"m"	691
"03-13-2014"	28001	1	1	57	"B"	"B.bmp"	"L+"	1	"c"	519
"03-13-2014"	28001	1	1	58	"BA"	"BA.bmp"	"R+"	1	"m"	1060
"03-13-2014"	28001	1	1	59	"AB"	"AB.bmp"	"R+"	0	"c"	1195
"03-13-2014"	28001	1	1	60	"A"	"A.bmp"	"L+"	0	"m"	607
"03-13-2014"	28001	1	2	1	"B"	"B.bmp"	"L+"	1	"c"	1738
"03-13-2014"	28001	1	2	2	"AB"	"AB.bmp"	"R+"	1	"m"	1471
"03-13-2014"	28001	1	2	3	"A"	"A.bmp"	"L+"	0	"m"	2061
"03-13-2014"	28001	1	2	4	"BA"	"BA.bmp"	"R+"	0	"c"	2511
"03-13-2014"	28001	1	2	5	"B"	"B.bmp"	"L+"	1	"c"	1981
"03-13-2014"	28001	1	2	6	"A"	"A.bmp"	"L+"	0	"m"	968
"03-13-2014"	28001	1	2	7	"BA"	"BA.bmp"	"R+"	1	"m"	749
"03-13-2014"	28001	1	2	8	"AB"	"AB.bmp"	"R+"	1	"m"	1124
"03-13-2014"	28001	1	2	9	"B"	"B.bmp"	"L+"	1	"c"	737
"03-13-2014"	28001	1	2	10	"BA"	"BA.bmp"	"R+"	1	"m"	481
"03-13-2014"	28001	1	2	11	"AB"	"AB.bmp"	"R+"	1	"m"	1015
"03-13-2014"	28001	1	2	12	"A"	"A.bmp"	"L+"	1	"c"	1001
"03-13-2014"	28001	1	2	13	"AB"	"AB.bmp"	"R+"	0	"c"	513
"03-13-2014"	28001	1	2	14	"BA"	"BA.bmp"	"R+"	1	"m"	794
"03-13-2014"	28001	1	2	15	"A"	"A.bmp"	"L+"	1	"c"	692
"03-13-2014"	28001	1	2	16	"B"	"B.bmp"	"L+"	1	"c"	407
"03-13-2014"	28001	1	2	17	"AB"	"AB.bmp"	"R+"	0	"c"	517
"03-13-2014"	28001	1	2	18	"A"	"A.bmp"	"L+"	0	"m"	634
"03-13-2014"	28001	1	2	19	"BA"	"BA.bmp"	"R+"	1	"m"	1102
"03-13-2014"	28001	1	2	20	"B"	"B.bmp"	"L+"	1	"c"	1204
"03-13-2014"	28001	1	2	21	"BA"	"BA.bmp"	"R+"	0	"c"	914
"03-13-2014"	28001	1	2	22	"B"	"B.bmp"	"L+"	1	"c"	449
"03-13-2014"	28001	1	2	23	"A"	"A.bmp"	"L+"	1	"c"	833
"03-13-2014"	28001	1	2	24	"AB"	"AB.bmp"	"R+"	1	"m"	1653
"03-13-2014"	28001	1	2	25	"B"	"B.bmp"	"L+"	0	"m"	2547
"03-13-2014"	28001	1	2	26	"AB"	"AB.bmp"	"R+"	0	"c"	1461
"03-13-2014"	28001	1	2	27	"A"	"A.bmp"	"L+"	1	"c"	1040
"03-13-2014"	28001	1	2	28	"BA"	"BA.bmp"	"R+"	0	"c"	656
"03-13-2014"	28001	1	2	29	"A"	"A.bmp"	"L+"	0	"m"	1754
"03-13-2014"	28001	1	2	30	"B"	"B.bmp"	"L+"	0	"m"	1281
"03-13-2014"	28001	1	2	31	"BA"	"BA.bmp"	"R+"	1	"m"	1594
"03-13-2014"	28001	1	2	32	"AB"	"AB.bmp"	"R+"	0	"c"	1805
"03-13-2014"	28001	1	2	33	"A"	"A.bmp"	"L+"	1	"c"	721
"03-13-2014"	28001	1	2	34	"AB"	"AB.bmp"	"R+"	1	"m"	865
"03-13-2014"	28001	1	2	35	"BA"	"BA.bmp"	"R+"	1	"m"	355
"03-13-2014"	28001	1	2	36	"B"	"B.bmp"	"L+"	0	"m"	748
"03-13-2014"	28001	1	2	37	"AB"	"AB.bmp"	"R+"	0	"c"	792
"03-13-2014"	28001	1	2	38	"BA"	"BA.bmp"	"R+"	1	"m"	607
"03-13-2014"	28001	1	2	39	"B"	"B.bmp"	"L+"	0	"m"	1185
"03-13-2014"	28001	1	2	40	"A"	"A.bmp"	"L+"	0	"m"	466
"03-13-2014"	28001	1	2	41	"AB"	"AB.bmp"	"R+"	1	"m"	846
"03-13-2014"	28001	1	2	42	"A"	"A.bmp"	"L+"	0	"m"	521
"03-13-2014"	28001	1	2	43	"BA"	"BA.bmp"	"R+"	1	"m"	1088
"03-13-2014"	28001	1	2	44	"B"	"B.bmp"	"L+"	0	"m"	772
"03-13-2014"	28001	1	2	45	"BA"	"BA.bmp"	"R+"	1	"m"	616
"03-13-2014"	28001	1	2	46	"AB"	"AB.bmp"	"R+"	1	"m"	1094
"03-13-2014"	28001	1	2	47	"B"	"B.bmp"	"L+"	0	"m"	1976
"03-13-2014"	28001	1	2	48	"A"	"A.bmp"	"L+"	1	"c"	1115
"03-13-2014"	28001	1	2	49	"AB"	"AB.bmp"	"R+"	0	"c"	661
"03-13-2014"	28001	1	2	50	"B"	"B.bmp"	"L+"	0	"m"	971
"03-13-2014"	28001	1	2	51	"BA"	"BA.bmp"	"R+"	1	"m"	614
"03-13-2014"	28001	1	2	52	"A"	"A.bmp"	"L+"	0	"m"	713
"03-13-2014"	28001	1	2	53	"B"	"B.bmp"	"L+"	1	"c"	1421
"03-13-2014"	28001	1	2	54	"A"	"A.bmp"	"L+"	1	"c"	396
"03-13-2014"	28001	1	2	55	"BA"	"BA.bmp"	"R+"	1	"m"	664
"03-13-2014"	28001	1	2	56	"AB"	"AB.bmp"	"R+"	0	"c"	468
"03-13-2014"	28001	1	2	57	"BA"	"BA.bmp"	"R+"	0	"c"	521
"03-13-2014"	28001	1	2	58	"AB"	"AB.bmp"	"R+"	0	"c"	479
"03-13-2014"	28001	1	2	59	"B"	"B.bmp"	"L+"	1	"c"	579
"03-13-2014"	28001	1	2	60	"A"	"A.bmp"	"L+"	1	"c"	405
"03-13-2014"	28001	1	3	1	"B"	"B.bmp"	"L+"	0	"m"	1694
"03-13-2014"	28001	1	3	2	"BA"	"BA.bmp"	"R+"	1	"m"	673
"03-13-2014"	28001	1	3	3	"AB"	"AB.bmp"	"R+"	1	"m"	846
"03-13-2014"	28001	1	3	4	"A"	"A.bmp"	"L+"	0	"m"	3951
"03-13-2014"	28001	1	3	5	"BA"	"BA.bmp"	"R+"	0	"c"	1475
"03-13-2014"	28001	1	3	6	"A"	"A.bmp"	"L+"	1	"c"	758
"03-13-2014"	28001	1	3	7	"B"	"B.bmp"	"L+"	0	"m"	428
"03-13-2014"	28001	1	3	8	"AB"	"AB.bmp"	"R+"	1	"m"	527
"03-13-2014"	28001	1	3	9	"A"	"A.bmp"	"L+"	1	"c"	664
"03-13-2014"	28001	1	3	10	"AB"	"AB.bmp"	"R+"	1	"m"	491
"03-13-2014"	28001	1	3	11	"B"	"B.bmp"	"L+"	0	"m"	852
"03-13-2014"	28001	1	3	12	"BA"	"BA.bmp"	"R+"	0	"c"	331
"03-13-2014"	28001	1	3	13	"B"	"B.bmp"	"L+"	1	"c"	956
"03-13-2014"	28001	1	3	14	"BA"	"BA.bmp"	"R+"	0	"c"	276
"03-13-2014"	28001	1	3	15	"AB"	"AB.bmp"	"R+"	0	"c"	361
"03-13-2014"	28001	1	3	16	"A"	"A.bmp"	"L+"	0	"m"	1916
"03-13-2014"	28001	1	3	17	"B"	"B.bmp"	"L+"	1	"c"	971
"03-13-2014"	28001	1	3	18	"A"	"A.bmp"	"L+"	0	"m"	307
"03-13-2014"	28001	1	3	19	"AB"	"AB.bmp"	"R+"	1	"m"	2959
"03-13-2014"	28001	1	3	20	"BA"	"BA.bmp"	"R+"	1	"m"	1459
"03-13-2014"	28001	1	3	21	"A"	"A.bmp"	"L+"	0	"m"	595
"03-13-2014"	28001	1	3	22	"BA"	"BA.bmp"	"R+"	0	"c"	3301
"03-13-2014"	28001	1	3	23	"AB"	"AB.bmp"	"R+"	1	"m"	1347
"03-13-2014"	28001	1	3	24	"B"	"B.bmp"	"L+"	1	"c"	1717
"03-13-2014"	28001	1	3	25	"A"	"A.bmp"	"L+"	0	"m"	336
"03-13-2014"	28001	1	3	26	"AB"	"AB.bmp"	"R+"	1	"m"	264
"03-13-2014"	28001	1	3	27	"B"	"B.bmp"	"L+"	1	"c"	1400
"03-13-2014"	28001	1	3	28	"BA"	"BA.bmp"	"R+"	1	"m"	434
"03-13-2014"	28001	1	3	29	"AB"	"AB.bmp"	"R+"	0	"c"	534
"03-13-2014"	28001	1	3	30	"BA"	"BA.bmp"	"R+"	1	"m"	1781
"03-13-2014"	28001	1	3	31	"A"	"A.bmp"	"L+"	0	"m"	1497
"03-13-2014"	28001	1	3	32	"B"	"B.bmp"	"L+"	1	"c"	1743
"03-13-2014"	28001	1	3	33	"A"	"A.bmp"	"L+"	0	"m"	418
"03-13-2014"	28001	1	3	34	"B"	"B.bmp"	"L+"	1	"c"	273
"03-13-2014"	28001	1	3	35	"AB"	"AB.bmp"	"R+"	1	"m"	1018
"03-13-2014"	28001	1	3	36	"BA"	"BA.bmp"	"R+"	0	"c"	234
"03-13-2014"	28001	1	3	37	"B"	"B.bmp"	"L+"	1	"c"	282
"03-13-2014"	28001	1	3	38	"AB"	"AB.bmp"	"R+"	0	"c"	1493
"03-13-2014"	28001	1	3	39	"BA"	"BA.bmp"	"R+"	1	"m"	230
"03-13-2014"	28001	1	3	40	"A"	"A.bmp"	"L+"	1	"c"	768
"03-13-2014"	28001	1	3	41	"B"	"B.bmp"	"L+"	1	"c"	289
"03-13-2014"	28001	1	3	42	"A"	"A.bmp"	"L+"	1	"c"	261
"03-13-2014"	28001	1	3	43	"AB"	"AB.bmp"	"R+"	1	"m"	222
"03-13-2014"	28001	1	3	44	"BA"	"BA.bmp"	"R+"	1	"m"	168
"03-13-2014"	28001	1	3	45	"B"	"B.bmp"	"L+"	1	"c"	206
"03-13-2014"	28001	1	3	46	"BA"	"BA.bmp"	"R+"	1	"m"	183
"03-13-2014"	28001	1	3	47	"AB"	"AB.bmp"	"R+"	1	"m"	161
"03-13-2014"	28001	1	3	48	"A"	"A.bmp"	"L+"	1	"c"	260
"03-13-2014"	28001	1	3	49	"BA"	"BA.bmp"	"R+"	1	"m"	255
"03-13-2014"	28001	1	3	50	"A"	"A.bmp"	"L+"	1	"c"	177
"03-13-2014"	28001	1	3	51	"AB"	"AB.bmp"	"R+"	1	"m"	120
"03-13-2014"	28001	1	3	52	"B"	"B.bmp"	"L+"	1	"c"	144
"03-13-2014"	28001	1	3	53	"BA"	"BA.bmp"	"R+"	1	"m"	146
"03-13-2014"	28001	1	3	54	"A"	"A.bmp"	"L+"	1	"c"	154
"03-13-2014"	28001	1	3	55	"B"	"B.bmp"	"L+"	1	"c"	176
"03-13-2014"	28001	1	3	56	"AB"	"AB.bmp"	"R+"	1	"m"	90
"03-13-2014"	28001	1	3	57	"A"	"A.bmp"	"L+"	1	"c"	131
"03-13-2014"	28001	1	3	58	"B"	"B.bmp"	"L+"	1	"c"	137
"03-13-2014"	28001	1	3	59	"AB"	"AB.bmp"	"R+"	1	"m"	112
"03-13-2014"	28001	1	3	60	"BA"	"BA.bmp"	"R+"	1	"m"	49
"03-13-2014"	28001	1	4	1	"B"	"B.bmp"	"L+"	1	"c"	128
"03-13-2014"	28001	1	4	2	"AB"	"AB.bmp"	"R+"	1	"m"	105
"03-13-2014"	28001	1	4	3	"BA"	"BA.bmp"	"R+"	1	"m"	73
"03-13-2014"	28001	1	4	4	"A"	"A.bmp"	"L+"	1	"c"	146
"03-13-2014"	28001	1	4	5	"AB"	"AB.bmp"	"R+"	1	"m"	153
"03-13-2014"	28001	1	4	6	"B"	"B.bmp"	"L+"	1	"c"	178
"03-13-2014"	28001	1	4	7	"BA"	"BA.bmp"	"R+"	1	"m"	223
"03-13-2014"	28001	1	4	8	"A"	"A.bmp"	"L+"	1	"c"	221
"03-13-2014"	28001	1	4	9	"BA"	"BA.bmp"	"R+"	1	"m"	257
"03-13-2014"	28001	1	4	10	"AB"	"AB.bmp"	"R+"	1	"m"	148
"03-13-2014"	28001	1	4	11	"A"	"A.bmp"	"L+"	0	"m"	179
"03-13-2014"	28001	1	4	12	"B"	"B.bmp"	"L+"	1	"c"	739
"03-13-2014"	28001	1	4	13	"BA"	"BA.bmp"	"R+"	1	"m"	172
"03-13-2014"	28001	1	4	14	"B"	"B.bmp"	"L+"	1	"c"	202
"03-13-2014"	28001	1	4	15	"A"	"A.bmp"	"L+"	1	"c"	110
"03-13-2014"	28001	1	4	16	"AB"	"AB.bmp"	"R+"	1	"m"	398
"03-13-2014"	28001	1	4	17	"B"	"B.bmp"	"L+"	1	"c"	119
"03-13-2014"	28001	1	4	18	"A"	"A.bmp"	"L+"	1	"c"	97
"03-13-2014"	28001	1	4	19	"AB"	"AB.bmp"	"R+"	1	"m"	131
"03-13-2014"	28001	1	4	20	"BA"	"BA.bmp"	"R+"	1	"m"	171
"03-13-2014"	28001	1	4	21	"B"	"B.bmp"	"L+"	1	"c"	331
"03-13-2014"	28001	1	4	22	"AB"	"AB.bmp"	"R+"	1	"m"	101
"03-13-2014"	28001	1	4	23	"BA"	"BA.bmp"	"R+"	1	"m"	102
"03-13-2014"	28001	1	4	24	"A"	"A.bmp"	"L+"	1	"c"	118
"03-13-2014"	28001	1	4	25	"BA"	"BA.bmp"	"R+"	1	"m"	116
"03-13-2014"	28001	1	4	26	"B"	"B.bmp"	"L+"	1	"c"	120
"03-13-2014"	28001	1	4	27	"AB"	"AB.bmp"	"R+"	1	"m"	119
"03-13-2014"	28001	1	4	28	"A"	"A.bmp"	"L+"	1	"c"	120
"03-13-2014"	28001	1	4	29	"BA"	"BA.bmp"	"R+"	1	"m"	140
"03-13-2014"	28001	1	4	30	"A"	"A.bmp"	"L+"	1	"c"	139
"03-13-2014"	28001	1	4	31	"AB"	"AB.bmp"	"R+"	1	"m"	150
"03-13-2014"	28001	1	4	32	"B"	"B.bmp"	"L+"	1	"c"	324
"03-13-2014"	28001	1	4	33	"BA"	"BA.bmp"	"R+"	1	"m"	156
"03-13-2014"	28001	1	4	34	"B"	"B.bmp"	"L+"	1	"c"	141
"03-13-2014"	28001	1	4	35	"A"	"A.bmp"	"L+"	1	"c"	258
"03-13-2014"	28001	1	4	36	"AB"	"AB.bmp"	"R+"	1	"m"	253
"03-13-2014"	28001	1	4	37	"BA"	"BA.bmp"	"R+"	1	"m"	156
"03-13-2014"	28001	1	4	38	"B"	"B.bmp"	"L+"	1	"c"	172
"03-13-2014"	28001	1	4	39	"AB"	"AB.bmp"	"R+"	1	"m"	221
"03-13-2014"	28001	1	4	40	"A"	"A.bmp"	"L+"	1	"c"	128
"03-13-2014"	28001	1	4	41	"BA"	"BA.bmp"	"R+"	1	"m"	105
"03-13-2014"	28001	1	4	42	"B"	"B.bmp"	"L+"	1	"c"	136
"03-13-2014"	28001	1	4	43	"A"	"A.bmp"	"L+"	1	"c"	128
"03-13-2014"	28001	1	4	44	"AB"	"AB.bmp"	"R+"	0	"c"	192
"03-13-2014"	28001	1	4	45	"A"	"A.bmp"	"L+"	1	"c"	143
"03-13-2014"	28001	1	4	46	"AB"	"AB.bmp"	"R+"	1	"m"	165
"03-13-2014"	28001	1	4	47	"BA"	"BA.bmp"	"R+"	1	"m"	94
"03-13-2014"	28001	1	4	48	"B"	"B.bmp"	"L+"	1	"c"	175
"03-13-2014"	28001	1	4	49	"BA"	"BA.bmp"	"R+"	1	"m"	119
"03-13-2014"	28001	1	4	50	"AB"	"AB.bmp"	"R+"	1	"m"	95
"03-13-2014"	28001	1	4	51	"A"	"A.bmp"	"L+"	1	"c"	149
"03-13-2014"	28001	1	4	52	"B"	"B.bmp"	"L+"	1	"c"	145
"03-13-2014"	28001	1	4	53	"A"	"A.bmp"	"L+"	1	"c"	180
"03-13-2014"	28001	1	4	54	"AB"	"AB.bmp"	"R+"	1	"m"	135
"03-13-2014"	28001	1	4	55	"BA"	"BA.bmp"	"R+"	1	"m"	96
"03-13-2014"	28001	1	4	56	"B"	"B.bmp"	"L+"	1	"c"	143
"03-13-2014"	28001	1	4	57	"BA"	"BA.bmp"	"R+"	1	"m"	186
"03-13-2014"	28001	1	4	58	"B"	"B.bmp"	"L+"	1	"c"	208
"03-13-2014"	28001	1	4	59	"AB"	"AB.bmp"	"R+"	1	"m"	128
"03-13-2014"	28001	1	4	60	"A"	"A.bmp"	"L+"	1	"c"	212
"03-13-2014"	28001	2	1	1	"D"	"D.bmp"	"R+"	0	"c"	656
"03-13-2014"	28001	2	1	2	"CD"	"CD.bmp"	"L+"	0	"m"	261
"03-13-2014"	28001	2	1	3	"DC"	"DC.bmp"	"L+"	1	"c"	272
"03-13-2014"	28001	2	1	4	"C"	"C.bmp"	"R+"	1	"m"	138
"03-13-2014"	28001	2	1	5	"D"	"D.bmp"	"R+"	1	"m"	121
"03-13-2014"	28001	2	1	6	"C"	"C.bmp"	"R+"	1	"m"	264
"03-13-2014"	28001	2	1	7	"CD"	"CD.bmp"	"L+"	1	"c"	28
"03-13-2014"	28001	2	1	8	"DC"	"DC.bmp"	"L+"	1	"c"	91
"03-13-2014"	28001	2	1	9	"CD"	"CD.bmp"	"L+"	1	"c"	119
"03-13-2014"	28001	2	1	10	"DC"	"DC.bmp"	"L+"	1	"c"	142
"03-13-2014"	28001	2	1	11	"C"	"C.bmp"	"R+"	0	"c"	292
"03-13-2014"	28001	2	1	12	"D"	"D.bmp"	"R+"	1	"m"	267
"03-13-2014"	28001	2	1	13	"CD"	"CD.bmp"	"L+"	1	"c"	224
"03-13-2014"	28001	2	1	14	"C"	"C.bmp"	"R+"	1	"m"	310
"03-13-2014"	28001	2	1	15	"D"	"D.bmp"	"R+"	1	"m"	186
"03-13-2014"	28001	2	1	16	"DC"	"DC.bmp"	"L+"	1	"c"	182
"03-13-2014"	28001	2	1	17	"C"	"C.bmp"	"R+"	1	"m"	268
"03-13-2014"	28001	2	1	18	"CD"	"CD.bmp"	"L+"	0	"m"	224
"03-13-2014"	28001	2	1	19	"D"	"D.bmp"	"R+"	1	"m"	520
"03-13-2014"	28001	2	1	20	"DC"	"DC.bmp"	"L+"	1	"c"	197
"03-13-2014"	28001	2	1	21	"D"	"D.bmp"	"R+"	1	"m"	556
"03-13-2014"	28001	2	1	22	"CD"	"CD.bmp"	"L+"	1	"c"	380
"03-13-2014"	28001	2	1	23	"DC"	"DC.bmp"	"L+"	1	"c"	730
"03-13-2014"	28001	2	1	24	"C"	"C.bmp"	"R+"	1	"m"	588
"03-13-2014"	28001	2	1	25	"D"	"D.bmp"	"R+"	1	"m"	1097
"03-13-2014"	28001	2	1	26	"DC"	"DC.bmp"	"L+"	1	"c"	398
"03-13-2014"	28001	2	1	27	"C"	"C.bmp"	"R+"	1	"m"	808
"03-13-2014"	28001	2	1	28	"CD"	"CD.bmp"	"L+"	1	"c"	173
"03-13-2014"	28001	2	1	29	"D"	"D.bmp"	"R+"	1	"m"	177
"03-13-2014"	28001	2	1	30	"CD"	"CD.bmp"	"L+"	1	"c"	208
"03-13-2014"	28001	2	1	31	"DC"	"DC.bmp"	"L+"	1	"c"	182
"03-13-2014"	28001	2	1	32	"C"	"C.bmp"	"R+"	1	"m"	416
"03-13-2014"	28001	2	1	33	"D"	"D.bmp"	"R+"	1	"m"	208
"03-13-2014"	28001	2	1	34	"CD"	"CD.bmp"	"L+"	1	"c"	184
"03-13-2014"	28001	2	1	35	"DC"	"DC.bmp"	"L+"	1	"c"	234
"03-13-2014"	28001	2	1	36	"C"	"C.bmp"	"R+"	1	"m"	301
"03-13-2014"	28001	2	1	37	"DC"	"DC.bmp"	"L+"	1	"c"	263
"03-13-2014"	28001	2	1	38	"CD"	"CD.bmp"	"L+"	1	"c"	173
"03-13-2014"	28001	2	1	39	"D"	"D.bmp"	"R+"	1	"m"	176
"03-13-2014"	28001	2	1	40	"C"	"C.bmp"	"R+"	1	"m"	210
"03-13-2014"	28001	2	1	41	"DC"	"DC.bmp"	"L+"	1	"c"	395
"03-13-2014"	28001	2	1	42	"C"	"C.bmp"	"R+"	1	"m"	173
"03-13-2014"	28001	2	1	43	"CD"	"CD.bmp"	"L+"	1	"c"	201
"03-13-2014"	28001	2	1	44	"D"	"D.bmp"	"R+"	1	"m"	227
"03-13-2014"	28001	2	1	45	"CD"	"CD.bmp"	"L+"	1	"c"	380
"03-13-2014"	28001	2	1	46	"DC"	"DC.bmp"	"L+"	1	"c"	235
"03-13-2014"	28001	2	1	47	"D"	"D.bmp"	"R+"	1	"m"	223
"03-13-2014"	28001	2	1	48	"C"	"C.bmp"	"R+"	1	"m"	215
"03-13-2014"	28001	2	1	49	"DC"	"DC.bmp"	"L+"	1	"c"	576
"03-13-2014"	28001	2	1	50	"CD"	"CD.bmp"	"L+"	1	"c"	298
"03-13-2014"	28001	2	1	51	"C"	"C.bmp"	"R+"	1	"m"	232
"03-13-2014"	28001	2	1	52	"D"	"D.bmp"	"R+"	1	"m"	208
"03-13-2014"	28001	2	1	53	"DC"	"DC.bmp"	"L+"	1	"c"	223
"03-13-2014"	28001	2	1	54	"C"	"C.bmp"	"R+"	1	"m"	218
"03-13-2014"	28001	2	1	55	"D"	"D.bmp"	"R+"	1	"m"	246
"03-13-2014"	28001	2	1	56	"CD"	"CD.bmp"	"L+"	1	"c"	347
"03-13-2014"	28001	2	1	57	"DC"	"DC.bmp"	"L+"	1	"c"	473
"03-13-2014"	28001	2	1	58	"CD"	"CD.bmp"	"L+"	1	"c"	179
"03-13-2014"	28001	2	1	59	"C"	"C.bmp"	"R+"	0	"c"	358
"03-13-2014"	28001	2	1	60	"D"	"D.bmp"	"R+"	1	"m"	529
"03-13-2014"	28001	2	1	61	"C"	"C.bmp"	"R+"	1	"m"	261
"03-13-2014"	28001	2	1	62	"CD"	"CD.bmp"	"L+"	1	"c"	247
"03-13-2014"	28001	2	1	63	"DC"	"DC.bmp"	"L+"	1	"c"	286
"03-13-2014"	28001	2	1	64	"D"	"D.bmp"	"R+"	1	"m"	325
"03-13-2014"	28001	3	1	1	"A"	"A.bmp"	"L+"	0	"m"	274
"03-13-2014"	28001	3	1	2	"CD"	"CD.bmp"	"L+"	1	"c"	146
"03-13-2014"	28001	3	1	3	"D"	"D.bmp"	"R+"	1	"m"	212
"03-13-2014"	28001	3	1	4	"DC"	"DC.bmp"	"L+"	1	"c"	216
"03-13-2014"	28001	3	1	5	"B"	"B.bmp"	"L+"	1	"c"	145
"03-13-2014"	28001	3	1	6	"AB"	"AB.bmp"	"R+"	1	"m"	624
"03-13-2014"	28001	3	1	7	"C"	"C.bmp"	"R+"	0	"c"	344
"03-13-2014"	28001	3	1	8	"BA"	"BA.bmp"	"R+"	1	"m"	313
"03-13-2014"	28001	3	1	9	"AB"	"AB.bmp"	"R+"	1	"m"	219
"03-13-2014"	28001	3	1	10	"C"	"C.bmp"	"R+"	1	"m"	369
"03-13-2014"	28001	3	1	11	"BA"	"BA.bmp"	"R+"	1	"m"	496
